科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"108,723,073.67","316,205,053.13","559,986,841.14","862,308,077.36","230,782,332.26","529,692,504.97","816,311,470.64","1,060,866,593.98","101,663,885.45","238,633,400.73","374,890,167.15","557,942,664.99","157,943,473.69","453,410,828.37","914,538,606.45","1,304,100,757.59","609,289,617.84","1,320,220,281.37","1,832,572,834.34","2,237,453,655.43","415,633,199.43","643,558,922.67","902,549,374.37","1,287,987,485.93","745,434,734.02","1,350,842,821.70","1,744,229,185.64","2,778,938,397.64","996,734,561.10","2,341,391,223.68","3,323,304,269.29","3,975,701,712.18","1,541,230,138.33","2,169,170,631.26","3,012,040,994.31","4,377,471,457.87","724,007,998.31","2,340,563,497.34","3,700,423,746.93","4,992,318,272.02","999,332,924.24","2,509,770,153.12","3,742,332,551.70","5,751,461,074.18","1,821,644,345.59","3,966,543,900.82"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,867,200.00",,"10,000,000.00",,"-578,625.52",,,,,"208,424,680.00",,,,,"-22,108,361.81","24,943,653.96","24,942,438.72",,"-1,258.55"
收到的税费返还,,,,"3,022.21",,,,,"8,484,657.03","10,812,830.78","12,860,949.58","14,546,637.34","2,601,410.89","6,007,178.22","11,039,827.32","14,682,460.65","1,392,087.79","4,210,484.25","12,948,820.32","16,827,448.20","4,505,605.56","9,064,308.92","12,561,976.24","16,849,052.36","6,210,806.00","6,809,910.77","7,899,783.93","82,906,630.42","30,132,508.97","63,725,642.43","84,583,231.44","144,308,917.67","97,745,917.45","163,977,139.42","235,657,600.53","329,268,491.83","65,064,528.40","136,783,610.53","203,168,782.64","305,718,067.92","47,723,338.45","139,396,008.39","241,695,311.76","306,599,166.69","165,763,682.43","288,802,326.75"
支付其他与投资活动有关的现金,,,,,,"5,269,763.69","9,966,201.76","13,415,984.50","6,860,150.30","11,367,233.64","30,033.59","70,932,857.68","2,180.27","21,250,058.24","4,156,905.44","98,067,020.34","451,693.70","2,833,621.26","4,006,611.68","264,667.60",,"26,850,000.00",,"2,001,220.28","25,400,000.00","21,237,560.05","21,276,306.24","275,806,170.96",,"15,869,813.03","32,365,235.14","58,054,020.36",,,,"46,497,950.55",,"191,731,285.00","191,879,484.78","131,879,484.78","86,394,633.93","130,839,096.70","254,211,735.64","673,884,221.99","50,266,205.87","1,077,074.96"
收到其他与经营活动有关的现金,"1,725,503.14","6,684,472.95","7,402,168.08","14,850,808.31","8,263,236.36","9,487,383.02","19,034,791.01","36,079,325.71","-3,390,421.88","1,997,730.16","7,941,584.45","12,500,309.10","31,010,808.07","7,885,305.20","8,441,836.61","62,389,546.43","11,871,276.12","24,638,782.80","151,165,348.56","59,730,222.34","25,232,806.28","43,481,510.57","74,727,859.06","102,064,470.63","7,118,157.92","26,992,240.94","36,696,398.21","57,551,620.27","89,004,821.79","126,757,399.59","159,949,566.26","219,342,104.44","45,063,205.02","106,743,760.47","389,675,403.53","229,217,455.11","78,525,787.75","54,063,645.48","155,259,327.79","146,196,195.96","48,602,866.86","76,491,894.93","98,476,186.97","138,425,071.75","33,561,481.43","60,841,966.95"
投资活动现金流出小计,"135,529,245.99","259,392,891.09","340,603,674.85","379,454,382.65","64,767,954.19","127,134,034.81","217,683,284.37","290,321,770.89","46,061,988.55","201,548,405.80","341,500,480.64","551,102,526.92","134,120,960.33","461,509,748.79","743,703,115.58","987,440,966.59","526,670,299.87","838,046,697.06","1,182,320,979.80","1,449,429,462.54","127,834,803.00","571,022,634.79","687,421,805.63","1,189,053,101.09","260,087,764.60","992,015,661.95","1,572,540,509.95","1,951,190,364.28","78,237,770.18","510,772,092.54","1,019,498,663.86","2,621,096,803.78","385,017,114.02","1,876,287,964.59","3,395,275,184.95","4,848,446,239.96","2,410,482,336.72","7,666,057,313.46","3,979,117,876.47","3,955,722,248.69","564,458,037.46","1,018,452,490.08","3,725,984,824.66","5,268,409,223.62","2,816,206,337.50","4,944,130,852.69"
经营活动现金流入小计,"110,448,576.81","322,889,526.08","567,389,009.22","877,161,907.88","239,045,568.62","539,179,887.99","835,346,261.65","1,096,945,919.69","106,758,120.60","251,443,961.67","395,692,701.18","584,989,611.43","191,555,692.65","467,303,311.79","934,020,270.38","1,381,172,764.67","622,552,981.75","1,349,069,548.42","1,996,687,003.22","2,314,011,325.97","445,371,611.27","696,104,742.16","989,839,209.67","1,406,901,008.92","758,763,697.94","1,384,644,973.41","1,788,825,367.78","2,919,396,648.33","1,115,871,891.86","2,531,874,265.70","3,567,837,066.99","4,339,352,734.29","1,684,039,260.80","2,439,891,531.15","3,637,373,998.37","4,935,957,404.81","867,598,314.46","2,531,410,753.35","4,058,851,857.36","5,444,232,535.90","1,095,659,129.55","2,725,658,056.44","4,082,504,050.43","6,196,485,312.62","2,020,969,509.45","4,316,188,194.52"
投资活动产生的现金流量净额,"-135,532,245.99","-259,392,791.09","-340,023,574.85","-361,793,682.65","-24,853,208.50","-86,022,491.12","-176,271,490.68","-248,559,477.20","-31,536,703.12","-187,015,745.51","-326,850,319.67","-534,946,958.31","-134,105,749.40","-399,430,593.26","-681,196,010.05","-939,716,692.01","-486,051,294.71","-837,546,697.06","-1,178,005,999.63","-1,449,239,157.69","-127,830,415.18","-571,001,556.97","-687,396,704.81","-1,188,887,308.58","-257,567,764.60","-989,495,661.95","-1,570,020,509.95","-1,948,659,664.28","-78,237,770.18","-504,082,488.00","-1,013,008,818.86","-2,615,137,032.50","-223,603,272.93","-864,596,468.74","-1,764,212,930.96","-2,264,676,846.85","-688,467,887.43","-1,590,932,936.81","-1,737,619,986.82","-1,746,191,508.04","-514,458,037.46","-779,797,426.40","-3,387,329,010.98","-4,787,971,883.54","-1,957,241,168.95","-3,171,016,412.48"
购买商品、接受劳务支付的现金,"48,203,726.28","171,178,882.42","312,483,088.66","504,808,827.09","113,844,447.63","377,547,159.60","556,770,142.30","765,979,826.48","120,721,372.97","225,928,737.88","340,749,915.35","442,921,128.13","171,592,014.25","369,962,837.56","821,900,742.25","1,103,671,943.83","534,823,678.68","1,217,702,868.00","1,522,478,930.34","1,901,694,587.82","417,858,448.95","552,592,316.74","991,969,115.06","1,036,473,837.96","602,183,671.33","685,230,749.57","1,024,269,123.18","1,765,942,160.16","885,547,908.01","887,544,304.01","1,674,754,965.75","2,610,243,897.33","1,427,457,951.54","680,771,832.09","1,612,082,333.42","2,780,907,555.78","457,087,249.38","1,531,327,879.65","2,327,988,184.73","3,599,543,350.48","668,942,624.24","1,686,510,796.28","2,370,136,455.24","3,661,750,378.81","1,412,893,460.44","3,028,753,294.76"
吸收投资收到的现金,,"581,000,000.00","581,000,000.00","581,000,000.00",,"24,500,000.00","63,700,000.00","63,700,000.00","34,300,000.00","49,000,000.00","355,800,000.00","61,000,000.00","16,000,000.00","16,000,000.00","16,000,000.00","16,000,000.00",,,"5,800,000.00",,,,,"1,852,540,351.74",,"2,000,000.00","2,000,000.00","2,000,000.00",,,"2,922,761,515.22","2,915,513,797.62","100,000.00","400,000.00","20,538,883.00","3,486,938,873.07",,"139,247,546.00","139,247,546.00","152,797,546.00",,,"768,915,000.00","902,550,000.00","500,000,000.00","2,250,000,000.05"
