科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"6,075,515.87","5,219,576.96","21,275,721.06","7,570,545.52","14,739,225.38","13,624,368.02","12,283,208.18","-894,063.11","204,989.67","1,381,768.90","1,580,078.41","7,563,810.10","30,242,070.03","48,568,039.89","57,559,312.45","21,247,235.90","35,608,133.44","99,037,532.85","148,009,493.41","15,923,273.02","70,547,224.55","101,426,578.72","157,927,338.12","23,142,600.25","50,141,256.26","96,101,090.81","91,636,224.56","2,536,023.66","77,337,015.53","80,386,744.65","145,603,085.99","26,743,317.09"
三、利润总额,"15,009,308.83","130,059,829.50","144,481,459.49","32,377,409.08","43,635,800.41","49,520,322.98","107,755,006.52","25,360,869.51","27,980,086.39","28,456,880.52","10,269,540.90","19,635,564.34","53,218,804.69","89,643,663.85","107,069,580.40","-14,068,179.93","13,464,417.62","29,710,507.98","-91,774,146.52","-8,414,209.71","64,340,090.65","167,182,337.67","309,864,735.43","104,148,376.21","263,362,390.53","446,846,065.80","578,576,173.26","168,771,322.54","349,076,849.98","524,272,371.38","279,932,460.23","-149,869,699.45"
资产减值损失,"4,661,089.02","1,662,124.84","3,111,529.45","505,493.02","1,833,241.33","2,554,103.37","3,570,295.25","1,503,672.80","3,780,371.73","8,896,941.67","19,059,974.53","2,870,559.10","7,246,527.61","10,779,328.50","21,143,928.52","7,105,338.48","6,777,177.49","14,735,693.35","63,155,102.29","16,856,463.94","10,330,840.66","33,850,556.85","60,233,606.00","26,505,586.31","56,306,440.71","49,802,738.62","101,680,326.99","13,597,735.68","26,798,494.06","30,920,384.57","81,628,511.74","26,410,403.53"
减:所得税,"265,743.98","18,245,991.86","19,829,964.17","4,856,611.36","6,545,370.06","7,428,597.27","20,416,403.67","8,052,702.59","13,689,635.81","18,259,247.69","18,886,178.56","5,091,785.83","9,073,757.94","14,819,043.82","16,163,399.56",,"894,880.96","20,776,114.45","4,189,741.19","5,486,380.06","11,168,473.44","26,129,139.70","42,674,293.46","23,368,312.08","47,338,044.94","75,212,841.84","76,469,772.22","25,918,804.65","35,633,698.81","26,836,445.09","36,072,187.32","-4,581,005.05"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,"12,143,200.00","12,475,369.21","33,927,061.10","-13,270,422.64","-45,592,137.25","-52,390,438.02","-47,694,255.13","1,364,711.94","9,938,799.28","21,447,218.55","18,462,435.33","-10,494,238.71"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,,,,,,,,,,,,,"-3,115,725.68","-8,603,783.27","-9,647,911.09","-70,578.92","-6,071.48","14,904,138.00","3,031,814.56","-15,158,785.44","-10,447,192.00","-18,296,730.69","-16,558,815.39","-13,256,082.84","1,690,242.32"
四、净利润,"14,743,564.85","111,813,837.64","124,651,495.32","27,520,797.72","37,090,430.35","42,091,725.71","87,338,602.85","17,308,166.92","14,290,450.58","10,197,632.83","-8,616,637.66","14,543,778.51","44,145,046.75","74,824,620.03","90,906,180.84","-14,068,179.93","12,569,536.66","8,934,393.53","-95,963,887.71","-13,900,589.77","53,171,617.21","141,053,197.97","267,190,441.97","80,780,064.13","216,024,345.59","371,633,223.96","502,106,401.04","142,852,517.89","313,443,151.17","497,435,926.29","243,860,272.91","-145,288,694.40"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-563,138.69","-803,223.08","-948,876.51","-152,957.68"
归属于母公司所有者的净利润,"14,743,564.85","111,813,837.64","124,651,495.32","27,520,797.72","37,090,430.35","42,091,725.71","87,338,602.85","17,308,166.92","14,290,450.58","10,197,632.83","-8,616,637.66","14,543,778.51","44,145,046.75","74,824,620.03","90,906,180.84","-14,068,179.93","12,569,536.66","8,934,393.53","-95,963,887.71","-13,900,589.77","53,171,617.21","141,053,197.97","267,190,441.97","80,780,064.13","216,024,345.59","371,633,223.96","502,106,401.04","142,852,517.89","313,443,151.17","497,435,926.29","243,860,272.91","-145,288,694.40"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
