科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"176,994,763.26","217,978,894.48","270,958,468.42","105,832,089.56","171,464,136.90","253,185,711.70","50,716,727.95","102,993,911.49","167,105,693.27","226,788,688.64","52,493,941.14","102,265,716.09","171,224,464.43","279,410,402.30","48,254,182.32","90,905,482.94","144,915,208.33","246,109,753.75","58,963,536.00","110,799,589.92","193,381,989.88","305,822,049.40","113,211,419.80","369,987,286.37","689,137,191.51","956,121,763.43","299,547,417.86","731,959,494.03","1,188,776,743.63","1,545,670,864.09","390,578,581.00"
取得子公司及其他营业单位支付的现金净额,,"5,191,316.91",,,,,,,,,,,,"1,914,360.67",,,,"10,310,677.75",,,,,,,,"373,915,541.69",,,,"247,099,999.99",
收到的税费返还,"5,412,280.73","8,948,669.10","8,075,889.16",,"2,744,025.17","5,328,450.75",,"2,715,474.75","2,715,474.75","5,465,797.32","125,805.50","159,506.92","5,922,574.85","7,638,967.53","2,387,454.51","4,522,127.66","7,587,279.69","8,063,545.65","3,114,959.68","6,606,496.36","8,879,659.81","15,084,292.67","4,120,405.44","7,094,772.14","10,191,237.38","14,045,639.07","3,661,242.21","4,859,086.54","11,298,408.33","14,738,790.99","1,140,667.94"
支付其他与投资活动有关的现金,,,,,"5,000,000.00","280,400,000.00",,,,"209,890,000.00",,"181,210,000.00","236,220,000.00","157,850,000.00",,"91,290,000.00","71,690,000.00",,,"10,000,000.00","10,000,000.00","14,223,094.34","100,000,000.00","170,000,000.00","244,355,269.40","24,000,000.00",,"132,150,000.00","108,020,323.40","560,322.40",
收到其他与经营活动有关的现金,"1,796,674.93","3,003,294.53","5,948,721.32","4,182,374.46","2,701,923.21","3,630,723.31","4,029,614.92","10,571,825.29","16,304,850.82","8,089,181.24","1,108,981.42","3,478,742.66","5,461,077.35","11,279,854.86","2,551,154.83","7,420,523.11","9,338,197.88","7,319,651.66","1,946,375.57","2,887,804.27","4,120,322.52","6,290,730.16","30,645,539.97","130,535,625.55","292,507,772.51","72,557,057.82","31,995,175.49","126,829,611.70","70,731,200.12","25,751,761.80","4,194,133.91"
投资活动现金流出小计,"7,347,107.01","52,642,509.55","53,380,899.43","11,779,381.89","32,487,022.88","324,217,836.08","11,180,791.90","24,861,578.70","53,231,443.57","283,432,947.61","14,281,746.31","208,469,465.33","280,129,275.94","212,248,682.69","18,129,086.63","141,184,051.52","142,045,035.22","76,945,896.27","30,118,320.50","48,832,755.24","56,972,270.41","69,492,743.78","436,462,883.81","429,307,862.69","636,273,454.11","649,731,193.37","64,796,699.26","453,867,102.83","540,692,774.76","642,383,562.18","67,369,116.60"
经营活动现金流入小计,"184,203,718.92","229,930,858.11","284,983,078.90","110,014,464.02","176,910,085.28","262,144,885.76","54,746,342.87","116,281,211.53","186,126,018.84","240,343,667.20","53,728,728.06","105,903,965.67","182,608,116.63","298,329,224.69","53,192,791.66","102,848,133.71","161,840,685.90","261,492,951.06","64,024,871.25","120,293,890.55","206,381,972.21","327,197,072.23","147,977,365.21","507,617,684.06","991,836,201.40","1,042,724,460.32","335,203,835.56","863,648,192.27","1,270,806,352.08","1,586,161,416.88","395,913,382.85"
投资活动产生的现金流量净额,"-7,184,142.24","-50,327,932.73","-53,177,899.43","-11,684,581.89","-27,362,381.57","-319,093,693.61","-11,171,891.90","255,687,521.30","227,538,656.43","13,532,648.55","-14,040,302.31","1,676,978.67","-24,972,831.94","5,140,687.79","-18,129,086.63","16,665,948.48","15,804,964.78","83,229,694.26","-30,115,320.50","-33,854,352.54","-41,940,830.56","-30,517,757.11","-434,951,892.71","-417,452,812.29","-512,192,370.62","-606,075,040.33","-50,218,637.31","-243,756,237.38","-310,030,503.97","-373,548,408.57","-61,559,377.52"
购买商品、接受劳务支付的现金,"97,340,371.43","99,779,253.63","110,443,256.71","77,071,715.92","95,724,152.57","109,344,167.68","21,529,697.75","36,354,914.63","54,783,402.47","54,687,243.55","19,144,753.89","32,418,821.08","53,290,093.68","82,559,690.68","18,869,702.62","43,836,376.59","63,646,694.34","99,358,868.29","26,414,007.80","44,215,910.51","79,385,015.63","97,372,550.42","38,140,515.05","142,431,004.95","216,143,279.91","110,539,114.41","108,750,817.31","240,328,134.62","399,992,342.04","210,143,163.31","110,299,424.37"
吸收投资收到的现金,,"85,935,000.00",,,"371,540,000.00","371,540,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,"440,520,316.82","441,369,373.41","441,479,266.40","441,969,373.42",,"44,098,380.00","50,938,630.00","54,298,630.00",
支付给职工以及为职工支付的现金,"26,276,337.47","36,885,328.43","49,439,861.91","30,640,050.48","42,088,561.48","56,376,923.16","15,737,214.34","28,608,885.98","42,457,064.89","59,794,608.88","23,160,788.21","38,592,305.34","53,242,686.86","72,481,168.36","28,178,601.77","47,094,805.51","65,125,823.47","85,380,758.50","27,741,172.70","46,256,074.53","62,883,539.91","86,884,880.80","37,168,073.65","96,596,272.80","177,969,467.28","285,451,255.52","112,518,700.54","242,556,359.45","373,756,552.11","529,756,036.10","163,711,521.29"
取得借款收到的现金,"5,000,000.00","20,000,000.00","43,301,000.00","45,400,000.00","45,000,000.00","45,000,000.00",,,,,,,,,,,,,"10,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,"5,000,000.00","55,000,000.00","111,000,000.00",,"30,000,000.00","60,212,000.00","70,000,000.00","31,000,000.00"
支付的各项税费,"20,085,249.52","26,569,836.77","32,683,316.28","23,053,181.83","38,998,086.91","44,604,301.63","12,104,960.67","27,374,430.36","34,012,696.53","45,924,196.68","11,889,195.58","24,235,797.98","33,282,336.19","45,577,096.00","12,764,368.12","22,527,271.01","28,587,665.98","35,825,336.87","20,066,113.72","31,325,253.56","38,317,693.43","48,606,272.36","19,684,254.87","48,378,186.18","67,210,487.49","88,552,377.06","38,953,130.55","69,197,035.61","99,882,916.45","132,059,391.38","45,923,212.87"
收到其他与筹资活动有关的现金,,,,,"87,415.11",,,,,,,,,,,,,"700,000.00",,,"24,000,000.00",,,,,,,,,,
支付其他与经营活动有关的现金,"21,831,818.19","35,956,663.34","53,610,132.02","25,356,948.95","41,566,860.59","57,935,750.45","17,724,199.42","33,480,919.40","48,911,885.46","52,856,917.05","14,163,506.88","30,279,962.36","44,818,071.24","61,576,344.10","13,672,546.37","35,020,583.68","49,960,148.42","61,989,131.53","20,012,504.74","36,137,667.46","50,640,141.76","60,917,644.54","46,913,412.82","160,821,885.56","340,835,353.33","216,436,271.04","87,783,258.88","245,041,007.76","287,261,700.99","408,158,012.25","112,511,630.61"
筹资活动现金流入小计,"5,000,000.00","105,935,000.00","43,301,000.00","45,400,000.00","416,627,415.11","416,540,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,"700,000.00","10,000,000.00","30,000,000.00","54,000,000.00","30,000,000.00","440,520,316.82","446,369,373.41","496,479,266.40","552,969,373.42",,"74,098,380.00","111,150,630.00","124,298,630.00","31,000,000.00"
经营活动现金流出小计,"165,533,776.61","199,191,082.17","246,176,566.92","156,121,897.18","218,377,661.55","268,261,142.92","67,096,072.18","125,819,150.37","180,165,049.35","213,262,966.16","68,358,244.56","125,526,886.76","184,633,187.97","262,194,299.14","73,485,218.88","148,479,036.79","207,320,332.21","282,554,095.19","94,233,798.96","157,934,906.06","231,226,390.73","293,781,348.12","141,906,256.39","448,227,349.49","802,158,588.01","700,979,018.03","348,005,907.28","797,122,537.44","1,160,893,511.59","1,280,116,603.04","432,445,789.14"
偿还债务支付的现金,,"5,000,000.00","37,301,000.00","25,000,000.00","70,000,000.00","70,000,000.00",,,,,,,,,,,,,"50,001.00",,"10,050,001.00","10,000,000.00",,"20,000,000.00","25,000,000.00","25,000,000.00",,"6,000,000.00","66,000,000.00","112,000,000.00","1,000,000.00"
