科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"7,461,794.22","21,069,516.69","41,085,937.86","71,747,182.73","56,546,083.60","1,503,596,218.59","1,374,062,762.18","1,324,137,454.06","1,332,088,788.49","1,351,062,075.48","1,209,165,041.98","1,229,947,945.41","1,248,439,662.78","1,246,159,312.66","1,223,434,907.96","1,272,662,721.43","1,351,511,567.13","1,530,180,958.54","1,629,241,421.05","1,539,673,646.29","1,513,189,490.11","1,537,042,862.08","2,878,611,828.17","1,628,059,513.44","1,467,114,271.40","1,443,638,330.31","1,605,119,624.58","1,633,678,587.93","1,917,304,567.88","2,015,629,096.83","2,217,492,242.85","2,660,999,533.98","2,908,212,340.83","2,654,826,917.48","2,850,615,039.22"
短期借款,,"9,000,000.00","12,000,000.00","12,000,000.00",,"70,000,000.00",,,,,,,,,,,,,,,,,,,,,"260,000,000.00","260,000,000.00","260,000,000.00",,,,,,
交易性金融资产,"2,426,730.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"60,256.80","150,527.76","214,585.90","616,571.14","608,550.12","1,094,040.20","1,162,095.60","3,308,838.40","6,271,887.10","3,145,364.01","14,021,540.10","6,119,531.52","6,456,529.67","14,176,995.27","20,043,173.42","12,852,223.05","7,151,579.96","11,381,586.12","13,773,607.64","8,715,252.73","21,522,639.12","8,818,522.00","21,157,546.66","8,517,959.01","14,912,502.52","11,512,085.26","19,433,992.45","17,646,349.29","22,733,423.15","12,903,638.48","29,721,751.36","32,203,588.72","26,589,940.50","39,159,278.49"
应付票据,,,,,,,,,,,,,,"585,000.00",,,,,,,,,,,,,"5,052,096.00","5,052,096.00","5,052,096.00","5,052,096.00",,,,,
应收账款,"3,635,391.48","7,681,385.32","7,568,147.77","16,754,223.61","20,220,911.03","12,982,034.01","36,303,016.20","25,410,609.81","42,551,986.53","22,317,733.15","42,982,216.48","25,191,579.59","49,401,409.28","36,948,163.71","82,006,529.65","62,256,791.96","107,851,753.25","39,956,411.10","110,993,480.73","89,410,589.82","140,767,912.39","43,469,615.63","145,757,411.38","83,322,630.32","148,367,670.57","51,831,650.22","153,145,027.45","112,415,035.33","190,049,620.69","54,391,827.12","179,344,341.40","109,867,805.09","294,405,726.53","154,433,524.61","277,206,285.54"
应付账款,"8,210,984.38","7,844,570.87","9,255,102.04","11,078,142.55","15,103,454.51","20,193,600.58","28,637,574.25","22,045,869.19","32,729,052.26","32,452,183.03","54,368,143.99","60,119,457.68","75,344,355.89","48,472,007.97","48,652,913.64","50,754,447.42","63,550,770.54","67,180,947.69","64,909,411.69","75,025,319.73","70,470,243.26","67,027,566.90","80,359,116.43","148,602,108.35","81,767,041.84","78,667,797.16","75,437,343.91","141,284,680.67","84,064,528.08","185,437,916.41","110,995,233.81","157,177,103.83","195,591,965.12","275,340,408.60","216,954,582.01"
预付款项,"4,429,957.11","4,507,407.76","9,103,960.41","13,765,062.29","27,824,343.15","87,591,647.10","63,308,460.76","78,842,525.87","100,522,171.26","94,466,415.27","130,500,219.20","97,620,625.94","104,690,159.67","74,827,528.80","128,870,653.11","28,139,226.44","54,445,267.27","22,533,560.77","29,556,340.78","55,249,226.71","114,985,329.06","37,645,326.78","41,979,550.22","70,350,026.06","68,830,066.87","33,204,149.90","55,996,949.85","30,630,480.73","28,204,041.66","26,513,515.30","53,523,287.39","69,894,037.29","85,866,007.70","13,745,317.21","29,073,638.32"
预收款项,"2,108,925.13","8,037,211.61","11,127,179.85","5,959,351.41","12,932,455.69","20,075,665.12","2,399,436.55","5,182,935.23","15,063,657.17","66,218,640.03","10,158,643.64","6,808,538.00","12,083,565.58","27,867,688.04","5,747,820.32","3,191,612.17","2,747,446.46","49,587,239.60","3,063,677.75","3,450,854.30","3,598,505.32","57,736,228.96","25,071,141.48","13,042,882.34","14,868,303.55","48,309,253.40","12,592,769.99","31,179,625.09","22,792,812.45","116,674,819.78","66,661,977.80","71,805,562.12","124,047,497.56","179,646,869.11","53,212,254.86"
其他应收款,"2,792,107.15","514,341.76","1,069,547.24","1,893,771.74","4,367,636.56","2,394,903.96","4,611,835.48","5,860,589.95","7,518,048.09","4,929,409.75","8,196,367.33","13,761,102.75","13,609,418.00","10,819,287.52","11,802,011.39","9,812,888.50","9,564,216.11","8,494,075.29","9,936,904.17","7,936,579.14","5,764,571.67","9,289,030.35","31,551,134.92","36,900,549.60","15,671,640.72","8,032,830.42","205,245,235.88","10,287,429.01","17,553,080.52","13,804,580.69","19,065,777.27","101,028,981.53","18,278,808.70","8,494,002.78","12,242,476.74"
应付职工薪酬,"667,797.63","2,482,093.13","3,110,820.64","2,525,365.64","2,851,600.82","6,611,945.82","3,406,118.82","4,242,885.54","8,610,742.53","16,093,427.25","7,897,470.53","11,890,574.10","13,477,733.44","21,088,496.87","11,434,121.14","11,422,098.11","12,029,913.31","30,305,817.70","17,947,367.78","24,001,158.62","24,755,485.77","36,466,071.43","21,773,070.97","31,780,753.70","36,086,725.51","76,443,356.92","28,220,983.59","38,259,894.41","36,311,033.14","59,672,206.00","31,725,314.33","48,771,260.64","46,269,128.68","167,189,568.42","57,635,212.94"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,689,247.28","3,861,149.55","1,660,972.90","4,037,545.47","5,997,901.69","1,273,534.18","10,028,268.60","9,908,938.30","17,820,572.34","7,234,602.20","28,482,603.57","22,123,435.16","27,960,814.87","17,260,078.27","31,764,881.69","34,403,494.01","48,314,056.94","40,031,230.09","59,684,279.67","59,267,583.22","71,572,696.12","28,986,065.94","60,641,217.81","65,100,142.08","73,015,115.63","35,856,456.41","63,617,089.14","57,160,027.31","89,650,095.96","37,190,426.46","85,246,305.03","74,161,267.88","99,041,818.93","49,822,571.99","146,773,476.93"
应收利息,,,,,,"1,709,607.31","4,137,756.11","11,178,110.56","14,851,998.13","23,747,752.23","18,555,572.61","23,955,417.40","22,826,000.84","30,939,468.07","12,337,465.41","19,061,406.46","11,823,097.28","16,641,769.18","18,009,862.98","20,773,140.73","22,361,535.35","28,902,830.28","30,752,239.55","26,951,165.54","28,358,125.02","30,752,718.23","35,990,300.51","32,269,807.10","44,473,298.77","47,993,802.11","28,778,571.53","32,465,927.11","38,351,135.44","46,791,108.23","49,357,558.40"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282,750.00","282,750.00",,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,"131,232,000.00",,,,"328,080,000.00",,,,"364,005,470.00",,,,"436,806,564.00",,,,"382,283,688.80","3,666,000.00","3,666,000.00","3,445,000.00","488,304,720.40"
存货,"15,052,293.80","17,017,840.87","33,447,172.28","35,733,063.98","54,324,579.60","67,094,795.83","75,548,403.38","76,367,058.88","84,632,579.38","114,193,766.06","123,273,086.51","133,602,324.47","151,206,920.15","209,530,168.60","207,981,208.54","222,956,858.70","205,677,328.49","233,682,242.37","166,690,423.54","158,077,734.41","183,382,078.45","229,294,292.29","191,889,825.02","244,360,707.35","298,232,163.74","309,337,865.21","243,092,548.17","260,761,843.88","222,318,791.45","339,293,418.40","288,612,003.58","320,923,845.26","299,070,866.72","422,103,285.71","386,078,460.42"
其他应付款,"8,085,990.56","3,698,190.88","5,124,998.19","3,537,994.73","11,605,620.49","10,973,716.07","4,812,141.76","4,769,073.63","4,886,090.65","11,942,281.97","6,531,688.43","12,520,438.31","9,419,732.66","54,222,064.39","34,097,967.61","30,876,608.81","23,713,433.75","27,113,316.73","22,857,220.89","43,769,995.34","58,319,592.67","53,139,412.20","48,821,443.22","67,127,202.02","73,787,227.68","95,516,161.11","80,661,566.88","93,395,333.01","122,692,055.45","202,257,556.18","215,977,389.55","230,963,495.34","229,928,756.07","237,132,337.32","249,050,470.90"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,"628,221.66","11,164.27",,,"1,407,024.78","28,407.93","9,891.73","88,262.99","65,129.13","33,238.32","341,771.04","191,379.07","5,051,768.39","1,482,127.03","1,374,941,148.01","1,273,300,071.49","1,243,397,011.34","1,054,862,268.09","992,441,302.90","812,081,211.91","677,693,015.48","590,787,076.05","190,861,631.13","196,448,785.32","731,479,901.09","485,940,655.52"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,967.91",
