科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"817,254,898.61","917,042,940.36","651,459,083.83","126,366,643.58","282,461,959.81","460,854,216.72","673,342,289.10","219,411,559.26","457,424,555.96","694,088,706.61","928,083,174.61","252,220,755.46","486,150,082.93","721,656,453.36","921,234,023.30","187,760,103.54","440,027,531.28","678,122,130.65","992,014,544.76","300,197,185.84","591,810,151.03","1,001,127,299.90","1,448,395,140.62","438,250,171.21","633,103,771.55","916,254,364.99","1,564,457,792.94","232,779,310.99","563,681,335.11","1,188,940,553.66","1,570,800,784.86","429,650,712.05","1,172,212,844.00","1,591,563,640.57","2,185,852,263.98","594,447,299.86","1,124,985,710.90"
取得子公司及其他营业单位支付的现金净额,,,,,,,"1,558,669.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"5,722,444.28","15,908,213.18","32,712.23",,"215,997.32","215,997.32","215,997.32",,,,,,,,,,,,,,,,,,,,"17,746.12",,,"3,121,494.13","3,121,494.13",,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","35,000,000.00","37,448,120.38","600,000.00","51,200,000.00","51,700,000.00","81,034,356.40",,,"9,825,507.14","6,455,900.80","19,000,000.00","2,000,000.00","3,380,000.00","32,706,924.96",,"1,546,142.31","1,546,142.31","1,546,142.31",,"6,273,000.00"
收到其他与经营活动有关的现金,"16,737,680.86","9,586,109.16","13,225,236.78","1,159,065.30","2,111,626.22","10,983,396.98","23,830,658.92","-55,542.24","4,321,058.85","14,058,800.36","27,188,070.40","3,957,155.59","9,133,223.47","14,611,506.91","39,137,542.94","13,206,081.54","17,742,608.34","20,119,476.48","25,232,144.98","14,521,932.94","23,186,869.75","39,888,123.71","177,989,941.81","107,037,618.84","89,490,911.96","76,686,012.86","516,049,087.70","40,637,349.06","62,790,667.05","64,691,112.01","248,314,970.96","46,726,072.19","115,108,782.80","233,702,689.16","335,407,130.59","186,679,588.68","294,205,947.79"
投资活动现金流出小计,"89,973,053.85","114,305,500.24","148,565,690.70","51,297,750.26","98,528,807.69","166,914,550.99","230,714,801.03","111,842,837.94","189,605,446.68","356,974,337.35","474,082,973.52","116,422,637.70","177,068,338.28","249,249,204.50","279,300,213.17","53,559,771.69","117,427,761.51","200,882,990.10","229,554,773.88","285,009,886.64","544,163,395.69","769,084,787.31","960,165,622.08","201,410,337.16","253,681,266.85","354,749,791.63","514,926,507.35","536,359,193.09","764,188,090.60","957,597,883.28","1,314,028,350.28","106,343,751.88","344,692,891.95","739,476,256.51","1,268,628,399.30","311,148,177.39","566,642,827.60"
经营活动现金流入小计,"839,715,023.75","942,537,262.70","664,717,032.84","127,525,708.88","284,789,583.35","472,053,611.02","697,388,945.34","219,356,017.02","461,745,614.81","708,147,506.97","955,271,245.01","256,177,911.05","495,283,306.40","736,267,960.27","960,371,566.24","200,966,185.08","457,770,139.62","698,241,607.13","1,017,246,689.74","314,719,118.78","614,997,020.78","1,041,015,423.61","1,626,385,082.43","545,287,790.05","722,594,683.51","1,002,616,334.36","2,094,957,156.59","276,474,418.11","632,827,981.58","1,265,962,434.78","1,836,455,228.45","480,123,037.69","1,296,748,321.44","1,845,416,456.87","2,554,277,967.32","789,772,305.44","1,437,465,848.36"
投资活动产生的现金流量净额,"-89,016,552.52","-113,103,286.56","-146,690,802.82","-51,297,750.26","-98,527,307.69","-166,769,151.99","-229,427,742.03","-111,043,837.94","-188,619,676.68","-355,607,667.35","-470,401,663.52","-114,924,310.89","-175,570,011.47","-247,744,054.24","-267,320,604.75","-52,650,171.69","-112,901,741.27","-194,549,714.91","-219,319,946.62","5,229,699.58","-22,830,700.23","-19,142,100.66","-99,740,167.57","36,506,704.92","52,021,160.94","-23,311,210.71","-176,457,110.13","-117,558,983.91","-201,746,786.94","-292,230,593.96","-388,425,092.14","-101,341,865.58","-259,472,829.19","-628,136,614.30","-693,146,194.85","-310,898,017.39","-483,694,262.56"
购买商品、接受劳务支付的现金,"603,274,742.51","612,557,941.35","451,221,367.82","201,224,599.78","350,348,703.33","498,997,774.94","654,688,329.29","199,687,811.65","496,226,180.82","658,577,527.29","871,201,502.43","166,975,842.27","279,472,379.84","469,943,668.00","521,708,582.14","161,723,224.03","317,671,429.46","523,175,782.58","754,819,862.32","233,676,726.95","371,632,744.31","562,287,745.45","896,091,341.67","379,356,991.30","491,906,056.68","643,327,435.71","1,317,950,868.54","290,312,591.50","518,942,529.25","788,230,313.73","911,657,742.73","386,286,878.43","761,198,218.52","1,135,951,345.84","1,568,482,599.82","457,860,935.31","869,850,407.08"
吸收投资收到的现金,"76,500,000.00",,,,"1,002,647,600.00","1,002,647,600.00","1,002,847,600.00",,"24,750,000.00","51,750,000.00","62,750,000.00",,"24,750,000.00","24,750,000.00","24,750,000.00",,,"1,040,000.00","1,040,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,"82,946,400.00","82,946,400.00","735,696,391.40",,"100,000,000.00","303,000,000.00",,,"-1,547,100.00","-1,547,100.00","254,520,800.00",,"116,427,500.00"
