科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"218,156,093.07","250,204,669.81","326,210,687.60","204,662,648.73","294,793,051.31","399,450,815.33","96,609,255.07","217,085,779.76","360,456,800.46","551,689,305.64","124,858,528.75","295,514,326.99","467,933,831.51","577,276,236.93","136,825,516.59"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"726,345.81","3,234,053.95","1,562,217.01","5,407,449.28","5,407,449.28","15,574,291.59","5,548,029.52","10,915,661.28","15,226,267.79","17,544,332.87","2,372,738.26","2,504,779.07","5,936,227.31","31,607,310.45","1,779,407.26"
支付其他与投资活动有关的现金,,,"10,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00",,,,,,,,,"5,000,000.00"
收到其他与经营活动有关的现金,"14,595,939.09","6,761,415.83","4,025,453.43","4,659,101.16","7,767,532.00","7,961,694.47","7,039,673.23","6,937,612.47","7,257,278.39","8,993,644.43","1,938,577.45","2,537,554.87","31,379,355.83","12,057,039.04","3,136,210.25"
投资活动现金流出小计,"77,632,674.98","55,491,178.05","55,296,507.48","49,543,041.25","62,643,695.19","94,569,500.30","64,533,149.34","157,999,988.57","265,706,576.47","403,939,613.63","126,405,210.06","166,536,504.47","185,134,346.74","195,986,733.35","18,465,671.04"
经营活动现金流入小计,"233,478,377.97","260,200,139.59","331,798,358.04","214,729,199.17","307,968,032.59","422,986,801.39","109,196,957.82","234,939,053.51","382,940,346.64","578,227,282.94","129,169,844.46","300,556,660.93","505,249,414.65","620,940,586.42","141,741,134.10"
投资活动产生的现金流量净额,"-71,745,674.98","-55,426,678.05","-45,120,507.48","-31,231,790.19","-44,332,444.13","-76,258,341.37","-64,458,743.66","-157,886,583.11","-265,593,171.01","-402,646,618.63","-126,405,210.06","-166,512,584.47","-185,099,725.74","-195,845,574.11","-18,465,671.04"
购买商品、接受劳务支付的现金,"106,332,554.01","115,100,611.58","174,309,455.75","71,033,300.04","121,898,797.56","203,496,681.11","67,219,953.96","145,193,036.30","227,228,766.51","284,474,710.86","102,660,825.98","205,456,806.35","339,900,634.64","393,565,337.58","73,538,034.05"
吸收投资收到的现金,"4,540,000.00","25,950,000.00","7,500,000.00",,"241,625,200.00","241,625,200.00","1,250,000.00","1,250,000.00","2,940,000.00","2,940,000.00",,,"420,000.00","4,900,000.00",
支付给职工以及为职工支付的现金,"42,423,540.50","55,863,861.09","52,778,888.34","28,837,866.00","45,788,629.00","62,390,284.05","17,108,533.25","38,063,075.23","63,336,534.34","90,478,354.16","27,931,341.84","57,021,382.20","88,735,153.17","115,741,433.99","29,600,327.84"
取得借款收到的现金,"67,500,000.00","76,570,000.00","67,480,656.00","9,999,506.27","9,999,506.27","9,999,506.27",,"55,000,000.00","112,000,000.00","222,000,000.00",,"87,000,000.00","120,000,000.00","194,500,000.00","30,000,000.00"
支付的各项税费,"32,373,838.68","22,020,298.94","24,849,138.83","18,273,238.40","27,371,886.15","36,313,644.29","8,469,190.67","29,042,174.10","32,860,267.28","40,607,884.87","9,871,456.12","22,649,903.83","27,800,296.36","31,311,974.49","7,836,781.91"
收到其他与筹资活动有关的现金,"35,000,000.00","25,000,000.00","52,000,000.00","44,000,000.00","44,000,000.00","44,000,000.00",,,,,,,,,"1,950,000.00"
支付其他与经营活动有关的现金,"13,289,986.11","15,734,551.71","17,144,977.12","10,778,759.92","23,036,948.78","25,149,324.41","5,506,306.40","14,946,174.21","25,021,059.59","28,531,025.16","5,959,117.12","13,033,628.56","21,974,832.32","32,649,088.62","6,626,558.03"
筹资活动现金流入小计,"107,040,000.00","127,520,000.00","126,980,656.00","53,999,506.27","295,624,706.27","295,624,706.27","1,250,000.00","56,250,000.00","114,940,000.00","425,040,000.00",,"87,000,000.00","120,420,000.00","199,400,000.00","31,950,000.00"
经营活动现金流出小计,"194,419,919.30","208,719,323.32","269,082,460.04","128,923,164.36","218,096,261.49","327,349,933.86","98,303,984.28","227,244,459.84","348,446,627.72","444,091,975.05","146,422,741.06","298,161,720.94","478,410,916.49","573,267,834.68","117,601,701.83"
偿还债务支付的现金,"32,000,000.00","78,070,000.00","49,500,000.00","27,480,162.27","57,480,162.27","93,980,162.27",,,,"35,000,000.00","30,000,000.00","47,000,000.00","127,000,000.00","214,000,000.00","30,000,000.00"
经营活动产生的现金流量净额,"39,058,458.67","51,480,816.27","62,715,898.00","85,806,034.81","89,871,771.10","95,636,867.53","10,892,973.54","7,694,593.67","34,493,718.92","134,135,307.89","-17,252,896.60","2,394,939.99","26,838,498.16","47,672,751.74","24,139,432.27"
分配股利、利润或偿还利息支付的现金,"8,582,966.52","12,254,099.52","14,650,366.88","26,911,059.01","27,601,624.55","27,832,426.93",,"20,128,078.60","20,941,183.49","23,832,287.95","1,902,037.52","28,668,852.36","32,356,370.76","33,878,861.81","3,080,147.47"
收回投资收到的现金,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,"26,330,188.67","35,283,018.87","52,283,018.87","877,358.49","877,358.49","49,278,943.40",,,,"1,720,500.00","1,750,000.00","1,950,000.00","1,950,000.00","4,642,400.01",
取得投资收益收到的现金,,,"176,000.00","266,000.00","266,000.00","266,000.00",,,,,,,,,
筹资活动现金流出小计,"66,913,155.19","125,607,118.39","116,433,385.75","55,268,579.77","85,959,145.31","171,091,532.60",,"20,128,078.60","20,941,183.49","60,552,787.95","33,652,037.52","77,618,852.36","161,306,370.76","252,521,261.82","33,080,147.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,"5,887,000.00","64,500.00",,"45,251.06","45,251.06","45,158.93","74,405.68","113,405.46","113,405.46","1,292,995.00",,"23,920.00","34,621.00","141,159.24",
筹资活动产生的现金流量净额,"40,126,844.81","1,912,881.61","10,547,270.25","-1,269,073.50","209,665,560.96","124,533,173.67","1,250,000.00","36,121,921.40","93,998,816.51","364,487,212.05","-33,652,037.52","9,381,147.64","-40,886,370.76","-53,121,261.82","-1,130,147.47"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-210,521.46","2,621,268.63","2,653,563.05","-3,469,115.16","-4,785,388.28","-1,267,562.80","-1,895,704.44","-1,838,158.27","-1,547,838.74","-736,882.51","-3,058,954.58","193,093.35","2,799,504.85","1,354,900.64","-1,330,531.55"
收到其他与投资活动有关的现金,,,"10,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00",,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"5,887,000.00","64,500.00","10,176,000.00","18,311,251.06","18,311,251.06","18,311,158.93","74,405.68","113,405.46","113,405.46","1,292,995.00",,"23,920.00","34,621.00","141,159.24",
五、现金及现金等价物净增加额,"7,229,107.04","588,288.46","30,796,223.82","49,836,055.96","250,419,499.65","142,644,137.03","-54,211,474.56","-115,908,226.31","-138,648,474.32","95,239,018.80","-180,369,098.76","-154,543,403.49","-196,348,093.49","-199,939,183.55","3,213,082.21"
购建固定资产、无形资产和其他长期资产支付的现金,"77,632,674.98","55,491,178.05","45,296,507.48","31,543,041.25","44,643,695.19","76,569,500.30","64,533,149.34","157,999,988.57","265,706,576.47","397,219,613.63","126,405,210.06","166,536,504.47","185,134,346.74","183,986,732.35","13,465,671.04"
期初现金及现金等价物余额,"17,696,360.74","24,925,467.78","25,513,756.24","56,309,980.06","56,309,980.06","56,309,980.06","198,954,117.09","198,954,117.09","198,954,117.09","198,954,117.09","294,193,135.89","294,193,135.89","294,193,135.89","294,193,135.89","95,253,952.34"
投资支付的现金,,,,,,,,,,"6,720,000.00",,,,"12,000,001.00",
期末现金及现金等价物余额,"24,925,467.78","25,513,756.24","56,309,980.06","106,146,036.02","306,729,479.71","198,954,117.09","144,742,642.53","83,045,890.78","60,305,642.77","294,193,135.89","113,824,037.13","139,649,732.40","97,845,042.40","94,253,952.34","98,467,034.55"
