科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"9,541,234.25","38,144,695.95","76,841,642.17","81,490,142.32","264,056,636.53","245,788,185.47","256,364,541.05","264,269,674.20","230,555,067.79","206,811,343.99","218,711,272.56","193,821,537.54","182,174,391.71","115,029,275.44","126,386,318.45","127,098,013.42","130,812,150.27","115,025,236.83","121,299,781.90","56,062,513.14","39,423,207.67","26,701,142.07","72,859,653.55","24,755,316.11","47,277,329.93","49,661,085.04","62,808,703.02","238,697,121.86","303,944,823.65","156,671,750.80"
短期借款,,,"4,900,000.00","4,900,000.00","4,900,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,"5,136,006.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,"3,595,100.00",,,,,,,"1,740,400.00","500,000.00","500,000.00",,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"5,272,214.31","5,077,811.96","6,004,238.64","15,279,946.25","16,316,385.13","27,113,090.03","9,933,106.91","20,075,297.12","14,812,696.94","23,437,824.64","11,573,051.12","21,392,545.05","14,707,978.12","32,422,497.72","18,799,895.91","31,732,546.98","15,948,333.55","40,693,900.14","16,749,408.88","37,040,355.62","19,458,828.57","53,100,376.59","23,959,442.97","42,260,889.92","24,599,593.60","49,864,760.98","26,196,923.43","52,153,420.87","27,420,357.70","62,841,847.15"
应付账款,"3,985,136.07","3,157,141.23","5,730,307.82","8,538,583.92","5,736,171.43","9,343,633.02","5,238,616.06","8,060,906.74","4,072,715.73","7,773,554.06","4,987,638.27","4,387,890.26","3,715,676.23","9,289,790.45","7,654,086.30","8,581,677.79","3,796,441.71","13,651,513.30","5,949,989.55","11,257,111.62","7,857,846.20","20,272,192.66","15,261,364.61","18,715,723.17","7,874,423.88","16,874,963.03","10,705,112.38","13,218,482.42","8,070,362.55","17,400,655.28"
预付款项,"845,395.57","733,749.35","403,267.14","583,605.09","547,657.97","868,727.46","1,001,878.80","2,504,588.32","936,666.03","1,119,151.88","2,105,278.57","957,513.20","348,980.28","1,335,170.09","852,273.26","671,878.97","1,290,490.88","1,776,334.56","3,368,725.73","2,360,759.05","1,952,385.15","2,302,140.20","1,712,641.27","2,163,260.08","2,078,790.14","3,041,259.03","776,274.25","1,234,926.39","1,647,886.25","5,347,825.89"
预收款项,"5,670,062.84","223,186.90","134,008.48","150,497.99","567,380.97","369,007.15","414,110.83","438,440.59","616,248.12","723,124.14","795,798.17","616,949.54","999,592.23","1,197,671.26","673,126.44","581,906.84","978,019.67","1,268,370.44","1,218,599.82","1,232,579.08","864,786.64","986,547.62","847,398.97","854,184.45","786,721.27","1,579,592.08","1,092,804.70","1,451,174.53","1,030,910.07","952,942.64"
其他应收款,"2,527,009.94","4,498,596.10","2,324,306.24","3,342,956.87","1,011,557.32","613,499.97","779,341.14","1,149,690.18","680,859.73","785,168.59","355,370.93","984,711.40","1,117,676.01","1,691,563.35","737,112.24","1,049,919.58","909,985.92","1,751,825.59","1,138,190.09","1,302,803.42","862,578.72","1,180,032.24","594,309.98","864,938.80","555,769.74","916,380.67","633,003.09","1,132,136.25","817,390.52","1,721,718.31"
应付职工薪酬,"73,036.00",,"202,288.61","125,770.00",,"17,874.00","232,067.00","241,014.00","2,923.59","14,015.75","245,861.07",,,"239,281.62","600,311.81","100,849.81","247,632.42",,"833,936.88","163,576.16","149,190.90","182,059.18","1,586,698.87","155,280.72","158,189.71","203,726.16","2,754,141.01","1,174,555.60","305,719.66","309,506.78"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"945,208.67","88,186.30","2,102,776.71","3,471,884.16","353,571.11","3,573,013.91","1,165,547.44","3,101,432.23","1,202,722.37","2,915,064.03","2,871,052.20","4,849,269.05","-396,990.78","4,581,093.12","861,678.02","4,604,118.02","-543,618.09","5,299,881.14","424,528.58","5,054,617.75","240,028.51","4,352,912.92","471,907.54","4,827,027.77","-1,277,777.06","4,266,992.51","191,762.33","3,708,707.86","514,402.63","838,267.08"
应收利息,,,,,,,,"992,324.10","1,211,659.20","1,412,703.16",,"315,446.47","1,060,049.10","567,639.81",,"732,692.30","1,524,069.97","1,906,248.62","1,628,808.89","703,969.86","2,286,204.11","2,316,131.51","453,342.47","1,416,126.04","214,484.94","500,152.05",,"47,476.72",,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"12,729,763.20","5,395,863.33","4,883,544.83","4,985,215.29","6,905,466.71","8,166,517.40","10,464,765.98","7,328,434.13","7,223,841.48","8,408,605.89","6,997,327.59","8,234,122.92","7,549,773.11","8,128,045.89","6,968,567.42","5,992,589.13","4,767,983.36","8,670,402.13","5,137,881.57","6,581,578.23","5,686,015.96","10,270,288.13","8,528,332.58","9,166,646.51","8,409,277.04","10,343,089.69","8,706,463.09","9,178,770.44","8,158,190.00","9,294,439.24"
其他应付款,"1,048,940.32","2,790,940.66","1,915,199.92","1,957,578.75","7,136,559.40","495,261.51","356,472.34","238,921.53","527,742.32","409,142.59","408,533.89","693,389.59","644,778.15","1,450,700.96","1,228,539.08","836,426.68","3,916,181.04","3,417,232.32","4,478,877.25","3,327,083.76","1,192,650.63","2,312,250.33","1,785,834.26","886,479.40","758,531.20","504,525.72","1,368,454.36","1,388,793.41","1,244,331.54","1,137,108.23"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,"35,000,000.00","55,000,000.00","54,000,000.00","65,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","89,993,932.96","100,000,000.00","165,465,550.00","171,713,403.37","173,239,453.37","152,000,000.00","144,000,000.00","111,036,904.70","107,367,934.10","116,197,818.58","56,594,970.15","18,012,165.30","115,224,978.65"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"36,051,623.27","53,850,716.69","90,456,999.02","105,681,865.82","288,837,703.66","282,550,020.33","282,138,733.88","296,320,008.05","290,420,791.17","296,974,798.15","293,742,300.77","290,705,876.58","286,958,848.33","240,914,592.30","234,244,167.28","247,777,640.38","235,253,013.95","259,817,880.83","249,322,797.06","269,517,529.32","241,382,623.55","269,109,564.11","260,107,722.82","224,627,177.46","194,172,150.09","221,694,661.56","218,319,185.46","359,038,822.68","360,000,813.42","351,102,560.04"
流动负债合计,"11,722,383.90","6,259,455.09","14,984,581.54","19,144,314.82","18,693,682.91","13,798,789.59","7,406,813.67","12,080,715.09","6,422,352.13","11,834,900.57","9,308,883.60","10,547,498.44","4,963,055.83","16,758,537.41","11,017,741.65","14,704,979.14","8,394,656.75","23,636,997.20","12,905,932.08","21,034,968.37","10,304,502.88","28,105,962.71","19,953,204.25","25,438,695.51","8,300,089.00","23,429,799.50","16,112,274.78","20,941,713.82","11,165,726.45","20,638,480.01"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,"30,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
