科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"28,010,010.05","19,376,957.27","37,537,300.99","15,220,005.80","335,384,036.63","296,689,600.63","256,442,119.06","259,677,792.65","225,740,927.27","204,320,525.14","149,078,117.42","145,775,069.61","127,558,256.87","126,270,294.88","109,596,971.62","66,310,160.30","64,671,458.50","43,059,087.26","78,184,272.76","21,189,679.59","107,607,130.29","17,629,991.37","84,271,039.57","24,398,640.89","26,557,989.33","66,162,268.44","48,011,695.18","17,264,046.89","64,844,196.89",,"73,464,650.20","74,995,702.92","39,253,955.21","42,060,147.49","52,102,871.38","47,733,754.36","52,107,887.03","14,409,470.79","22,115,299.69"
短期借款,"25,343,775.68","31,400,000.00","38,506,997.60","28,861,368.61","22,000,000.00","2,187,346.46",,"45,000,000.00","38,000,000.00","82,337,998.51","70,105,371.66","107,957,617.70","103,500,000.00","112,949,301.92","76,229,305.33","41,696,368.59","46,333,296.26","44,672,994.58","102,751,777.26","82,540,879.60","142,432,236.33","103,961,365.21","178,000,000.00","123,450,000.00","119,000,000.00","155,500,000.00","226,500,000.00","234,350,000.00","247,350,000.00","246,500,000.00","239,000,000.00","255,000,000.00","242,000,000.00","240,000,000.00","249,000,000.00","242,000,000.00","232,000,000.00","187,000,000.00","237,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"20,931,381.47","39,721,098.85","33,697,318.92","2,412,992.80","17,025,560.03","18,407,098.02","23,939,721.99","25,386,996.37","45,282,662.30","44,758,931.50","21,972,705.00","38,963,278.49","51,709,360.09","55,022,033.46","50,377,217.53","56,268,080.26","33,346,428.48","21,016,550.00","54,197,511.92","64,264,926.77","74,161,071.44","68,476,691.04","37,987,245.08","43,322,054.32","34,150,153.44","37,488,400.28","44,628,527.85","58,248,808.65","51,019,886.44","29,720,500.67","36,837,220.77","41,377,576.75","40,387,962.66","19,872,649.45","14,362,542.44","10,965,457.20","36,341,841.23","8,822,930.99","4,752,192.82"
应付票据,"1,500,000.00",,"2,449,500.00","6,759,301.26","6,656,350.12","9,457,802.71","9,457,802.71","3,750,551.73","18,214,386.61","19,994,017.19","11,159,180.00","1,150,000.00","11,150,000.00","26,281,489.66","68,375,089.59","92,948,488.61","63,181,771.14","82,556,332.71","89,375,082.18","52,412,679.45","88,985,663.75","61,373,457.89","70,576,926.57","66,499,628.52","45,538,318.40","45,024,678.90","35,516,425.47","35,461,228.11","38,751,614.28","32,543,006.08","35,309,973.89","24,864,975.96","21,924,576.12","22,635,327.75","8,411,156.10",,,,
应收账款,"62,805,138.65","69,957,803.18","77,196,374.45","91,117,142.20","109,361,022.23","107,318,071.82","125,902,322.38","132,681,318.42","138,933,591.90","146,727,725.52","191,022,216.32","198,530,238.03","157,757,313.09","158,463,542.29","146,347,100.48","172,610,404.69","168,365,026.10","204,762,348.75","206,563,135.79","205,908,705.18","223,295,675.60","231,081,453.56","260,244,492.65","245,878,065.40","226,748,206.37","211,573,714.24","241,481,417.84","217,755,767.96","182,895,335.97","183,810,514.70","172,342,212.67","178,039,423.47","174,152,407.93","153,239,241.07","187,588,953.73","214,164,376.07","164,496,345.41","176,927,328.20","193,861,678.58"
应付账款,"49,684,885.75","37,890,264.88","66,249,995.66","56,081,627.19","57,184,572.89","45,966,156.49","63,088,823.64","69,315,868.96","80,377,342.84","62,358,018.05","68,762,550.79","57,439,239.10","72,562,344.75","78,771,852.82","42,742,592.21","52,381,185.76","42,298,836.12","51,837,204.57","50,410,813.52","68,095,156.57","89,462,112.55","66,536,096.30","77,912,482.82","75,663,429.76","54,357,415.44","68,582,200.85","85,158,240.62","81,488,750.41","58,140,283.03","60,633,927.16","56,167,909.28","68,624,044.98","85,321,209.42","77,706,959.63","83,801,983.47","111,203,644.57","97,588,870.25","112,806,097.51","96,073,172.05"
预付款项,"7,255,199.50","3,891,042.96","14,965,829.12","2,422,234.35","8,933,631.17","12,382,889.40","34,969,256.13","28,706,698.95","51,419,577.22","67,770,945.17","63,756,284.48","61,122,762.57","82,430,247.30","75,490,820.57","65,361,449.12","56,056,166.16","39,114,752.25","53,667,424.20","35,342,271.26","21,346,929.12","48,813,601.80","19,703,469.42","24,360,601.16","21,773,256.52","3,219,590.42","13,226,600.30","8,846,920.92","8,709,298.28","7,212,594.33","30,806,802.39","16,973,528.57","10,959,079.55","8,424,733.42","11,581,664.45","6,520,204.04","4,316,825.48","1,830,425.00","3,076,494.77","2,026,026.63"
预收款项,"2,752,452.37","3,552,910.31","6,492,442.33","1,502,908.00","5,447,722.58","1,062,214.00","4,436,591.26","7,062,192.19","6,954,197.92","5,473,847.06","6,985,497.65","8,368,916.81","10,943,322.25","6,633,692.50","5,805,718.19","6,622,635.80","8,833,845.65","7,759,826.64","8,180,438.94","7,373,237.15","8,976,680.43","6,925,140.10","8,464,559.94","22,005,367.23","6,540,862.06","10,759,715.69","11,002,083.64","7,223,727.30","3,932,840.88","3,849,059.22","4,892,679.53","6,356,611.37","6,506,971.64","5,431,185.33","4,627,544.94","5,347,596.11","4,217,498.56","6,299,947.82","7,611,113.88"
