科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"10,821,860.29","12,427,709.46","11,770,631.89","13,622,843.13","17,349,100.82","14,644,308.33","20,374,260.93","18,436,059.31","20,261,363.68","18,301,688.81","19,500,530.65","20,345,986.81","17,827,546.63","13,682,252.97","14,027,472.40"
应付职工薪酬,"7,564,628.52","8,349,813.80","9,789,399.90","6,309,162.59","7,950,796.34","12,550,020.95","4,125,521.00","6,873,490.51","8,388,764.96","12,648,060.15","4,151,928.70","6,078,642.78","6,261,621.44","9,197,211.42","3,131,186.78"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"6,706,460.99","3,849,298.12","5,205,213.47","6,189,217.07","3,976,882.31","4,978,073.75","2,622,032.72","5,667,688.12","4,051,928.20","7,456,819.27","-3,475,466.20","2,357,053.09","2,595,229.15","4,021,918.58","2,842,150.27"
应收利息,,,,,,"348,706.85","1,531,167.12","600,988.49","508,958.90",,,,,,
应付利息,,"70,351.75","77,651.42","126,036.35","140,359.96","67,484.40","46,502.53","64,616.74","80,294.14","75,681.98","68,029.03","163,447.52",,"86,325.26","127,825.46"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"35,752,668.23","44,557,315.46","50,648,874.70","56,581,696.88","65,605,968.12","56,710,863.57","61,086,243.58","55,829,524.48","58,318,844.89","74,174,706.76","111,345,414.60","94,270,311.79","94,158,885.35","71,825,495.05","72,082,273.34"
其他应付款,"1,209,637.76","1,776,827.10","1,060,019.57","1,427,249.32","1,492,372.11","1,129,923.01","524,378.50","1,144,062.45","1,770,265.85","2,647,109.88","1,602,358.21","1,747,246.99","786,654.05","2,062,579.41","2,729,024.63"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,"3,629,819.95","3,629,819.95"
一年内到期的非流动负债,,,,"561,850.00","1,089,488.00",,,,,,,,,,
其他流动资产,"23,345.78","250,442.29","292,204.38","843,555.93","516,164.49","157,745,536.16","155,916,916.97","135,993,365.73","146,242,679.55","153,448,560.76","116,258,990.79","67,597,352.14","89,949,092.38","128,574,684.89","143,390,943.51"
其他流动负债,"526,476.39","815,279.81","1,096,158.79","768,222.93","768,222.93","586,433.58","524,986.77","728,975.51","681,373.25",,,,,"1,518,242.75","1,518,242.75"
流动资产合计,"245,544,328.26","314,659,825.03","363,917,925.89","410,053,091.60","437,581,793.21","681,989,698.12","631,794,738.73","644,989,115.16","649,902,391.56","676,490,452.64","680,265,944.68","662,231,376.94","672,165,244.23","667,683,798.26","679,649,927.17"
流动负债合计,"113,638,977.27","132,012,266.09","156,164,777.83","175,108,846.83","194,708,379.95","190,344,495.85","136,859,939.15","152,709,640.48","155,604,127.87","176,349,928.39","174,505,094.91","166,163,995.11","172,351,724.58","180,942,438.91","188,596,508.66"
可供出售金融资产,,,,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",
长期借款,,,,"21,912,150.00","27,682,587.00",,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,"4,818,623.10","4,582,804.31","17,049,587.97","16,051,087.97"
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"6,455,126.38","6,609,157.77","6,597,764.23","5,908,533.58","5,651,835.53","28,673,098.76","91,709,329.16","91,659,346.68","94,080,071.17","97,298,682.18","96,299,042.32","95,869,694.81","94,171,529.50","93,248,556.34","91,545,033.04"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,"178,624.00","12,849,392.37","36,340,955.57","54,599,301.44","64,720,676.95","59,369,407.71",,"1,550,965.26","1,054,067.13",,"506,760.28",,,,
其他非流动负债,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"3,329,026.98","5,474,441.78","4,366,314.45","26,089,191.19","31,618,950.02","3,779,880.87","3,692,399.30","3,279,039.12","3,126,088.79","3,624,547.15","3,451,714.18","3,279,039.09","3,126,088.77","3,017,983.72","2,946,047.23"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"116,968,004.25","137,486,707.87","160,531,092.28","201,198,038.02","226,327,329.97","194,124,376.72","140,552,338.45","155,988,679.60","158,730,216.66","179,974,475.54","177,956,809.09","169,443,034.20","175,477,813.35","183,960,422.63","191,542,555.89"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"45,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"43,448,464.39","28,448,464.39","28,448,464.39","28,448,464.39","28,448,464.39","289,544,689.45","289,544,689.45","169,544,689.45","169,544,689.45","169,544,689.45","169,544,689.45","169,544,689.45","169,544,689.45","169,544,689.45","169,544,689.45"
无形资产,"18,255,812.60","17,842,546.41","17,333,363.69","17,091,307.81","16,983,527.80","17,013,777.56","17,191,610.00","17,056,621.94","16,921,633.88","16,788,735.05","16,660,014.80","16,531,294.55","16,402,574.30","16,273,854.05","16,145,133.80"
盈余公积,"8,138,255.80","14,729,227.12","20,847,022.90","20,847,022.90","20,847,022.90","26,114,947.33","26,114,947.33","26,114,947.33","26,114,947.33","30,521,515.60","30,521,515.60","30,521,515.60","30,521,515.60","31,753,967.28","31,753,967.28"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,"10,707,943.42","10,637,617.09","10,637,617.09","10,637,617.09","10,637,617.09","7,916,618.27","7,916,618.27"
未分配利润,"59,129,106.36","111,649,874.13","156,033,385.66","180,668,998.45","195,654,737.27","203,578,114.48","212,206,294.16","212,599,960.72","220,552,278.98","232,106,523.65","237,462,393.01","232,828,105.58","235,631,042.43","231,130,660.06","232,639,971.10"
长期待摊费用,"508,538.16","273,792.38","86,759.98","51,325.36","33,608.05","21,746.00",,,,"954,347.01","855,080.58","1,102,154.56","1,106,457.51","985,737.36","842,178.39"
少数股东权益,,"2,576,819.27","2,353,074.39","1,994,071.20","2,171,144.07","2,599,168.48","2,499,315.75",,"4,432,876.18","5,796,811.64","5,919,563.44","4,922,994.33","4,558,061.08","5,070,552.89","5,114,864.98"
递延所得税资产,"1,741,401.40","2,480,733.82","3,936,270.26","4,374,938.17","3,936,270.26","4,538,749.96","4,538,749.96","4,997,642.70","5,277,272.43","5,369,757.87","5,317,950.12","5,956,184.39","6,007,992.14","8,299,140.06","8,299,140.06"
外币报表折算价差,,,,,,,,,,,,,,,
其他非流动资产,,"175,645.00",,"1,078,097.00","4,540,986.80","4,354,818.35","5,683,157.29","3,994,585.36","1,431,629.01","404,424.04","862,560.72","113,393.72","658,902.83","3,000.00","146,930.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,
非流动资产合计,"27,139,502.54","40,231,267.75","64,295,113.73","83,103,503.36","95,866,905.39","113,971,598.34","119,122,846.41","119,259,161.94","129,472,617.04","141,453,563.24","141,139,025.91","145,028,962.22","143,567,877.68","153,776,494.05","150,946,121.53"
所有者权益(或股东权益)合计,"155,715,826.55","217,404,384.91","267,681,947.34","291,958,556.94","307,121,368.63","601,836,919.74","610,365,246.69","608,259,597.50","620,644,791.94","637,969,540.34","643,448,161.50","637,817,304.96","640,255,308.56","637,499,869.68","639,053,492.81"
资产总计,"272,683,830.80","354,891,092.78","428,213,039.62","493,156,594.96","533,448,698.60","795,961,296.46","750,917,585.14","764,248,277.10","779,375,008.60","817,944,015.88","821,404,970.59","807,260,339.16","815,733,121.91","821,460,292.31","830,596,048.70"
负债和所有者(或股东权益)合计,"272,683,830.80","354,891,092.78","428,213,039.62","493,156,594.96","533,448,698.60","795,961,296.46","750,917,585.14","764,248,277.10","779,375,008.60","817,944,015.88","821,404,970.59","807,260,339.16","815,733,121.91","821,460,292.31","830,596,048.70"
