科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,044,724.28","1,543,733.53","1,029,501.79","1,593,087.59","2,237,212.71","2,236,463.10","1,776,900.86","3,427,687.25","3,684,824.80","3,739,172.16","4,211,300.86","4,732,820.71","4,592,941.08","6,168,409.37","5,713,775.62","10,915,336.92","11,599,685.71","12,283,280.53","9,281,866.25","9,587,472.75","9,220,037.91","10,887,174.84","10,918,533.50","28,123,822.96","53,505,576.62","81,235,984.09","93,782,918.38","132,867,908.38","124,406,312.49","172,905,812.72","174,608,706.21","181,254,459.53","198,946,460.21","216,407,346.38","201,100,360.25","214,432,873.27","197,076,256.90","211,009,065.65","168,384,908.25","215,365,833.53"
应付职工薪酬,"7,473,192.57","11,741,723.63","15,526,890.37","14,717,750.08","17,599,491.83","26,240,441.62","28,388,644.28","28,478,307.41","41,186,616.33","52,621,296.13","38,137,082.55","36,479,669.31","42,671,493.63","45,918,203.73","63,758,703.28","73,575,025.92","67,251,963.97","63,175,227.15","71,448,011.40","81,908,708.57","84,245,582.01","95,228,440.33","102,975,082.83","93,067,402.53","94,616,894.39","94,569,659.04","169,400,199.80","217,281,326.50","146,293,235.39","152,065,718.24","208,188,198.15","205,124,110.26","248,826,921.22","266,518,024.08","314,552,489.04","308,100,674.64","182,774,243.25","87,074,401.54","121,716,048.54","29,522,103.28"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,102,798.92","7,666,875.10","4,682,512.71","-1,697,951.70","-1,630,083.29","1,743,059.78","6,389,043.47","-439,633.12","796,328.92","-11,135.31","-3,285,238.04","-4,272,424.92","-8,693,072.09","-604,063.95","-3,235,935.01","-13,666,808.88","-3,111,370.30","-17,474,837.17","-2,366,401.72","-2,797,858.07","-10,177,082.39","-10,982,620.96","-14,525,245.48","-28,621,728.93","-50,144,159.61","-120,390,359.85","-104,153,611.51","-64,645,223.21","41,058,338.19","22,365,696.55","38,582,867.15","42,444,688.66","48,617,265.24","37,807,374.11","70,090,037.69","48,404,081.77","67,157,956.94","25,218,685.37","61,659,555.80","58,006,102.77"
应收利息,,,,,,,,,,,,,,,,,,"653,454.43","952,907.66","36,162.24","295,682.54","238,971.85","395,971.50","215,917.38","279,706.45","65,394.82","131,923.38","972,670.51","88,198.54","94,458.96","190,087.97","81,812.79","188,595.26","165,614.60","2,946,450.57","215,205.45","354,655.83",,"386,431.53","488,468.45"
应付利息,,,,,,,,,,,,,,,,,,,,,,,"814,527.08",,,,,"934,283.34",,"182,572.62","992,357.02","317,610.96","19,816.67",,"709,015.61","3,755,242.93","7,863,411.96",,"16,722,279.47","23,436,361.73"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"12,300,000.00",,,,"10,000,000.00",,,,"20,000,000.00",,,,"20,130,470.00",,,,"11,410,401.70","5,029,013.15","5,029,013.15","5,029,013.15","5,029,013.15","5,029,013.15","5,029,013.15","5,029,013.15","33,671,924.51","18,846,192.64","18,827,308.59","18,292,839.44","6,141,018.40",,"6,126,378.40","6,126,378.40"
存货,"60,268,974.65","124,909,100.31","73,473,194.41","91,648,279.35","124,022,668.19","162,148,018.55","151,558,234.97","188,606,885.27","235,134,081.45","313,348,775.08","228,381,148.86","330,060,977.11","339,877,916.68","331,474,402.11","423,940,638.49","556,865,488.69","592,864,926.75","475,216,941.45","388,168,635.93","472,390,304.47","530,845,287.50","566,437,311.13","709,182,194.18","740,915,257.22","854,440,735.38","1,005,476,550.18","1,626,628,259.60","1,830,299,994.95","2,209,886,050.58","2,720,034,395.18","2,823,206,300.17","2,979,099,607.03","3,432,813,163.76","4,017,733,654.27","3,815,789,471.09","4,059,883,923.61","4,106,098,212.12","4,150,154,871.83","2,081,649,357.70","1,917,248,135.59"
其他应付款,"1,304,727.71","2,464,415.03","148,215.00","75,365.00","144,995.00","198,001.52","47,990.00","68,752.00","308,937.57","278,329.13","354,058.63","287,875.43","414,574.30","291,106.00","435,740.79","1,507,541.95","1,442,158.75","279,283.80","622,637.46","507,416.91","611,629.62","861,262.01","20,348,738.76","4,233,935.28","607,751.01","59,804,830.96","566,060,716.54","163,452,403.89","135,091,295.74","211,946,296.99","442,739,534.60","416,772,450.13","456,772,237.34","558,674,212.72","341,163,526.17","178,230,803.15","244,641,485.64","202,498,697.96","220,779,793.31","279,866,438.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"2,644,563.05","2,385,315.23","1,952,735.30","1,478,738.58","6,018,302.29","6,046,538.40","12,776,715.19","28,424,548.92","35,234,891.48","39,258,408.57","24,825,433.03","30,391,303.02","25,686,255.66","30,115,589.52","14,186,945.92","18,697,094.74","56,423,221.47","31,806,785.12","37,672,191.56","20,628,700.03","31,795,444.20","66,811,288.89","104,278,652.19","118,238,958.54","130,535,366.05","41,487,834.38","60,744,757.20","76,321,666.22","166,985,873.53","183,412,663.87","226,456,667.44","148,321,294.90","192,870,578.54","221,194,062.96","179,158,223.48","225,335,497.56","138,346,601.40","102,083,251.13","185,285,742.49","223,018,823.13"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000,000.00","250,000,000.00","250,000,000.00",
流动资产合计,"162,575,674.03","284,218,893.05","273,849,388.11","254,974,245.62","1,112,196,574.89","1,130,555,733.12","1,092,356,054.53","1,052,335,210.36","970,575,023.55","1,073,039,292.59","966,307,715.40","948,799,245.05","1,080,291,603.48","1,114,833,555.09","1,328,382,257.15","1,455,300,158.10","1,729,747,648.95","1,601,865,549.81","1,572,240,454.08","1,768,663,322.32","1,867,323,420.66","1,972,905,983.35","2,049,988,208.97","2,515,220,679.42","2,232,404,580.11","2,336,107,841.13","4,901,841,881.30","4,550,104,072.01","4,806,720,483.36","5,569,738,815.81","5,657,425,503.91","5,930,481,101.67","6,599,621,387.91","7,288,226,403.35","7,113,068,740.02","7,165,057,085.45","7,438,151,186.32","7,460,290,421.16","4,874,496,827.47","5,161,320,742.88"
流动负债合计,"113,929,527.34","237,600,415.32","211,004,181.87","192,239,430.90","201,654,574.86","242,202,059.34","261,809,633.80","319,235,116.54","307,838,437.79","450,704,192.63","393,499,860.39","387,798,348.66","540,221,814.14","560,049,712.26","757,004,276.13","887,006,712.80","1,267,158,588.50","1,143,294,578.48","1,236,157,302.31","1,392,649,780.18","1,696,675,003.45","1,961,289,057.34","2,150,801,159.71","2,016,933,743.92","1,918,778,767.36","2,085,902,818.96","3,293,826,120.52","2,883,490,374.48","3,364,631,330.65","3,956,155,077.86","3,970,493,697.66","4,231,567,949.33","4,802,390,836.77","5,310,121,214.66","5,023,378,734.80","4,849,930,914.81","5,159,602,934.27","5,266,268,702.83","5,118,531,727.96","4,889,570,303.76"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00","5,120,000.00",
长期借款,,,,,,,,,,,,,,,,,,"60,000,000.00","60,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","110,000,000.00","160,000,000.00","100,000,000.00","110,000,000.00","57,000,000.00",,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,000,000.00",,,,"290,149,449.31"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,"1,557,501.88","802,039.62","634,339.62","466,639.62","298,939.62","244,199.90","97,679.96",,,,,,,,,,,,,,,,"193,002,124.29","277,300,858.92","316,652,205.39","372,424,274.51","430,654,265.40","375,095,014.35","520,212,600.23","504,182,891.46","406,551,607.03","449,453,555.47","501,730,507.83","459,547,574.59","393,132,675.84","545,600,320.27","471,304,040.09","364,565,861.44","459,764,655.16"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,470,247.97","13,996,731.88","20,132,133.70","19,930,175.63","20,199,729.36","21,563,397.71","23,020,636.83","27,757,842.94","77,933,055.61","80,647,851.51","72,349,073.46","69,061,436.40","185,089,892.67","132,507,426.86"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,942,222.00","4,942,222.00"
固定资产,"66,846,545.70","111,005,544.82","129,475,866.15","134,372,192.49","152,269,304.06","187,865,273.60","259,906,612.39","275,807,141.21","314,866,597.49","332,721,712.71","471,552,253.15","487,301,054.61","533,914,351.31","531,029,303.70","562,297,168.81","555,661,026.67","567,293,702.49","734,322,413.21","858,307,781.85","923,347,756.90","1,027,084,587.07","1,105,382,881.62","1,293,535,653.75","1,364,891,852.31","1,638,496,798.46","1,679,907,952.48","1,632,214,219.80","1,605,481,258.67","1,690,315,864.56","1,703,822,372.78","1,687,175,937.63","1,694,277,220.07","1,781,416,510.76","1,767,567,758.58","1,631,318,298.75","1,630,465,589.66","1,664,806,584.43","1,598,337,875.97","1,207,530,902.70","1,101,001,038.33"
递延所得税负债,,,,,,,,,,,,,,,,,,"135,929.94","189,210.12","5,424.34","53,852.38","35,845.78","65,644.94","38,636.83","41,955.97","9,809.23","16,626,315.90","14,451,684.36","11,802,945.28","11,042,307.82","10,385,278.21","9,832,163.91","9,360,382.15","8,935,552.46","8,432,494.91","8,008,271.24","7,570,460.20","7,147,216.83","6,630,812.79","6,207,569.42"
在建工程,"6,924,414.28","888,175.66","4,920,781.18","14,937,450.63","14,020,748.31","16,505,212.17","28,484,352.53","110,297,569.13","127,794,489.77","167,754,396.79","89,229,549.04","84,712,131.16","49,118,269.83","65,098,437.72","53,968,588.03","92,798,000.83","188,283,728.80","114,364,036.64","131,649,641.62","107,360,603.82","177,263,972.40","260,292,442.05","214,112,551.52","259,290,383.80","190,442,266.67","146,470,624.95","223,305,634.60","252,269,941.46","197,597,164.92","208,717,669.22","152,158,175.86","156,320,651.36","153,420,657.02","171,682,493.14","192,436,919.58","157,318,347.62","203,770,452.76","196,720,718.89","47,449,888.95","64,906,505.08"
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"1,557,501.88","802,039.62","634,339.62","466,639.62","298,939.62","244,199.90","97,679.96",,,,,,,,,,"60,135,929.94","60,189,210.12","110,005,424.34","110,053,852.38","110,035,845.78","118,065,644.94","302,224,148.87","441,887,191.28","413,680,890.45","494,707,467.78","519,805,623.51","404,532,074.65","565,219,455.54","550,835,376.77","454,637,444.21","517,265,761.10","613,785,573.36","552,887,621.98","733,031,879.65","713,622,154.02","659,856,157.68","533,922,529.21","908,968,089.90"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"113,929,527.34","239,157,917.20","211,806,221.49","192,873,770.52","202,121,214.48","242,500,998.96","262,053,833.70","319,332,796.50","307,838,437.79","450,704,192.63","393,499,860.39","387,798,348.66","540,221,814.14","560,049,712.26","757,004,276.13","887,006,712.80","1,267,158,588.50","1,203,430,508.42","1,296,346,512.43","1,502,655,204.52","1,806,728,855.83","2,071,324,903.12","2,268,866,804.65","2,319,157,892.79","2,360,665,958.64","2,499,583,709.41","3,788,533,588.30","3,403,295,997.99","3,769,163,405.30","4,521,374,533.40","4,521,329,074.43","4,686,205,393.54","5,319,656,597.87","5,923,906,788.02","5,576,266,356.78","5,582,962,794.46","5,873,225,088.29","5,926,124,860.51","5,652,454,257.17","5,798,538,393.66"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"23,588,472.69","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","201,304,700.00","201,304,700.00","201,304,700.00","201,304,700.00","228,208,034.00","228,208,034.00","228,208,034.00","355,894,642.00","355,894,642.00","1,423,578,568.00","1,423,578,568.00","1,423,578,568.00","1,432,145,568.00","1,432,145,568.00","1,431,865,568.00","1,431,865,568.00","1,431,685,568.00","1,431,685,568.00","1,431,685,568.00","1,431,685,568.00","1,430,937,068.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"153,772.61","60,520,299.88","60,520,299.88","60,520,299.88","879,782,199.88","879,782,199.88","885,520,199.88","885,520,199.88","835,520,199.88","835,520,199.88","835,520,199.88","835,520,199.88","838,254,259.23","839,621,259.23","841,083,556.02","842,426,506.02","844,064,046.02","846,026,462.02","845,127,156.02","862,604,916.02","863,382,516.02","866,031,505.79","865,341,797.97","1,450,884,810.50","1,448,289,722.64","1,448,697,872.64","4,683,910,619.62","4,684,318,769.62","3,616,898,717.19","3,617,306,867.19","3,618,740,282.30","3,648,477,867.30","3,647,585,167.30","3,651,063,017.33","3,665,407,920.05","3,666,717,141.76","3,668,268,163.48","3,668,694,203.26","3,669,870,231.01","3,655,856,290.11"
无形资产,"843,543.87","1,883,031.63","30,238,288.56","30,125,290.58","29,900,710.75","29,901,591.91","30,450,177.82","30,187,475.62","30,451,405.28","30,211,533.47","30,842,560.23","31,198,761.56","35,890,253.90","43,024,742.04","42,387,705.92","41,878,887.31","43,519,936.17","44,718,945.41","58,830,243.64","61,419,931.00","60,807,917.68","60,304,686.05","65,906,054.32","67,380,584.60","68,920,723.39","69,428,219.65","149,670,847.20","149,181,367.55","149,389,789.02","148,319,503.59","163,685,164.54","162,865,419.96","166,995,627.99","219,553,770.65","225,373,039.45","219,590,819.00","239,121,802.27","239,444,899.14","200,540,977.68","189,710,735.29"
盈余公积,"12,181,042.18","7,825,535.24","14,813,038.32","14,813,038.32","14,813,038.32","14,813,038.32","22,339,587.38","22,339,587.38","22,339,587.38","22,339,587.38","29,514,019.93","29,514,019.93","29,514,019.93","29,514,019.93","37,910,846.09","37,910,846.09","37,910,846.09","37,910,846.09","55,335,461.99","55,335,461.99","55,335,461.99","55,335,461.99","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66","67,100,517.66"
开发支出,,,,,,,,,,"5,807,025.10","5,807,025.10","5,809,223.10","8,145,853.47","5,137,722.83","8,862,448.23","11,939,018.34","16,704,996.42","16,627,071.29","3,028,668.31","219,692.94","1,797,343.35","4,411,850.22","1,351,528.00","453,390.26","2,249,503.40","2,640,740.77","3,959,617.95","1,092,367.75","4,858,280.86","14,165,970.78","23,204,410.61","33,334,057.29","36,787,376.98","10,683,440.59","5,460,551.05","6,407,151.23","10,566,382.38","10,739,928.70","28,468,621.06","36,478,208.55"
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,525,010.00","34,525,010.00","33,396,610.00","33,230,870.00","21,409,442.00","21,409,442.00","21,409,442.00","21,409,442.00","9,625,392.00"
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04","1,653,523,650.04"
未分配利润,"96,765,971.64","29,880,738.80","92,768,266.47","107,821,974.20","124,593,367.92","147,194,237.80","160,504,174.93","171,107,607.11","110,875,092.64","134,874,497.82","148,426,426.07","159,920,354.27","159,955,516.64","188,965,835.67","226,878,954.96","253,431,598.62","262,318,712.33","300,845,881.33","316,954,405.81","344,998,046.23","320,449,269.81","327,832,951.35","359,405,690.65","285,895,734.68","179,141,841.16","143,183,850.06","-123,019,452.49","-94,548,543.53","-72,620,858.98","-43,210,475.12","8,421,915.33","156,150,719.13","282,494,343.41","398,000,694.55","440,577,926.20","447,722,375.50","466,614,755.27","338,728,911.15","-2,425,053,497.85","-2,416,551,994.44"
长期待摊费用,"9,100,713.87","13,726,421.86","14,706,184.07","15,742,307.41","11,396,182.47","16,478,859.43","16,042,455.99","26,494,651.92","31,157,619.23","32,092,069.13","41,101,857.92","53,189,829.78","58,620,344.20","56,888,762.73","63,501,431.76","61,145,897.74","62,352,254.25","73,046,658.65","87,587,832.82","102,996,370.59","108,777,859.33","114,091,234.43","125,292,444.93","134,023,218.66","140,347,620.85","137,857,236.59","137,759,857.94","143,943,979.68","141,734,969.59","145,895,604.33","182,012,736.69","194,457,116.75","189,393,966.10","190,468,343.08","165,196,457.64","159,630,885.39","149,911,897.00","147,212,251.82","147,841,642.90","134,947,409.89"
少数股东权益,,,,,,,,,,,,,,,,,,,"2,367,545.95","2,241,244.61","1,872,295.09","1,589,295.62","1,257,320.05","1,048,502.78","728,878.23","321,981.44","849,419.64","854,603.47",,,,,,"3,686,021.04","30,923,816.17","30,293,817.00","29,140,385.75","29,408,629.38","28,631,363.33","903,426.05"
递延所得税资产,"327,894.71","662,424.10","1,717,318.09","877,596.19","1,526,300.12","2,983,804.73","3,178,142.63","3,178,142.63","1,728,182.37","1,748,127.52","2,084,754.76","1,711,848.94","1,902,288.98","2,109,998.16","3,491,582.78","2,062,445.72","3,531,906.29","3,267,325.92","4,232,446.86","4,628,204.03","6,531,270.99","6,091,579.65","12,249,237.41","10,265,128.77","10,370,232.88","13,319,816.04","51,822,102.89","42,704,206.51","31,321,521.41","30,393,047.71","41,353,509.89","48,807,697.23","50,694,856.05","51,489,449.27","54,400,097.61","50,735,523.52","61,253,434.18","55,372,475.48","50,287,847.28","47,119,661.68"
外币报表折算价差,,,,,,,,,,"-64,320.40","-34,790.67","-30,828.54","-62,644.77","-28,304.82","13,549.48","9,771.18","-18,019.57","-1,696.93","-254,013.02","-503,691.77","513,272.74","61,839.50",,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105,071,935.98","90,320,794.18","56,903,417.54","60,412,777.80","60,004,481.41","62,038,759.05","62,819,891.73","84,661,238.19","25,303,797.49","16,139,309.09","15,455,090.72","15,280,618.27"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"84,043,112.43","128,165,598.07","181,058,438.05","196,054,837.30","209,113,245.71","253,734,741.84","338,061,741.36","445,964,980.51","505,998,294.14","570,334,864.72","640,618,000.20","663,922,849.15","687,591,361.69","703,288,967.18","734,508,925.53","765,485,276.61","881,686,524.42","986,346,451.12","1,143,636,615.10","1,199,972,559.28","1,382,262,950.82","1,550,574,674.02","1,712,447,469.93","1,836,304,558.40","2,050,827,145.65","2,049,624,590.48","3,870,846,178.39","3,867,313,503.54","3,999,065,310.08","4,020,208,788.26","3,985,336,732.16","4,030,681,988.21","4,120,377,763.18","4,159,885,507.34","4,073,581,961.46","4,048,101,056.16","4,085,727,074.01","3,991,672,545.53","3,541,308,514.00","3,386,398,807.63"
所有者权益(或股东权益)合计,"132,689,259.12","173,226,573.92","243,101,604.67","258,155,312.40","1,119,188,606.12","1,141,789,476.00","1,168,363,962.19","1,178,967,394.37","1,168,734,879.90","1,192,669,964.68","1,213,425,855.21","1,224,923,745.54","1,227,661,151.03","1,258,072,810.01","1,305,886,906.55","1,333,778,721.91","1,344,275,584.87","1,384,781,492.51","1,419,530,556.75","1,465,980,677.08","1,442,857,515.65","1,452,155,754.25","1,493,568,874.25","2,032,367,345.03","1,922,565,767.12","1,886,148,722.20","4,984,154,471.39","5,014,121,577.56","5,036,622,388.14","5,068,573,070.67","5,121,433,161.64","5,274,957,696.34","5,400,342,553.22","5,524,205,122.67","5,610,384,344.70","5,630,195,347.15","5,650,653,172.04","5,525,838,106.18","2,763,351,084.30","2,749,181,156.85"
