科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"47,446,754.70","106,500,998.33","86,561,996.64","44,992,065.88","122,545,045.01","693,523,817.68","673,390,316.38","671,983,461.86","688,375,743.54","699,458,794.91","555,883,645.65","481,482,640.80","519,950,817.49","507,362,195.92","368,164,915.49","342,163,030.39","687,653,262.32","526,390,815.75","464,639,354.38","1,224,742,043.70","1,205,377,005.43","2,017,654,492.60","1,293,730,767.55","1,520,159,682.23","1,978,738,026.12","1,967,174,190.08","1,986,121,735.63","3,121,420,711.67","3,436,206,973.50","2,964,252,024.96","1,453,467,812.18","1,752,414,654.75","1,016,339,978.53","3,185,083,726.11","2,115,581,826.09","1,996,571,859.47","1,075,107,954.24","1,122,095,531.93"
短期借款,,"30,000,000.00","30,000,000.00",,"40,000,000.00",,,,,,,,,"20,409,511.77","100,000,000.00","150,000,000.00","150,000,000.00","129,590,488.23","264,097,989.55","323,147,989.55","100,000,000.00","339,500,000.00","222,235,800.00","442,017,500.00","1,391,634,767.37","1,502,673,027.88","1,533,085,844.40","1,447,718,252.89","846,320,720.04","1,731,522,788.63","858,228,831.75","1,322,922,874.78","1,211,997,994.75","1,063,576,689.90","1,084,360,659.19","1,558,366,611.33","1,591,941,440.63","1,636,662,707.78"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"72,881,180.29","122,881,180.29","122,992,379.29","122,978,554.09","178,664,964.44","228,319,878.56","223,175,469.71","210,425,682.62","148,377,196.75","149,293,119.70","143,732,147.63","144,715,326.63","123,570,838.45","127,862,309.13"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"450,000.00","2,560,106.00","1,488,376.00","1,869,170.00","3,488,000.00","2,400,000.00","450,000.00","930,600.00","2,230,600.00","200,000.00",,,"1,000,000.00",,"1,750,000.00","1,750,000.00","3,430,000.00","2,000,000.00","3,210,000.00","1,480,000.00","3,882,800.00","5,972,800.00","5,200,000.00","9,020,000.00","21,676,583.08","30,961,727.58","26,535,488.25","21,076,065.00","24,134,815.00","5,198,853.00","1,585,000.00","16,600,956.58","15,498,725.98","7,805,012.26","54,541,182.00","21,800,741.50","34,628,923.24","34,753,684.60"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00",,,,,,
应收账款,"55,692,374.66","47,032,001.23","55,437,459.38","74,170,117.25","74,124,199.87","78,078,094.21","90,828,827.01","107,067,047.44","110,895,396.83","68,972,855.33","209,855,205.73","344,810,388.09","434,672,857.12","437,038,722.42","689,482,325.67","852,607,939.33","850,061,804.90","740,746,896.31","998,987,941.38","1,073,214,469.60","1,362,222,684.67","1,240,841,532.84","1,669,703,118.64","1,936,679,154.97","2,223,552,029.57","2,374,977,180.72","2,508,558,518.54","3,390,111,441.56","3,547,597,827.03","3,639,175,843.03","3,890,147,730.93","4,560,357,212.33","5,031,223,300.02","4,925,706,315.99","5,395,388,190.61","5,663,799,261.35","6,098,718,797.70","6,725,594,181.81"
应付账款,"1,875,495.30","2,524,844.41","3,665,546.10","5,104,858.90","10,561,289.14","2,838,804.08","3,141,201.46","2,719,824.03","13,804,392.72","4,135,885.99","72,724,802.61","179,742,940.92","227,273,162.50","240,999,559.54","342,507,364.19","387,348,370.48","403,951,688.09","389,305,289.78","527,178,952.39","683,233,703.44","846,781,091.67","814,677,819.55","864,374,920.93","1,052,679,301.03","1,078,753,601.11","1,513,784,247.10","1,635,352,562.19","2,261,231,172.02","2,356,228,321.11","2,180,941,572.36","2,373,011,259.96","2,834,708,060.38","3,180,371,069.25","2,984,337,159.47","3,351,868,379.83","3,466,234,633.84","3,665,251,579.02","3,866,965,097.25"
预付款项,"1,318,936.94","486,627.90","502,579.08","5,198,234.31","3,864,196.37","5,718,219.00","768,494.00","1,425,134.00","1,932,352.72","3,732,585.97","31,052,627.21","68,216,723.32","12,069,414.44","31,086,177.24","21,561,273.55","35,390,195.38","65,989,827.26","109,503,196.65","71,575,740.46","171,907,594.26","180,477,030.38","170,943,411.46","147,176,333.54","167,365,187.95","199,258,260.14","235,494,496.05","237,201,851.65","306,345,526.48","272,448,763.67","235,140,123.89","248,885,509.10","364,044,246.97","270,172,242.39","208,716,917.46","306,223,995.53","344,145,046.57","310,372,525.75","397,649,146.14"
预收款项,"5,876,298.50","14,244,670.25","11,011,301.75","10,177,279.21","11,919,956.96","18,946,150.11","27,238,921.79","25,574,922.05","24,756,166.10","33,116,700.72","35,749,535.60","47,682,590.08","12,850,920.71","20,495,464.44","23,091,680.01","38,384,663.01","38,335,256.06","36,972,580.56","41,710,202.45","189,375,644.07","162,245,838.38","217,295,147.41","191,176,734.86","231,893,184.65","169,613,057.74","285,871,670.71","317,992,372.43","397,200,973.85","276,830,411.66","403,468,158.47","272,526,744.22","260,157,825.72","310,064,788.26","532,498,091.35","563,308,655.73","516,779,620.78","355,915,902.63","523,949,640.73"
