科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"1,004,818,766.28","961,621,479.03","677,427,788.25","585,620,608.35","1,508,956,267.61","2,008,721,444.27","1,625,503,622.36","1,055,107,058.06","708,477,936.26","607,281,899.64","374,749,067.22","1,228,580,175.48","938,786,693.00","788,038,972.54","608,929,133.66","615,876,452.25","1,034,745,734.29","1,636,662,075.97","1,265,213,670.14","1,116,041,853.22","2,336,943,266.65","1,639,848,863.13","1,198,714,825.74","1,178,221,017.28","1,915,302,158.68","1,251,323,696.82","1,319,122,839.69","1,404,470,871.82","1,555,233,006.34","1,802,774,032.93","1,793,602,367.76","1,647,260,856.33","1,619,699,599.75","1,586,189,151.90","1,577,854,010.78","1,759,863,102.77","1,330,953,406.49","1,587,005,351.73","1,384,589,101.50","1,977,021,315.26","1,892,763,902.99","3,065,298,617.77","2,324,206,323.08"
短期借款,"419,890,000.00","399,890,000.00","509,800,000.00","461,200,000.00","461,200,000.00","461,200,000.00","409,600,000.00","397,600,000.00","517,600,000.00","567,600,000.00","567,600,000.00","574,000,000.00","414,000,000.00","334,000,000.00","264,000,000.00","280,000,000.00","984,736,116.86","1,255,050,634.15","1,471,000,000.00","2,151,521,181.74","2,550,629,000.00","2,591,396,000.00","2,898,902,541.14","3,135,287,848.07","3,505,744,072.40","3,568,879,030.97","4,196,581,031.57","4,395,322,852.46","5,018,000,422.10","5,309,867,038.75","5,221,606,426.98","4,961,134,819.87","4,963,315,271.58","4,754,265,174.81","4,548,805,001.69","3,709,597,651.91","4,447,419,884.93","4,547,833,321.68","4,376,873,231.65","4,285,139,743.17","3,984,948,761.31","4,328,423,610.21","3,994,206,714.91"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"229,105,081.17","333,434,076.08","266,282,293.08","182,603,099.48","213,089,666.92","134,372,493.66","172,318,365.91","244,738,095.47","209,752,989.39","131,526,528.67","173,465,873.96","169,065,913.97","131,350,133.63","168,801,322.10","155,966,344.94","396,978,585.87","443,953,746.56","437,808,591.18","366,598,129.38","578,243,933.59","423,297,763.99","412,369,849.69","489,001,978.12","743,915,365.13","533,557,536.46","997,577,263.64","1,462,097,539.08","1,540,082,419.02","1,261,000,650.30","1,412,911,803.64","1,496,018,645.94","1,291,125,294.25","1,313,866,203.41","1,419,207,193.61","1,301,224,927.74","1,338,166,001.16","1,105,001,051.76","1,110,928,955.13","1,331,981,860.53","1,212,090,871.00","1,538,013,349.17","1,589,353,795.92","1,968,572,420.12"
应付票据,"449,191,243.10","425,731,243.10","397,050,870.80","211,791,568.28","605,365,368.28","1,054,237,570.38","1,100,157,570.38","650,820,000.00","333,690,000.00","259,378,000.00","343,744,256.80","461,112,456.80","553,842,424.45","503,025,924.45","347,394,926.00","397,320,000.00","446,877,237.24","468,354,961.25","538,940,314.06","525,925,847.94","464,893,257.89","398,196,115.24","327,740,295.92","444,975,164.68","445,309,768.44","132,898,784.44","128,477,956.00","99,715,043.68","116,003,633.00","92,480,693.00","185,505,524.00","244,434,533.75","252,149,081.50","295,211,272.00","192,478,315.00","180,205,665.00","118,710,000.00","103,752,465.20","62,464,942.96","296,378,062.63","354,434,892.80","298,323,472.49","290,567,675.00"
应收账款,"256,200,118.07","195,965,675.61","284,693,320.14","190,519,368.87","324,969,021.34","304,247,540.92","358,886,184.66","148,000,008.77","181,886,544.65","175,046,507.18","197,717,376.71","127,041,218.84","255,067,190.48","228,737,594.31","264,405,064.65","150,417,040.52","250,341,020.13","291,150,933.38","342,070,031.38","238,561,630.82","363,692,184.16","437,872,605.80","440,422,855.81","299,495,721.01","376,954,427.32","461,771,785.93","474,003,026.17","355,141,556.43","536,424,826.54","529,599,040.99","577,630,501.66","457,525,306.36","670,806,361.17","653,610,243.08","849,835,309.06","541,702,186.05","666,223,011.36","667,703,789.55","618,961,005.49","591,803,421.82","644,061,702.85","732,889,101.11","549,848,607.08"
应付账款,"617,322,959.00","688,455,178.89","766,531,163.21","720,155,797.94","719,232,352.36","907,277,315.20","998,217,047.73","776,769,210.30","719,373,532.97","958,263,078.18","889,115,887.51","871,223,330.14","918,064,035.27","930,463,269.15","861,538,537.47","1,160,861,499.58","1,841,090,572.65","1,796,683,736.22","1,946,720,525.39","1,829,064,896.76","1,846,158,229.02","1,880,093,283.09","1,906,892,257.15","1,920,345,427.87","2,046,123,605.44","1,966,618,746.60","1,992,847,798.10","2,185,360,227.24","2,213,145,029.13","2,134,463,120.95","2,203,956,890.65","2,190,299,367.89","2,238,988,220.82","2,375,966,943.07","2,437,391,469.37","2,337,765,127.30","2,424,422,572.42","2,466,462,661.72","2,393,080,820.11","2,604,829,137.79","2,709,181,118.77","2,874,462,173.55","2,966,762,865.54"
预付款项,"62,247,899.54","56,474,696.39","103,820,981.02","175,077,875.09","360,720,309.18","520,115,198.23","452,272,872.82","318,705,257.76","429,933,679.99","403,819,140.26","332,847,432.40","203,822,202.03","354,216,255.66","312,201,472.88","288,875,496.14","183,897,350.57","684,119,228.21","631,116,455.90","1,015,999,327.52","1,080,168,090.30","1,133,357,962.01","1,583,976,620.57","1,259,611,803.77","988,211,298.27","892,447,692.69","494,705,068.86","617,770,658.56","354,079,388.37","748,367,537.73","615,880,427.54","725,568,045.07","176,326,857.27","261,745,748.29","277,926,782.82","261,423,533.15","173,113,620.37","206,818,612.35","238,104,370.67","247,960,406.75","161,584,476.70","269,067,188.99","212,770,397.14","200,285,143.69"
预收款项,"38,345,297.75","32,502,721.06","51,181,296.35","96,038,642.71","54,513,164.07","47,745,958.11","40,594,709.24","47,891,220.41","49,325,726.79","32,075,048.96","33,200,098.77","55,909,470.43","70,873,422.91","52,486,738.62","70,584,229.41","101,797,315.58","183,722,020.43","193,467,987.74","202,877,595.02","368,289,541.65","198,525,071.62","131,200,786.75","179,626,444.90","242,544,116.65","251,953,688.94","196,209,463.65","291,591,540.61","288,348,977.76","336,238,282.80","392,924,917.36","304,378,200.88","256,967,082.35","257,111,648.97","250,169,692.97","390,166,771.75","284,350,424.65","290,437,432.17","229,435,930.73","356,516,618.65","453,844,632.56","400,329,888.74","455,087,048.45","547,804,547.91"
其他应收款,"16,642,172.84","19,797,715.81","24,924,623.11","27,014,445.91","31,501,125.44","20,616,994.48","49,340,203.54","7,963,758.15","8,366,383.28","9,398,637.76","16,402,452.56","7,197,115.05","13,055,684.88","5,239,394.39","11,677,021.05","5,108,923.06","39,950,164.17","27,560,015.86","24,810,556.64","13,471,952.68","19,245,150.98","20,325,552.81","28,259,268.14","13,024,640.32","46,765,428.74","34,383,982.57","61,263,516.48","31,347,297.00","16,806,770.05","35,065,331.97","18,139,687.82","32,795,516.71","16,316,138.77","23,325,722.68","25,619,972.89","16,282,548.24","26,188,129.23","26,606,189.73","27,874,680.00","13,125,400.26","51,442,812.23","82,822,446.78","86,879,108.69"
应付职工薪酬,"56,383,502.28","46,640,117.80","46,629,793.68","68,196,202.58","68,225,522.19","71,378,822.18","78,252,578.47","57,398,618.67","58,102,999.39","58,251,647.10","40,911,215.48","37,384,016.73","44,372,267.57","45,010,959.86","55,738,652.65","61,030,456.97","69,506,828.22","57,637,519.07","64,166,200.27","85,523,129.71","85,961,899.98","86,435,340.43","89,538,282.45","47,511,916.20","49,689,012.39","46,149,579.60","58,097,818.90","120,819,703.35","109,170,763.31","125,273,098.43","120,320,798.29","126,171,936.24","115,392,805.82","147,866,230.17","174,067,692.20","136,952,017.71","154,941,339.42","187,770,089.14","228,073,559.29","192,200,971.39","232,411,512.49","269,324,285.63","315,487,116.81"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"49,090,766.24","43,883,610.98","56,336,272.44","62,736,281.00","90,161,846.90","86,178,840.22","50,913,573.12","-6,276,544.59","-24,921,224.51","-37,374,263.14","-44,576,358.04","-49,275,971.45","-47,058,703.80","-49,240,798.52","-35,944,338.40","44,742,501.54","-41,989,882.14","-25,392,393.12","34,280,078.15","-58,337,023.78","-131,286,987.62","-147,190,248.04","-142,040,502.26","-239,363,745.82","-305,186,455.44","-278,592,281.09","-249,583,489.51","-214,113,875.09","-202,019,610.51","-129,412,663.33","-17,293,841.71","88,246,071.31","62,251,608.13","73,388,384.64","85,317,015.03","117,801,526.39","117,723,787.17","116,855,150.59","154,477,595.27","134,407,567.80","219,035,468.96","167,645,164.32","220,476,202.27"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
