科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"231,971,109.18","254,099,231.62","71,951,431.93","316,217,652.26","339,501,504.64","333,963,420.32","409,157,443.86","316,432,863.66","260,769,253.96","247,702,374.41","256,178,186.30","306,751,781.15","368,821,395.49","325,395,131.36","205,761,897.72","343,118,222.88","402,042,064.23","375,512,204.76","464,368,563.52","564,788,818.45","624,529,656.08","588,684,402.89","676,161,444.38","768,971,575.23","825,371,956.38","836,589,356.71","847,599,637.17","860,347,809.03","771,087,275.20","523,459,873.83","455,740,094.58","605,531,200.75","540,176,576.18","484,838,251.17","410,673,709.35","595,853,495.61","643,881,498.44","812,631,371.91","717,745,054.17","875,765,259.56","857,093,656.69","734,023,275.04","892,746,186.20","839,439,217.81","777,939,865.85","796,551,351.45","828,512,623.57","787,198,116.00","725,938,349.28"
短期借款,,,,"250,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","125,000,000.00",,,,,,,"60,000,000.00","60,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,"1,000,000.00",,"1,000,000.00","1,000,000.00",,"1,000,000.00","1,000,000.00",,"20,000,000.00","20,000,000.00",,,,"11,000,000.00","12,000,000.00","500,000.00","1,000,000.00","1,000,000.00","500,000.00","1,600,000.00","800,000.00",,"800,000.00","800,000.00","300,000.00","800,000.00","500,000.00","500,000.00",,"1,000,000.00","500,000.00","500,000.00","500,000.00","1,000,000.00","1,000,000.00",,,,"450,000.00","450,000.00",,,"300,000.00",,,
应收账款,,,"21,306.12","188,000.00","188,000.00",,,,,,,,"183,333.30",,"83,333.90",,"173,332.67",,"20,835.00",,"16,667.00",,,,"116,666.00",,"336,000.00","477,777.73","1,904.25","15,450.50","521,391.20","76,009.16","702,461.56","9,644.22","337,197.42","232,231.73","513,106.99",,"1,289,633.28","1,252,284.26","1,307,098.26","1,619,644.96","1,679,346.65","1,117,042.13","612,371.14","210,771.97","786,372.71","542,655.09","551,171.72"
应付账款,"212,497,063.66","192,263,885.45","193,185,956.41","211,233,199.73","234,290,518.43","181,626,858.82","206,841,758.66","227,873,824.99","220,852,304.45","181,973,466.05","210,268,091.96","245,348,163.51","225,726,349.30","229,236,243.23","178,374,172.79","420,852,360.84","412,120,113.83","349,342,066.04","390,156,422.94","389,481,873.42","386,262,348.33","344,032,076.02","317,576,686.53","349,827,016.51","323,416,548.82","308,737,059.57","316,145,879.85","324,785,742.97","299,984,963.44","352,747,555.08","279,746,846.33","318,419,404.19","277,645,960.79","257,980,094.74","240,828,944.32","245,249,412.86","205,270,043.73","202,642,096.75","218,027,951.28","234,154,409.15","202,355,714.95","197,790,118.95","223,845,305.88","213,443,747.32","210,406,309.60","199,258,588.93",,"201,855,970.64",
预付款项,"13,347,824.88","11,929,114.06","11,410,914.71","7,494,797.37","38,947,147.88","22,637,387.61","14,522,087.89","13,229,710.74","21,723,087.80","13,917,333.94","27,189,036.39","6,124,167.26","23,094,420.97","66,750,622.47","74,366,670.67","9,700,374.60","300,000.00","4,845,427.21","15,880,454.47","14,053,760.30","21,656,262.69","21,028,639.10","37,169,192.92","25,715,699.61","26,655,978.27","35,076,929.04","77,505,658.32","32,192,686.48","60,980,439.35","115,518,752.71","59,985,415.97","26,047,039.51","65,031,422.03","55,125,305.98","61,118,027.36","14,991,784.45","24,429,551.33","24,212,034.44","23,730,806.40","14,730,284.23","8,134,078.31","11,210,372.82","10,163,462.19","9,423,502.77","4,819,796.24","4,864,902.52","6,580,973.49","4,124,162.83","2,340,792.84"
预收款项,"243,740.00","227,540.00","227,540.00","3,000.00",,,"21,345,661.30","57,093,724.11","81,875,118.99","76,900,216.53","85,604,969.00","128,541,152.30","200,784,028.00","147,320,131.98","187,878,417.12","240,232,873.06","292,138,205.38","265,285,683.26","298,452,076.19","393,290,659.30","441,782,884.14","425,630,032.76","497,253,909.86","534,470,831.83","589,219,081.04","527,984,595.23","542,751,797.38","486,329,629.86","478,419,618.03","430,206,254.92","415,777,831.51","384,584,700.37","380,321,709.55","341,599,914.30","342,926,131.47","330,777,303.19","329,037,809.67","304,596,416.63","302,767,955.59","299,015,016.20","320,017,042.40","303,048,880.69","308,946,604.58","306,253,405.15","311,980,403.17","287,537,770.92","285,691,330.70","282,499,202.59","285,020,419.20"
