科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"378,738,041.22","514,740,539.11","577,388,102.86",,"588,924,331.07","1,477,862,643.43","1,081,331,348.65","1,112,489,746.89","1,025,138,060.02","1,446,488,647.10","1,405,491,017.64","1,296,964,119.43"
短期借款,"48,979,740.12","29,250,466.00","183,932,559.28",,"65,906,122.62","20,106,372.00","19,000,000.00","28,500,000.00","40,000,000.00","40,000,000.00","36,341,284.91","36,341,284.91"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,,,,,,,,,"19,366,696.16","19,366,696.16","14,572,713.88","14,572,713.88"
应付票据,,,,,,,,,,,,
应收账款,"103,059,567.47","176,505,780.96","216,663,909.16",,"205,087,300.67","165,295,091.53","298,219,369.47","213,439,539.46","243,510,645.77","235,228,273.88","289,028,870.56","345,608,055.22"
应付账款,"97,083,190.41","207,951,793.23","309,312,378.41",,"264,273,375.31","213,527,463.13","331,552,090.29","261,745,752.04","296,387,601.76","321,408,034.89","340,994,768.44","341,563,717.32"
预付款项,"2,281,756.01","3,225,125.52","3,758,271.31",,"6,061,715.47","16,839,933.18","9,781,850.98","10,300,926.80","11,083,532.56","16,240,659.45","11,263,653.10","14,236,514.89"
预收款项,"87,598,582.42","93,048,678.77","103,179,467.99",,"117,580,447.95","114,471,452.99","100,966,684.50","103,866,312.64","119,613,365.38","115,266,285.32","101,548,707.44","114,616,135.56"
其他应收款,"40,404,693.27","28,798,259.90","13,040,485.63",,"17,322,824.57","37,637,345.91","12,963,629.35","38,729,873.67","32,724,547.87","46,032,564.96","109,958,658.55","38,557,671.46"
应付职工薪酬,"9,594,809.36","11,486,790.37","13,117,462.03",,"9,025,773.42","10,564,162.75","20,759,617.21","8,801,156.97","12,954,681.58","14,452,587.52","24,077,518.97","11,343,537.76"
应收关联公司款,,,,,,,,,,,,
应交税费,"16,405,170.53","15,755,901.24","29,921,047.89",,,"19,276,649.09","23,180,010.21","20,076,375.31","22,128,479.37","23,349,190.51","45,272,711.04","25,174,279.36"
应收利息,"85,611.48",,,,,,,,,,,
应付利息,,,,,,,,,,,,
应收股利,,"8,672,360.80","11,265,692.70",,,,"1,948,731.87",,"580,402.41","1,463,302.31",,
应付股利,"771,456.64",,"2,768,920.23",,,,"2,972,321.50",,,,"3,574,121.47","1,130,568.03"
存货,"1,406,125.43","1,423,852.21","3,264,627.14",,"6,734,885.14","9,310,389.67","6,427,913.01","12,854,404.35","17,035,869.52","16,582,857.74","9,843,137.59","10,847,117.81"
其他应付款,"72,242,608.15","104,184,685.02","95,713,771.98",,"123,715,181.20","142,755,711.27","125,794,019.73","176,729,663.35","158,975,303.05","144,244,289.45","146,637,835.38","143,387,095.57"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,"40,163,570.83","31,867,816.86","15,852,494.35",,"9,020,820.74","2,393,014.94","10,739,514.51","10,316,713.84","7,702,479.45","9,718,860.53","7,263,628.04","6,680,190.32"
一年内到期的非流动负债,"18,859,678.89","90,423,951.49","18,056,869.91",,"30,167,433.78","29,537,510.52","27,805,869.19","31,186,953.43","26,394,337.48","30,799,402.87","26,839,592.11","25,947,764.45"
其他流动资产,"3,000,000.00","4,900,866.73","14,366,502.62",,"18,878,316.64","21,149,350.93","416,934,181.41","421,249,869.58","425,619,424.08","21,749,466.38","126,735,138.12","176,581,720.03"
其他流动负债,,,,,,,,,,,,
流动资产合计,"569,139,365.71","770,134,602.09","855,600,085.77","901,605,337.18","851,048,194.30","1,730,487,769.59","1,838,346,539.25","1,819,381,074.59","1,782,761,657.84","1,812,871,328.51","1,974,156,817.48","1,904,048,103.04"
流动负债合计,"351,535,236.52","552,102,266.12","756,002,477.72","768,996,311.04","634,469,475.57","550,239,321.75","652,030,612.63","630,906,213.74","676,453,768.62","689,519,790.56","725,286,539.76","699,504,382.96"
可供出售金融资产,"2,719,490.51","2,719,490.51","149,919,490.51",,"148,818,490.51","149,919,490.51","155,919,490.51","156,119,490.51","162,119,490.51","168,119,490.51","174,219,490.51","174,219,490.51"
长期借款,"86,099,977.21","8,300,000.00","6,859,935.27",,"55,073,290.17","50,929,967.62","49,786,645.07","45,643,322.52","44,500,000.00","41,500,000.00","41,500,000.00",
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,"22,888,169.70","7,962,336.46","34,701,691.09",,"31,374,634.50","32,724,970.07","47,459,363.20","41,982,063.04","43,931,225.18","43,620,484.60","37,608,416.59","37,428,605.32"
长期应付款,,,"30,894,934.42",,"32,055,050.10","33,364,748.76","43,729,761.02","43,707,766.00","48,650,417.04","51,592,665.58","44,841,521.17","44,417,479.27"
长期股权投资,"46,629,105.05","55,545,066.21","112,037,517.97",,"121,009,514.28","122,918,074.09","109,692,047.08","113,824,558.16","107,736,826.11","104,985,056.79","79,860,079.96","82,769,846.04"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"101,449,142.75","137,195,237.89","179,493,036.40",,"206,036,730.93","216,203,445.35","238,358,512.37","247,048,301.41","262,374,292.00","279,547,224.82","276,410,276.21","270,935,844.65"
递延所得税负债,,,"5,588,087.81",,"5,509,347.92","5,881,017.51","5,716,288.83","6,767,279.64","6,679,046.59","6,328,322.95","7,289,213.27","6,080,498.01"
在建工程,"14,853,264.97","6,575,220.28","15,250,380.92",,"8,157,174.87","4,252,647.73","13,957,261.83","6,164,116.08","10,175,791.07","30,749,274.83","11,565,945.92","40,049,823.57"
其他非流动负债,"1,651,761.08","2,529,063.89","2,787,068.97",,"2,087,043.97","10,233,354.57","3,277,992.58","3,199,271.22","3,237,271.22","3,506,105.22","2,938,555.22","2,895,234.54"
工程物资,,,,,,,,,,,,
非流动负债合计,"112,567,682.79","26,816,322.30","60,973,348.85",,"109,285,575.88","117,987,468.57","121,755,106.19","118,257,401.74","121,821,979.84","124,325,131.34","124,151,089.58","78,980,437.20"
固定资产清理,,,,,,,,,,,,
负债合计,"464,102,919.31","578,918,588.42","816,975,826.57","827,813,041.99","743,735,051.43","668,226,790.32","773,785,718.82","749,163,615.48","798,275,748.46","813,844,921.90","849,437,629.34","778,484,820.16"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"280,000,000.00","280,000,000.00","280,000,000.00",,"280,000,000.00","373,500,000.00","373,500,000.00","373,500,000.00","373,500,000.00","373,500,000.00","373,500,000.00","373,500,000.00"
油气资产,,,,,,,,,,,,
资本公积,"4,029,045.85",,"6,381,551.01",,"8,381,551.01","820,269,351.01","820,269,351.01","820,269,351.01","820,269,351.01","820,269,351.01","820,269,351.01","820,269,351.01"
无形资产,"50,646,087.22","55,092,595.13","54,589,988.68",,"53,847,504.30","53,243,461.07","52,635,138.64","52,619,829.46","52,018,131.02","51,393,585.53","50,966,333.76","50,390,078.70"
盈余公积,"16,258,081.42","24,895,409.22","36,711,082.25",,"35,711,002.25","36,711,082.25","56,715,570.03","56,715,570.03","56,715,570.03","56,715,570.03","86,823,627.08","86,823,627.08"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,"14,570,460.30","14,570,460.30","14,570,460.30",,"14,570,450.30","14,570,460.30","14,570,460.30","14,570,460.30","14,570,460.30","14,570,460.30","14,570,460.30","14,570,460.30"
未分配利润,"166,291,909.27","287,686,793.46","432,652,811.59",,"555,480,444.61","610,559,522.76","648,925,853.70","696,546,800.34","662,276,368.11","709,875,378.37","782,565,383.53","825,209,424.80"
长期待摊费用,"90,602,661.11","128,296,075.31","169,630,757.74",,"193,235,941.43","206,192,399.93","206,309,125.27","242,587,247.17","262,295,028.08","251,959,323.33","277,099,424.48","289,185,601.68"
少数股东权益,"45,208,181.19","53,255,766.34","45,596,358.72",,"53,923,630.67","54,086,321.09","47,106,857.95","46,338,959.99","46,793,933.12","46,439,639.39","39,938,852.58","39,814,275.79"
递延所得税资产,"8,123,569.55","11,231,353.09","15,242,289.76",,"10,766,838.21","16,289,246.62","24,496,669.39","26,848,859.96","29,982,293.37","34,361,240.63","35,705,204.28","38,129,583.98"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"54,268,820.17","35,434,120.17","42,931,931.00",,"48,143,475.09","42,201,102.17","48,708,743.67","51,538,296.17","60,015,775.25","58,617,390.85","55,772,394.05","57,774,061.05"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"406,750,771.33","454,621,955.35","788,367,544.37",,"850,813,765.87","858,515,297.84","912,106,812.26","953,303,222.26","1,005,219,312.89","1,037,923,532.19","1,013,778,026.06","1,055,453,395.80"
所有者权益(或股东权益)合计,"511,787,217.73","645,837,969.02","826,991,803.57","885,043,019.65","958,126,908.54","1,920,776,277.11","1,976,667,632.69","2,023,520,681.37","1,989,705,222.27","2,036,949,938.80","2,138,497,214.20","2,181,016,678.68"
资产总计,"975,890,137.04","1,224,756,557.44","1,643,967,630.14","1,712,856,061.64","1,701,661,859.87","2,589,003,067.43","2,750,453,351.51","2,772,684,296.85","2,787,980,970.73","2,850,794,860.70","2,987,934,843.54","2,959,501,498.84"
负债和所有者(或股东权益)合计,"975,890,137.04","1,224,756,557.44","1,643,967,630.14",,"1,701,861,969.97","2,589,003,067.43","2,750,453,351.51","2,772,684,296.85","2,787,980,970.73","2,850,794,860.70","2,987,934,843.54","2,959,501,498.84"
