科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30
货币资金,"4,087,525,903.34","4,037,258,680.08","2,562,349,745.37","1,853,060,827.91","1,939,321,416.79","1,230,618,732.20","1,096,411,309.12","1,570,836,570.04","1,777,965,101.22","2,732,457,125.56","1,331,796,346.68"
短期借款,"300,000,000.00","300,000,000.00","250,000,000.00","350,000,000.00","550,000,000.00","650,000,000.00","1,500,000,000.00","1,400,000,000.00","1,800,000,000.00","2,000,000,000.00","2,300,000,000.00"
交易性金融资产,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,
应收票据,"3,169,143,846.19","3,568,408,577.39","4,314,962,990.74","5,446,933,224.65","5,728,228,035.52","4,355,008,734.04","4,239,384,033.11","3,522,108,793.06","2,436,070,247.33","3,320,914,003.09","4,814,325,757.25"
应付票据,"2,542,710,000.00","2,546,760,000.00","2,079,720,000.00","2,700,370,000.00","2,711,111,196.38","1,794,881,200.00","2,747,511,200.00","3,271,521,200.00","3,112,521,200.00","2,915,370,000.00","3,692,910,000.00"
应收账款,"278,806,782.07","122,839,522.94","336,399,059.25","403,718,151.59","61,743,626.14","492,386,604.77","319,913,908.83","39,050,468.02","35,854,383.09","39,449,197.27","46,855,333.75"
应付账款,"1,844,262,135.31","2,498,332,910.93","2,063,025,034.43","2,698,192,000.51","1,982,712,473.27","3,982,115,936.51","4,935,761,357.66","3,947,530,269.95","3,405,099,131.37","3,742,766,631.60","4,115,412,756.17"
预付款项,"587,182,383.33","556,772,379.04","630,844,569.50","1,377,256,238.51","793,214,286.24","1,268,866,747.18","1,171,260,014.46","851,934,023.52","796,711,326.16","809,172,669.01","861,158,608.56"
预收款项,"2,825,837,834.06","2,702,611,134.29","2,639,486,959.15","3,350,227,595.49","3,801,533,994.78","3,399,298,970.20","2,383,879,322.30","2,590,373,961.35","2,109,666,031.23","4,524,453,335.93","2,847,193,234.84"
其他应收款,"16,249,000.54","14,232,459.57","11,747,957.65","13,288,962.82","31,639,011.16","21,946,892.95","14,206,314.10","28,883,463.66","13,114,497.64","16,389,939.05","12,538,001.00"
应付职工薪酬,"558,683,555.87","568,557,598.90","576,847,485.22","435,027,367.92","449,600,468.53","430,861,520.70","441,193,410.76","223,073,240.08","104,208,793.00","228,838,885.34","229,969,040.06"
应收关联公司款,,,,,,,,,,,
应交税费,"50,368,042.74","-45,512,908.95","12,092,580.24","-165,038,934.71","18,510,708.04","-176,981,112.42","-187,561,647.25","-205,595,964.20","-294,492,769.44","-246,528,254.17","-404,573,463.15"
应收利息,,,,,,,,,,,
应付利息,,,,"26,917,796.25","26,917,796.25",,"17,388,000.00",,,"37,269,912.67","58,836,310.05"
应收股利,,,,,,,,,,,
应付股利,,,,,,"422,468,485.35","23,882,265.08",,,,
存货,"3,582,538,928.70","3,910,735,775.11","3,685,078,412.79","4,835,882,121.32","5,335,966,742.17","7,257,033,547.17","9,143,348,598.17","7,897,254,699.19","7,222,618,028.49","7,276,014,254.50","6,110,236,696.53"
其他应付款,"378,106,547.22","262,789,566.48","216,320,867.95","295,412,603.28","376,911,630.69","377,671,365.39","282,199,581.44","253,446,604.02","249,000,217.52","165,809,307.23","102,181,023.44"
其中:消耗性生物资产,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,
一年内到期的非流动负债,"237,010,000.00","570,000,000.00","570,000,000.00","706,990,000.00","374,000,000.00","374,000,000.00","782,000,000.00","596,000,000.00","550,000,000.00","331,000,000.00","400,000,000.00"
其他流动资产,,,,,,,,,,,
其他流动负债,,,,,,,,,,,
流动资产合计,"11,721,446,844.17","12,210,247,394.13","11,541,382,735.30","13,930,139,526.80","13,890,113,118.02","14,625,861,258.31","15,984,524,177.79","13,910,068,017.49","12,282,333,583.93","14,194,397,188.48","13,176,910,743.77"
流动负债合计,"8,736,978,115.20","9,403,538,301.65","8,407,492,926.99","10,398,098,428.74","10,291,298,267.94","11,254,316,365.73","12,926,253,489.99","12,076,349,311.20","11,036,002,603.68","13,698,979,818.60","13,341,928,901.41"
可供出售金融资产,,,,,,,,,,,
长期借款,"3,935,918,908.37","3,602,928,908.37","3,502,928,908.37","3,188,144,835.92","3,134,499,174.01","3,106,712,059.31","2,698,712,059.31","2,465,519,396.74","2,359,339,396.74","2,015,395,920.48","1,968,854,440.62"
持有至到期投资,,,,,,,,,,,
应付债券,,,,,,,,,,,
长期应收款,,,,,,,,,,,
长期应付款,,,,,,,,,,,
