科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"312,523.11","240,310.73","3,444,501.98","6,185,831.36","3,271,599.06","3,778,632.19","7,088,459.99","6,425,588.77","10,093,807.92","4,392,414.82","6,263,523.69","4,088,248.73","5,126,146.52","5,224,808.66","8,058,485.86","6,144,194.28","5,584,057.07","3,757,911.26","3,394,054.23","4,426,609.97","4,367,444.49","122,304,374.41","55,998,486.17","1,844,134.58","2,043,409.94","2,366,001.24","2,493,459.20","3,716,973.51","3,670,246.30","2,468,751.75","803,773.78","915,914.05","1,070,994.80","3,433,994.76"
应付职工薪酬,"331,148.99","5,906,944.33","5,213,741.95","-229,670.40","3,223,457.26","2,312,972.38","2,551,114.34","815,142.54","723,774.43","719,774.43","4,841,018.52","1,664,342.93","2,822,949.76","2,822,949.76","14,448,601.73","9,379,281.08","8,824,896.64","7,531,697.11","19,068,631.98","12,739,186.39","13,619,408.83","18,933,306.31","19,619,223.40","28,363,373.31","26,366,680.87","26,585,272.82","23,518,505.32","24,880,927.71","21,972,594.60","24,618,888.03","22,865,307.82","24,466,706.59","25,246,531.25","26,205,572.57"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,379,244.68","2,082,271.64","3,083,451.57","3,246,319.52","-10,333,343.92","-13,354,230.05","-12,924,019.22","-14,214,229.41","-14,588,319.03","-12,075,175.08","-16,948,218.47","-5,835,441.71","-483,163.37","1,155,769.62","-10,276,021.68","-4,848,890.82","-5,341,741.71","-10,140,156.43","-15,874,970.84","-20,081,320.96","-34,210,493.48","-1,430,170.94","4,782,763.66","17,250,912.83","18,037,488.14","20,102,307.62","18,305,525.96","21,560,001.42","19,008,933.62","18,830,144.34","8,597,103.80","14,824,124.18","13,214,219.17","19,892,666.34"
应收利息,,,,,,,"3,217,808.22","4,267,808.22",,,,,,,,,,,,,,,"2,164,608.18","2,164,608.18",,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"56,198.99","56,198.99","394,765.27","158,436.17","235,360.95","460,000.00","203,614.01","64,394.45","159,287.06",,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"11,640,000.00",,,,"1,215,000.00",,,,"4,790,311.00","20,311.00",,,"10,240,312.50",,,,"1,440,000.00","1,440,000.00","1,440,000.00","1,440,000.00","3,226,500.00","3,226,500.00","3,226,500.00","2,151,000.00","3,585,000.00","3,585,000.00"
存货,"42,353,398.81","44,497,241.38","33,272,957.54","45,976,733.62","54,180,445.48","66,697,298.99","72,368,386.32","94,440,476.25","119,926,606.89","115,207,104.98","178,308,306.27","200,621,986.79","190,266,936.64","206,093,169.85","241,930,915.40","264,152,938.96","242,135,218.14","218,537,299.88","216,223,580.93","266,053,248.28","264,040,228.76","210,953,795.14","198,565,836.49","205,268,025.45","174,198,009.36","160,257,415.11","159,433,839.74","143,929,087.01","136,644,698.39","144,515,640.84","183,514,694.48","194,885,837.20","182,887,212.76","194,087,743.43"
其他应付款,"5,637,233.22","322,649.43","584,036.00","584,036.04","870,278.00","1,378,350.40","2,896,720.85","2,681,747.32","2,758,408.12","5,636,538.51","5,144,769.65","6,279,538.27","7,470,034.46","8,207,366.18","6,416,744.46","2,548,717.13","2,870,805.68","2,549,550.49","3,089,432.24","2,697,532.41","3,038,801.76","2,374,523.81","5,001,137.09","5,108,306.89","4,502,503.43","4,724,143.24","86,207,965.16","87,209,865.44","67,569,968.47","66,602,538.81","66,377,776.36","45,415,417.15","44,719,144.10","44,522,611.35"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"58,996,343.47","105,576,263.49","25,511,573.31","175,749,779.98","89,490,332.14","135,871,048.74","289,638,758.35","169,421,454.51","104,434,016.65","56,927,332.10","21,363,038.21","17,531,660.81"
其他流动负债,,,,,,,,,,,,,,,"1,012,196.20","495,000.00","3,232,142.30","3,232,142.30","7,968,142.30","7,968,142.30","7,968,142.30","1,755,142.30","1,755,142.32","1,755,142.32","1,755,142.32","1,755,142.32","1,755,142.32","1,755,142.32","1,755,142.32","1,755,142.32","2,332,352.32","2,884,352.32","3,179,352.30","3,179,352.30"
流动资产合计,"166,005,777.72","207,170,719.78","253,724,022.68","933,297,862.51","888,587,845.27","788,717,293.07","760,969,893.90","812,752,007.75","813,790,122.36","839,605,037.74","803,147,763.06","904,303,789.74","902,717,241.90","915,350,587.88","799,435,558.66","862,259,364.59","814,936,505.79","730,611,920.04","744,487,097.03","774,493,362.83","732,361,200.84","886,139,741.95","855,992,216.13","980,633,956.88","724,844,338.24","817,169,843.57","768,604,853.31","776,184,001.81","861,866,142.51","825,144,988.88","839,993,709.09","854,467,386.28","780,843,827.91","817,269,371.67"
流动负债合计,"162,502,588.23","163,759,324.43","101,367,494.46","127,435,320.09","129,948,535.70","142,057,999.04","114,639,436.15","185,100,023.62","243,776,433.17","309,245,825.97","389,114,841.27","483,324,813.60","523,080,943.88","528,728,591.38","674,648,129.20","757,728,850.61","788,308,970.70","664,591,446.73","723,103,345.14","738,515,137.42","756,439,939.99","599,906,044.64","545,774,500.12","538,558,855.78","279,240,986.01","309,231,288.09","303,733,697.03","264,975,767.26","327,875,852.84","257,017,559.41","273,986,628.64","303,222,739.97","351,449,121.67","379,487,066.54"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,750,000.00","43,750,000.00","43,750,000.00","43,750,000.00"
长期借款,,,"70,000,000.00","70,000,000.00","45,000,000.00",,,,,,,,,,,"87,064,114.39","109,807,199.39","153,360,111.19","153,360,111.19","153,360,111.19","153,360,111.19",,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,"63,552,140.28","64,206,875.00","63,116,016.10","62,873,527.24","62,782,108.08","62,606,548.84","64,620,214.60","66,103,984.13","33,674,235.14","42,250,965.15","33,153,932.37","33,039,530.68","33,172,124.84","32,981,568.30"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,"83,880,000.00","83,880,000.00","83,880,000.00",,,,,,,,
固定资产,"72,538,137.20","95,520,269.86","99,149,246.96","97,691,226.50","119,144,669.73","116,505,724.77","185,351,887.21","183,930,592.72","196,214,832.91","251,516,894.07","373,373,735.68","373,828,206.07","468,874,046.91","483,418,128.28","482,602,163.99","477,194,945.64","524,662,014.24","521,504,812.59","901,326,167.04","888,182,645.00","875,529,873.11","558,106,030.28","543,298,706.53","534,653,493.82","526,553,057.62","526,218,023.19","518,053,079.92","506,749,089.34","499,163,165.81","508,087,636.00","521,156,968.32","525,467,494.73","525,839,580.56","684,620,584.15"
递延所得税负债,,,,,,,,,,,,,,,861.11,858.84,846.48,842.28,"115,437.55","7,499.41","7,500.26","7,499.90","79,926.38","80,245.09","79,855.84","83,091.30","73,741.32","73,373.39","75,303.91","75,833.10","66,803.31","66,440.26","65,237.47","63,913.35"
在建工程,,,"3,445,705.58","11,036,819.29","27,223,896.88","106,616,072.82","40,514,807.97","63,801,350.65","100,518,936.05","91,063,417.29","60,201,773.25","54,600,035.07","13,271,905.62","9,560,222.22","32,345,228.88","112,819,921.59","182,189,840.76","215,466,532.55","1,838,225.02","2,042,367.15","3,230,051.34","2,363,290.42","4,702,026.03","5,807,548.02","10,830,036.03","9,358,187.85","14,117,257.78","18,643,632.28","20,072,775.14","8,710,969.67","28,474,023.39","51,855,411.25","137,710,115.18","20,430,944.95"
其他非流动负债,,"4,950,000.00","4,950,000.00","4,950,000.00","10,320,671.20","10,320,671.20","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","8,262,569.60","45,332,378.16","41,757,261.10","40,919,286.34","69,110,942.20","67,118,906.62","65,126,871.04","11,877,585.46",,,,,,,,,,,,
工程物资,900.00,,"15,366.22","75,197.62","492,067.03","1,084,620.23","664,564.62","712,151.80","1,728,814.60","2,271,235.14","1,868,549.69","2,859,058.25","242,250.95","342,403.18","25,144,409.38","618,568.74","855,455.38","11,177,174.48","255,935.48","175,934.71","167,282.91","232,745.02","771,037.53","889,550.99","96,738.69","89,575.79","587,855.33","289,647.02","419,322.70","440,624.34","802,387.14","5,190,584.09","13,488,426.77","8,964,946.39"
非流动负债合计,,"4,950,000.00","74,950,000.00","74,950,000.00","55,320,671.20","10,320,671.20","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","4,950,000.00","8,263,430.71","132,397,351.39","151,565,306.97","194,280,239.81","222,586,490.94","220,486,517.22","218,494,482.49","11,885,085.36","11,518,726.24","94,960,259.37","94,521,084.54","94,085,534.42","9,757,398.86","9,318,245.35","8,881,390.29","8,443,133.90","12,997,805.20","17,244,354.07","19,103,313.24","18,307,151.06"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"580,167.41"
负债合计,"162,502,588.23","168,709,324.43","176,317,494.46","202,385,320.09","185,269,206.90","152,378,670.24","119,589,436.15","190,050,023.62","248,726,433.17","314,195,825.97","394,064,841.27","488,274,813.60","528,030,943.88","533,678,591.38","682,911,559.91","890,126,202.00","939,874,277.67","858,871,686.54","945,689,836.08","959,001,654.64","974,934,422.48","611,791,130.00","557,293,226.36","633,519,115.15","373,762,070.55","403,316,822.51","313,491,095.89","274,294,012.61","336,757,243.13","265,460,693.31","286,984,433.84","320,467,094.04","370,552,434.91","397,794,217.60"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"60,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","240,000,000.00","247,200,000.00","247,200,000.00","247,200,000.00","247,200,000.00","247,200,000.00","494,355,000.00","494,355,000.00","494,355,000.00","494,355,000.00","494,355,000.00","494,355,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"15,000,000.00","15,000,000.00","15,000,000.00","642,187,406.30","642,187,406.30","642,187,406.30","648,423,472.08","648,423,472.08","608,423,472.08","608,423,472.08","608,423,472.08","608,423,472.08","488,423,472.08","488,423,472.08","488,423,472.08","488,423,472.08","488,423,472.08","488,423,472.08","488,423,472.08","488,423,472.08","488,423,472.08","501,817,545.47","499,936,371.67","503,815,044.16","507,693,716.65","511,572,389.14","593,238,363.10","595,255,273.09","349,855,058.08","351,871,968.07","355,477,575.83","356,563,603.97","357,649,632.11","358,983,025.25"
无形资产,"18,947,174.96","18,560,497.89","18,232,820.81","18,133,151.54","25,071,728.64","24,936,572.40","26,763,821.23","26,640,493.98","26,470,987.21","32,972,131.92","43,160,673.41","51,436,990.55","51,441,649.84","54,639,109.53","143,893,333.66","144,800,728.42","223,616,978.02","222,379,450.50","228,480,568.53","229,122,409.48","227,880,733.03","78,335,908.55","81,916,366.60","81,422,209.36","80,927,653.99","80,433,496.82","79,940,739.59","79,447,982.35","78,958,106.44","78,465,016.69","77,971,926.94","77,478,837.19","76,985,747.44","76,492,657.69"
盈余公积,"2,205,633.10","8,341,446.03","14,289,754.49","14,289,754.49","15,061,864.45","15,061,864.45","18,625,090.89","18,625,090.89","18,625,090.89","18,625,090.89","21,493,557.38","21,493,557.38","21,493,557.38","21,493,557.38","25,045,972.77","25,045,972.77","25,045,972.77","25,045,972.77","28,224,832.37","28,224,832.37","28,224,832.37","28,224,832.37","28,523,463.30","28,523,463.30","28,523,463.30","28,523,463.30","34,386,111.09","34,386,111.09","34,386,111.09","34,386,111.09","38,791,985.14","38,791,985.14","38,791,985.14","38,791,985.14"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,"7,200,000.00","7,200,000.00","7,200,000.00","82,440,000.00","82,440,000.00","59,407,875.00","59,407,875.00","59,421,375.00","39,614,250.00","38,180,250.00","38,180,250.00"
商誉,,,,,,,,,,,"13,891,812.00","13,877,263.51","13,944,725.62","13,980,221.84","13,857,859.08","13,821,260.48","13,622,393.43","13,554,708.07","13,442,046.14","13,563,747.49","13,565,290.80","13,564,629.38","21,253,776.54","21,307,572.07","21,241,870.98","21,787,983.73","14,316,664.34","14,245,230.94","17,825,682.64","17,928,423.27","18,499,890.47","18,416,771.98","18,141,400.63","17,838,249.63"
未分配利润,"19,848,019.90","75,070,161.89","113,971,578.19","126,344,053.44","145,448,865.83","156,985,808.79","156,666,724.98","159,512,788.94","151,937,901.90","166,606,449.06","166,860,056.21","177,663,742.20","186,315,758.20","206,056,942.24","208,505,055.11","219,579,941.73","212,177,655.51","219,929,948.88","228,300,431.97","235,061,599.78","228,966,921.65","244,819,994.85","274,703,665.13","315,419,971.23","307,366,490.67","365,590,147.41","389,612,836.58","434,216,260.88","389,693,508.84","438,596,565.16","467,409,842.56","519,501,669.85","471,912,097.06","527,778,155.52"
长期待摊费用,"1,554,001.35","2,453,298.07","2,449,120.53","2,102,693.58","4,272,028.96","5,624,483.50","7,004,348.79","6,608,116.30","6,667,529.97","7,573,081.05","11,458,086.96","11,001,660.43","11,564,837.49","10,288,355.99","8,885,982.17","7,767,833.40","8,635,217.50","8,551,706.17","9,507,882.43","7,971,383.47","6,713,283.56","5,467,532.77","17,079,400.21","16,170,980.42","16,068,884.14","15,477,362.37","14,361,092.07","14,274,699.30","13,603,979.66","12,811,098.51","12,153,699.53","12,264,997.26","13,798,450.85","21,092,883.68"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,"3,172,122.17","2,869,993.96","1,962,643.15","1,542,986.31","1,123,830.71","765,149.48","1,196,235.45","1,042,451.14","1,133,816.69","1,120,732.44","1,774,050.70","1,669,447.86"
递延所得税资产,"510,250.00","3,416,146.75","2,562,544.36","2,869,583.28","3,175,106.97","3,128,982.99","2,035,400.38","2,166,662.33","2,321,674.94","2,849,040.79","3,643,212.89","3,662,313.86","2,031,703.52","1,975,317.59","4,764,138.61","9,030,543.21","11,447,237.49","11,340,516.16","20,887,795.52","24,003,294.11","26,964,567.52","5,295,624.38","7,234,747.35","8,043,442.09","7,605,997.57","9,133,125.41","13,699,767.34","16,941,475.16","14,780,911.90","14,128,120.71","13,278,741.42","13,065,515.36","15,931,176.70","16,400,057.15"
外币报表折算价差,,,,,,,,,,,"-96,320.00","-286,267.78","-175,369.69","-98,216.57","-139,684.30","-146,035.00","-228,796.17","-402,396.62","-610,363.16","-464,937.62","-440,791.68","-442,222.91",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,"133,817,701.14","234,716,387.51","125,326,939.25","97,281,863.09","9,802,492.15","10,691,477.01","10,144,433.51","12,498,902.03","7,713,249.01","11,874,107.10","7,816,719.13","8,697,492.38","8,968,393.34","11,329,819.68","7,628,983.00","19,679,993.93","32,779,607.63","58,347,266.74","38,857,604.67","41,888,525.66"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"93,550,463.51","119,950,212.57","125,854,804.46","131,908,671.81","179,379,498.21","257,896,456.71","262,334,830.20","283,859,367.78","333,922,775.68","388,245,800.26","507,597,843.88","511,265,527.74","561,371,119.95","574,203,758.63","845,310,816.91","1,000,770,188.99","1,090,356,076.07","1,101,256,763.61","1,185,541,112.31","1,175,753,258.42","1,227,747,656.06","740,071,537.83","747,085,325.90","743,042,431.11","733,923,066.23","733,801,796.38","728,665,064.31","728,025,560.20","686,127,162.43","702,502,848.27","747,021,177.21","838,876,409.28","917,674,627.64","965,040,585.01"
所有者权益(或股东权益)合计,"97,053,653.00","158,411,607.92","203,261,332.68","862,821,214.23","882,698,136.58","894,235,079.54","903,715,287.95","906,561,351.91","898,986,464.87","913,655,012.03","916,680,765.67","927,294,503.88","936,057,417.97","955,875,755.13","961,834,815.66","972,903,351.58","965,418,304.19","972,996,997.11","984,338,373.26","991,244,966.61","985,174,434.42","1,014,420,149.78","1,045,784,315.67","1,090,157,272.84","1,085,005,333.92","1,147,654,817.44","1,183,778,821.73","1,229,915,549.40","1,211,236,061.81","1,262,187,143.84","1,300,030,452.46","1,372,876,701.52","1,327,966,020.64","1,384,515,739.08"
资产总计,"259,556,241.23","327,120,932.35","379,578,827.14","1,065,206,534.32","1,067,967,343.48","1,046,613,749.78","1,023,304,724.10","1,096,611,375.53","1,147,712,898.04","1,227,850,838.00","1,310,745,606.94","1,415,569,317.48","1,464,088,361.85","1,489,554,346.51","1,644,746,375.57","1,863,029,553.58","1,905,292,581.86","1,831,868,683.65","1,930,028,209.34","1,950,246,621.25","1,960,108,856.90","1,626,211,279.78","1,603,077,542.03","1,723,676,387.99","1,458,767,404.47","1,550,971,639.95","1,497,269,917.62","1,504,209,562.01","1,547,993,304.94","1,527,647,837.15","1,587,014,886.30","1,693,343,795.56","1,698,518,455.55","1,782,309,956.68"
负债和所有者(或股东权益)合计,"259,556,241.23","327,120,932.35","379,578,827.14","1,065,206,534.32","1,067,967,343.48","1,046,613,749.78","1,023,304,724.10","1,096,611,375.53","1,147,712,898.04","1,227,850,838.00","1,310,745,606.94","1,415,569,317.48","1,464,088,361.85","1,489,554,346.51","1,644,746,375.57","1,863,029,553.58","1,905,292,581.86","1,831,868,683.65","1,930,028,209.34","1,950,246,621.25","1,960,108,856.90","1,626,211,279.78","1,603,077,542.03","1,723,676,387.99","1,458,767,404.47","1,550,971,639.95","1,497,269,917.62","1,504,209,562.01","1,547,993,304.94","1,527,647,837.15","1,587,014,886.30","1,693,343,795.56","1,698,518,455.55","1,782,309,956.68"
