科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"70,306,420.83","90,270,368.95","136,908,924.55","162,947,402.47","1,051,342,876.78","1,040,994,505.83","1,061,803,856.06","1,096,086,478.30","1,160,103,702.34","1,137,437,911.84","1,112,283,377.97","1,018,337,315.02","1,021,537,927.58","1,000,855,429.50","981,004,655.67","987,483,865.46","994,696,422.05","978,339,614.45","967,733,230.60","968,939,472.97","1,026,742,865.18","999,100,899.69","999,482,425.05","1,096,429,668.22","1,231,139,835.96","1,482,229,307.16","2,256,140,166.19","2,058,898,034.71","3,042,012,506.12","2,750,347,867.76","2,671,651,018.50","3,121,493,347.90","3,351,699,930.07","3,110,146,827.43","3,156,205,304.72","3,508,630,322.87","3,507,141,788.04","3,103,688,662.11","2,626,127,753.99"
短期借款,,"6,818,181.82","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"3,066,250.71","4,763,424.37","8,455,507.58","10,139,038.91","4,747,450.33","7,872,353.06","12,265,608.84","10,634,881.10","10,822,840.93","15,768,723.04","14,353,909.12","12,406,688.29","9,829,974.93","11,236,896.38","10,155,300.08","9,316,246.20","8,982,885.65","7,548,004.71","8,797,564.86","8,056,583.77","4,904,700.72","7,302,660.80","7,304,322.29","5,609,093.20","7,221,055.39","6,584,874.24","12,269,659.07","8,504,331.63","12,642,201.14","14,631,155.56","12,625,297.83","9,531,951.71","10,042,769.04","7,216,040.02","9,618,117.01","8,049,932.43","11,854,662.45","9,980,253.02","10,399,249.68"
应付账款,,,,,,"20,000.00",,,,,,,,,,,,,,,,,,,,,,,"89,817,202.40","75,161,453.70","76,403,896.72","82,219,293.47","43,056,463.40","37,062,402.28","32,661,863.59","31,822,199.93","33,697,784.10","21,037,658.98","19,054,473.76"
预付款项,"1,907,620.55","2,124,674.30","1,990,274.30","1,934,551.00","2,347,030.00","2,187,998.85","2,743,418.00","3,114,768.00","23,170,017.00","22,190,517.00","21,146,117.00","115,076,872.00","63,676,855.00","2,309,808.51","2,463,110.00","2,069,680.00",,,,,,,,,,,,,,"16,520,000.00",,,,,,,,"14,000,000.00",
预收款项,"13,034,884.98","20,424,588.48","33,472,688.74","43,105,926.74","48,420,612.83","55,057,595.50","80,233,717.64","94,479,936.36","150,209,681.78","143,337,378.09","138,711,068.46","121,707,165.22","121,584,733.28","101,008,150.18","90,049,258.07","84,037,579.88","92,040,469.82","90,995,768.22","91,472,369.20","100,104,862.95","131,958,811.40","135,097,657.01","142,101,579.95","187,204,908.63","282,479,364.82","379,759,055.10","747,596,503.08","867,601,111.66","918,229,822.38","1,003,197,752.51","991,531,484.05","856,219,615.62","774,057,832.95","765,329,271.39","759,321,915.25","764,924,020.07","721,552,092.90","748,380,083.66","716,687,051.70"
其他应收款,"57,063.00","1,041,437.90","996,763.80","2,420,838.83","362,665.80","357,965.44","362,123.80","875,645.23","15,759,477.41","5,344,786.63","7,755,414.77","7,254,732.62","18,358,451.19","22,584,956.07","18,229,689.42","14,882,176.25","16,706,579.08","20,063,163.02","20,098,387.59","19,633,922.31","14,768,896.70","22,681,335.65","23,180,959.28","27,842,143.47","26,488,735.81","43,002,378.63","62,012,507.56","73,804,252.08","59,494,735.01","66,996,932.73","56,713,585.45","38,042,795.87","53,113,155.02","45,677,677.42","41,653,724.14","49,852,338.68","50,627,176.02","36,894,295.20","34,553,011.04"
应付职工薪酬,"165,230.31","3,630,330.82","989,387.29","320,322.37","10,701,196.40","274,295.52","1,302,598.42","1,464,834.58","9,779,727.73","2,995,004.98","785,317.52","883,186.47","6,334,131.94","1,429,578.07","1,059,663.22","1,154,697.02","6,477,542.25","911,670.63","998,489.65","2,606,710.84","12,422,417.78","975,333.16","1,104,661.37","1,141,474.02","24,779,212.28","1,173,399.22","1,377,249.45","1,548,119.10","53,885,207.40","1,465,523.31","26,907,050.12","47,947,568.41","47,409,561.84","19,065,279.88","28,886,492.76","34,698,783.79","62,972,945.22","3,183,845.59","27,796,768.89"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
