科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
其他应收款,"1,076,489.34","179,033.78","715,112.52","664,412.20","730,274.88","1,157,523.50","1,913,986.32","6,073,705.53","1,741,599.18","1,788,046.77","1,689,907.50","1,718,791.72","1,664,152.94","1,842,512.27","1,412,786.97","1,399,831.39","1,411,350.05","2,126,402.88","1,976,782.40","2,152,240.66","2,211,604.35","2,081,567.50","6,959,901.87","7,091,246.87","8,903,356.60","8,941,637.70","12,134,665.00","12,578,727.65","12,839,039.73","12,970,181.19","12,571,810.32","29,357,883.20","26,761,963.14","20,388,784.55","28,108,251.13","67,187,482.59","51,734,295.82","36,161,468.91","36,122,468.35","49,167,790.29","57,824,705.46","38,590,488.54","33,334,731.20","44,636,108.94","37,543,124.20","37,421,975.65","32,632,935.47","56,491,741.25"
应付职工薪酬,"2,173,680.13","1,642,451.34","1,918,592.11","1,920,823.67","1,931,595.49","2,128,130.83","2,261,446.79","2,200,128.32","2,261,399.97","2,306,109.57","2,080,839.05","2,113,768.37","2,138,645.00","2,174,276.96","2,185,303.99","1,956,249.33","1,966,416.49","1,970,909.60","1,640,662.14","1,664,128.66","1,685,351.30","1,628,196.23","1,281,962.11","1,359,089.25","1,385,217.22","1,386,567.53",,"26,110.09","155,101.59","4,238,022.17","4,745,165.45","4,713,719.65","11,656,684.16","6,743,232.67","9,954,308.11","10,214,685.26","11,511,918.24","11,436,443.23","16,569,843.39","13,857,903.33","12,753,507.70","14,426,119.87","18,935,123.10","10,772,964.50","9,823,205.60","11,015,394.44","28,431,166.27","18,849,164.23"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,105,243.94","-3,277,896.33","4,408,205.44","2,356,797.97","-1,301,747.70","-3,919,718.77","-652,232.07","-13,225,496.54","-7,985,674.54","-10,988,264.31","-12,712,414.60","-6,174,499.25","-341,130.27","-355,125.66","-5,243,551.19","-11,559,249.25","5,787,386.15","-7,964,487.30","-4,278,219.46","-3,216,095.28","-8,775,233.90","-8,562,022.58","6,643,438.94","1,844,185.85","-4,852.18","-13,011,341.01","-15,609,166.39","-8,359,600.36","-19,898,042.93","5,275,104.99","5,906,889.49","9,384,406.05","25,409,800.01","24,866,780.52","40,161,758.39","21,260,694.21","19,351,885.24","16,266,339.01","38,366,143.26","20,175,133.83","6,986,196.03","10,605,609.82","19,192,424.78","7,989,853.83","8,813,501.79","4,786,795.29","16,638,978.16","10,927,779.68"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,"1,030,775.50",,"1,187,620.80",,"1,263,865.80","983,826.00","1,009,787.50","981,592.50","976,825.00","1,442,020.00","4,122,270.00","1,124,895.00","1,056,296.48","1,127,276.81","581,295.63","1,143,858.47","1,642,036.35","2,272,658.57","1,742,940.28","2,032,070.83","2,470,955.56","2,677,170.21","2,559,983.86","2,493,141.38","2,622,777.77","1,768,851.64","1,580,636.49","2,146,556.26","2,614,275.32","3,152,796.96","3,862,677.78","2,000,475.18","2,122,095.23","2,470,843.26","2,964,312.44","1,858,523.77","2,232,194.33","3,221,956.93","2,746,111.86","2,930,966.65","3,861,236.86","3,460,707.84","3,787,436.17",,"4,964,666.19",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"421,198.69",,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,426,994.10",,,,"72,426,994.10",,,
存货,"220,290,218.83","271,570,275.63","249,492,538.74","291,734,795.24","264,561,866.36","321,054,994.60","256,036,209.34","297,995,345.90","260,189,659.14","302,332,504.82","336,063,105.76","393,544,798.90","362,992,029.47","358,385,015.31","389,487,053.64","497,153,920.31","430,332,772.86","479,684,236.51","446,477,206.73","435,332,104.33","445,124,462.03","449,426,904.15","410,953,836.56","454,671,754.90","389,209,125.89","460,905,736.27","550,450,137.84","489,713,192.50","443,690,832.02","486,916,202.97","469,639,889.49","504,590,024.27","690,725,093.28","663,352,631.09","639,565,088.60","750,619,212.37","831,553,986.40","935,954,864.61","890,023,964.71","954,323,690.90","861,034,054.52","927,579,385.96","861,613,316.62","1,107,963,116.02","1,165,404,602.06","1,220,371,088.60","1,038,482,108.78","1,061,400,872.13"
其他应付款,"8,130,865.73","4,082,707.76","3,001,785.90","3,508,745.92","6,735,705.95","2,936,102.04","2,745,565.49","2,615,057.40","3,563,917.27","7,545,021.57","5,325,704.08","17,677,943.43","12,558,872.01","5,729,428.80","3,218,297.33","2,947,113.01","3,353,846.06","2,527,524.85","3,112,757.33","3,367,130.86","3,255,260.06","4,621,857.55","98,905,453.91","75,826,045.85","98,881,085.26","75,619,774.31","46,787,513.23","35,215,553.90","31,577,938.97","35,170,857.04","43,584,747.08","88,300,909.42","87,616,753.34","56,895,938.05","62,856,285.84","99,210,031.90","70,715,326.73","63,614,655.17","68,372,800.57","74,095,960.05","67,868,958.67","57,128,422.98","70,270,878.24","28,383,478.32","2,070,389.16","4,917,057.20","155,234,815.16","28,040,578.33"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,038,406.29","155,038,406.29","156,813,683.86","157,681,166.10","233,577,143.60","225,577,143.60"
一年内到期的非流动负债,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,,,,,"83,400,318.61","57,326,163.72","30,977,772.70","4,218,461.54","71,999,789.71","72,299,604.88","73,582,496.70","79,091,755.70","75,578,232.56","73,850,903.36","73,713,147.01","61,661,558.77","106,770,219.64","88,310,986.33","73,058,243.29","77,892,437.08","88,782,720.76","134,607,043.52"
其他流动资产,,,,"229,750.00",,,,,,,"878,225.00",,,"462,250.00","358,200.00",,"7,125.00",,,,"38,250.00","109,500.00",,,,"9,000.00","8,000.00",,,"26,834,666.60","28,423,825.77","22,143,398.42","91,203,399.36","53,233,055.77","216,098,092.02","94,495,251.03","318,705,981.81","144,211,609.68","84,118,389.60","162,757,362.96","105,094,364.23","110,339,378.30","107,750,719.62","89,981,660.35","77,842,718.03","91,457,161.36","70,055,019.37","81,598,365.72"
其他流动负债,,,"2,225,827.90",,"-3,750.00","2,854,625.00","17,992,075.00","3,024,850.00","193,725.00","-213,000.00",,"548,100.00","1,777,350.00",,"396,566.67","877,066.67","396,566.67","683,941.67","2,286,866.67","685,066.67","396,566.67","396,566.67","478,816.67","461,316.67","461,816.67","396,566.67","396,566.67","787,166.67","252,776.85","176,251.85","1,075,773.42","507,673.42","1,964,219.17","848,647.84","1,748,985.42","1,449,170.29","2,182,318.76","1,882,503.58","24,048,248.81","19,600,474.42","21,740,717.15","15,661,703.17","20,184,549.21","12,752,000.35","7,848,405.38","4,734,052.59","27,056,189.14","27,103,609.23"
流动资产合计,"736,671,437.89","848,700,525.79","845,290,602.46","884,211,496.99","833,604,443.05","775,059,259.06","847,201,639.88","747,010,514.38","760,455,382.40","759,515,836.58","776,256,118.59","851,537,466.01","914,929,359.99","910,895,225.81","873,466,632.29","967,638,473.53","1,138,805,564.98","1,124,496,912.38","1,120,307,213.67","1,073,148,509.16","1,050,465,314.83","951,994,237.93","1,196,190,246.35","1,407,709,307.55","1,234,669,730.39","1,177,594,809.44","1,166,483,237.66","1,092,423,422.28","1,087,252,774.81","1,172,552,869.78","1,330,492,810.50","1,409,461,402.20","2,114,149,363.98","2,011,272,691.62","2,016,672,048.88","2,290,812,806.81","2,651,135,318.57","2,481,416,639.57","2,573,428,199.37","2,913,786,125.06","2,922,176,681.74","2,979,165,938.11","3,424,756,248.95","3,308,315,676.62","3,392,428,514.14","3,566,632,364.74","3,505,487,706.51","3,587,900,364.79"
流动负债合计,"585,472,454.09","601,326,239.56","640,368,658.13","720,939,909.07","702,954,464.83","672,757,921.53","865,085,941.17","713,545,612.65","741,265,236.95","744,656,113.36","788,440,820.73","848,405,788.07","891,591,027.97","863,261,140.18","833,162,264.35","901,736,665.08","1,085,059,736.38","1,054,668,512.57","1,101,281,137.39","1,124,765,189.75","1,085,376,900.82","1,070,317,557.65","1,248,880,168.20","1,517,351,491.77","1,436,301,518.60","1,483,793,305.40","1,520,308,370.46","1,497,126,162.67","1,561,806,777.01","1,695,927,010.97","1,926,959,183.51","1,997,699,984.42","2,297,595,596.55","2,126,788,020.03","2,171,417,861.90","2,478,149,887.68","2,201,583,574.84","2,008,432,441.30","2,360,869,079.27","2,699,679,167.32","2,818,187,487.42","2,888,735,892.79","3,152,098,552.37","3,043,709,616.88","3,193,238,739.64","3,209,618,825.49","3,238,897,400.72","3,191,408,435.24"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,839,760.00","52,839,760.00"
长期借款,"183,000,000.00",,,,,,,"29,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00","29,000,000.00","15,000,000.00",,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","80,000,000.00","90,000,000.00","207,840,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,688,625.51","74,688,625.51","74,688,625.51","74,688,625.51","333,817,767.98","333,817,767.98","361,778,316.43","361,778,316.43","163,828,755.97","163,828,755.97","167,235,069.78","168,958,383.25","85,622,068.84","93,622,068.84"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,"208,000,000.00","208,000,000.00","189,268,618.05","169,666,188.39","183,112,982.29","158,773,560.98","133,369,509.22","108,960,206.74",,"22,641,310.12","20,751,584.76","18,826,487.24","127,805,885.82","110,527,820.00","90,836,697.75","67,697,709.17","52,700,146.31","35,931,780.96","17,420,997.04","10,485,123.12","8,536,350.02","8,244,614.40","4,930,802.00","113,304,422.45","106,078,378.41","134,534,503.70"
长期股权投资,,,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,035,709.48","5,035,709.48","5,137,747.10","5,155,026.49","5,412,151.51","5,489,400.60","5,552,788.30","6,102,078.46","4,892,915.30","5,399,317.25","6,351,216.66","6,352,598.11","6,463,597.57","5,460,357.18","5,786,221.21","20,367,999.34","20,018,149.14","44,600,175.78","39,062,433.89","53,272,358.88","50,202,692.26","49,552,745.83","48,332,221.70","40,539,291.23","11,690,391.00","11,583,699.30"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,619,689.32","6,619,689.32"
固定资产,"320,873,391.98","314,578,757.50","314,773,239.67","304,030,159.67","292,963,910.10","283,274,142.79","273,578,868.55","263,081,995.18","261,382,630.77","251,066,964.96","596,169,577.34","579,476,588.91","562,360,389.70","546,677,420.52","576,770,066.30","560,553,772.09","544,213,275.30","528,470,639.87","548,672,337.09","532,277,553.51","515,357,591.15","499,595,750.23","498,945,893.88","482,005,752.72","465,615,681.75","452,005,945.80","566,653,970.44","574,593,018.91","591,017,181.43","637,354,716.69","850,093,547.78","860,487,772.96","1,055,309,375.82","1,048,166,028.10","1,263,327,780.12","1,253,613,408.45","1,257,531,126.85","1,373,282,494.63","1,508,265,718.09","1,496,662,398.62","1,484,796,070.28","1,511,073,536.70","1,593,650,795.70","1,579,835,441.32","1,646,349,639.10","1,627,106,563.41","1,730,826,649.68","1,723,869,082.02"
递延所得税负债,,,,,,,,,,,"131,733.75",,,,"53,730.00",,"1,068.75",,,,"5,737.50","16,425.00",,,,,"1,200.00",,,"30,502.50","8,382,051.08","8,439,145.90","10,223,213.70","10,159,789.04","6,735,104.54","6,751,461.93","6,520,120.58","6,385,802.98","6,358,115.38","6,263,551.35","6,062,543.69","5,920,647.20","6,000,610.14","5,669,915.13","5,562,338.64","5,440,144.44","8,691,451.87","8,488,469.00"
在建工程,"34,803,986.02","49,599,051.65","90,543,993.16","155,827,641.96","199,875,335.75","237,830,934.47","301,954,376.47","314,092,324.26","331,038,584.98","349,245,964.99","28,996,474.25","34,603,240.41","42,951,846.00","44,459,124.08","23,090,585.32","13,105,383.48","49,591,518.37","53,961,165.83","49,618,187.99","101,525,391.08","98,919,385.39","182,663,527.79","221,715,451.06","281,031,844.29","359,198,580.92","434,720,813.03","380,836,425.11","405,430,867.29","438,963,982.27","484,781,764.96","326,703,641.32","363,018,509.15","289,237,903.85","271,499,799.62","166,336,696.40","197,638,565.23","209,708,958.11","129,974,138.50","79,066,846.98","69,768,978.78","117,948,152.69","128,373,970.37","92,709,289.62","111,326,498.99","56,251,769.66","77,588,977.39","23,232,427.75","22,392,330.14"
其他非流动负债,,,,,,,,,,,"6,000,000.00","6,000,000.00","6,000,000.00","9,000,000.00","8,573,533.33","8,573,533.33","8,573,533.33","8,573,533.33","8,176,966.66","8,176,966.66","8,176,966.66","8,176,966.66","7,780,399.99","7,780,399.99","9,780,399.99","9,780,399.99","15,426,457.44","14,671,129.32","15,525,066.40","14,491,948.30","14,807,677.27",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"183,000,000.00",,,,,,,"29,000,000.00","29,000,000.00","29,000,000.00","35,131,733.75","35,000,000.00","35,000,000.00","38,000,000.00","23,627,263.33","8,573,533.33","8,574,602.08","8,573,533.33","8,176,966.66","8,176,966.66","8,182,704.16","8,193,391.66","215,780,399.99","215,780,399.99","199,049,018.04","179,446,588.38","198,540,639.73","173,444,690.30","148,894,575.62","123,482,657.54","23,189,728.35","63,795,941.56","68,433,603.38","77,216,880.03","181,192,740.60","163,541,358.59","146,745,888.15","172,891,241.77","157,447,069.84","140,077,800.26","120,855,668.46","113,275,557.83","91,380,407.49","90,251,636.65","86,323,907.55","242,950,731.48","256,654,167.41","402,238,505.95"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,"177,544.22","125,578.41","121,208.08",,,"278,175.87",,,,,,,,,,,,,,,,,,,
负债合计,"768,472,454.09","601,326,239.56","640,368,658.13","720,939,909.07","702,954,464.83","672,757,921.53","865,085,941.17","742,545,612.65","770,265,236.95","773,656,113.36","823,572,554.48","883,405,788.07","926,591,027.97","901,261,140.18","856,789,527.68","910,310,198.41","1,093,634,338.46","1,063,242,045.90","1,109,458,104.05","1,132,942,156.41","1,093,559,604.98","1,078,510,949.31","1,464,660,568.19","1,733,131,891.76","1,635,350,536.64","1,663,239,893.78","1,718,849,010.19","1,670,570,852.97","1,710,701,352.63","1,819,409,668.51","1,950,148,911.86","2,061,495,925.98","2,366,029,199.93","2,204,004,900.06","2,352,610,602.50","2,641,691,246.27","2,348,329,462.99","2,181,323,683.07","2,518,316,149.11","2,839,756,967.58","2,939,043,155.88","3,002,011,450.62","3,243,478,959.86","3,133,961,253.53","3,279,562,647.19","3,452,569,556.97","3,495,551,568.13","3,593,646,941.19"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"127,500,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","170,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","340,000,000.00","393,465,346.00","413,116,001.00","413,116,001.00","636,245,527.00","636,245,527.00","638,080,527.00","638,080,527.00","724,374,941.00","724,374,941.00","724,449,941.00","724,449,941.00","724,269,941.00","724,269,941.00","724,269,941.00","724,269,941.00","724,269,941.00","724,269,941.00","756,596,471.00","756,596,471.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"76,500,000.00","315,438,814.61","313,767,629.08","316,223,206.98","315,439,812.50","313,296,031.25","300,143,736.25","312,865,877.50","315,272,333.75","315,618,050.00","316,183,491.25","314,971,115.00","313,926,252.50","315,829,912.50","315,741,470.00","315,028,575.00","196,443,056.25","196,192,731.25","194,830,245.00","196,191,775.00","196,469,512.50","196,530,075.00","196,367,087.50","196,381,962.50","196,381,537.50","196,444,650.00","196,443,800.00","196,104,990.00","196,371,953.75","412,224,316.65","476,690,524.40","476,690,524.40","1,585,733,110.89","1,585,733,110.89","1,593,730,652.56","1,593,730,652.56","2,174,945,267.46","2,177,191,231.00","2,179,459,673.08","2,180,558,760.43","2,181,657,848.98","2,182,656,313.09","2,183,604,464.74","2,183,604,464.74","2,183,604,464.74","2,183,604,464.74","2,279,614,258.84","2,279,614,258.84"
无形资产,"22,193,711.97","22,065,671.34","21,937,630.71","21,809,590.08","21,681,549.45","21,553,508.82","42,395,696.42","42,155,424.20","41,917,591.79","41,682,199.19","43,628,082.00","43,292,624.25","42,957,166.55","42,621,708.80","42,286,251.05","41,950,793.30","41,615,335.55","41,279,877.80","40,944,420.05","40,608,962.30","40,273,504.55","40,098,173.56","127,449,031.06","126,653,079.67","125,857,128.28","125,366,732.14","124,662,447.40","123,958,162.66","123,253,877.92","151,660,212.70","150,571,821.11","149,508,279.56","176,383,129.80","174,927,142.75","173,257,859.29","171,646,420.63","170,034,981.96","168,473,914.88","167,653,722.49","165,984,082.44","164,314,442.41","162,645,461.94","161,121,610.59","159,448,086.03","161,152,575.13","159,492,360.46","180,850,695.76","178,553,542.64"
盈余公积,"16,645,311.79","16,645,311.79","20,971,169.11","20,971,169.11","20,971,169.11","20,971,169.11","21,553,263.96","21,553,263.96","21,553,263.96","21,553,263.96","22,081,372.16","22,081,372.16","22,081,372.16","22,081,372.16","26,563,124.41","26,563,124.41","26,563,124.41","26,563,124.41","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","27,209,813.20","32,818,368.98","32,818,368.98","32,818,368.98","32,818,368.98","39,847,719.85","39,847,719.85","39,847,719.85","39,847,719.85","54,501,181.59","54,501,181.59","54,501,181.59","54,501,181.59","54,501,181.59","54,501,181.59"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,450,250.00","9,450,250.00","9,450,250.00","9,450,250.00","4,763,500.00","4,763,500.00","4,583,500.00","4,583,500.00",,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"179,001,045.63","187,409,967.25","187,409,967.25","993,753,874.66","993,753,874.66","993,753,874.66","993,753,874.66","1,011,234,437.78","1,011,234,437.78","993,753,874.66","993,753,874.66","993,753,874.66","993,753,874.66","993,753,874.66","993,753,874.66","993,753,874.66","993,753,874.66","731,042,785.78","731,042,785.78"
