科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"224,320,049.17","275,312,088.81","130,632,950.22","192,819,286.08","266,679,825.47","60,675,048.11","122,348,058.34","168,791,447.97","233,592,203.99","61,346,888.94","124,337,872.72","176,706,126.49","263,150,642.70","61,728,990.62","139,929,807.91","197,515,957.42","298,793,061.25","54,324,309.84","145,811,888.20","215,524,361.99","313,393,372.77","69,080,838.63","149,446,420.92","262,928,781.87","391,265,341.72","70,519,087.18","146,276,501.81","578,806,954.81","925,635,483.47","92,208,724.63","465,337,249.99","904,012,271.74","1,285,284,657.39","155,799,164.53","624,026,463.44","969,340,213.71","1,377,256,584.09","142,140,308.57","247,630,814.43","307,936,667.50","229,356,532.87","13,911,729.05"
二、营业利润,"61,814,922.12","65,084,394.04","35,629,658.39","52,273,785.96","71,663,668.79","19,706,204.53","35,627,234.46","45,714,493.96","61,673,922.68","14,653,691.78","27,097,664.52","40,705,435.15","57,065,350.53","11,370,400.33","22,182,714.35","28,716,964.16","43,240,265.30","7,214,034.20","24,201,887.68","30,894,127.33","28,154,857.37","3,442,502.18","9,048,156.11","12,966,368.68","8,644,136.66","115,976.78","738,414.36","202,552,713.79","305,609,328.10","14,216,760.27","94,492,314.00","209,536,953.72","295,248,240.37","16,059,036.16","140,067,647.86","219,132,374.53","312,939,014.05","5,835,041.65","8,805,662.80","6,875,053.45","-493,790,797.88","-13,495,190.34"
减:营业成本,"144,070,584.24","184,147,834.08","77,953,681.07","118,018,246.75","164,761,803.37","36,242,351.24","75,876,477.26","106,927,635.11","149,558,205.78","39,331,607.44","81,210,488.32","111,560,381.40","170,953,920.09","41,539,940.08","97,660,256.96","139,589,675.89","207,360,703.68","39,486,414.00","100,740,165.39","146,336,141.01","223,694,922.83","51,935,864.43","115,556,390.37","210,662,950.00","320,404,990.22","59,945,721.84","124,052,275.53","324,215,420.46","525,355,619.90","64,230,183.27","326,460,202.27","620,673,091.04","831,665,270.84","103,067,219.91","412,737,301.82","638,958,096.47","852,510,926.01","105,958,058.84","187,349,272.62","234,622,587.62","307,678,782.02","12,596,605.16"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"144,175.31","131,278.26","90,498.57","130,773.95","189,513.57","46,660.16","66,365.58","86,100.23","94,830.78","201,887.36","205,336.83","218,743.53","351,828.07","51,919.56","399,170.62","688,475.56","1,246,256.87","264,228.00","498,027.56","687,614.02","1,574,691.09","497,462.78","817,234.49","1,082,938.65","1,993,182.79","294,320.92","560,526.61","2,057,617.26","4,446,758.47","220,121.44","-2,357,690.71","-1,953,435.08","3,435,455.91","311,770.84","1,180,041.94","2,236,120.79","3,110,157.64","1,318,679.25","1,545,685.56","1,590,638.40","1,748,395.40","4,351.25"
营业外收入,30.80,"1,580,400.00","1,250,000.00","1,250,000.00","2,900,094.25","35,100.00","75,372.95","547,153.68","2,841,395.61","1,653,814.51","2,964,222.30","4,543,675.10","4,786,555.93","1,988,218.11","4,668,367.81","5,424,172.93","5,757,253.76","2,978,664.27","4,040,405.56","5,141,624.00","9,284,778.85","1,820,000.00","2,872,831.03","3,604,231.65","6,827,195.34","4,840,508.89","5,458,481.73","12,361,638.98","12,364,435.88","6,402.90","60,413.45","7,987,558.88","333,055.20","1,479,841.60","151,234.25","787,803.68","11,086,654.82","33,679.59","618,543.76","1,163,498.23","187,130,007.51","492,000.00"
销售费用,"11,343,039.30","16,829,138.84","10,967,124.29","14,940,387.06","20,425,079.93","4,368,146.87","8,912,640.02","12,579,272.43","17,264,691.20","5,432,063.82","10,404,007.85","14,480,811.86","20,934,741.54","4,447,986.33","10,158,309.03","15,559,970.70","23,657,366.98","4,266,903.45","15,208,363.90","25,126,739.57","36,177,522.07","5,748,658.28","10,983,525.38","15,275,494.67","24,693,025.51","2,789,512.54","7,989,579.70","11,115,648.49","15,200,158.84","3,488,835.72","10,728,249.74","18,916,261.04","28,898,661.82","7,797,695.17","18,811,524.45","28,646,602.31","26,925,238.46","9,000,622.78","17,988,038.56","26,038,139.38","28,449,695.21","2,675,576.38"
减:营业外支出,"655,288.19","130,874.33","10,000.00","11,877.56","11,877.58","920,000.00","1,070,000.00","1,070,000.00","1,070,000.00","275,000.00","379,522.12","330,359.46","330,359.46",5.45,"1,130.76","21,130.76","21,130.76","34,756.11","661,862.69","696,294.82","677,931.42","30,920.70","251,104.91","278,008.88","457,326.63","67,610.35","76,565.24","1,998.21","137,851.89","11,764.15","68,044.71","228,754.27","1,361,878.63","119,650.87","119,650.87","202,197.69","799,937.43","92,684.36","266,171.72","933,719.45","140,682,234.92","1,718,499.79"
管理费用,"6,574,180.22","8,855,208.84","4,807,387.17","6,522,393.14","9,078,825.21","3,380,979.49","7,396,302.99","12,531,239.18","16,730,990.15","4,025,404.16","9,305,583.82","15,494,739.12","22,604,163.95","5,937,419.20","12,555,280.48","18,600,926.63","26,605,566.83","5,321,556.39","12,285,470.77","19,569,126.81","28,744,790.15","7,921,781.36","13,636,026.66","21,132,238.38","30,893,739.04","7,930,485.86","13,594,504.27","33,788,564.19","66,095,739.18","11,142,898.13","27,856,586.84","45,513,395.71","90,554,373.67","22,601,506.34","47,812,482.99","68,535,158.52","101,096,410.69","15,260,300.51","31,584,044.50","45,923,315.65","73,456,022.78","6,971,996.83"
其中:非流动资产处置净损失,"84,819.72","10,822.40",,,,,,,,,,,"4,274.11",,,,,,,,,,,,,,,,,"7,960.00","7,960.00","7,960.00","7,960.00",,990.30,990.30,,,,,,
