科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"56,772,924.65","70,691,197.43","96,431,113.64","59,621,684.26","25,044,783.81","67,771,653.33","348,736,199.82","155,806,286.17","147,583,939.67","171,486,613.96","160,266,596.91","170,697,565.02","99,175,770.28","83,058,784.85","45,813,478.83","69,740,103.11","56,232,807.56","120,453,633.80","127,327,739.38","37,701,160.40","31,937,717.84","43,351,578.59","18,166,144.95","32,918,895.06","12,610,695.97","17,440,734.77","40,951,237.41","12,091,688.11","38,379,214.40","40,247,336.06","18,086,964.52"
短期借款,"57,950,000.00","100,950,000.00","192,100,000.00","227,361,873.92","315,361,873.92","291,508,485.52","303,558,485.52","212,000,000.00","213,000,000.00","215,000,000.00","175,000,000.00","205,000,000.00","80,000,000.00","121,804,303.63","105,851,299.11","160,000,000.00","116,774,915.98","239,889,962.90","267,562,676.72","219,007,735.94","183,800,000.00","205,000,000.00","200,000,000.00","230,000,000.00","275,000,000.00","360,000,000.00","455,000,000.00","395,000,000.00","454,825,331.00","475,000,000.00","455,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"14,325.00",,"14,700.00","962,655.00","75,155.00","88,260.00","21,840.00","172,695.00","29,745.00","103,365.00","2,400.00","41,100.00","33,225.00","171,075.00","7,800.00","19,950.00","96,300.00",
交易性金融负债,,,,,,,,,,,,,,"21,600.00","13,500.00","7,500.00","16,275.00","8,440,720.00","7,259,370.00","3,405,525.00",180.00,"42,645.00",,"101,100.00",,"49,350.00","41,895.00","61,275.00","111,900.00",,"230,250.00"
应收票据,"700,000.00","20,000.00","3,440,000.00","12,871,633.24","6,327,182.31","14,570,464.31","18,035,975.82","73,563,885.00","54,009,740.60","36,277,116.85","17,504,883.81","16,148,429.50","8,071,548.02","67,628,209.32","20,233,297.55","11,508,922.86","10,293,413.06","39,816,646.54","17,927,851.09","23,738,430.23","11,538,039.19","59,087,823.27","10,817,289.80","30,365,649.61","17,109,508.82","31,449,283.90","46,261,992.97","6,931,604.03","6,838,596.87","27,302,169.42","14,711,380.42"
应付票据,"87,900,000.00","97,009,950.00","163,900,000.00","109,900,000.00","51,900,000.00","31,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"25,383,732.35","47,051,126.33","91,207,126.29","170,548,943.18","162,625,922.12","138,331,193.78","119,363,257.26","116,386,011.77","128,909,651.01","140,236,159.48","143,049,314.24","178,433,241.67","123,729,823.05","87,905,021.82","137,086,261.29","169,295,108.06","157,435,725.40","139,397,007.60","135,674,013.97","160,534,137.28","125,498,411.79","112,355,533.89","139,442,352.99","136,905,582.94","166,417,189.47","204,387,721.38","194,700,021.82","199,329,237.58","211,503,960.95","211,231,005.94","200,743,929.54"
应付账款,"568,083.26","2,470,889.22","9,052,589.73","13,319,185.80","9,899,437.89","7,722,195.89","6,960,622.02","9,041,462.52","8,592,411.46","9,615,632.48","10,770,760.00","10,633,882.00","10,544,956.32","13,488,936.62","8,883,030.94","12,598,155.68","15,264,291.34","28,132,357.67","21,726,232.09","29,133,158.92","25,513,861.42","28,920,747.59","23,660,855.78","24,770,948.96","26,514,133.81","95,669,615.20","78,841,533.63","66,591,401.10","67,197,186.88","69,085,993.30","77,913,417.95"
预付款项,"20,527,892.12","36,270,428.43","66,323,956.98","22,640,628.61","50,606,105.06","20,267,745.64","29,293,590.79","44,816,454.38","28,727,516.25","15,956,842.72","17,552,765.84","12,654,264.56","19,567,798.95","3,880,458.09","9,208,080.63","1,604,439.98","2,130,681.70","1,809,841.09","2,862,802.41","1,382,097.95","1,328,573.72","468,988.42","2,469,997.77","3,683,637.85","5,773,583.19","3,293,046.73","5,596,358.26","6,094,364.92","7,297,862.70","11,070,810.95","11,209,866.86"
预收款项,"76,974.27","216,056.39","1,404,139.84","1,374,324.46","1,663,584.56","1,073,582.72","664,763.36","788,554.65","559,716.21","366,130.50","66,549.63","316,977.55","901,743.33","162,716.46","128,651.53","326,604.56","367,802.04","934,278.49","1,340,549.46","1,472,125.08","1,128,803.78","295,670.16","710,284.03","998,321.98","750,251.07","1,052,867.48","1,759,008.99","1,264,570.30","1,570,928.60","944,583.54","3,921,191.79"
其他应收款,"9,502,420.24","1,624,300.21","3,705,816.32","2,685,795.50","2,697,201.90","4,709,456.50","1,931,539.80","120,736.10","141,287.45","70,072.01","1,625,825.45","1,892,050.65","2,432,038.05","728,926.06","582,698.88","978,062.00","2,430,159.59","1,633,963.78","1,582,619.55","355,536.11","1,644,750.18","446,842.22","350,977.77","395,060.25","326,388.14","1,725,892.24","1,689,296.05","987,095.34","1,468,000.32","1,070,800.26","1,678,565.44"
应付职工薪酬,"1,431,182.41","3,352,271.92","3,487,502.13","4,030,663.07","4,551,858.93","4,851,050.92","5,005,297.88","5,099,919.91","5,645,891.60","6,454,252.61","5,755,989.01","6,372,757.59","6,017,567.78","8,984,132.74","5,665,119.15","6,483,118.31","6,407,063.36","10,946,009.07","6,585,911.90","7,361,513.13","8,058,681.57","11,032,301.80","7,629,128.83","8,058,345.07","8,985,994.10","15,902,080.15","8,912,239.06","9,800,827.23","10,348,550.58","12,482,039.92","9,327,334.52"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
