科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"21,474,158.75","16,058,836.29","-573,091.39","-5,199,399.85","-751,143.15","597,425.07","-13,087,137.39","-20,086,929.94","-47,448,180.68","-56,836,861.96","-52,879,552.07","-62,850,903.96","-34,165,997.09","-23,551,541.43","-15,488,482.29","4,489,118.34","-11,375,472.21","12,900,820.48","36,335,047.93","64,611,417.21","15,751,878.30","40,600,589.31","83,689,044.42","116,948,844.25","36,993,467.10","61,876,869.63","60,024,147.17","86,961,470.33","26,440,274.66","25,965,055.69","22,706,063.27","415,700,934.61","116,516,385.51","201,113,849.62","322,941,882.69","505,333,240.70","160,426,599.27","197,043,339.72"
三、利润总额,"564,773,160.04","571,882,502.20","453,384,868.36","689,809,590.84","198,819,008.02","483,847,789.52","740,104,118.86","841,449,534.89","220,755,231.40","530,621,644.74","808,909,149.11","1,078,578,348.38","261,785,133.92","646,867,876.13","1,219,375,054.78","1,670,165,578.57","316,217,318.54","875,229,082.34","1,447,230,193.36","2,001,459,495.75","384,653,989.57","1,037,418,322.49","1,692,158,945.49","2,323,853,281.92","393,836,365.41","998,813,751.72","1,605,185,757.93","2,195,124,495.51","402,063,129.55","994,743,097.29","1,612,178,323.36","3,035,106,207.91","461,564,633.45","1,515,331,593.65","2,356,522,784.49","3,394,609,199.32","737,928,525.52","2,096,749,564.81"
资产减值损失,"-11,495,957.26","10,062,331.88","11,874,278.67","18,512,250.58","-690,062.62","498,710.47","2,212,673.29","-5,911,659.89","7,613,596.44","9,176,437.62","8,057,143.86","5,807,525.30","11,150,894.56","20,654,923.63","25,524,095.87","26,000,027.32","15,067,174.31","25,984,898.97","30,481,626.71","125,128,091.60","17,763,949.71","22,367,059.45","33,705,892.56","69,437,394.16","9,681,510.56","45,585,700.08","68,225,989.95","75,947,956.81","6,025,060.72","20,261,842.15","27,359,612.09","143,909,070.42","14,381,504.78","54,427,001.84","56,644,768.10","79,416,827.40","15,573,505.73","36,911,969.33"
减:所得税,"178,843,321.78","135,378,762.28","81,507,639.43","117,841,598.96","33,359,198.86","85,930,400.92","132,421,964.10","137,416,490.31","37,998,415.85","88,892,196.39","125,904,933.80","168,444,630.18","45,543,182.42","113,463,280.55","202,012,329.58","269,073,715.32","54,154,778.52","144,139,153.54","236,357,559.84","310,427,362.18","58,868,907.85","157,230,475.50","260,932,709.29","356,671,012.99","61,143,404.23","149,258,972.36","237,493,346.85","324,213,223.61","59,616,688.16","140,601,912.28","236,009,057.23","417,175,175.62","75,248,835.91","197,094,602.35","291,411,152.46","398,534,881.86","96,174,212.36","243,826,913.60"
加:公允价值变动净收益,"140,750.00","-52,500.00",,"52,500.00",,,,,,,,,,,,"72,180.49",,,,,,,,,,,,,,,,,,,,"787,969.38","1,941,248.63","-10,790,835.45"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-7,611,582.85","5,131,480.86","1,549,090.49","-520,683.38","-366,046.36","-50,258.03","1,368,964.67","2,424,132.64","-741,821.33","133,281.18","3,425,500.76","4,542,812.28","2,944,941.77","3,666,380.15","3,470,607.02","27,297,886.82","4,912,787.71","16,108,585.44","32,994,122.09","41,545,502.22","12,778,154.97","24,277,729.99","50,875,936.31","59,560,093.02","14,497,731.54","31,507,570.07","50,888,730.58","59,704,988.46","10,695,316.97","20,570,852.93","32,291,901.04","158,327,105.12","40,043,666.27","81,034,544.84","110,647,687.69","214,022,616.26","235,726,188.85","421,458,320.98"
四、净利润,"385,929,838.26","436,503,739.92","371,877,228.93","571,967,991.88","165,459,809.16","397,917,388.60","607,682,154.76","704,033,044.58","182,756,815.55","441,729,448.35","683,004,215.31","910,133,718.20","216,241,951.50","533,404,595.58","1,017,362,725.20","1,401,091,863.25","262,062,540.02","731,089,928.80","1,210,872,633.52","1,691,032,133.57","325,785,081.72","880,187,846.99","1,431,226,236.20","1,967,182,268.93","332,692,961.18","849,554,779.36","1,367,692,411.08","1,870,911,271.90","342,446,441.39","854,141,185.01","1,376,169,266.13","2,617,931,032.29","386,315,797.54","1,318,236,991.30","2,065,111,632.03","2,996,074,317.46","641,754,313.16","1,852,922,651.21"
其中:对联营企业和合营企业的投资权益,"-8,814,265.82","4,646,892.58","-379,863.71","-998,552.20","-366,046.36","-50,258.03","1,368,964.67","1,674,132.64","-741,821.33","133,281.18","296,125.76","1,413,437.28","-184,433.23","537,005.15","1,252,824.55","1,586,580.79","186,760.31","3,202,064.88","6,354,691.43","8,996,883.65","1,993,749.50","3,772,845.07","5,858,555.40","8,084,118.12","1,522,955.77","4,730,197.64","5,876,433.92","6,374,373.01","1,977,960.73","3,755,394.29","5,558,083.97","73,867,224.67","20,819,311.46","10,832,281.04","78,114,405.87","98,375,119.81","21,695,492.90","95,463,404.61"
归属于母公司所有者的净利润,"366,000,822.83","388,461,491.14","350,814,597.08","522,343,677.92","153,974,162.70","369,548,413.80","560,698,127.04","639,152,605.99","169,449,980.14","404,997,378.90","620,770,392.76","824,262,831.82","196,406,235.64","487,732,300.28","910,301,822.17","1,261,572,758.00","242,563,909.12","662,214,983.09","1,100,885,336.97","1,541,739,427.49","297,145,623.60","809,741,364.70","1,318,156,418.24","1,832,778,107.44","302,143,815.21","783,397,767.15","1,272,975,023.99","1,743,304,838.13","324,128,244.96","802,254,853.95","1,283,025,344.36","2,184,763,496.16","359,269,597.45","1,256,454,276.03","1,967,688,603.96","2,839,854,715.58","612,863,688.51","1,782,538,245.83"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"19,929,015.43","48,042,248.78","21,062,631.85","49,624,313.96","11,485,646.46","28,368,974.80","46,984,027.72","64,880,438.59","13,306,835.41","36,732,069.45","62,233,822.55","85,870,886.38","19,835,715.86","45,672,295.30","107,060,903.03","139,519,105.25","19,498,630.90","68,874,945.71","109,987,296.55","149,292,706.08","28,639,458.12","70,446,482.29","113,069,817.96","134,404,161.49","30,549,145.97","66,157,012.21","94,717,387.09","127,606,433.77","18,318,196.43","51,886,331.06","93,143,921.77","433,167,536.13","27,046,200.09","61,782,715.27","97,423,028.07","156,219,601.88","28,890,624.65","70,384,405.38"
