科目,2007年度,2008年度,2009年1-6月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"4,184,807,996.51","4,442,093,335.08","2,099,639,179.31","4,801,517,368.37","1,169,899,767.45","2,841,252,861.13","4,659,762,055.43","6,339,109,735.09","1,644,797,532.09","4,001,898,889.12","6,326,671,482.26","8,288,198,259.68","1,785,299,738.22","4,352,728,365.50","7,766,650,075.98","10,703,163,376.13","2,070,155,415.79","5,414,648,582.53","8,565,695,458.21","11,956,507,239.13","2,390,695,057.27","5,849,589,980.89","9,307,426,262.00","12,767,230,041.15","2,261,383,751.42","5,589,949,438.37","8,774,967,409.01","12,026,466,467.64","2,381,520,488.85","5,630,553,788.93","9,108,594,167.64","20,164,545,252.65","3,980,952,720.77","9,905,427,837.34","15,936,585,490.81","23,416,550,017.47","5,095,142,650.89","11,902,315,980.10"
二、营业利润,"570,454,238.78","591,525,753.08","389,679,078.87","700,523,707.87","200,336,118.67","486,481,127.50","744,572,900.93","838,872,722.96","222,031,607.15","534,879,322.96","815,836,013.46","1,086,266,001.13","263,194,349.59","650,855,511.69","1,205,501,278.30","1,666,076,681.90","311,986,877.33","879,565,853.08","1,443,712,307.71","1,980,711,595.01","384,431,040.49","1,038,095,283.71","1,690,568,784.56","2,309,172,172.50","394,156,061.85","1,011,895,440.80","1,618,567,497.69","2,186,633,507.36","400,989,448.97","989,263,560.91","1,597,471,720.36","2,877,176,501.46","430,934,817.36","1,478,497,889.02","2,321,492,452.12","3,383,193,685.67","735,109,271.69","2,092,006,428.28"
减:营业成本,"3,206,716,574.35","3,323,817,825.82","1,463,794,341.21","3,449,294,141.22","841,969,122.14","2,061,871,902.01","3,390,889,481.87","4,696,761,911.88","1,275,846,191.04","3,104,943,543.14","4,898,410,276.77","6,296,733,197.09","1,301,604,761.22","3,184,574,104.18","5,538,830,502.77","7,498,731,689.91","1,466,120,463.56","3,799,988,539.34","5,967,713,193.20","8,178,719,989.43","1,649,556,180.65","3,988,494,937.89","6,318,306,894.74","8,530,428,903.81","1,503,157,164.64","3,697,041,344.44","5,772,001,657.59","7,834,815,227.13","1,581,859,069.72","3,706,679,737.64","6,056,785,146.34","14,133,408,263.85","2,850,748,064.76","6,977,459,678.54","11,165,450,332.62","16,550,869,196.22","3,721,787,372.81","8,398,244,174.27"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"20,135,095.49","26,668,060.41","16,872,103.50","31,444,873.27","8,234,488.36","17,644,207.02","27,875,527.77","34,480,350.68","10,094,291.29","21,109,252.89","32,588,454.11","39,387,688.71","11,299,821.58","29,606,147.61","49,925,721.03","70,865,876.53","14,139,226.84","34,688,736.26","52,726,185.84","72,341,776.04","16,456,102.74","40,273,195.22","64,685,794.26","86,817,539.20","16,597,056.78","40,117,131.35","59,992,069.63","80,065,876.44","16,224,190.45","36,864,689.57","61,554,838.52","140,953,420.24","39,298,428.31","84,730,729.58","125,643,147.61","172,847,931.47","33,530,866.09","80,032,875.60"
营业外收入,"4,387,590.35","4,480,472.86","76,669,020.44","79,166,573.57","567,930.08","1,612,523.17","2,637,485.51","12,562,949.11","880,065.49","1,501,142.06","2,309,695.67","5,878,753.47","1,054,321.24","2,131,122.43","31,868,929.62","25,913,275.11","7,018,902.35","3,012,636.17","16,112,399.36","47,575,937.96","3,359,840.94","7,813,958.19","14,811,831.63","26,773,095.56","2,393,194.04","9,767,658.38","14,817,301.57","36,907,765.98","5,070,770.18","14,373,197.66","25,384,244.77","206,369,521.81","32,101,493.93","39,751,969.00","49,035,493.32","27,960,824.83","5,219,917.87","11,064,153.02"
销售费用,"205,162,394.99","235,948,325.06","98,365,299.66","242,378,250.05","46,256,843.77","109,804,959.87","173,048,403.86","304,087,272.88","61,573,455.11","144,583,266.66","226,688,355.41","339,492,443.41","90,503,685.14","192,487,414.76","376,397,658.36","640,488,295.14","111,119,736.79","286,737,260.64","442,424,799.10","700,102,393.12","134,787,666.25","338,400,874.31","519,117,602.84","799,110,210.19","132,177,782.85","347,629,173.57","557,077,371.65","799,960,742.80","155,185,785.18","376,718,506.64","585,917,334.29","1,012,287,977.97","238,114,840.24","536,793,153.63","943,220,685.75","1,341,469,811.88","300,926,995.84","698,070,636.06"
减:营业外支出,"10,068,669.09","24,123,723.74","12,963,230.95","89,880,690.60","2,085,040.73","4,245,861.15","7,106,267.58","9,986,137.18","2,156,441.24","5,758,820.28","9,236,560.02","13,566,406.22","2,463,536.91","6,118,757.99","17,995,153.14","21,824,378.44","2,788,461.14","7,349,406.91","12,594,513.71","26,828,037.22","3,136,891.86","8,490,919.41","13,221,670.70","12,091,986.14","2,712,890.48","22,849,347.46","28,199,041.33","28,416,777.83","3,997,089.60","8,893,661.28","10,677,641.77","48,439,815.36","1,471,677.84","2,918,264.37","14,005,160.95","16,545,311.18","2,400,664.04","6,321,016.49"
管理费用,"164,890,658.56","243,091,183.40","121,176,259.28","364,095,361.85","74,178,353.92","164,304,271.16","335,619,169.77","493,330,199.16","114,344,750.41","244,177,208.99","401,396,291.48","587,905,120.28","144,657,164.99","301,768,185.21","589,429,908.96","823,881,754.30","168,010,196.88","390,891,059.20","625,296,419.81","876,437,478.94","184,726,394.10","405,635,770.99","648,228,184.93","914,875,070.06","183,118,439.18","417,311,348.57","689,967,405.91","1,021,786,675.23","205,491,976.12","495,371,249.26","789,091,353.81","1,599,436,189.22","331,002,346.08","710,007,855.65","1,195,795,900.72","1,809,757,827.79","399,038,754.25","881,813,975.33"
其中:非流动资产处置净损失,"1,293,615.49","940,504.43","314,950.80","2,130,598.64","302,191.47","465,256.05","575,844.98","884,663.18","106,823.70","615,014.32","788,890.63","1,246,450.07","88,835.16","259,981.75","7,256,748.12","7,801,894.73","241,526.44","1,118,723.19","1,397,581.37","1,888,363.06","142,982.66","413,878.46","721,188.45","1,284,969.22","84,932.06","590,343.29","1,348,520.56","2,141,251.54","430,479.18","913,488.87","2,596,089.27","12,160,255.25","70,744.25","607,907.92","8,337,343.45",,,
