科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"329,424,303.02","329,398,241.64","290,937,005.19","62,481,045.32","137,180,242.12","226,085,034.53","340,453,446.26","60,729,795.80","145,169,581.42","242,895,210.35","345,324,024.13","56,623,447.16","155,017,897.90","269,446,293.80","315,562,025.59","40,681,805.60","87,361,538.69"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"163,632,938.28"
收到的税费返还,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,"4,568,150.00","6,075,000.00","6,075,000.00","10,575,000.00","10,623,500.00","16,572.00",,,,"3,375,000.00","3,375,000.00","3,375,000.00","3,375,000.00",,
收到其他与经营活动有关的现金,"21,267,848.99","32,496,798.74","32,205,536.37","18,452,957.05","26,130,811.47","43,212,688.13","47,771,042.77","1,453,051.98","4,398,305.29","12,661,862.34","18,702,760.50","1,525,130.79","5,670,609.85","20,018,015.39","24,004,906.98","2,058,166.04","4,178,411.76"
投资活动现金流出小计,"34,583,326.74","24,855,825.75","91,637,317.49","41,477,591.00","49,166,314.68","100,088,277.49","868,805,130.37","252,704,709.04","734,954,108.04","1,167,653,912.63","1,970,160,181.22","345,446,455.40","1,128,865,149.72","2,344,510,343.33","4,317,382,376.20","349,100,868.46","992,910,085.91"
经营活动现金流入小计,"350,692,152.01","361,895,040.38","323,142,541.56","80,934,002.37","163,311,053.59","269,297,722.66","388,224,489.03","62,182,847.78","149,567,886.71","255,557,072.69","364,026,784.63","58,148,577.95","160,688,507.75","289,464,309.19","339,566,932.57","42,739,971.64","91,539,950.45"
投资活动产生的现金流量净额,"-34,506,826.74","-24,838,425.75","-73,121,167.49","-41,477,591.00","-49,166,314.68","-100,088,277.49","-437,462,592.00","40,772,150.54","-148,617,585.79","-227,471,532.50","-315,222,142.18","129,787,065.15","-161,749,683.96","-256,315,090.02","-276,406,310.35","-24,931,537.38","-65,041,327.07"
购买商品、接受劳务支付的现金,"61,862,065.05","51,664,802.02","52,568,900.85","13,184,898.06","24,231,341.09","38,392,305.53","47,460,432.64","12,335,170.52","31,358,888.74","51,437,963.86","64,223,903.39","17,473,552.23","44,258,919.54","72,945,772.03","118,015,124.91","13,611,053.79","35,881,269.90"
吸收投资收到的现金,,"13,056,271.05",,,"417,943,843.00","417,943,843.00","428,962,000.00",,,,,,,,,,
支付给职工以及为职工支付的现金,"32,158,790.35","38,832,915.39","44,266,954.43","9,636,479.16","23,916,967.92","37,013,823.19","49,804,754.52","13,946,361.41","28,297,493.24","42,034,020.52","55,973,546.14","14,503,795.39","29,238,164.25","45,638,195.49","60,892,265.41","15,957,906.15","33,523,266.80"
取得借款收到的现金,"20,000,000.00",,,,,"55,082,200.00","95,902,900.00","38,250,771.91","84,372,771.91","112,279,021.91","124,440,898.56","213,471,000.00","228,463,604.21","276,953,604.21","326,953,604.21","107,000,000.00","158,930,991.94"
支付的各项税费,"43,753,134.98","41,610,172.01","42,711,081.70","4,600,726.94","11,989,195.82","19,296,802.89","20,515,063.89","2,417,082.95","22,012,935.21","29,892,111.11","32,671,999.35","8,004,609.70","21,861,671.17","30,901,956.85","31,191,797.17","1,906,317.61","21,154,048.59"
收到其他与筹资活动有关的现金,,"22,000,000.00",,,"11,018,157.00","11,018,157.00",,,,"22,618.19",,,,,,,
支付其他与经营活动有关的现金,"90,442,330.88","82,160,945.10","73,377,122.73","15,322,552.23","25,746,249.62","46,406,761.04","68,756,873.49","15,831,006.40","55,837,180.44","70,672,857.77","102,769,168.27","17,416,496.16","51,807,766.56","80,203,946.45","94,546,961.66","10,060,377.20","25,990,334.17"
