科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流入小计,"20,000,000.00","35,056,271.05",,,"428,962,000.00","484,044,200.00","524,864,900.00","38,250,771.91","84,372,771.91","112,301,640.10","124,440,898.56","213,471,000.00","228,463,604.21","276,953,604.21","326,953,604.21","107,000,000.00","158,930,991.94"
经营活动现金流出小计,"228,216,321.26","214,268,834.52","212,924,059.71","42,744,656.39","85,883,754.45","141,109,692.65","186,537,124.54","44,529,621.28","137,506,497.63","194,036,953.26","255,638,617.15","57,398,453.48","147,166,521.52","229,689,870.82","304,646,149.15","41,535,654.75","116,548,919.46"
偿还债务支付的现金,,"20,000,000.00",,,,"9,500,000.00","9,500,000.00",,,,,"37,000,000.00","187,000,000.00","227,000,000.00","237,843,798.56","89,953,604.21","89,953,604.21"
经营活动产生的现金流量净额,"122,475,830.75","147,626,205.86","110,218,481.85","38,189,345.98","77,427,299.14","128,188,030.01","201,687,364.49","17,653,226.50","12,061,389.08","61,520,119.43","108,388,167.48","750,124.47","13,521,986.23","59,774,438.37","34,920,783.42","1,204,316.89","-25,008,969.01"
分配股利、利润或偿还利息支付的现金,"50,860,833.33","99,363,333.32","42,000,000.00","30,913,458.55","136,500,000.00","136,748,815.75","137,530,067.99","1,326,988.53","31,106,846.08","33,203,093.22","35,613,085.91","2,369,643.55","4,830,043.67","33,514,874.55","35,639,790.86","1,578,182.09","2,670,682.09"
收回投资收到的现金,,,,,,,"428,000,000.00","291,000,000.00","582,000,000.00","933,000,000.00","1,644,000,000.00","471,000,000.00","961,000,000.00","2,076,758,000.00","4,022,108,273.61","320,000,000.00","916,000,000.00"
支付其他与筹资活动有关的现金,"23,190,000.00","850,000.00","2,450,000.00",,"6,528,157.00","6,528,157.00","6,528,157.00",,,,,,,,,,
取得投资收益收到的现金,,,,,,,"3,290,038.37","2,476,859.58","4,336,522.25","7,182,380.13","10,928,039.04","4,233,520.55","6,115,465.76","11,415,253.31","18,841,992.24","4,169,331.08","11,625,758.84"
筹资活动现金流出小计,"74,050,833.33","120,213,333.32","44,450,000.00","30,913,458.55","143,028,157.00","152,776,972.75","153,558,224.99","1,326,988.53","31,106,846.08","33,203,093.22","35,613,085.91","39,369,643.55","191,830,043.67","260,514,874.55","273,483,589.42","91,531,786.30","92,624,286.30"
处置固定资产、无形资产和其他长期资产收回的现金净额,"76,500.00","17,400.00",,,,,,,,,"10,000.00",,,"22,000.00","25,800.00",,"243,000.00"
筹资活动产生的现金流量净额,"-54,050,833.33","-85,157,062.27","-44,450,000.00","-30,913,458.55","285,933,843.00","331,267,227.25","371,306,675.01","36,923,783.38","53,265,925.83","79,098,546.88","88,827,812.65","174,101,356.45","36,633,560.54","16,438,729.66","53,470,014.79","15,468,213.70","66,306,705.64"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,"78,600.12","3,093.37","-9,380.45","-23,113.13","-33,371.71","-24,590.36","-7,049.00"
收到其他与投资活动有关的现金,,,"18,516,150.00",,,,"52,500.00",,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"76,500.00","17,400.00","18,516,150.00",,,,"431,342,538.37","293,476,859.58","586,336,522.25","940,182,380.13","1,654,938,039.04","475,233,520.55","967,115,465.76","2,088,195,253.31","4,040,976,065.85","324,169,331.08","927,868,758.84"
五、现金及现金等价物净增加额,"33,918,170.68","37,630,717.84","-7,352,685.64","-34,201,703.57","314,194,827.46","359,366,979.77","135,531,447.50","95,349,160.42","-83,290,270.88","-86,852,866.19","-117,927,561.93","304,641,639.44","-111,603,517.64","-180,125,035.12","-188,048,883.85","-8,283,597.15","-23,750,639.44"
购建固定资产、无形资产和其他长期资产支付的现金,"34,583,326.74","24,855,825.75","87,069,167.49","35,402,591.00","43,091,314.68","89,513,277.49","139,181,630.37","41,688,137.04","92,954,108.04","124,653,912.63","136,160,181.22","17,071,455.40","39,290,149.72","58,846,141.97","86,040,395.22","24,746,490.43","48,422,769.60"
期初现金及现金等价物余额,"202,375,874.31","236,294,044.99","273,924,762.83","266,722,077.19","266,572,077.19","266,572,077.19","266,572,077.19","402,103,524.69","402,103,524.69","402,103,524.69","402,103,524.69","284,175,962.76","284,175,962.76","284,175,962.76","284,175,962.76","96,127,078.91","96,127,078.91"
投资支付的现金,,,,,,,"719,000,000.00","211,000,000.00","642,000,000.00","1,043,000,000.00","1,834,000,000.00","325,000,000.00","1,086,200,000.00","2,282,289,201.36","4,227,966,980.98","324,354,378.03","780,854,378.03"
期末现金及现金等价物余额,"236,294,044.99","273,924,762.83","266,572,077.19","232,520,373.62","580,766,904.65","625,939,056.96","402,103,524.69","497,452,685.11","318,813,253.81","315,250,658.50","284,175,962.76","588,817,602.20","172,572,445.12","104,050,927.64","96,127,078.91","87,843,481.76","72,376,439.47"
