科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"230,360,564.53","178,654,812.40","252,003,101.76","244,659,179.18","1,146,545,466.53","1,188,693,687.50","1,027,814,556.38","910,680,733.38","1,049,129,917.74","996,514,342.66","946,887,455.89","928,242,510.77","848,164,451.97","811,336,647.35","1,027,750,137.40","989,817,885.82","1,066,964,427.52","832,785,737.97","857,729,303.89","752,833,581.48","883,981,050.77","766,566,286.90","1,160,073,128.47","1,793,998,379.35","1,115,380,382.14","1,010,046,575.50","1,242,430,230.43","1,067,456,354.14","1,125,199,898.76","1,114,214,463.84","1,054,068,992.47","1,015,319,215.42"
短期借款,"309,736,635.00","288,000,000.00","128,107,000.00","118,106,000.00","38,152,000.00","38,178,000.00","38,109,000.00","46,152,000.00","165,932,000.00","265,858,000.00","265,724,000.00","265,866,000.00","98,176,633.16","162,660,633.16","559,264,227.46","682,667,909.10","1,051,477,371.42","1,168,121,371.42","1,271,195,143.96","1,463,370,065.23","1,666,722,100.25","1,949,056,910.60","1,735,862,188.25","1,540,727,988.25","1,361,650,988.25","1,458,275,100.25","1,872,637,100.25","1,858,359,000.00","1,848,359,000.00","1,919,355,835.19","1,834,096,571.16","1,709,031,775.06"
交易性金融资产,"6,286,090.00","4,511,646.00","3,594,220.00","3,657,498.87","3,394,618.87","3,281,288.00","3,748,980.00","2,616,820.00","2,052,360.00","2,081,290.00","2,007,400.00","1,753,630.00","1,850,760.00","2,001,600.00","2,054,460.00","2,035,140.00","2,253,360.00","1,499,970.00","1,546,950.00","1,447,950.00","1,436,580.00","1,554,450.00","1,667,820.00",,,,,,,,"24,934,920.00","24,934,920.00"
交易性金融负债,"447,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"690,000.00","52,407,555.18","22,922,114.22","21,389,886.58","20,252,980.35","20,674,863.55","31,778,542.16","23,026,066.36","37,041,039.29","39,812,639.41","54,051,330.29","37,312,476.10","43,600,204.60","54,591,878.51","78,904,823.06","58,189,939.25","57,819,642.36","45,179,255.72","37,323,244.22","42,752,048.53","43,224,257.16","52,656,849.19","43,826,934.87","50,211,329.33","81,451,834.42","85,019,191.13","86,366,871.17","96,473,588.98","85,662,988.99","66,432,657.53","62,108,965.02","77,587,180.23"
应付票据,,,,,,,,,,,,,,,,"500,000.00",,,,,,,,,,,,,,,"150,000,000.00",
应收账款,"120,509,018.09","158,038,481.61","180,256,667.63","268,451,736.92","288,083,587.55","304,059,572.31","207,393,388.94","165,686,717.14","149,377,956.91","149,123,659.19","179,584,250.23","220,058,004.59","292,219,785.31","432,733,041.44","471,463,000.99","580,919,650.40","611,369,423.50","655,531,606.21","708,871,228.45","684,541,078.57","783,697,234.20","580,903,569.35","493,350,206.69","560,840,428.70","603,985,564.59","619,070,267.92","694,636,069.79","701,588,283.06","708,141,777.16","714,718,368.82","690,806,931.89","702,445,015.93"
应付账款,"79,111,924.19","145,704,548.17","154,155,835.27","242,609,967.43","218,696,669.94","202,229,426.12","209,740,096.74","149,953,394.07","169,254,225.00","181,193,304.86","157,926,908.55","167,315,487.84","200,356,942.07","280,178,879.16","290,733,139.43","299,921,614.82","326,912,386.46","372,251,094.36","446,944,120.12","440,207,166.64","599,529,696.31","569,996,432.42","713,257,454.13","658,762,471.77","701,578,889.52","649,236,236.98","705,134,001.34","626,919,044.53","697,814,030.00",,"558,358,310.28",
预付款项,"109,290,612.82","66,875,351.10","147,663,844.20","133,493,122.13","138,498,460.73","148,975,494.11","164,693,996.63","105,853,932.08","104,594,243.36","123,928,952.43","102,659,646.18","116,450,207.87","146,672,323.82","250,951,804.47","62,972,114.89","75,090,323.83","63,321,988.26","83,560,975.40","72,927,079.31","81,728,513.65","68,751,713.06","69,286,643.57","58,626,629.51","61,779,966.89","71,234,986.26","75,985,946.84","49,245,646.02","63,850,699.92","64,048,389.96","69,860,833.93","43,155,392.19","53,659,093.89"
预收款项,"42,416,177.25","55,346,052.98","86,559,820.11","86,186,465.74","60,602,723.35","76,518,738.49","58,671,791.40","8,456,468.59","37,592,327.03","15,380,236.63","38,376,562.90","39,759,362.95","31,036,620.57","43,778,207.53","34,837,458.01","50,677,533.10","45,010,962.62","37,315,658.82","78,560,760.37","80,800,554.77","86,182,804.97","111,989,518.31","122,667,701.18","108,868,070.28","105,845,484.58","99,306,967.36","139,360,367.89","155,878,054.91","157,785,197.01","132,286,812.03","2,986,660.00","1,937,886.67"
其他应收款,"80,023,133.98","69,116,661.93","41,733,393.31","43,500,958.31","38,707,493.54","42,820,839.50","43,961,746.66","55,651,628.50","70,472,745.92","74,837,715.42","53,359,463.07","50,993,277.72","52,898,615.54","76,544,473.66","85,181,888.39","69,555,713.33","78,543,384.69","126,699,268.84","111,520,062.60","173,349,505.69","135,271,111.53","507,111,845.93","250,742,693.80","238,681,609.75","320,616,421.30","300,406,213.03","296,097,793.32","283,815,005.04","289,191,665.27","345,584,182.23","334,623,903.72","246,122,490.21"
应付职工薪酬,"25,141,829.29","16,439,339.14","24,877,711.68","9,026,003.58","1,630,167.71","4,251,952.46","24,454,789.68","5,339,123.36","6,335,169.72","6,953,738.79","33,478,555.80","10,487,353.65","9,399,930.72","26,563,662.66","48,915,674.57","22,779,904.31","19,025,075.80","22,898,085.10","43,408,407.97","12,972,064.35","16,756,910.65","18,636,594.04","49,024,619.72","37,897,816.98","21,745,392.24","33,172,212.02","62,977,562.92","51,004,431.50","33,696,333.85","49,804,375.28","82,753,967.08","83,677,339.04"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,868,810.38","-3,705,441.77","-11,020,968.97","6,667,543.58","12,284,174.47","11,378,361.71","13,538,793.58","10,856,397.50","-5,595,182.13","-5,451,771.87","-109,901.02","-526,728.88","4,634,826.93","-1,758,722.09","35,843,004.36","38,632,591.47","32,135,810.14","47,631,744.87","52,059,636.23","26,082,564.43","41,321,192.22","73,943,071.85","94,270,901.66","76,531,074.71","52,670,907.90","49,134,923.74","61,811,293.24","43,808,372.02","48,717,694.51","65,147,266.63","81,242,211.56","66,290,496.15"
应收利息,,,,,,,,,,,,,,,,"6,038,305.57","6,539,097.18","8,756,722.88","7,360,824.92","8,409,864.82","9,373,925.70","871,260.85","612,851.17","748,657.00","924,353.31","1,075,398.15",,,,,,
应付利息,,,,,,,,,,,,,,"5,277.55","2,255,536.85","2,183,072.35","2,759,724.23","2,686,268.11","4,549,891.86","2,404,824.62","843,947.50","874,778.65","492,344.62","246,329.37","741,793.14","1,109,119.72","891,381.67","625,084.89","3,398,209.88",,"2,106,252.25","3,736,352.47"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"75,238,187.00",,,"45,826,001.60",,,,"17,678,250.00","1,667,250.00","1,593,150.00","2,638,377.13","14,412,810.00","8,211,960.00","8,199,300.00","5,201,655.17","18,389,850.00","2,314,250.00","2,240,850.00","2,131,250.00","862,293.00","2,682,740.00","6,593,410.01","1,563,718.01","144,306,834.43",,"3,260,310.01","1,553,054.01"
存货,"139,164,003.82","282,481,876.70","225,153,031.61","247,353,314.56","234,006,071.37","246,989,098.96","258,488,536.56","265,549,798.40","285,259,146.73","299,308,472.75","244,452,387.59","275,075,514.33","306,781,537.52","337,272,454.44","300,312,175.25","327,897,255.52","324,307,046.12","333,890,549.20","269,269,500.71","283,250,012.66","288,638,950.69","256,663,996.31","267,170,579.55","290,852,586.11","314,365,914.51","315,689,104.39","312,588,190.52","309,647,290.06","322,403,381.82","296,762,708.18","299,706,172.78","292,162,654.30"
其他应付款,"32,735,772.45","34,868,399.03","60,540,177.39","42,634,814.21","40,292,541.37","55,747,844.86","114,873,450.85","49,725,261.92","38,509,583.11","86,427,980.25","46,631,782.14","43,731,181.46","110,759,070.92","58,485,882.79","176,415,524.54","195,910,186.86","294,467,049.24","384,371,293.48","313,756,577.15","326,203,853.06","400,678,623.07","281,683,294.56","386,376,361.66","358,839,505.85","355,268,287.40","343,248,647.01","307,227,675.19","315,715,988.31","288,710,747.83","258,523,841.70","212,943,150.59","235,269,425.33"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,"28,680,000.00","22,900,000.00","22,900,000.00","28,680,000.00","28,680,000.00","28,680,000.00","28,680,000.00","28,680,000.00","28,680,000.00","29,880,000.00","29,880,000.00","29,880,000.00","29,880,000.00","44,240,572.55","29,880,000.00","29,880,000.00","16,930,533.96","16,930,533.96","16,930,533.96","16,930,533.96","11,084,380.33","11,084,380.33","11,084,380.33","11,084,380.33","2,965,177.96","2,965,177.96"
一年内到期的非流动负债,"3,475,445.80","112,450,022.02","55,065,824.12",,"133,969,917.92","147,716,142.88","160,371,838.90","182,183,093.40","165,657,702.57","153,757,702.68","57,619,088.61","58,661,547.68","59,261,949.62","57,154,594.79","157,902,710.91","154,652,358.32","290,822,858.98","367,904,028.28","358,101,112.94","332,285,313.80","280,919,676.55","145,351,245.55","296,546,305.45","264,708,294.06","171,006,784.70","150,452,171.70","6,131,610.36","5,956,812.15","29,181,844.11","20,257,784.13","440,977,675.35","1,232,483,911.18"
其他流动资产,,,,,,"57,750.00","59,108.33",,,,"15,000,000.00","40,000,000.00","64,000,000.00","73,000,000.00","183,696,635.45","67,836,731.58","234,164,021.40","312,546,862.04","226,389,719.63","220,877,543.73","254,913,257.27","307,471,797.18","144,416,881.51","319,827,123.31","399,211,415.13","66,796,629.30","88,979,559.41","88,621,531.62","87,455,180.61","496,806,071.14","479,982,560.79","373,550,586.87"
其他流动负债,,"2,506,883.08","3,656,883.08",,"5,656,883.08","6,556,883.08","3,656,883.08","3,656,883.08","3,656,883.08","3,581,883.08","6,073,444.20","6,073,444.20","106,272,640.98","107,272,640.98","9,657,786.27","13,296,779.05","14,775,752.34","12,764,952.95","15,991,266.68","12,551,973.54","11,936,347.64","11,087,879.88","7,063,249.92","5,592,167.64","4,937,591.09","6,056,455.65","7,384,032.79","3,037,670.50","3,068,966.75","2,991,470.55","8,681,676.76","6,946,643.03"
流动资产合计,"686,323,423.24","812,086,384.92","873,326,372.73","962,505,696.55","1,869,488,678.94","1,955,552,593.93","1,766,618,855.66","1,551,965,695.86","1,720,827,409.95","1,714,287,071.86","1,626,681,933.25","1,698,565,621.38","1,784,867,678.76","2,067,111,899.87","2,241,015,235.43","2,207,260,945.30","2,475,162,391.03","2,430,330,948.26","2,322,817,913.73","2,293,430,671.68","2,499,168,080.38","2,572,966,699.28","2,711,693,259.53","3,333,870,614.40","2,924,101,405.62","2,491,019,860.22","3,036,408,740.99","2,984,647,133.15","3,085,367,662.90","3,115,463,666.00","3,088,057,329.14","2,889,111,559.34"
流动负债合计,"499,933,594.36","651,609,802.65","501,942,282.68","505,230,794.54","511,285,077.84","617,815,536.60","623,416,644.23","456,322,621.92","627,168,709.98","707,701,074.42","605,720,441.18","591,367,648.90","637,576,864.97","736,008,306.53","1,317,418,212.40","1,463,860,326.51","2,091,799,801.23","2,424,156,457.39","2,592,766,217.28","2,702,080,035.61","3,123,281,149.16","3,164,933,975.86","3,407,801,976.59","3,054,304,968.91","2,776,308,411.82","2,792,674,574.43","3,170,148,435.66","3,062,868,176.82","3,255,038,858.37","3,184,886,101.44","3,524,008,760.87","4,122,621,982.42"
可供出售金融资产,,,,,,,,,,,,,,,,,"13,431,700.00","13,931,700.00","14,431,700.00","14,431,700.00","14,931,700.00","14,931,700.00","14,931,700.00","14,931,700.00","13,431,700.00","13,431,700.00","13,431,700.00","13,431,700.00","13,431,700.00",,,
长期借款,"249,000,000.00","265,587,320.00","341,964,445.00","361,864,445.00","238,864,445.00","219,764,445.00","110,996,248.67","82,203,475.29","103,012,948.83","66,763,113.55","124,713,278.43","116,563,443.34","359,413,608.19","206,363,773.03","376,459,453.45","604,927,123.36","574,103,278.90","442,198,315.49","378,612,454.33","494,391,172.60","656,749,883.10","568,612,981.32","397,910,986.99","451,608,244.93","308,370,027.81","315,335,740.21","292,554,335.54","369,743,234.34","406,041,582.34","514,049,409.82","435,798,387.82","571,195,829.82"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,
应付债券,,,,,,,,,,,,,,"349,767,574.55","355,632,555.15","361,500,560.92","346,517,476.79","350,495,855.09","356,373,249.26","362,253,880.20","368,137,803.06","351,275,073.96","357,165,749.95","1,273,855,875.00","1,291,114,155.72","1,272,487,123.04","1,289,727,036.55","1,264,596,257.49","1,281,703,847.96","1,277,040,042.22","902,807,955.52",
