科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"283,592,514.58","368,121,229.78","549,099,476.62","192,739,419.16","353,283,175.78","654,356,591.79","103,075,169.85","163,911,917.57","270,186,989.59","543,145,762.91","105,732,542.83","235,274,097.72","372,246,764.64","708,355,738.46","155,692,864.95"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,
收到的税费返还,"17,301,872.18","8,833,688.14","32,660,943.71","15,161,904.73","16,860,440.76","30,047,388.34","5,801,904.27","6,717,696.53","13,431,345.64","21,825,943.22","3,936,268.48","4,799,340.80","9,527,940.78","22,806,311.26",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"24,489,950.16","14,694,471.67","22,012,752.66","12,444,804.61","22,206,895.02","23,888,723.99","6,441,115.13","13,483,026.29","27,516,760.96","26,253,227.71","8,971,016.03","14,550,202.40","45,997,847.26","46,551,764.03","1,311,457.43"
投资活动现金流出小计,"23,831,412.84","7,629,929.55","3,177,908.10","6,825,148.93","15,528,481.18","102,991,355.29","302,289,555.40","533,897,675.62","673,986,805.53","790,053,440.01","122,528,735.79","154,856,929.59","207,660,985.96","212,214,099.56","3,039,795.00"
经营活动现金流入小计,"325,384,336.92","391,649,389.59","603,773,172.99","220,346,128.50","392,350,511.56","708,292,704.12","115,318,189.25","184,112,640.39","311,135,096.19","591,224,933.84","118,639,827.34","254,623,640.92","427,772,552.68","777,713,813.75","157,004,322.38"
投资活动产生的现金流量净额,"-4,391,675.38","-4,907,550.22","-3,177,408.10","-6,805,148.93","-15,497,369.53","-102,940,243.64","-41,569,150.19","-22,422,770.42","-32,020,048.80","-87,611,984.15","-2,084,626.19","25,810,741.66","3,210,849.67","28,854,338.81","-3,039,795.00"
购买商品、接受劳务支付的现金,"175,084,145.44","206,728,677.53","312,282,894.88","257,715,551.28","337,576,750.89","422,600,441.52","140,182,112.67","199,503,105.16","301,840,586.24","368,136,020.29","120,832,863.89","208,129,465.48","331,904,984.58","459,334,436.41","189,162,516.44"
吸收投资收到的现金,,,,,,"292,075,000.00",,,"23,461,200.00","23,461,200.00",,"2,000,000.00","3,125,000.00","3,912,500.00","955,000.00"
支付给职工以及为职工支付的现金,"58,303,629.11","67,860,222.75","78,119,149.14","57,078,769.20","78,116,655.45","101,313,356.75","28,071,689.74","58,273,480.38","93,507,620.87","124,841,156.43","35,105,331.61","71,035,424.59","103,528,725.33","136,492,305.63","30,044,796.37"
取得借款收到的现金,"90,000,000.00","134,900,000.00","172,881,750.29","125,900,000.00","125,900,000.00","125,900,000.00",,,"39,000,000.00","89,000,000.00",,"41,000,000.00","127,292,768.00","171,292,768.00","50,000,000.00"
支付的各项税费,"34,200,492.69","40,059,931.64","49,656,103.49","45,552,753.75","57,220,630.14","74,649,130.01","17,108,188.02","22,182,285.69","31,418,491.79","48,518,959.35","18,445,564.43","25,720,267.81","35,315,023.53","46,650,943.47","29,412,273.63"
收到其他与筹资活动有关的现金,"5,700,000.00",,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"45,147,383.81","57,289,051.95","77,505,730.02","42,713,844.42","96,844,805.69","121,816,593.54","20,708,967.98","74,010,066.40","92,852,650.00","127,191,995.72","49,737,411.42","95,748,596.56","148,128,075.98","159,969,530.67","57,943,262.45"
筹资活动现金流入小计,"95,700,000.00","134,900,000.00","172,881,750.29","125,900,000.00","125,900,000.00","417,975,000.00",,,"62,461,200.00","112,461,200.00",,"43,000,000.00","130,417,768.00","175,205,268.00","50,955,000.00"
经营活动现金流出小计,"312,735,651.05","371,937,883.87","517,563,877.53","403,060,918.65","569,758,842.17","720,379,521.82","206,070,958.41","353,968,937.63","519,619,348.90","668,688,131.79","224,121,171.35","400,633,754.44","618,876,809.42","802,447,216.18","306,562,848.89"
偿还债务支付的现金,"75,000,000.00","135,000,000.00","199,681,750.29","53,100,000.00","53,100,000.00","139,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,,"39,000,000.00","139,100,000.00","30,000,000.00"
经营活动产生的现金流量净额,"12,648,685.87","19,711,505.72","86,209,295.46","-182,714,790.15","-177,408,330.61","-12,086,817.70","-90,752,769.16","-169,856,297.24","-208,484,252.71","-77,463,197.95","-105,481,344.01","-146,010,113.52","-191,104,256.74","-24,733,402.43","-149,558,526.51"
分配股利、利润或偿还利息支付的现金,"4,721,260.96","6,177,330.56","6,250,898.38","1,760,488.37","3,110,711.36","4,349,018.70","326,250.00","27,284,000.00","27,407,725.83","28,353,495.69","1,147,662.50","9,800,113.62","11,568,839.06","13,484,788.86","1,841,368.77"
收回投资收到的现金,"19,431,760.55","2,701,979.33",,,,,"260,000,000.00","510,000,000.00","640,000,000.00","700,000,000.00","120,000,000.00","180,000,000.00","210,000,000.00","240,000,000.00",
支付其他与筹资活动有关的现金,"2,603,183.50","2,659,764.10","2,720,156.88","660,110.10","1,887,796.73","11,071,714.90",,,,,,,"9,719,640.00","9,719,640.00",
取得投资收益收到的现金,"6,400.00","10,400.00",,,,,"648,405.21","1,402,905.20","1,885,156.73","2,357,455.86","444,109.60","667,671.25","871,835.63","1,068,438.37",
筹资活动现金流出小计,"82,324,444.46","143,837,094.66","208,652,805.55","55,520,598.47","58,098,508.09","154,420,733.60","326,250.00","57,284,000.00","57,407,725.83","58,353,495.69","1,147,662.50","9,800,113.62","60,288,479.06","162,304,428.86","31,841,368.77"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,576.91","10,000.00",500.00,"20,000.00","31,111.65","51,111.65","72,000.00","72,000.00","81,600.00","84,000.00",,,,,
筹资活动产生的现金流量净额,"13,375,555.54","-8,937,094.66","-35,771,055.26","70,379,401.53","67,801,491.91","263,554,266.40","-326,250.00","-57,284,000.00","5,053,474.17","54,107,704.31","-1,147,662.50","33,199,886.38","70,129,288.94","12,900,839.14","19,113,631.23"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"19,439,737.46","2,722,379.33",500.00,"20,000.00","31,111.65","51,111.65","260,720,405.21","511,474,905.20","641,966,756.73","702,441,455.86","120,444,109.60","180,667,671.25","210,871,835.63","241,068,438.37",
