科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"36,962,119.93","85,846,737.27","63,437,923.56","37,708,584.91","253,139,791.54","212,314,058.66","205,564,923.98","157,619,199.28","150,873,116.00","127,673,410.07","98,202,829.47","88,045,676.12","72,865,167.33","98,674,585.61","122,552,230.75","118,119,876.77","105,304,026.78","66,571,044.36","119,609,351.10","74,412,654.68","86,763,096.50","117,662,427.77","150,288,009.73","137,913,839.70","129,737,305.86","128,451,462.08","149,162,294.12","126,494,369.73","141,068,701.89","108,670,076.50","118,139,266.04","97,492,930.96"
短期借款,"44,500,000.00","69,500,000.00","117,500,000.00","107,000,000.00","105,000,000.00","85,000,000.00","99,500,000.00","80,000,000.00","90,000,000.00","90,000,000.00","80,000,000.00","82,033,884.26","62,784,757.28","77,000,000.00","47,000,000.00","37,000,000.00","17,000,000.00",,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"27,568,450.00","28,519,064.94","35,752,178.00","44,768,178.00","32,373,936.00","38,448,765.00","30,367,509.00","13,004,263.00","30,312,163.77","15,744,475.50","48,229,977.16","15,884,921.32","32,872,287.00","28,999,400.00","31,280,442.36","14,815,523.22","28,796,392.85","31,445,539.40","33,005,869.97","15,915,667.20","28,495,236.70","15,780,363.25","24,157,921.92","6,451,200.00","17,492,656.00","19,407,883.25","21,427,381.60","19,310,017.50","20,684,390.10","35,454,451.65","58,905,151.44","31,389,997.81"
应付票据,,"500,000.00","30,000,000.00","10,000,000.00",,"20,000,000.00","17,000,000.00",,,,,,"15,000,000.00","24,000,000.00","29,000,000.00","46,842,880.00","40,842,880.00","43,350,000.00","39,350,000.00","13,929,842.57","12,862,842.57","8,933,000.00",,"13,974,894.97","3,974,894.97","29,500,000.00","29,500,000.00","35,000,000.00","35,000,000.00",,"21,800,000.00",
应收账款,"15,504,867.56","14,073,951.33","16,649,808.52","37,902,755.56","45,771,281.73","52,158,828.06","31,524,019.87","46,443,265.63","54,208,687.27","63,235,876.73","47,745,904.20","66,240,669.74","67,624,058.11","68,585,072.12","36,064,454.59","55,303,319.34","60,461,332.82","56,062,924.77","30,000,149.04","55,833,373.10","54,669,131.80","53,917,046.42","25,780,405.58","58,589,953.79","63,377,470.70","56,349,628.05","37,641,295.02","61,412,209.82","63,070,332.61","68,037,467.12","50,253,731.96","63,563,665.16"
应付账款,"42,849,398.65","30,943,891.33","20,100,342.82","32,432,332.29","48,492,346.49","33,356,498.25","21,307,283.90","51,812,561.42","57,214,656.26","61,020,506.48","58,308,955.17","61,762,479.90","48,109,456.90","54,901,066.83","34,583,781.22","40,782,274.64","47,774,388.80","44,072,332.52","38,676,434.47","43,439,762.39","43,013,945.25","48,258,375.17","60,049,336.00","66,192,470.30","68,431,713.58","72,446,626.71","59,025,474.34","62,222,005.74","67,965,263.83",,"58,037,669.74",
预付款项,"10,453,340.26","12,281,019.34","52,089,092.46","59,541,722.78","46,096,318.25","44,760,259.16","41,549,392.16","66,499,579.88","48,634,649.73","54,023,366.61","12,635,563.45","25,826,923.22","20,742,700.77","28,197,076.41","18,720,853.90","23,966,869.18","20,507,979.51","30,352,133.04","12,996,721.97","37,821,076.06","24,592,794.69","19,312,393.08","34,313,489.89","38,527,849.95","35,263,098.72","61,273,098.38","43,399,412.71","49,598,554.31","64,247,824.86","57,301,620.23","43,693,030.07","51,718,393.50"
预收款项,"2,696,921.87","10,330,252.40","6,082,205.72","7,954,072.30","8,264,732.99","6,931,647.50","6,709,773.47","6,212,333.88","5,983,597.01","11,117,151.26","14,401,636.55","11,879,002.78","10,684,949.50","17,299,218.29","19,892,378.93","17,168,425.27","13,226,109.97","11,482,709.80","8,905,155.11","10,094,201.74","6,943,928.19","8,159,862.29","9,743,726.19","9,599,233.87","14,000,802.88","12,254,735.77","11,627,500.44","12,337,426.98","12,157,182.22","17,045,274.75","12,908,318.67","11,710,329.88"
其他应收款,"1,558,770.34","1,586,614.67","3,245,456.97","3,161,850.71","428,455.24","622,889.41","8,467,029.76","9,254,418.29","10,970,129.18","449,137.96","389,043.29","430,218.43","147,895.52","267,088.72","242,935.72","301,037.47","264,521.30","371,172.18","263,419.74","382,568.81","120,952.04","543,144.81","457,154.66","536,629.89","384,817.59","569,295.09","427,624.73","729,384.63","410,266.89","462,784.47","542,603.95","435,466.56"
应付职工薪酬,"2,126,537.97","4,765,012.16","2,074,509.46","949,825.12","1,603,578.97","2,236,747.93","3,560,127.31","2,294,037.47","2,296,403.79","2,135,105.15","4,972,317.31","3,954,795.95","3,284,909.49","3,790,967.13","6,366,997.66","5,659,927.41","6,771,896.87","6,030,955.95","6,921,539.52","5,297,935.59","6,650,302.41","6,151,590.39","7,912,988.48","5,147,922.72","6,046,901.31","6,025,763.78","8,297,626.09","6,473,161.85","6,014,378.30","6,336,471.33","8,731,530.25","8,593,633.93"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"891,008.81","-1,119,795.29","2,401,563.45","267,198.21","1,899,911.13","-1,853,611.96","-3,261,229.89","2,298,708.26","-1,600,350.91","-5,194,382.44","-6,146,049.45","-3,216,655.32","-394,237.42","2,110,472.38","1,544,549.53","2,676,538.36","5,152,159.33","2,734,279.22","1,722,724.03","3,107,463.35","5,001,609.90","2,454,619.84","2,156,060.40","2,137,536.17","1,006,120.22","1,650,089.89","1,134,813.68","1,239,244.41","1,536,170.39","3,369,930.88","1,104,957.94","987,196.61"
应收利息,,,,,,"614,144.02","1,411,356.16","555,675.53","1,165,646.07","256,528.77","560,930.14","59,342.46",,"49,191.79","43,594.52","44,186.30","169,841.09","6,712.33",,"59,912.33",,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"9,546,000.00","1,152,366.89","1,152,366.89","5,949,600.00",,,,,,,,,,,,,,,,,,,,"5,328,000.00",,,
存货,"42,247,340.20","48,698,432.77","55,143,041.35","52,499,387.25","67,464,409.22","77,309,010.05","78,759,185.92","88,543,262.47","80,898,951.21","98,331,701.26","94,165,367.59","110,449,274.80","99,432,555.65","111,848,316.46","92,722,293.02","108,695,304.20","97,424,564.92","115,470,024.74","103,867,829.78","104,533,797.92","86,098,352.34","86,565,726.34","78,954,210.78","89,063,898.50","79,242,479.89","88,524,753.47","94,513,686.64","105,312,097.38","94,540,986.16","99,555,960.34","78,731,211.83","97,478,480.93"
其他应付款,"164,812.76","474,566.39","383,499.73","219,769.14","1,589,242.44","359,312.01","334,039.93","339,691.86","335,699.73","385,090.22","247,298.36","268,611.36","258,155.99","244,088.30","270,119.42","2,166,843.66","104,298.36","87,155.57","91,823.21","192,511.32","223,381.21","217,216.75","220,642.75","622,805.45","1,310,783.75","1,305,533.75","1,276,285.57","1,181,442.19","1,507,949.92","2,037,048.82","114,627.91","334,639.87"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"10,000,000.00","22,000,000.00","27,277,777.79","26,500,000.02","42,833,333.31","42,833,333.31","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.24","14,222,222.20","13,444,444.40","11,277,777.73","9,111,111.21","5,555,555.52","2,777,777.76","1,388,888.87",,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"131,422.57",,"420,564.73","1,186,838.97","6,995,389.80","2,498,571.36","468,239.20","10,000,000.00","31,379,415.13","32,402,167.34"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"134,294,888.29","191,005,820.32","226,317,500.86","235,582,479.21","445,274,191.98","426,227,954.36","397,643,416.85","381,919,664.08","377,063,343.23","359,714,496.90","301,929,615.30","306,937,026.09","293,684,664.38","336,620,731.11","301,626,804.86","321,246,116.48","312,928,659.27","300,279,550.82","299,743,341.60","288,959,050.10","280,739,564.07","293,781,101.67","314,082,615.13","331,083,371.83","325,918,393.49","355,762,959.29","353,567,084.62","365,355,204.73","384,490,741.71","379,482,360.31","381,644,410.42","374,481,102.26"
流动负债合计,"103,228,680.06","137,393,926.99","205,819,898.97","185,323,197.08","209,683,145.33","198,409,927.04","160,524,583.85","158,331,922.02","174,401,828.12","173,685,692.91","166,006,380.18","170,904,341.17","153,950,213.98","193,568,035.17","152,880,049.00","166,519,111.58","145,093,955.53","121,201,877.46","106,945,454.07","85,172,828.17","80,251,565.05","76,952,442.20","81,471,642.69","97,674,863.48","94,771,216.71","123,182,749.90","110,861,700.12","118,453,281.17","129,508,944.66","113,314,406.27","102,697,104.51","85,118,871.47"
可供出售金融资产,,,,,,,,,,,,,,,"1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00","1,900,000.00"
长期借款,"22,000,000.00","20,000,000.00","41,722,222.21","66,722,222.21","48,222,222.26","46,055,555.60","41,111,111.12","37,555,555.57","34,000,000.02","30,444,444.47","26,888,888.92","23,333,333.37","19,777,777.82","16,222,222.27","12,666,666.72","9,111,111.17","5,555,555.66","2,777,777.91","1,388,889.03",,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,"1,900,000.00","1,900,000.00","1,900,000.00",,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,"686,302.67","1,167,275.13","1,130,709.03","1,094,142.93","1,057,576.83","1,021,010.73","984,444.63","947,878.53","911,312.43","874,746.33","838,180.23","801,614.13"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"103,026,156.49","123,512,582.01","116,213,855.18","113,664,451.52","110,876,646.37","107,939,265.41","167,918,290.44","163,862,143.38","164,726,721.67","180,905,891.18","309,511,308.87","302,270,567.01","308,219,514.04","311,809,421.42","325,098,790.62","316,387,235.79","308,693,583.48","300,584,907.03","297,888,070.63","291,659,189.48","285,608,548.55","280,287,171.11","272,960,279.36","266,198,596.16","259,292,436.91","252,002,813.49","247,215,540.26","241,979,318.30","239,283,563.49","232,752,978.65","268,707,522.59","261,846,707.05"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"2,382,353.20","756,913.71","50,146,715.95","56,103,396.39","96,282,482.02","99,662,605.90","53,231,896.52","72,912,571.85","93,964,860.85","98,759,868.07","21,109,510.67","31,024,998.79","24,065,295.97","19,961,877.01","210,000.00","6,097,896.45","5,691,486.19","5,911,194.93",,"384,615.40","384,615.40","384,615.40",,,"428,382.71","8,090,855.30","21,458,550.57","26,341,997.83","36,134,487.28","36,791,317.32","616,379.33","333,615.91"
其他非流动负债,"6,000,000.00","6,000,000.00","5,571,428.56","5,464,285.69","5,357,142.82","5,249,999.95","8,642,857.08","5,035,714.21","4,928,571.34","4,821,428.47","16,106,135.35","22,726,533.73","22,346,932.11","21,967,330.49",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"28,000,000.00","26,000,000.00","47,293,650.77","72,186,507.90","53,579,365.08","51,305,555.55","49,753,968.20","42,591,269.78","38,928,571.36","35,265,872.94","42,995,024.27","46,059,867.10","42,124,709.93","38,189,552.76","35,305,980.64","31,250,667.94","27,266,783.86","23,866,863.25","22,733,624.13","20,748,445.08","20,152,155.06","19,555,865.04","18,959,575.02","18,338,285.00","17,716,994.98","17,145,704.96","17,874,414.94","17,259,791.58","16,445,168.24","15,780,544.89","15,600,320.31","15,010,696.96"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
