科目,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
固定资产,"8,302,762,344.75","9,369,773,855.31","9,473,894,696.21","9,903,361,944.82","10,089,688,743.25","11,370,522,731.12","11,548,938,569.42","11,909,233,008.69","12,404,589,392.84","14,438,372,297.96","14,905,008,013.94","15,328,032,833.13"
递延所得税负债,"33,295.10","19,516,570.92","39,691,145.80","55,719,485.52","78,301,625.62","101,693,825.75","53,000,707.90",,"58,691,183.76","72,727,282.26","228,960,460.82","120,812,566.71"
在建工程,"1,082,964,537.03","1,104,574,790.66","1,301,667,487.48","1,344,836,516.01","1,928,819,197.87","1,945,690,518.07","2,455,541,227.55","3,080,711,040.48","3,854,818,116.18","3,608,117,242.11","3,874,897,524.05","3,472,528,900.35"
其他非流动负债,,,,,,,,,,,,
工程物资,,"50,205.50","126,038.75",,,,"422,182.07",,,,,
非流动负债合计,"95,018,920.02","135,865,708.21","152,872,645.86","177,010,042.54","207,009,573.07","223,851,124.56","680,383,268.79","1,634,305,766.03","3,679,923,236.15","3,565,981,251.14","4,705,496,028.96","4,279,424,019.01"
固定资产清理,,,,,,,,,,,,
负债合计,"9,011,533,344.98","9,705,326,883.47","8,010,208,986.10","7,828,276,209.60","9,431,502,233.09","10,058,779,321.47","10,110,650,556.05","12,261,844,164.89","14,341,933,811.96","15,670,360,238.04","14,923,543,408.91","15,277,751,532.24"
生产性生物资产,"2,451,959,416.18","2,543,548,458.36","2,664,291,046.01","2,745,265,419.91","2,829,217,376.65","3,091,091,045.58","3,298,619,891.64","3,292,000,709.26","3,147,039,185.70","3,205,487,227.57","3,366,457,207.57","3,524,025,743.61"
实收资本(或股本),"3,190,000,000.00","3,625,247,380.00","3,625,247,380.00","4,350,296,856.00","4,350,296,856.00","4,350,296,856.00","4,350,296,856.00","5,220,356,227.00","5,220,356,227.00","5,220,356,227.00","5,220,356,227.00","5,313,839,027.00"
油气资产,,,,,,,,,,,,
资本公积,"4,846,600,833.75","6,444,427,297.12","6,541,518,181.23","5,715,820,776.98","5,715,820,776.98","5,713,917,701.26","5,713,917,701.26","4,843,858,330.26","4,843,858,330.26","4,843,853,014.76","4,843,853,014.76","6,070,962,074.96"
无形资产,"755,912,064.10","710,096,151.05","755,959,549.56","790,382,529.44","776,649,950.93","783,765,536.61","817,716,699.40","863,918,047.60","954,353,530.05","1,005,231,564.54","1,027,319,556.05","1,131,518,321.41"
盈余公积,"525,944,543.01","750,571,049.35","750,571,049.35","750,571,049.35","750,571,049.35","1,300,894,788.66","1,300,894,788.66","1,300,894,788.66","1,300,894,788.66","2,412,566,282.81","2,412,566,282.81","2,412,566,282.81"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,"1,194,433,194.46"
商誉,"4,361,181.19","126,368,379.51","126,368,379.51","126,368,379.51","126,368,379.51","126,368,379.51","126,368,379.51","126,368,379.51","122,240,795.21","122,217,865.92","122,217,865.92","122,217,865.92"
未分配利润,"10,125,654,690.58","11,387,388,307.00","14,479,724,016.27","16,801,375,059.59","18,236,713,016.65","18,639,171,724.25","20,112,391,492.46","16,099,085,381.98","18,327,742,688.52","19,928,322,400.14","21,336,708,880.82","18,757,514,288.12"
长期待摊费用,"307,762,647.25","320,694,159.54","353,945,770.65","383,171,436.42","397,751,833.02","466,770,415.25","513,436,182.71","559,362,871.23","586,710,630.26","621,702,966.93","657,435,572.54","675,141,121.62"
少数股东权益,"596,659,654.85","765,579,930.29","807,113,086.43","856,162,399.82","992,841,894.57","918,478,935.41","920,609,864.76","510,593,468.41","623,383,190.92","752,710,791.42","825,574,866.61","526,916,596.80"
递延所得税资产,"16,265,329.16","11,569,026.32","9,727,431.96","8,896,668.49","9,604,702.83","14,896,994.37","17,032,454.03","72,694,244.50","22,917,513.09","10,900,812.94","13,799,075.42","14,940,948.97"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"53,295,119.64","91,923,985.80","66,824,044.95","182,471,829.53","222,947,359.53","182,889,268.54","185,041,548.16","148,961,611.85","138,086,426.93","142,646,380.11","182,207,364.91","236,817,270.28"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"14,863,340,888.06","16,826,811,417.51","18,188,153,993.66","19,955,267,887.73","20,579,667,927.26","22,992,175,715.36","24,434,758,283.74","25,195,086,729.69","27,649,767,704.54","29,365,765,143.51","30,990,907,390.01","30,571,295,415.53"
所有者权益(或股东权益)合计,"19,232,864,349.44","23,029,638,716.65","26,332,414,028.60","28,711,146,940.97","30,367,782,454.29","31,379,371,840.04","32,944,797,100.92","28,022,691,462.56","30,477,731,645.86","33,369,225,450.15","35,353,183,157.75","32,245,513,770.51"
资产总计,"28,244,397,694.42","32,734,965,600.12","34,342,623,014.70","36,539,423,150.57","39,799,284,687.38","41,438,151,161.51","43,055,447,656.97","40,284,535,627.45","44,819,665,457.82","49,039,585,688.19","50,276,726,566.66","47,523,265,302.75"
负债和所有者(或股东权益)合计,"28,244,397,694.42","32,734,965,600.12","34,342,623,014.70","36,539,423,150.57","39,799,284,687.38","41,438,151,161.51","43,055,447,656.97","40,284,535,627.45","44,819,665,457.82","49,039,585,688.19","50,276,726,566.66","47,523,265,302.75"
