科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"480,823,151.43","543,123,246.09","190,910,150.79","342,479,140.07","629,238,495.85","99,161,456.68","210,601,065.66","358,927,405.66","611,450,997.43","123,643,314.13","293,847,154.26","508,845,136.66","1,014,212,297.94","236,692,798.17","443,311,683.48","691,445,042.96","1,211,568,172.37","199,252,395.09","425,826,816.94","749,061,914.80","1,209,042,850.37","184,883,250.44","436,068,418.07","837,837,673.41","1,349,186,376.86","262,619,354.40","549,078,002.71","906,965,351.90","1,553,574,555.73","312,674,315.02","710,165,456.99","1,169,563,351.53","1,842,970,334.41","321,021,047.65","809,984,915.40","1,431,691,859.80","2,257,518,013.09","552,185,252.48"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,"-8,098,100.62","21,601,899.38","63,851,802.45","63,851,802.45",,,"33,250,000.00","73,958,697.55",,"4,910,389.37","4,910,389.37","4,808,595.97",,"5,618,000.58","5,618,000.58","7,561,039.23",
收到的税费返还,"33,976.09","78,206.14","13,281.81","161,707.81","193,830.02","33,372.64","54,911.10","69,150.41","110,432.46","53,008.54","53,008.54","102,812.55","102,812.55","358,949.86","450,248.99","478,069.48","557,223.33","66,410.23","166,564.08","286,820.13","1,727,465.97","461,403.88","1,662,000.66","3,897,216.23","4,052,928.88","4,785,230.31","6,835,490.37","7,986,010.17","13,332,206.28","2,878,237.44","6,080,697.94","9,908,873.60","15,945,526.82","5,812,240.78","6,011,046.35","10,316,658.28","21,020,227.59","5,944,681.40"
支付其他与投资活动有关的现金,,,,,,,,,"163,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,602,232.13",
收到其他与经营活动有关的现金,"726,513.17","4,727,555.41","3,842,738.41","1,683,431.20","2,595,141.60","2,558,747.71","3,455,318.13","6,698,372.22","11,572,024.76","654,701.62","4,729,086.47","5,509,748.13","8,519,723.32","1,756,658.79","8,102,385.54","12,615,968.00","28,061,292.09","3,263,738.12","9,558,309.30","13,454,859.53","16,656,622.83","4,741,634.70","9,017,651.80","13,657,032.78","14,608,767.87","13,054,275.10","5,411,265.35","7,172,456.73","18,409,377.24","11,986,545.77","2,870,948.95","8,582,702.28","18,799,862.86","13,422,886.62","21,374,479.08","14,023,387.65","22,431,314.33","6,800,703.45"
投资活动现金流出小计,"8,030,446.64","10,209,774.20","2,121,501.30","5,866,338.06","9,433,785.38","3,436,436.82","5,813,751.58","25,444,368.27","83,655,920.27","8,139,911.96","21,091,688.66","66,258,362.17","91,990,991.62","9,482,762.90","31,250,089.43","47,043,835.50","55,127,454.44","15,461,943.62","49,792,540.28","79,697,111.46","97,438,528.06","39,303,586.26","75,621,869.23","114,578,873.82","133,626,096.00","9,485,956.67","50,588,580.84","96,903,330.58","159,456,564.10","15,297,259.62","37,398,072.47","118,028,989.02","149,836,963.18","84,058,380.92","123,222,715.20","156,230,539.51","212,901,556.70","46,134,416.12"
经营活动现金流入小计,"481,583,640.69","547,929,007.64","194,766,171.01","344,324,279.08","632,027,467.47","101,753,577.03","214,111,294.89","365,694,928.29","623,133,454.65","124,351,024.29","298,629,249.27","514,457,697.34","1,022,834,833.81","238,808,406.82","451,864,318.01","704,539,080.44","1,240,186,687.79","202,582,543.44","435,551,690.32","762,803,594.46","1,227,426,939.17","190,086,289.02","446,748,070.53","855,391,922.42","1,367,848,073.61","280,458,859.81","561,324,758.43","922,123,818.80","1,585,316,139.25","327,539,098.23","719,117,103.88","1,188,054,927.41","1,877,715,724.09","340,256,175.05","837,370,440.83","1,456,031,905.73","2,300,969,555.01","564,930,637.33"
投资活动产生的现金流量净额,"-3,030,446.64","-10,209,774.20","-2,119,601.30","-5,864,438.06","-9,372,235.38","-3,436,436.82","-5,813,751.58","-25,444,368.27","-83,569,790.27","-8,139,911.96","-19,025,298.51","-64,190,552.02","-91,988,972.00","-9,482,762.90","-31,259,637.29","-47,036,433.21","-66,489,456.38","-3,789,709.17","-38,120,305.83","-67,981,377.01","-86,460,953.61","-39,288,586.26","-75,606,869.23","-113,954,671.16","-132,448,770.44","-7,163,884.46","-47,266,508.63","-93,581,258.37","-159,428,478.25","-15,105,416.88","-37,335,136.52","-117,966,053.07","-146,825,925.96","-82,111,653.92","-119,796,628.20","-152,606,246.57","-209,374,032.32","-26,503,723.83"
购买商品、接受劳务支付的现金,"285,174,042.64","306,556,445.18","120,664,704.64","236,470,576.72","367,696,138.67","74,456,228.55","154,339,891.09","237,858,997.57","361,097,764.66","111,715,966.65","232,191,624.88","385,092,236.32","613,219,201.31","183,568,231.38","377,060,910.41","573,709,149.53","794,040,551.09","150,212,105.35","336,676,163.14","481,979,698.13","769,312,676.29","202,818,920.95","382,266,724.62","650,139,126.53","926,995,115.84","239,069,533.09","457,033,369.96","685,049,281.50","1,052,751,209.39","242,960,434.92","461,342,777.27","764,200,035.51","1,233,544,757.27","234,348,246.36","622,630,287.72","1,059,657,756.26","1,543,595,134.72","451,724,567.36"
吸收投资收到的现金,,,,,,"610,100,000.00","610,100,000.00","610,100,000.00","611,120,000.00",,"319,100.00","319,100.00","319,100.00",,,,,"10,000.00","10,000.00","10,000.00","10,000.00",,"1,240,000.00","1,240,000.00","1,240,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,320,000.00",,,,"112,144,940.00","3,600,000.00","3,600,000.00","3,600,000.00","600,000.00",
