科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
未分配利润,"125,598,904.81","95,428,792.11","159,032,850.22","181,212,323.23","199,229,076.43","253,066,587.92","299,476,766.37","315,614,780.37","348,806,284.35","381,951,721.90","398,292,891.25","437,857,333.68"
长期待摊费用,"2,808,758.61","4,257,571.64","4,642,523.85","5,296,094.59","6,939,305.39","13,066,573.17","13,483,016.91","12,648,230.33","13,206,348.94","13,880,420.15","15,058,008.01","45,913,255.10"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"2,200,253.72","2,818,303.22","2,515,493.09","3,814,560.50","3,885,959.96","4,515,511.16","4,544,821.45","4,451,641.21","4,087,930.45","3,992,181.94","4,161,577.45","3,991,059.61"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"4,243,213.30","18,763,067.56","8,575,836.19","26,634,870.36","24,945,159.03","10,332,974.69","15,508,286.65","29,617,890.46","40,566,911.89","92,796,838.99","170,511,247.87","199,291,219.26"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"77,276,952.17","140,717,224.32","209,581,233.67","231,849,116.02","232,656,634.23","244,256,058.30","255,102,870.40","272,965,623.02","301,799,385.17","386,275,930.81","507,955,227.49","595,792,330.48"
所有者权益(或股东权益)合计,"142,363,377.51","296,563,173.60","366,885,779.58","389,062,943.73","407,078,830.78","464,525,835.77","856,724,010.35","872,864,752.57","1,069,975,401.22","996,276,293.93","1,012,621,783.73","1,051,267,343.84"
资产总计,"717,006,923.94","1,280,279,573.97","1,215,855,541.80","1,450,525,712.85","1,715,183,014.48","2,152,775,631.76","2,316,152,289.41","2,460,808,514.25","3,103,964,036.08","3,127,537,030.46","3,269,532,766.71","3,856,120,750.95"
负债和所有者(或股东权益)合计,"717,006,923.94","1,280,279,573.97","1,215,855,541.80","1,450,525,712.85","1,715,183,014.48","2,152,775,631.76","2,316,152,289.41","2,460,808,514.25","3,103,964,036.08","3,127,537,030.46","3,269,532,766.71","3,856,120,750.95"
