科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"122,816,736.01","255,467,512.10","218,474,854.50","265,078,498.84","184,967,981.61","252,238,244.61","492,188,857.38","393,926,780.18","661,479,587.86","491,342,508.73","717,609,363.56","720,742,793.55"
短期借款,"39,142,098.00","61,190,000.00",,,"47,480,000.00","173,025,356.55","200,920,000.00","177,480,000.00","160,000,000.00","80,000,000.00","260,000,000.00","360,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"58,063,364.21","30,528,733.10","17,598,394.57","38,268,547.78","38,813,702.74","58,829,552.71","305,346,893.87","381,020,093.24","471,524,627.59","573,371,527.07","506,440,444.53","227,049,712.48"
应付票据,"179,599,504.48","407,617,058.94","378,735,449.86","493,431,467.50","471,599,485.61","410,308,294.32","714,861,179.89","733,026,833.07","941,168,409.91","867,697,591.05","1,040,150,890.78","1,068,692,182.54"
应收账款,"167,414,613.24","454,367,118.62","315,265,860.48","305,353,567.18","493,145,137.12","525,174,146.52","522,012,288.90","596,996,860.48","712,258,815.26","742,062,915.74","613,706,182.09","1,052,335,227.65"
应付账款,"317,320,985.57","469,495,024.15","431,203,527.57","544,170,390.25","699,175,069.79","1,001,805,591.79","484,522,252.91","643,753,017.77","886,700,616.42","976,952,853.32","756,307,699.36","1,174,495,750.03"
预付款项,"7,910,727.78","32,290,005.40","29,320,074.29","30,202,822.27","35,829,390.89","29,533,930.77","13,052,496.74","11,231,292.77","19,258,382.34","19,072,590.62","47,650,972.04","113,982,177.96"
预收款项,"14,441,939.64","23,382,910.48","10,588,850.50","7,166,768.47","70,712,176.84","56,133,659.27","34,173,320.43","12,814,992.28","24,233,867.83","21,493,482.86","20,686,087.59","18,004,932.82"
其他应收款,"2,112,182.48","3,385,166.50","2,688,970.57","5,960,331.71","2,820,835.36","3,899,993.89","2,999,132.17","4,004,347.80","4,890,104.21","8,522,143.82","11,811,745.58","24,214,174.76"
应付职工薪酬,"8,224,535.00","12,878,774.95","15,036,296.93","6,025,454.64","6,669,611.25","19,398,101.23","6,218,564.65","6,645,368.79","6,014,986.81","15,840,250.04","4,945,888.13","7,856,528.18"
应收关联公司款,,,,,,,,,,,,
应交税费,"11,942,480.33","3,740,144.07","6,249,301.69","4,968,050.75","6,598,662.88","13,849,974.42","7,212,301.00","6,460,182.62","8,505,441.85","15,373,975.42","14,737,609.31","7,464,369.33"
应收利息,,,"84,821.92",,,,"4,229.17","17,354.17","176,079.16","1,525,082.09","960,984.57",
应付利息,,"116,454.17",,,,,"23,547.03","78,541.67","208,075.01","47,125.00","263,152.78","418,899.34"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,"16,107,837.44",
存货,"281,323,969.15","363,523,813.93","422,841,331.80","569,315,772.98","720,760,044.48","1,001,908,459.98","723,822,522.02","792,650,930.11","924,507,229.90","746,115,291.93","800,303,484.43","1,095,490,300.62"
其他应付款,"3,310,189.78","2,204,366.96","2,292,959.37","1,056,238.92","1,464,830.39","9,243,950.78","7,189,698.11","4,205,582.45","3,864,910.92","145,348,108.57","137,386,196.46","159,744,640.90"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,"661,813.63",,,,,,,,,,,
其他流动资产,"88,378.90",,,"4,497,056.07","6,189,288.05","36,935,244.98","1,622,998.76","7,995,232.48","8,069,824.59","159,249,039.65","63,094,362.42","26,514,033.45"
其他流动负债,,,,,,,,,,,,
流动资产合计,"639,729,971.77","1,139,562,349.65","1,006,274,308.13","1,218,676,596.83","1,482,526,380.25","1,908,519,573.46","2,061,049,419.01","2,187,842,891.23","2,802,164,650.91","2,741,261,099.65","2,761,577,539.22","3,260,328,420.47"
流动负债合计,"574,643,546.43","980,624,733.72","844,106,385.92","1,056,818,370.53","1,303,699,836.76","1,683,764,928.36","1,455,120,864.02","1,584,464,518.65","2,030,696,308.75","2,122,753,386.26","2,250,585,361.85","2,796,677,303.14"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"45,227,730.05","63,718,052.08","163,969,513.69","189,371,104.06","190,229,344.40","209,336,749.19","213,657,025.87","211,125,223.31","207,168,608.24","230,239,547.26","228,738,996.95","241,623,509.40"
递延所得税负债,,,"569,425.31","597,164.09","479,072.52","713,012.79","666,875.19","641,225.79","576,831.48","914,378.25","855,171.72","1,328,177.17"
在建工程,"16,741,458.82","44,331,175.13","22,994,138.22",,,"145,000.00","1,115,150.31","8,044,245.07","29,783,608.91","37,987,389.56","81,812,272.69","96,581,662.20"
其他非流动负债,,,,,,,,,"2,715,494.63",,,
工程物资,,,,,,,,,,,,
非流动负债合计,,"3,091,666.65","4,863,376.30","4,644,398.59","4,404,346.94","4,484,867.63","4,307,415.04","3,479,243.03","3,292,326.11","8,507,350.27","6,325,621.13","8,176,103.97"
固定资产清理,,,,,,,,,,,,
负债合计,"574,643,546.43","983,716,400.37","848,969,762.22","1,061,462,769.12","1,308,104,183.70","1,688,249,795.99","1,459,428,279.06","1,587,943,761.68","2,033,988,634.86","2,131,260,736.53","2,256,910,982.98","2,804,853,407.11"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"11,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","96,000,000.00","96,000,000.00","201,347,968.00","201,347,968.00","201,347,968.00","202,787,968.00"
油气资产,,,,,,,,,,,,
资本公积,"10,209.70","122,232,078.31","122,232,078.31","122,232,078.31","122,232,078.31","122,232,078.31","444,019,151.64","444,019,151.64","502,587,802.52","517,558,160.86","517,558,160.86","534,362,960.86"
无形资产,"6,055,537.67","6,829,054.69","6,883,728.63","6,732,486.51","6,656,865.45","6,859,250.09","6,794,569.21","7,078,392.64","6,985,976.74","7,379,552.91","7,673,124.52","8,391,624.91"
盈余公积,"5,746,745.06","6,887,446.13","13,626,760.57","13,626,760.57","13,626,760.57","17,240,852.93","17,240,852.93","17,240,852.93","17,240,852.93","27,971,124.60","27,971,124.60","27,971,124.60"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,"132,547,075.94","132,547,075.94","151,705,940.42"
商誉,,,,,,,,,,,,
