科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"151,089,184.64","150,967,519.18","176,915,468.33","95,997,315.58","146,711,515.58","191,747,824.56","80,738,186.84","129,821,867.42","185,873,800.43","246,627,794.60","88,749,680.29","142,946,231.11","205,872,931.28","267,694,961.07","91,149,115.37","150,809,836.61","222,833,315.87","274,868,867.96","101,011,857.20","160,778,430.70","229,613,440.35","284,571,135.36","100,982,147.18","157,226,662.43","224,041,898.35","270,163,921.86","95,546,036.59","150,003,726.66","214,255,156.60","268,978,460.35","105,783,045.20","166,666,530.30","228,315,928.14","273,524,472.25"
取得借款收到的现金,"117,965,000.00","485,000,000.00","87,242,300.00","123,702,179.70","142,564,466.84","131,333,218.70","20,000,000.00","20,000,000.00","40,000,000.00","143,862,052.74","340,000,000.00","502,000,000.00","853,872,380.00","873,484,300.00","152,000,000.00","160,000,000.00","212,654,288.00","366,929,983.99","56,912,600.00","75,312,600.00","110,512,600.00","201,912,600.00","103,000,000.00","265,000,000.00","265,090,000.00","265,000,000.00","121,000.00","161,000.00","171,572.00","150,000,000.00","142,000.00","142,000.00","164,792,000.00","400,000,000.00"
支付的各项税费,"137,880,109.51","122,600,797.44","174,254,086.99","133,701,774.78","199,296,912.86","235,444,919.03","50,690,014.86","120,540,478.64","175,849,211.47","227,611,527.88","62,990,984.12","150,794,237.64","214,201,035.33","267,694,682.50","77,086,440.08","174,908,248.73","251,246,521.25","299,634,629.24","76,735,838.60","125,357,672.57","178,955,549.91","223,618,400.50","35,585,811.62","84,957,917.51","153,746,139.84","180,149,957.24","42,122,050.77","118,098,231.09","180,931,332.09","213,467,165.59","91,325,002.37","181,127,382.49","273,283,149.81","309,739,693.44"
收到其他与筹资活动有关的现金,"38,600,000.00",,,,"3,702,179.70",,,,,,,,,,"10,000,000.00",,"15,000,000.00","10,000,000.00",,,,,"13,400,000.00","13,400,000.00","13,400,000.00",,"1,386,000.00","1,386,000.00","3,686,000.00",,,"50,000.00","2,845,000.00",
支付其他与经营活动有关的现金,"107,506,978.45","144,001,071.43","190,738,092.75","100,708,983.47","219,282,707.97","224,129,685.08","66,128,947.66","136,723,912.24","225,626,142.54","225,287,428.99","55,722,477.31","123,144,225.56","299,053,230.30","282,174,533.94","63,433,736.79","158,726,011.59","246,140,588.86","230,229,990.16","64,672,162.52","133,576,195.96","201,854,594.32","197,446,889.72","64,145,962.61","93,576,263.17","152,616,291.71","177,363,942.53","39,681,910.46","92,189,320.13","126,816,650.39","168,971,311.84","47,508,940.49","112,664,554.24","237,645,644.35","182,270,942.81"
筹资活动现金流入小计,"156,765,000.00","485,000,000.00","87,992,300.00","123,702,179.70","146,266,646.54","132,133,218.70","1,059,350,000.00","1,114,145,155.00","1,134,145,155.00","1,238,007,207.74","340,000,000.00","502,000,000.00","859,122,380.00","1,172,006,800.00","162,000,000.00","160,000,000.00","227,654,288.00","376,929,983.99","56,912,600.00","75,312,600.00","111,012,600.00","204,500,600.00","116,400,000.00","278,900,000.00","278,990,000.00","265,700,000.00","103,049,050.00","103,089,050.00","105,399,622.00","251,540,050.00","142,000.00","192,000.00","167,637,000.00","400,000,000.00"
经营活动现金流出小计,"1,936,580,683.29","2,329,289,584.38","2,059,906,963.66","1,091,197,272.71","1,728,520,804.15","2,366,100,131.58","619,562,440.32","1,330,323,343.94","2,071,217,493.11","3,465,325,497.01","2,675,466,083.33","5,820,411,239.96","9,027,002,254.05","11,491,190,997.52","1,653,205,546.96","2,676,056,171.29","3,921,467,210.99","4,698,996,790.15","772,959,518.67","1,469,174,916.57","2,093,992,748.51","2,724,234,909.82","639,066,682.99","1,233,644,956.54","1,710,095,405.09","2,229,571,434.80","534,747,595.57","1,099,724,393.98","1,679,836,794.84","2,259,593,415.56","680,917,311.48","1,335,336,851.57","2,117,543,556.53","2,656,133,491.29"
偿还债务支付的现金,"47,000,000.00","420,000,000.00","200,000,000.00","3,702,179.70","37,242,300.00","123,614,471.54","78,031,572.16","88,120,134.40","88,120,134.40","81,982,187.14","5,000,000.00","80,000,000.00","295,000,000.00","503,500,000.00","253,986,112.00","316,986,112.00","320,778,984.00","729,492,247.99","48,787,936.00","176,407,936.00","383,160,105.00","407,723,712.00","8,941,775.00","12,441,775.00","16,850,392.00","124,640,475.66","108,991,072.00","112,491,072.00","184,101,790.00","284,881,915.79","4,772,868.00","12,772,868.00","17,071,222.30","247,050,841.42"
经营活动产生的现金流量净额,"132,100,285.82","255,377,944.42","385,917,399.43","53,968,982.66","151,362,405.41","198,479,044.67","-54,247,960.95","-152,380,570.81","-224,197,399.92","-284,048,504.61","-433,548,761.29","-619,346,883.24","-621,396,355.36","-519,938,266.39","73,890,474.25","150,313,007.62","183,368,592.71","398,410,718.57","-319,439,578.19","-121,731,292.46","66,144,255.43","416,325,600.44","-81,779,557.69","4,084,338.77","177,527,140.07","384,658,914.20","162,364,982.16","391,580,722.99","409,666,869.31","674,284,112.28","-142,981,571.86","103,003,957.68","250,663,822.08","531,582,437.67"
分配股利、利润或偿还利息支付的现金,"35,212,045.33","30,624,603.14","65,450,079.65","109,027,177.25","114,537,520.59","117,991,600.71","655,240.51","192,936,924.08","197,336,862.00","198,181,398.27","3,547,377.31","165,928,884.14","181,639,926.74","198,148,143.82","4,964,539.85","149,654,268.04","177,734,288.57","201,994,436.56","8,951,507.40","74,408,769.95","97,453,532.86","101,468,452.06","3,466,302.98","67,780,821.19","91,877,217.58","96,819,562.80","3,332,406.01","66,782,453.87","70,561,739.24","85,607,900.02","41,838,968.57","140,038,708.87","158,328,775.12","163,943,739.90"
收回投资收到的现金,"9,245,401.31",,"223,199,617.35","7,400,000.00","137,400,000.00","458,750,240.00","590,000,000.00","1,298,000,000.00","1,428,582,336.39","1,418,000,000.00",,,,,,"475,000,000.00","649,000,000.00","901,000,000.00","218,000,000.00","400,000,000.00","968,000,000.00","2,207,000,000.00","1,046,000,000.00","1,962,806,576.42","2,639,454,576.42","3,105,094,576.43","900,000,000.00","2,284,600,000.00","3,500,100,000.00","4,663,402,531.50","749,119,610.92","1,281,139,610.92","2,424,139,610.92","2,963,860,000.00"
支付其他与筹资活动有关的现金,"42,965,000.00","2,149,479.27",,,"3,702,179.70",,,,,,"383,000.00","683,000.00","683,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,"4,698,579.59","5,009,783.34","4,991,870.00"
取得投资收益收到的现金,"3,476,796.97","733,503.12","997,632.31","4,508,072.20","7,782,505.06","2,868,825.90","599,725.89","8,661,695.20","9,388,674.66","9,911,853.66","135,513.56","1,930,500.00","1,930,500.00","1,930,500.00",,"4,008,269.88","4,890,456.04","6,415,264.72","1,293,269.41","3,242,939.62","7,677,775.61","15,356,200.80","7,123,671.45","14,742,957.14","22,239,608.52","42,533,187.91","16,901,842.75","36,398,883.84","53,858,949.12","70,527,501.02","14,274,796.96","20,758,674.34","33,115,778.40","52,224,976.19"
筹资活动现金流出小计,"125,177,045.33","452,774,082.41","265,450,079.65","112,729,356.95","155,482,000.29","241,606,072.25","78,686,812.67","281,057,058.48","285,456,996.40","280,163,585.41","8,930,377.31","246,611,884.14","477,322,926.74","711,648,143.82","258,950,651.85","466,640,380.04","498,513,272.57","931,486,684.55","57,739,443.40","250,816,705.95","480,613,637.86","509,192,164.06","12,408,077.98","80,222,596.19","108,727,609.58","221,460,038.46","112,323,478.01","179,273,525.87","254,663,529.24","370,489,815.81","46,611,836.57","157,510,156.46","180,409,780.76","415,986,451.32"
处置固定资产、无形资产和其他长期资产收回的现金净额,"264,061.36","4,031,765.39","5,816,933.82","1,776,428.05","146,276,228.05","146,494,414.23","22,482.00","64,008.38","64,008.38","439,731.73",650.00,800.00,"1,094,840.00","1,322,641.80","450,000.00","723,253.76","876,319.70","813,354.48","17,100.00","228,400.00","243,900.00","821,349.87","11,724.70","333,024.70","333,024.70","537,293.88","4,780.00","664,780.00","692,280.00","1,187,929.02","20,800.00","75,775.00","75,775.00","256,775.00"
筹资活动产生的现金流量净额,"31,587,954.67","32,225,917.59","-177,457,779.65","10,972,822.75","-9,215,353.75","-109,472,853.55","980,663,187.33","833,088,096.52","848,688,158.60","957,843,622.33","331,069,622.69","255,388,115.86","381,799,453.26","460,358,656.18","-96,950,651.85","-306,640,380.04","-270,858,984.57","-554,556,700.56","-826,843.40","-175,504,105.95","-369,601,037.86","-304,691,564.06","103,991,922.02","198,677,403.81","170,262,390.42","44,239,961.54","-9,274,428.01","-76,184,475.87","-149,263,907.24","-118,949,765.81","-46,469,836.57","-157,318,156.46","-12,772,780.76","-15,986,451.32"
处置子公司及其他营业单位收到的现金净额,,"37,929,877.34","5,398.37",,,,,,,,,,,,,,,"4,213,230.68",,559.87,559.87,559.87,,,,,,,"21,802,531.50",,,"1,886,498.05","2,584,148.30",
四、汇率变动对现金的影响,"-844,465.10","-810,687.48","633,649.67","-85,779.35",,"-1,033,004.28",,"2,725,885.73","2,542,255.50","3,390,027.17","-451,053.39","-173,956.69","-162,146.12","-1,020,667.57","-67,131.18","-888,481.58","-1,776,377.08","-2,926,718.17","-2,849,355.13","2,781,407.36","28,995,657.96","703,057.56","-806,930.80","1,432,660.93","4,308,480.59","3,851,378.09","-2,657,361.83","1,922,828.04","-808,561.71","-1,046,754.21","-920,562.57","-3,420,601.80","-8,857,434.55","-9,747,999.80"
收到其他与投资活动有关的现金,,,"90,527,952.54",,,,,,,,,,,"19,989,338.63","214,733,877.26","222,051,119.86","205,731,280.00","486,865,572.44",,"487,400,990.00","537,400,990.00","525,931,276.03",,,"154,048.45","95,981,346.29","32,000,050.00",,,"24,915,088.41","9,476,014.92","28,362,376.85","28,362,376.85","16,263,218.92"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"12,986,259.64","42,695,145.85","320,547,534.39","13,684,500.25","291,458,733.11","608,113,480.13","590,622,207.89","1,306,725,703.58","1,438,035,019.43","1,428,351,585.39","136,163.56","1,931,300.00","3,025,340.00","23,242,480.43","215,183,877.26","701,782,643.50","860,498,055.74","1,399,307,422.32","219,310,369.41","890,872,889.49","1,513,323,225.48","2,749,109,386.57","1,053,135,396.15","1,977,882,558.26","2,662,181,258.09","3,244,146,404.51","948,906,672.75","2,321,663,663.84","3,576,453,760.62","4,760,033,049.95","772,891,222.80","1,332,222,935.16","2,488,277,689.47","3,032,604,970.11"
五、现金及现金等价物净增加额,"76,330,439.62","-88,996,778.04","124,472,687.84","-135,121,761.57","-17,531,711.52","8,594,464.74","684,613,367.68","452,519,350.48","313,314,046.97","285,884,389.93","-155,144,768.47","-464,638,193.88","-384,477,874.68","-251,282,138.92","82,935,523.08","-166,078,359.49","-277,497,570.18","113,950,135.57","-449,954,317.39","102,733,858.84","-359,229,234.91","-282,928,921.15","-53,183,978.06","-45,681,599.29","-258,552,326.32","-178,955,098.26","95,918,321.31","207,619,126.91","15,332,675.38","602,621,005.78","-354,223,898.25","-372,345,531.31","-211,913,412.40","-357,149,045.98"
购建固定资产、无形资产和其他长期资产支付的现金,"66,725,234.97","220,803,624.07","169,846,704.40","61,347,758.88","97,472,727.29","143,027,433.23","42,424,066.59","85,910,852.07","198,141,366.01","267,888,603.84","52,350,740.04","97,209,269.81","142,296,666.46","213,924,340.57","69,121,045.40","101,645,148.99","138,592,456.98","175,284,586.59","38,148,910.08","55,685,039.60","73,183,635.92","209,159,556.00","40,314,807.75","65,023,984.87","86,705,859.94","114,065,721.05","30,321,543.76","47,763,612.09","61,077,985.60","94,838,486.84","33,214,027.88","38,118,238.05","64,725,099.70","140,240,027.14"
期初现金及现金等价物余额,"584,068,384.05","660,398,823.67","571,402,045.63","695,874,733.47","714,866,884.35","695,874,733.47","704,469,198.21","704,469,198.21","706,707,940.07","704,469,198.21","990,353,588.14","990,353,588.14","990,353,588.14","990,353,588.14","739,071,449.22","739,071,449.22","739,071,449.22","739,071,449.22","853,021,584.79","853,021,584.79","853,021,584.79","860,269,469.14","577,340,547.99","577,340,547.99","577,340,547.99","577,340,547.99","398,385,449.73","398,385,449.73","398,385,449.73","398,385,449.73","1,001,279,757.62","1,001,006,455.51","1,001,006,455.51","1,001,006,455.51"
投资支付的现金,"2,908,713.55","9,349,760.10","235,321,411.60","152,314,529.00","240,550,240.00","544,464,769.00","790,000,000.00","1,451,728,912.47","1,420,185,112.47","1,549,543,800.00",,"5,227,500.00","5,227,500.00",1.00,"40,000,000.00","609,000,000.00","908,000,000.00","951,000,000.00","308,000,000.00","438,000,000.00","1,520,000,000.00","2,853,367,489.66","1,087,409,999.99","2,162,734,576.19","3,185,834,576.20","3,729,206,035.55","956,100,000.00","2,383,600,000.00","3,759,637,500.00","4,553,850,000.00","833,000,000.00","1,501,938,000.00","2,757,722,181.10","3,683,082,375.50"
期末现金及现金等价物余额,"660,398,823.67","571,402,045.63","695,874,733.47","560,752,971.90","697,335,172.83","704,469,198.21","1,389,082,565.89","1,156,988,548.69","1,020,021,987.04","990,353,588.14","835,208,819.67","525,715,394.26","605,875,713.46","739,071,449.22","822,006,972.30","572,993,089.73","461,573,879.04","853,021,584.79","403,067,267.40","955,755,443.63","493,792,349.88","577,340,547.99","524,156,569.93","531,658,948.70","318,788,221.67","398,385,449.73","494,303,771.04","606,004,576.64","413,718,125.11","1,001,006,455.51","647,055,859.37","628,660,924.20","789,093,043.11","643,857,409.53"
