科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"2,000,938,579.04","2,524,501,540.07","2,392,026,591.91","1,098,551,038.97","1,811,331,994.21","2,494,683,607.24","511,334,397.57","1,102,802,017.49","1,733,778,578.37","3,076,762,405.55","2,206,989,444.22","5,135,314,829.03","8,190,866,639.61","10,837,257,828.87","1,685,542,881.08","2,739,036,210.35","3,975,152,817.28","4,871,214,795.84","414,500,793.84","1,245,813,497.91","2,033,852,587.10","2,936,570,023.36","510,880,235.37","1,176,335,617.43","1,717,309,018.83","2,414,542,805.66","678,117,834.91","1,434,937,102.61","1,984,244,251.74","2,755,311,464.38","491,591,902.11","1,366,225,201.72","2,175,691,481.09","3,072,070,196.39"
取得子公司及其他营业单位支付的现金净额,"29,753,000.00","187,750,151.00",,,"113,114,529.00",,,,"133,427,508.16","2,219,936.51",,,,,,,,,,,"100,000.00",,,,"291,159.35",,,,,"8,645,331.42","65,000,000.00","78,529,200.00","78,529,200.00",
收到的税费返还,"4,117,655.16","19,595,130.28","16,515,027.63","15,503,032.03","15,523,869.80","18,898,655.45","12,046,335.86","12,393,248.10","12,882,952.56","14,108,570.58","3,784,843.85","3,825,148.28","4,003,229.79","6,911,599.06","3,279,329.85","3,729,329.85","9,163,663.61","13,158,454.35","7,739,417.97","24,136,596.77","30,368,799.59","34,914,368.86","1,336,733.79","6,579,100.09","7,978,299.69","20,804,412.89","6,830,763.02","14,871,588.03","29,060,708.34","41,875,719.37","2,473,031.30","3,786,171.22","13,535,321.72","19,848,758.74"
支付其他与投资活动有关的现金,"112,646.89","581,563.25",,,,,,,,,,,"220,000.00",,,,"2,136,400.00",,,,"4,807,700.00","81,848,356.00",,,,"12,580,000.00","17,000,000.00",,,"54,365,818.17","5,529,122.17","28,248,227.84","28,248,227.84","72,279,600.00"
收到其他与经营活动有关的现金,"63,624,734.91","40,570,858.45","37,282,743.55","31,112,184.37","53,027,345.55","50,996,913.56","41,933,745.94","62,747,507.54","100,358,562.26","90,406,016.27","31,143,033.97","61,924,379.41","210,736,029.29","127,083,303.20","38,273,810.28","83,603,638.71","120,519,322.81","213,034,258.53","31,279,728.67","77,493,529.43","95,915,617.25","169,076,118.04","45,070,156.14","54,814,577.79","162,335,226.64","178,883,130.45","12,163,979.80","41,496,426.33","76,198,704.07","136,690,344.09","43,870,806.21","68,329,436.31","178,980,575.80","95,796,973.83"
投资活动现金流出小计,"99,499,595.41","418,485,098.42","405,168,116.00","213,662,287.88","451,137,496.29","687,492,202.23","832,424,066.59","1,537,639,764.54","1,751,753,986.64","1,819,652,340.35","52,350,740.04","102,436,769.81","147,744,166.46","213,924,341.57","109,121,045.40","710,645,148.99","1,048,728,856.98","1,126,284,586.59","346,148,910.08","493,685,039.60","1,598,091,335.92","3,144,375,401.66","1,127,724,807.74","2,227,758,561.06","3,272,831,595.49","3,855,851,756.60","1,003,421,543.76","2,431,363,612.09","3,820,715,485.60","4,711,699,636.43","936,743,150.05","1,646,833,665.89","2,929,224,708.64","3,895,602,002.64"
经营活动现金流入小计,"2,068,680,969.11","2,584,667,528.80","2,445,824,363.09","1,145,166,255.37","1,879,883,209.56","2,564,579,176.25","565,314,479.37","1,177,942,773.13","1,847,020,093.19","3,181,276,992.40","2,241,917,322.04","5,201,064,356.72","8,405,605,898.69","10,971,252,731.13","1,727,096,021.21","2,826,369,178.91","4,104,835,803.70","5,097,407,508.72","453,519,940.48","1,347,443,624.11","2,160,137,003.94","3,140,560,510.26","557,287,125.30","1,237,729,295.31","1,887,622,545.16","2,614,230,349.00","697,112,577.73","1,491,305,116.97","2,089,503,664.15","2,933,877,527.84","537,935,739.62","1,438,340,809.25","2,368,207,378.61","3,187,715,928.96"
投资活动产生的现金流量净额,"-86,513,335.77","-375,789,952.57","-84,620,581.61","-199,977,787.63","-159,678,763.18","-79,378,722.10","-241,801,858.70","-230,914,060.96","-313,718,967.21","-391,300,754.96","-52,214,576.48","-100,505,469.81","-144,718,826.46","-190,681,861.14","106,062,831.86","-8,862,505.49","-188,230,801.24","273,022,835.73","-126,838,540.67","397,187,849.89","-84,768,110.44","-395,266,015.09","-74,589,411.59","-249,876,002.80","-610,650,337.40","-611,705,352.09","-54,514,871.01","-109,699,948.25","-244,261,724.98","48,333,413.52","-163,851,927.25","-314,610,730.73","-440,947,019.17","-862,997,032.53"
购买商品、接受劳务支付的现金,"1,540,104,410.69","1,911,720,196.33","1,517,999,315.59","760,789,198.88","1,163,229,667.74","1,714,777,702.91","422,005,290.96","943,237,085.64","1,483,868,338.67","2,765,798,745.54","2,468,002,941.61","5,403,526,545.65","8,307,875,057.14","10,673,626,820.01","1,421,536,254.72","2,191,612,074.36","3,201,246,785.01","3,894,263,302.79","530,539,660.35","1,049,462,617.34","1,483,569,163.93","2,018,598,484.24","438,352,761.58","897,884,113.43","1,179,691,075.19","1,601,893,613.17","357,397,597.75","739,433,116.10","1,157,833,655.76","1,608,176,477.78","436,300,323.42","874,878,384.54","1,378,298,834.23","1,890,598,382.79"
吸收投资收到的现金,"200,000.00",,"750,000.00",,,"800,000.00","1,039,350,000.00","1,094,145,155.00","1,094,145,155.00","1,094,145,155.00",,,"5,250,000.00","22,500.00",,,,,,,"500,000.00","2,588,000.00",,"500,000.00","500,000.00","700,000.00","101,542,050.00","101,542,050.00","101,542,050.00","101,540,050.00",,,,
