科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"307,141,646.08","508,859,221.72","632,670,207.09","329,087,840.55","535,365,683.34","817,452,155.20","393,514,746.09","641,558,368.93","953,490,619.42","1,212,966,033.27","305,803,625.77","653,553,140.16","1,075,880,149.21","1,450,460,042.09","501,178,733.30","862,552,638.97","1,275,709,463.96","1,916,244,213.07","564,936,011.31","1,278,169,389.40","2,009,454,555.05","2,695,064,197.72","623,666,857.61","1,235,634,056.48","1,729,440,088.23","2,507,421,231.83","567,163,830.88","1,235,560,833.01","1,808,305,982.01","2,633,986,449.84","533,619,230.63","1,170,609,415.11","1,652,698,064.54"
取得子公司及其他营业单位支付的现金净额,,,"24,293,300.00",,,,,,"50,976,478.19","82,766,404.00",,"695,280.76","42,746,573.43","46,212,929.70","19,367,747.46","18,611,747.46","18,611,747.46","18,611,747.46",,"-43,238.96",,"-43,238.96",,,"413,490,000.00","-17,720,399.58",,,,,,,
收到的税费返还,"2,428,977.20","343,054.35",,,"1,785,416.80","5,532,900.17","2,785,173.44","6,875,512.91","10,100,226.54","20,037,192.06","6,470,253.42","11,339,996.75","23,425,591.53","64,553,858.83","33,922,045.16","57,683,001.48","81,389,500.92","87,945,257.04","3,734,329.71","16,962,097.42","24,171,089.74","26,487,396.81",,"10,195,091.15","17,268,848.30","20,961,068.14","6,165,522.76","6,442,975.29","22,322,557.46","27,296,906.97","10,235,428.33","17,034,687.73","18,701,973.28"
支付其他与投资活动有关的现金,,,,,,,,"1,549,738,267.44","1,280,121,932.56","889,062,793.39",,"11,040,476.39","85,410.00","130,000,000.00",,"8,864,640.71",,"59,382.08","9,321,471.70","30,329.45","9,074,274.86","61,092.64","39,888.93","250,232,873.04","50,092,440.31","114,717.29","44,040.00","61,941.51","79,968.55","2,255,000,000.00",,,
收到其他与经营活动有关的现金,,"5,781,145.53","12,178,569.50","5,186,119.46","27,058,553.40","27,964,989.06","14,945,231.84","19,226,974.15","52,445,220.29","57,976,479.23","297,372.41","3,163,361.81","15,191,362.04","69,735,321.00","5,358,970.47","8,388,235.81","16,793,980.95","21,297,537.22","4,562,259.05","5,223,573.96","86,866,471.82","84,313,142.07","2,925,523.53","9,529,642.44","11,917,416.02","24,290,821.55","1,473,082.96","9,206,306.79","18,668,481.21","123,072,695.51","20,914,513.12","22,111,744.33","25,264,143.58"
投资活动现金流出小计,"27,448,446.14","54,098,976.12","119,984,336.14","31,189,909.04","99,868,506.72","132,818,359.35","41,306,025.12","1,673,248,258.30","1,591,814,392.12","1,383,369,422.65","129,906,088.56","326,252,162.24","441,010,582.07","709,215,163.06","68,139,478.87","111,151,546.40","136,342,175.78","163,917,527.27","52,635,264.15","137,845,817.31","574,468,398.02","716,188,398.01","149,351,442.14","492,677,129.83","807,060,981.54","1,150,051,103.00","136,791,192.66","170,868,970.71","214,921,096.50","2,679,222,883.72","36,027,787.17","79,963,208.96","105,754,762.43"
经营活动现金流入小计,"309,570,623.28","514,983,421.60","644,848,776.59","334,273,960.01","564,209,653.54","850,950,044.43","411,245,151.37","667,660,855.99","1,016,036,066.25","1,290,979,704.56","312,571,251.60","668,056,498.72","1,114,497,102.78","1,584,749,221.92","540,459,748.93","928,623,876.26","1,373,892,945.83","2,025,487,007.33","573,232,600.07","1,300,355,060.78","2,120,492,116.61","2,805,864,736.60","626,592,381.14","1,255,358,790.07","1,758,626,352.55","2,552,673,121.52","574,802,436.60","1,251,210,115.09","1,849,297,020.68","2,784,356,052.32","564,769,172.08","1,209,755,847.17","1,696,664,181.40"
投资活动产生的现金流量净额,"-26,469,952.80","-44,241,085.79","-106,622,937.09","-31,066,319.36","-99,137,744.54","-129,118,110.76","-38,375,086.26","-1,660,980,837.38","-1,574,533,834.85","-1,350,348,504.27","-120,943,112.93","-87,863,183.57","-52,702,494.79","-310,443,137.25","576,994,630.64","164,243,285.25","172,193,486.13","150,190,024.87","-32,884,667.17","-81,926,250.73","-259,363,931.87","-267,226,707.13","-145,837,640.85","-428,527,832.78","-715,704,261.39","-1,082,860,971.74","-136,112,785.28","-168,048,105.52","-207,720,543.42","-2,666,313,642.97","-33,262,554.27","419,548,315.93","394,743,894.82"
购买商品、接受劳务支付的现金,"191,680,369.59","288,290,440.05","303,170,710.24","166,897,278.94","296,148,654.49","379,029,274.64","185,207,004.45","332,483,834.03","539,446,731.53","757,883,525.13","177,921,432.03","408,671,229.24","771,184,103.13","1,105,256,260.75","275,673,727.19","531,524,947.58","874,650,552.71","1,166,563,124.71","344,703,578.69","779,517,363.52","1,239,194,135.44","1,491,665,006.95","283,375,524.26","623,691,190.94","1,004,372,152.37","1,471,148,720.53","332,579,211.84","676,137,453.08","1,060,840,658.17","1,550,281,829.53","355,223,097.52","672,247,629.08","949,305,701.56"
吸收投资收到的现金,,"400,000.00","202,150,000.00",,,"1,875,680,000.00",,,,"30,000,000.00",,"4,800.00","4,800.00","9,600.00",,,,,"3,000,000.00","4,320,000.00","4,320,000.00","7,720,000.00",,,,,,,"3,461,449,923.78","3,461,449,923.78",,,
