科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"2,540,869.32","3,460,197.75","22,591,696.92","41,858,836.26","28,352,760.07","565,567,693.04","490,426,717.62","420,157,093.13","361,368,854.66","341,164,911.98","208,410,139.39","90,149,573.95","46,667,825.24","52,490,042.77","34,169,076.80","67,961,721.95","45,649,073.19","33,886,515.78","30,007,376.23","33,229,658.70","27,058,922.08","61,039,531.62","37,837,291.01","14,393,672.82","34,987,062.75","108,514,229.21","81,162,926.23","47,090,313.48","179,888,023.18","212,679,953.67","439,974,201.42","254,629,490.58","65,929,566.18","245,355,645.92","97,233,164.54","73,414,815.73"
短期借款,"32,500,000.00","35,120,000.00","45,000,000.00","45,000,000.00","50,000,000.00","25,000,000.00","15,000,000.00","10,000,000.00",,,,"30,000,000.00","49,000,000.00","70,000,000.00","100,000,000.00","83,000,000.00","80,000,000.00","78,000,000.00","90,000,000.00","135,000,000.00","155,000,000.00","115,000,000.00","101,000,000.00","91,000,000.00","91,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","185,000,000.00","20,000,000.00",,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"1,966,737.87","13,012,045.85","7,513,556.95","6,680,036.67","5,884,839.36","6,823,574.12","5,943,802.75","9,396,042.95","11,864,971.91","10,926,425.10","11,038,248.29","14,584,833.28","23,067,637.91","23,218,389.91","22,611,671.42","16,205,110.23","25,689,039.69","12,261,736.86","15,465,315.95","17,153,518.46","20,122,641.06","18,908,245.85","14,153,555.13","18,318,055.52","23,979,962.09","48,734,229.28","58,695,075.38","91,384,777.22","142,885,727.30","112,354,281.70","91,480,694.76","124,517,327.33","133,752,667.21","67,728,510.33","148,851,624.54","127,150,042.55"
应付账款,"2,874,046.99","12,239,251.80","18,599,124.17","11,098,685.09","13,225,208.72","13,544,219.32","14,073,822.10","19,441,491.76","15,545,344.95","17,557,542.37","19,195,838.57","22,386,986.42","26,406,384.89","45,605,597.52","40,386,911.44","42,703,293.16","52,203,857.78","105,448,909.92","95,035,769.97","91,658,799.59","83,271,242.10","93,571,691.42","69,385,821.44","68,081,794.58","59,093,931.18","40,861,446.67","29,232,240.70","43,031,075.20","48,425,972.22","36,537,642.79","12,658,607.49","180,692,943.24","85,241,813.37","40,020,743.31","48,089,847.29","40,457,131.57"
预付款项,"19,265,642.64","3,522,683.30","210,756.00","19,247,546.85","34,196,702.10","8,736,004.15","6,326,164.59","52,991,495.48","56,240,229.45","11,207,045.62","42,304,397.50","39,204,701.81","57,571,807.76","33,130,190.35","61,808,542.23","52,670,034.97","60,566,487.14","15,482,616.81","17,031,466.41","21,801,256.42","14,697,957.19","4,282,145.43","6,039,202.68","6,537,786.61","7,368,169.61","25,826,516.89","31,023,618.60","36,051,177.55","57,603,907.48","38,371,900.40","40,475,703.16","31,378,677.74","46,001,941.63","31,106,951.35","25,559,847.34","34,105,235.30"
预收款项,,"137,997.87","37,713.00","176,261.00","739,206.80","366,476.80","46,611.00","64,092.80","153,126.30","344,355.94","133,894.30","175,887.19","174,510.27","98,742.69","219,183.96","592,383.32","5,010,308.89","334,990.25","534,280.80","581,495.64","251,278.13","2,318,225.78","5,283,978.18","108,606.07","145,923.47","32,358,098.84","32,653,153.66","18,786,308.93","16,399,780.76","50,699,921.45","16,569,904.35","17,687,816.51","13,863,604.34","12,536,865.78","12,665,893.71","12,746,127.87"
