科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"582,820,680.69","799,553,924.09","1,003,006,169.43","1,185,428,650.17","1,232,251,058.68","2,071,601,674.92","1,863,966,875.14","2,315,130,200.12","2,342,218,723.80","2,210,727,437.48","2,570,932,506.32","1,853,599,630.81"
短期借款,,"22,399,999.88","8,521,745.97","61,716,320.97","46,647,564.00",,,,,"300,000,000.00","300,000,000.00","300,000,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"16,260,000.00","19,577,544.70","22,706,404.36","7,516,618.79","2,709,740.04","31,089,259.72","19,923,253.74","2,403,452.80","3,604,623.30","12,887,903.44","14,630,094.35","30,894,200.00"
应付票据,,,,,,,"10,800,000.00","10,800,000.00",,,,
应收账款,"348,473,756.99","538,056,045.98","512,836,732.05","607,982,522.02","580,461,678.88","644,696,966.50","692,197,341.62","859,840,721.18","927,700,449.37","1,215,498,280.04","1,060,341,920.21","1,146,333,752.17"
应付账款,"203,612,935.95","379,873,046.32","356,927,961.10","372,045,801.58","412,664,516.30","414,917,637.00","472,429,510.25","542,999,669.19","480,810,926.81","517,027,392.51","527,068,473.77","493,057,327.73"
预付款项,"7,920,371.83","9,551,626.29","14,837,169.43","18,825,898.28","41,358,104.64","18,762,733.44","23,823,210.05","24,402,864.75","40,879,137.09","23,929,057.58","23,565,022.58","24,285,854.30"
预收款项,"18,655,637.39","54,085,695.86","41,662,252.34","56,797,457.57","93,394,012.94","61,355,358.69","167,697,028.15","85,284,140.10","55,227,727.03","49,724,471.60","27,651,841.76","64,677,283.20"
其他应收款,"36,833,043.82","51,173,060.61","30,089,741.15","23,364,751.99","38,920,240.38","24,272,022.50","40,763,570.79","54,347,954.13","46,414,568.03","34,003,407.59","67,733,934.56","50,127,044.71"
应付职工薪酬,"30,117,988.60","39,318,079.36","36,790,190.86","34,485,388.14","21,331,397.15","55,754,283.83","25,273,070.83","40,171,504.84","45,158,111.98","91,384,692.02","55,427,424.93","57,853,984.80"
应收关联公司款,,,,,,,,,,,,
应交税费,"63,692,527.16","89,450,002.17","69,098,218.00","96,660,810.85","63,677,203.80","105,921,417.52","55,487,371.14","77,298,042.43","72,311,073.76","140,852,318.25","54,090,446.72","81,291,129.00"
应收利息,,,,"3,556,488.80","4,446,574.66","1,292,621.58","5,265,781.19","7,778,260.20","9,478,276.81","5,166,227.80","25,531,096.27","29,982,154.83"
应付利息,"113,316.89","170,874.60","109,395.74","133,739.20","159,956.54","765,861.94","272,169.73","905,004.86","122,966.91","488,860.62","466,120.89","430,543.92"
应收股利,"3,081,544.79","4,168,053.04","5,402,497.48","5,427,377.36","5,210,277.74","1,402,096.35","1,130,119.08","1,363,774.92","1,301,319.24","1,178,901.61","1,106,469.28","1,045,747.41"
应付股利,"25,030,826.92",,,,,,,"1,833,331.83","1,747,876.67","1,747,876.67","1,671,349.67",
存货,"178,512,269.21","277,099,801.34","279,609,293.68","349,964,178.45","428,636,613.81","362,502,153.19","441,648,964.05","461,361,230.35","438,577,335.93","347,579,092.79","414,107,323.37","404,474,220.96"
其他应付款,"27,993,002.84","45,642,816.20","53,752,173.50","62,863,879.33","69,123,324.22","87,705,173.82","58,870,946.14","238,070,241.96","221,063,953.10","243,840,124.12","249,194,816.08","181,353,971.68"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,"16,625,000.00","39,417,053.15","46,195,587.11","49,344,496.83","57,254,608.44","51,470,783.89","46,900,936.15","40,435,857.33","44,967,379.27","43,334,914.07","62,058,853.40"
其他流动资产,"12,244,164.52","20,201,407.54","9,779,670.31","13,703,183.85","11,317,957.61","1,504,380,041.89","1,816,412,428.25","1,296,609,794.39","1,213,341,643.95","1,883,429,545.72","1,387,599,085.03","1,451,657,011.86"
其他流动负债,"19,226,718.31","21,306,945.05","34,693,689.72","38,705,584.66","31,611,131.71","49,896,567.47","46,278,804.61","45,616,498.03","49,526,419.20","125,300,257.94","99,856,058.65","82,422,214.61"
流动资产合计,"1,186,145,831.85","1,719,381,463.59","1,878,267,677.89","2,215,769,669.71","2,345,312,246.44","4,659,999,570.09","4,905,131,543.91","5,023,238,252.84","5,023,516,077.52","5,734,399,854.05","5,565,547,451.97","4,992,399,617.05"
流动负债合计,"388,442,954.06","668,872,459.44","640,972,680.38","769,604,569.41","787,953,603.49","833,570,908.71","888,579,684.74","1,089,879,369.39","966,404,912.79","1,515,333,373.00","1,358,761,446.54","1,323,145,308.34"
可供出售金融资产,"814,710.00","814,710.00","814,710.00","814,710.00","814,710.00","814,710.00","814,710.00","814,710.00","814,710.00","814,710.00","814,710.00","603,329,778.47"
长期借款,"88,000,000.00","114,208,000.00","102,081,359.40","207,049,261.87","188,470,014.12","204,446,569.33","186,982,585.11","177,395,078.43","157,271,270.67","167,104,228.99","144,994,526.01","123,983,789.94"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,"1,822,435.92","1,882,924.65","1,835,272.53","2,865,811.06","1,841,306.84","1,126,948.70","1,743,541.92","1,674,793.16","1,449,360.08","1,335,337.62","1,247,112.71"
长期应付款,,,,,,,,,,,,
长期股权投资,"12,155,225.50","28,995,745.05","27,599,551.12","22,558,598.70","21,818,286.04","17,844,546.77","17,933,856.23","28,966,045.69","24,122,402.65","17,677,873.53","17,652,697.44","17,595,105.04"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,"8,262,993.55","18,503,246.40","13,241,917.73","13,241,917.73","42,029,823.16","42,957,941.21","42,677,538.98"
固定资产,"156,885,815.36","150,404,364.15","153,415,005.55","255,343,652.81","262,803,179.09","341,801,966.74","344,794,092.68","336,608,762.21","346,526,668.51","373,568,317.69","394,228,205.52","378,678,793.34"
递延所得税负债,,,,,,,,,,,,
在建工程,"24,299,911.56","76,109,728.28","122,845,219.79","85,388,749.98","90,066,855.74","41,532,642.85","57,242,166.75","73,569,092.40","73,630,709.32","80,947,846.35","97,444,561.82","100,986,352.52"
其他非流动负债,"1,010,878.06","2,126,241.07","5,547,073.56","10,647,053.56","12,434,949.56","13,466,001.17","15,868,279.27","16,807,374.21","16,538,270.39","17,931,946.29","16,520,518.49","14,671,685.04"
工程物资,,,,,,,,,,,,
非流动负债合计,"123,685,260.33","149,537,477.38","139,360,523.31","248,692,832.80","231,901,481.01","256,436,508.44","251,615,055.17","236,969,741.78","216,576,830.10","255,908,136.11","233,315,123.38","209,491,917.91"
固定资产清理,,,,,,,,,,,,
负债合计,"512,128,214.39","818,409,936.82","780,333,203.69","1,018,297,402.21","1,019,855,084.50","1,090,007,417.15","1,140,194,739.91","1,326,849,111.17","1,182,981,742.89","1,771,241,509.11","1,592,076,569.92","1,532,637,226.25"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","280,000,000.00","373,340,000.00","376,812,000.00","380,527,000.00","380,192,000.00","380,192,000.00","381,092,000.00","495,153,100.00"
油气资产,,,,,,,,,,,,
资本公积,"324,562,330.28","356,532,330.28","356,532,330.28","356,532,330.28","356,532,330.28","2,384,944,730.79","2,453,336,810.79","2,548,691,182.69","2,564,965,615.50","2,587,953,713.25","2,602,478,240.25","2,516,197,204.89"
无形资产,"141,722,967.98","143,002,976.09","130,815,546.00","160,708,025.62","159,870,294.41","160,655,903.09","160,343,245.17","161,230,336.81","162,252,633.69","168,762,157.63","166,872,732.87","164,626,742.15"
盈余公积,"78,854,278.55","108,023,906.17","158,210,962.13","158,210,962.13","158,210,962.13","202,325,500.75","202,325,500.75","202,325,500.75","202,325,500.75","230,972,768.23","230,972,768.23","230,972,768.23"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,"153,693,348.17","146,529,403.32","146,856,632.77","162,281,159.77","101,562,176.32"
商誉,,,,,,,,,,,,
未分配利润,"368,963,305.17","605,660,249.20","833,863,704.74","987,234,997.58","1,121,314,237.20","1,236,366,518.47","1,373,119,915.83","1,410,840,626.11","1,550,635,113.71","1,660,832,859.85","1,710,227,931.95","1,709,127,730.73"
长期待摊费用,"5,342,425.75","3,858,880.23","2,570,950.02","3,830,554.38","3,326,398.86","2,918,251.35","2,688,477.07","2,144,094.19","1,793,664.35","1,406,640.95","1,225,085.43","1,544,102.12"
少数股东权益,"4,455,348.21","8,440,564.30",,,,,"7,244,790.00","6,155,617.20","5,673,074.68","7,183,437.06","6,917,130.07","6,054,001.94"
