科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"36,120,146.12","29,247,834.24","35,327,501.15","421,880,784.25","396,849,193.93","354,565,261.34","326,445,011.51","305,884,689.22","187,782,726.01","176,813,927.71","138,114,731.33","107,823,269.21","123,911,480.12","85,015,018.86","310,451,902.67","241,212,445.90","140,105,218.66","487,837,534.28","460,333,715.02","479,083,754.41","434,440,204.16","377,423,518.59","341,433,389.15","150,654,712.46","146,803,022.05","229,084,149.09","257,205,469.14","222,694,466.56","818,999,510.54","302,297,172.23","281,569,079.48","195,676,499.48","183,060,613.74","261,188,878.43","244,872,515.22","370,518,493.10"
短期借款,"33,100,000.00","47,300,000.00","57,170,000.00","74,990,000.00","54,400,000.00","52,470,000.00","81,110,000.00","76,500,000.00","126,500,000.00","188,030,000.00","219,530,000.00","270,500,000.00","268,500,000.00","292,000,000.00","346,460,000.00","370,300,000.00","326,300,000.00","423,300,000.00","543,300,000.00","500,000,000.00","500,000,000.00","518,500,000.00","501,834,000.00","473,734,000.00","567,117,000.00","662,117,000.00","614,100,000.00","585,050,000.00","676,020,000.00","281,790,000.00","148,920,000.00","195,000,000.00","162,500,000.00","258,500,000.00","264,700,000.00","172,800,000.00"
交易性金融资产,"1,400,000.00","1,233,260.00","1,233,690.00","1,233,690.00","1,267,700.00","1,293,740.00","1,291,780.00","1,300,880.00","1,334,760.00","1,327,900.00","1,349,460.00","1,364,300.00",,,,,,,,,"1,100,000.00","4,550,000.00",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,838,677.00","5,020,808.23","8,881,493.89","1,638,202.36","2,938,299.01","3,514,222.20","6,060,425.00","11,633,176.90","9,809,649.82","7,181,313.60","4,152,467.45","15,452,750.75","13,595,079.64","14,004,331.96","14,245,137.55","11,377,691.96","24,972,977.98","14,298,480.21","18,213,828.44","12,390,829.77","20,485,928.85","6,784,326.48","14,893,531.69","6,154,813.30","21,557,361.69","30,084,181.18","12,570,418.57","30,889,771.95","49,717,872.06","36,468,788.27","26,928,233.95","16,927,493.24","7,297,811.71","12,452,657.43","12,997,126.60","5,379,481.74"
应付票据,"20,154,349.70","7,355,988.50","19,450,000.00","17,756,500.00","9,399,918.35","9,399,918.35","3,083,713.16","10,720,533.14","21,309,415.26","19,751,429.89","18,451,426.69","14,093,404.73","11,682,584.60","11,098,461.23","76,098,461.23","79,937,680.90","31,358,839.44","70,299,392.30","189,411,007.15","198,374,104.04","65,255,644.65","53,927,294.00","84,856,147.42","64,203,167.42","51,285,860.50","143,139,362.19","101,853,501.69","99,800,000.00","44,118,367.98","15,454,167.98","2,000,000.00","2,000,000.00",,,,"15,000,000.00"
应收账款,"45,075,820.50","59,772,225.27","67,864,379.81","73,642,595.90","71,966,372.11","90,669,752.23","93,194,554.88","97,405,451.24","94,031,844.21","126,412,606.03","133,276,308.08","120,183,804.57","118,322,860.47","148,156,807.97","160,657,943.68","146,871,869.23","139,444,222.11","173,336,481.25","183,405,649.23","185,033,659.97","169,005,400.80","166,225,022.21","155,028,178.65","191,922,919.42","213,635,314.93","233,369,533.93","239,329,523.18","233,741,044.09","249,169,060.47","262,185,290.79","215,705,696.20","211,154,205.27","259,106,602.89","264,561,859.30","280,518,218.25","320,350,282.61"
应付账款,"32,846,880.91","49,361,606.38","32,005,566.56","38,449,268.39","35,532,961.75","52,747,491.84","61,178,730.02","61,988,643.24","65,086,015.22","65,142,793.17","46,226,436.59","51,434,416.53","57,693,136.70","47,682,456.75","46,726,607.84","47,872,405.62","74,404,823.37","113,079,499.43","102,163,978.79","141,184,279.23","106,451,015.24","150,605,193.23","164,583,836.17","264,753,380.04","226,286,955.48","253,319,375.43","259,840,315.38","225,867,117.15","195,373,379.54","156,005,943.59","168,528,645.88","141,619,214.52","131,379,873.74","138,262,736.69","132,638,637.66","110,154,231.91"
预付款项,"12,363,541.80","15,567,189.47","16,320,051.84","20,066,040.08","18,343,395.36","34,519,185.40","43,766,952.71","36,229,922.07","42,020,732.59","72,809,560.32","88,237,251.30","83,895,815.97","66,874,439.77","69,589,010.79","87,288,650.91","116,042,714.20","151,681,729.68","203,607,173.05","141,021,492.36","181,914,811.76","97,199,690.25","114,467,759.12","90,659,583.67","84,267,900.10","45,228,125.48","54,354,378.70","29,251,036.86","44,134,043.20","37,201,270.22","53,215,117.19","62,314,345.52","64,348,586.77","68,404,627.50","72,168,760.10","63,839,572.00","47,297,602.78"
预收款项,"3,068,900.74","4,327,573.10","5,719,497.16","4,907,541.38","2,128,566.43","1,232,441.44","3,593,028.75","9,468,234.42","6,993,614.80","7,804,581.57","14,279,883.09","7,309,078.02","14,911,626.46","4,116,729.69","14,184,264.05","6,453,862.75","17,337,047.52","12,831,751.56","7,176,086.03","7,662,272.95","11,625,647.63","15,049,604.58","16,960,869.34","15,210,083.56","14,772,100.89","22,231,943.37","11,436,933.94","29,340,622.76","14,991,029.49","12,791,033.94","12,955,623.99","15,167,624.98","15,043,428.70","13,265,247.04","15,300,265.89","16,144,566.95"
