科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"11,968,572.78","35,474,598.08","48,469,382.03","49,138,028.26","35,754,829.08","85,329,307.09","558,753,994.37","502,785,418.71","476,237,774.02","512,032,765.68","477,553,753.43","436,734,883.64","414,155,397.78","466,355,449.44","419,906,488.53","379,028,346.83","374,586,309.25","465,521,923.37","401,629,196.12","356,366,245.30","340,543,672.48","390,823,382.38","306,131,927.73","392,180,192.41","389,028,779.16","632,222,426.01","363,628,041.66","340,423,977.29","292,890,840.01","413,647,077.25","231,404,699.81","376,780,231.21","270,710,656.88"
短期借款,,,,"5,000,000.00","5,000,000.00","5,000,000.00","8,933,480.00","11,656,740.00","16,885,034.00",,,,,,,,,,,,,,,,"61,000,000.00","71,012,778.62","41,004,187.02","40,000,000.00","10,000,000.00","68,000,000.00","67,002,418.26","123,355,720.77","138,074,355.89"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,"12,800,000.00","23,780,000.00","11,600,000.00","9,300,000.00","10,380,000.00","9,180,000.00","9,340,000.00","9,120,000.00","28,380,500.00","30,341,680.00","8,160,000.00","7,680,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"600,000.00","200,000.00",,"100,000.00","2,400,000.00","400,000.00","90,000.00","90,000.00","1,820,000.00","1,790,000.00","3,740,000.00","4,907,824.00","2,551,724.00","1,238,913.35","3,389,100.00","20,000.00","1,146,446.15","403,046.15",,"530,000.00","280,000.00","60,000.00","600,800.00","570,750.00","3,598,812.00","2,141,032.00","610,000.00","2,116,000.00","4,261,000.00","1,215,953.00","1,163,143.00","470,000.00"
应付票据,,,"28,064,799.23","18,416,050.73","23,184,941.33","56,268,236.56","33,793,804.87","51,403,756.51","35,839,514.37","32,006,237.63","24,135,896.69","33,052,169.72","29,446,015.64","35,841,856.57","24,951,492.73","37,951,956.84","48,426,524.21","26,492,040.33","25,870,613.98","41,798,294.37","38,634,038.32","27,264,007.46","44,159,876.42","54,547,826.61","39,510,362.79","30,090,465.07","35,457,019.74","37,027,251.98","21,744,341.99","34,615,460.56","37,601,348.59","36,738,325.30","39,705,325.92"
应收账款,"13,578,444.05","32,385,892.95","41,677,365.93","49,601,907.70","62,778,448.70","56,657,274.12","77,764,507.37","108,976,022.80","109,203,841.99","108,815,238.06","120,199,176.38","128,291,726.14","143,098,625.95","134,204,791.96","146,201,661.71","198,576,306.71","204,930,063.49","204,245,345.66","221,092,025.38","276,831,993.77","280,069,548.04","297,048,613.01","294,653,527.82","323,748,576.89","330,091,601.06","300,008,257.61","307,053,224.69","326,752,601.89","301,186,564.85","285,356,369.33","267,840,546.01","291,927,921.21","426,194,143.52"
应付账款,"17,421,523.36","49,586,577.89","24,672,790.82","33,629,839.70","26,220,681.14","31,624,852.87","33,399,959.02","33,564,323.62","28,090,881.03","35,560,760.41","30,073,790.53","33,877,758.25","26,793,283.90","39,966,662.92","31,255,216.17","47,015,691.53","24,560,979.69","45,421,781.17","57,188,996.32","61,015,466.21","57,327,697.64","74,912,940.07","83,897,742.31","68,527,698.14","51,501,348.55","45,739,741.74","45,824,871.92","64,326,359.66","68,234,363.65","81,422,657.51","101,465,591.60","98,279,156.61","87,877,030.98"
预付款项,"4,442,317.91","3,255,420.65","6,328,085.77","5,007,553.02","4,222,942.86","7,943,249.27","12,154,368.70","37,371,804.28","37,199,381.85","48,386,840.35","57,122,866.10","41,788,159.33","34,309,329.40","11,621,971.26","17,045,784.93","10,630,258.90","10,426,862.62","12,594,213.21","21,384,353.94","19,729,686.97","28,423,522.70","25,643,971.72","30,809,049.48","21,439,147.25","27,484,465.44","13,102,923.85","30,554,579.73","32,885,104.36","41,858,645.12","36,030,252.08","45,348,242.25","41,910,031.92","62,164,689.95"
预收款项,"9,944,192.97","3,555,264.18","8,404,373.64","3,975,306.94","2,219,217.88","3,921,244.09","9,340,696.16","10,461,990.29","14,531,310.66","14,499,776.61","19,012,121.16","12,475,355.81","13,521,325.22","9,851,205.77","17,132,419.08","10,944,822.20","21,461,822.96","6,999,447.03","13,561,332.62","10,245,435.61","19,955,367.91","21,233,661.34","21,091,041.14","19,027,220.49","22,078,098.01","28,892,160.96","26,584,731.86","23,280,995.22","30,426,847.64","27,890,960.29","22,559,998.36","15,783,436.08","51,294,888.45"
