科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"104,365,384.52","139,088,431.70","158,983,435.44","100,586,386.63","133,297,677.94","176,727,569.49","57,628,937.54","107,356,003.42","146,375,546.87","193,659,891.62","77,931,734.49","115,367,424.90","150,011,443.47","206,223,404.24","82,440,599.73","120,112,259.18","161,945,051.86","215,793,458.66","79,164,036.99","127,647,416.08","192,820,687.37","250,650,031.98","87,354,063.56","124,018,511.03","168,031,411.01","209,296,974.19","68,982,617.64","94,819,891.42","125,576,339.24","174,858,395.78","97,671,166.25","180,983,900.20","237,733,333.09","410,518,553.41","116,371,986.53","204,109,648.23"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"85,349,475.51","85,349,475.51","85,349,475.51","92,352,899.70",,,,,,,,,,,,,,"80,250,000.00","91,261,807.64",,,
收到的税费返还,,,"4,555,593.11",,"148,129.56",,,,"163,228.33",,"302,861.17","874,293.16","874,293.16","163,705.21",,"186,013.80","186,013.80","227,782.36",,"50,628.19","308,328.98","357,232.32",,,,"693,844.64","854,219.34","854,219.34","2,105,912.52","2,156,002.40","1,695.31","96,873.20","948,898.92","1,113,390.06","11,708.33","262,425.41"
支付其他与投资活动有关的现金,,,,,,,,,,,,,"80,000,000.00","80,000,000.00",,,"80,000,000.00","170,000,000.00","67,581.00","40,000,000.00",,,,"252,000,000.00","228,000,000.00","25,000,000.00","360,000,000.00","523,000,000.00","722,000,000.00",,"3,357,000.00","226,960,000.00","391,981,289.79","769,293,793.92","112,000,000.00","248,000,000.00"
收到其他与经营活动有关的现金,"1,578,265.28","897,709.65","13,955,956.53","829,427.95","6,052,470.38","2,564,395.91","879,027.62","6,525,160.60","6,792,240.21","4,914,041.59","1,616,390.62","6,593,168.85","9,409,784.97","15,275,821.88","12,965,119.80","17,797,681.22","24,676,184.26","16,004,525.78","9,141,407.15","13,407,383.76","15,207,480.85","12,450,819.06","2,549,232.60","10,813,044.45","28,588,857.67","16,005,194.82","9,659,878.68","11,397,280.30","14,820,959.03","19,851,464.43","70,507,683.58","63,075,393.28","110,205,623.16","312,343,979.91","29,750,994.89","64,396,019.35"
投资活动现金流出小计,"28,476,761.90","58,590,443.28","31,831,560.38","18,330,453.61","22,355,784.30","37,683,307.03","31,913,888.00","66,496,044.35","100,203,981.79","140,778,423.34","26,089,547.44","60,285,317.39","192,367,956.91","205,306,457.21","147,973,472.28","288,070,708.92","586,773,830.42","801,650,047.60","83,420,882.60","124,329,574.60","88,554,898.08","98,245,676.62","129,149,791.85","510,048,938.23","533,526,058.93","671,343,213.68","362,782,960.10","530,833,959.10","730,508,125.10","1,166,838,041.44","94,127,065.86","663,657,957.11","713,889,946.07","992,487,432.71","300,564,235.52","414,129,351.62"
经营活动现金流入小计,"105,943,649.80","139,986,141.35","177,494,985.08","101,415,814.58","139,498,277.88","179,291,965.40","58,507,965.16","113,881,164.02","153,331,015.41","198,573,933.21","79,850,986.28","122,834,886.91","160,295,521.60","221,662,931.33","95,405,719.53","138,095,954.20","186,807,249.92","232,025,766.80","88,305,444.14","141,105,428.03","208,336,497.20","263,458,083.36","89,903,296.16","134,831,555.48","196,620,268.68","225,996,013.65","79,496,715.66","107,071,391.06","142,503,210.79","196,865,862.61","168,180,545.14","244,156,166.68","348,887,855.17","723,975,923.38","146,134,689.75","268,768,092.99"
投资活动产生的现金流量净额,"16,578,846.29","-52,616,178.98","-4,759,375.44","-18,276,591.96","-22,284,630.50","-37,163,692.36","-30,191,718.75","-63,358,078.63","-95,639,982.80","-134,870,601.04","-25,473,220.52","-53,810,446.59","-185,163,692.84","-39,211,783.36","-144,335,121.94","-162,475,135.89","-161,895,854.83","-183,690,891.25","-12,070,456.82","123,841,671.80","162,616,348.32","173,172,197.47","-119,898,299.86","-500,822,458.38","-524,246,579.08","-512,368,496.44","-77,866,461.62","-73,422,638.70","-11,457,253.96","-137,263,182.11","229,185,061.39","8,321,917.16","143,037,659.44","143,391,446.93","2,497,327.39","69,670,812.27"
购买商品、接受劳务支付的现金,"89,744,221.40","80,396,852.65","148,486,371.12","75,381,145.12","109,209,223.18","151,453,468.97","80,222,273.38","114,608,691.35","139,393,571.32","207,271,477.78","36,161,133.86","73,328,755.20","92,843,670.92","116,369,341.07","19,112,585.69","63,072,538.39","112,014,391.67","137,590,373.54","51,235,303.66","85,762,013.80","130,837,060.71","158,525,418.93","11,434,450.07","25,440,316.86","33,993,635.66","40,207,228.88","5,701,681.14","11,219,011.37","17,086,759.59","32,181,889.11","29,986,563.62","82,396,392.94","94,445,062.96","163,956,423.68","51,239,986.50","120,782,803.41"
吸收投资收到的现金,,,"22,500,000.00",,,"589,695,000.00",,,,,,,,,,,,,,,,,"480,191,219.20","480,191,219.20","480,191,219.20","480,191,219.20",,,,,"4,470,000.00","87,426,315.00","2,880,000.00","171,858,066.00","1,450,000.00","3,825,000.00"
