科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"6,634,631.19","22,807,029.62","46,427,758.84","77,700,361.24","7,260,436.89","17,652,969.33","31,594,065.24","652,626,187.31","512,929,825.01","1,261,163,452.33","1,883,684,684.54","3,067,953,024.19","519,349,272.20","1,466,815,039.54","2,297,789,386.10","3,567,897,184.42","595,918,004.80","2,013,050,927.67","3,004,824,102.65","4,225,192,208.00","686,387,267.06","2,031,128,895.41","3,151,812,854.86","4,495,061,960.69","867,073,558.56","2,446,726,599.73","3,756,870,890.72","4,999,257,199.45","1,129,007,630.53","2,535,918,095.76","3,833,130,925.66","5,194,972,607.61","931,166,622.78","2,115,898,291.31","2,834,272,649.33","3,817,303,254.02","490,900,776.83","1,335,454,371.18","2,166,868,115.68","3,625,721,059.24","504,270,543.95","1,659,670,933.80","2,681,447,539.66","3,893,912,948.58","670,107,575.15"
二、营业利润,"-10,391,134.73","-24,939,380.85","-37,662,640.20","-57,158,314.80","-15,191,331.21","-12,181,601.47","-17,787,024.32","7,341,274.28","13,298,504.60","43,833,217.16","66,359,478.88","105,961,553.51","13,948,607.20","54,664,117.00","78,255,025.71","155,360,209.15","19,613,426.36","76,210,347.31","111,350,702.00","175,050,794.02","22,719,097.46","79,571,202.54","137,093,806.38","181,040,440.35","34,745,855.06","108,823,596.07","193,949,691.44","229,982,570.61","46,196,738.96","132,401,948.07","205,364,627.42","232,678,764.19","36,075,754.43","84,408,548.67","114,668,946.98","150,031,611.34","22,983,630.60","65,151,452.97","96,378,387.00","145,169,163.73","15,760,858.47","67,112,700.82","94,939,330.38","155,880,711.85","26,121,176.43"
减:营业成本,"4,128,173.10","14,568,080.44","36,090,204.01","55,264,953.08","4,841,671.55","11,862,349.21","21,768,502.38","558,506,969.44","480,215,794.15","1,156,793,233.97","1,717,758,844.68","2,786,822,676.62","484,316,212.77","1,301,936,741.77","2,073,664,987.27","3,206,443,086.32","548,919,529.05","1,821,220,748.82","2,727,550,563.65","3,808,651,546.72","634,201,853.23","1,861,027,215.79","2,876,082,712.64","4,037,188,289.33","783,219,106.99","2,198,044,780.78","3,400,317,447.93","4,510,703,126.50","1,049,075,735.93","2,316,538,091.46","3,510,045,281.91","4,673,732,934.93","859,435,292.77","1,932,242,379.00","2,565,464,802.24","3,379,721,897.19","461,230,318.10","1,265,718,084.31","2,033,031,962.57","3,306,984,372.48","456,884,344.61","1,546,166,269.93","2,500,860,570.33","3,576,437,540.58","607,420,846.03"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"115,572.94","266,224.96","442,505.83","768,307.36","122,923.59","240,591.72","361,148.34","23,377,456.45","8,980,484.76","28,079,240.99","48,242,045.08","86,757,720.04","12,839,014.36","40,680,695.73","65,220,593.17","97,501,130.11","16,218,413.64","61,586,961.41","94,034,469.82","92,622,911.62","16,357,089.44","50,053,509.15","74,125,256.60","118,371,667.14","23,758,135.78","67,144,089.41","100,149,252.13","130,198,243.62","18,694,976.29","51,949,572.40","77,763,229.77","118,986,128.64","20,978,632.27","44,862,496.47","66,536,354.36","99,214,153.18","10,381,375.69","-30,349,145.42","-27,619,535.15","38,011,690.95","3,741,308.66","7,872,717.90","10,789,395.50","17,656,642.78","4,145,874.14"
营业外收入,"20,518.10","23,526.00","71,959.21","62,647,681.12","3,713.00","741,780.48","2,941,576.70","43,690,892.96",200.90,"48,450.63","194,850.63","755,266.44","4,730.00","120,430.00","201,130.00","1,298,210.24","998,806.15","2,302,506.57","3,497,074.02","4,188,148.43","396,149.81","1,088,197.56","2,515,661.64","2,983,498.94","494,437.11","897,066.55","1,115,592.97","2,006,922.09","212,080.00","734,938.22","625,415.02","2,321,993.38","568,995.45","1,355,848.23","1,584,479.13","2,127,165.20","386,768.45","576,014.58","2,853,454.84","4,617,786.37","2,010,709.72","2,396,932.98","4,755,079.86","341,257.70","187,410.06"
销售费用,"2,897,318.79","5,821,706.93","9,081,609.45","14,422,698.58","2,498,223.71","4,438,360.24","6,986,609.61","7,143,201.19",,,,"2,485,089.72",,,,"3,169,628.23",,,,"4,979,632.62",,,,"3,785,240.03",,"5,873,623.42","9,359,929.45","15,290,924.82","1,457,560.07","6,925,636.52","8,984,860.20","15,054,939.85","2,080,565.06","4,567,169.54","6,821,826.13","10,126,398.40","1,872,944.08","4,039,944.68","6,823,333.24","10,992,225.80","2,182,534.14","5,266,803.12","7,880,359.48","12,673,165.28","2,566,537.28"
减:营业外支出,"32,976.70","214,012.78","242,719.13","267,681.50",400.00,"656,350.00","736,329.18","849,488.81","17,635.00","32,905.00","147,265.71","1,258,627.90","146,431.62","191,246.62","436,269.46","752,498.87","165,350.00","605,115.57","1,157,242.93","1,585,225.15","1,348,766.00","1,397,059.60","2,013,959.96","2,924,261.31","43,029.50","482,939.19","487,699.19","1,034,074.69","4,025.00","46,625.00","17,205.00","1,359,892.43","36,975.30","50,636.04","167,658.64","1,595,476.16","111,100.00","150,342.00","165,182.81","3,431,910.51",960.00,"2,440.36","2,440.36","182,930.65","313,322.00"
管理费用,"2,154,349.56","12,419,979.52","18,280,831.57","26,978,624.41","5,370,406.83","13,772,296.52","20,017,477.06","30,527,141.66","11,251,031.29","32,824,615.57","47,380,490.47","91,079,933.33","8,372,147.59","31,758,736.85","44,980,162.32","103,878,529.56","13,001,596.23","48,105,120.11","65,158,650.69","93,375,070.89","17,120,739.45","31,880,980.11","61,966,647.01","110,292,124.41","29,499,200.05","48,259,364.58","61,177,580.93","102,816,483.38","22,424,368.60","43,280,906.08","62,922,480.74","110,318,763.25","25,693,177.84","50,904,054.67","77,472,200.58","109,123,806.34","24,351,976.02","47,502,128.56","81,946,357.35","118,981,122.01","24,177,203.22","49,070,214.05","76,184,480.82","115,163,198.87","27,454,969.10"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,"27,935.08","27,935.08",,,,"9,515.95",,,,"73,974.04",,"4,123.28","4,123.28","6,784.28",,,,"10,964.27","7,434.41","7,506.65","9,092.65","1,022,130.17","30,000.00","30,000.00","40,900.81","2,769,368.51",,,,,
