科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"1,435,710,398.12","1,787,256,264.08","1,281,245,266.77",,"539,244,509.45","880,118,007.36","1,246,656,315.13","263,174,538.74","500,546,044.87","870,021,257.07","1,203,032,969.48","223,355,020.31","502,855,767.37","843,623,628.24","1,289,037,037.18","303,384,817.27","709,045,178.64"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"64,767,316.08",,,,,,,
收到的税费返还,"38,678,379.05","165,805,016.94","134,982,211.94",,"43,171,852.73","87,672,235.68","109,202,723.45","18,570,722.40","41,021,484.11","72,087,315.50","93,405,211.84","18,465,468.74","48,780,599.18","79,542,995.68","79,692,516.50","10,129,490.90","39,348,052.48"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"5,479,674.30","24,936,022.54","38,362,686.72",,"22,683,996.82","37,537,905.91","49,679,653.79","2,203,221.10","19,090,412.24","25,141,380.86","41,804,947.66","13,110,101.65","22,685,130.62","29,485,399.67","55,982,963.92","26,287,083.30","59,429,439.21"
投资活动现金流出小计,"64,663,604.14","108,140,297.35","90,687,617.48",,"40,562,168.41","62,297,193.12","129,246,254.57","22,015,424.76","200,769,605.09","145,239,865.69","449,762,217.04","121,270,302.68","93,976,800.79","377,264,284.17","491,604,114.79","102,047,579.78","356,823,133.04"
经营活动现金流入小计,"1,479,868,451.47","1,977,997,303.56","1,454,590,165.43",,"605,100,359.00","1,005,328,148.95","1,405,538,692.37","283,948,482.24","560,657,941.22","967,249,953.43","1,338,243,128.98","254,930,590.70","574,321,497.17","952,652,023.59","1,424,712,517.60","339,801,391.47","807,822,670.33"
投资活动产生的现金流量净额,"-64,663,604.14","-108,140,297.35","-90,687,617.48",,"-40,562,168.41","-62,297,193.12","-129,246,254.57","-22,015,004.31","-200,769,184.64","-145,239,445.24","-447,061,924.29","-45,668,549.26","-2,146,699.70","-109,190,907.47","-108,731,614.54","19,353,269.54","-5,505,542.93"
购买商品、接受劳务支付的现金,"847,450,784.81","1,276,517,276.73","890,141,870.64",,"419,511,081.58","609,612,233.71","853,884,152.98","196,258,508.65","397,095,422.39","645,474,320.71","922,903,044.43","261,466,437.84","537,187,400.80","747,525,805.04","907,140,477.29","288,063,848.30","611,798,982.48"
吸收投资收到的现金,,,,,"447,400,000.00","447,400,000.00","429,378,737.21",,,"457,351,647.84","454,396,630.95",,,,,,
支付给职工以及为职工支付的现金,"48,386,603.50","110,589,294.17","144,404,287.29",,"84,058,812.60","113,227,102.88","153,112,431.00","75,422,799.94","115,828,175.50","164,493,032.53","217,665,723.80","107,870,293.48","160,244,783.30","221,500,727.40","300,378,028.53","74,970,588.13","122,623,690.07"
取得借款收到的现金,,,"32,917,741.77",,"31,596,655.51","65,851,437.42","65,851,437.42",,,,,,,,,,
支付的各项税费,"99,892,645.71","88,018,600.98","24,476,250.51",,"13,026,799.58","22,145,447.14","33,343,583.75","5,974,445.37","11,981,025.51","10,472,857.21","29,161,218.20","5,214,910.66","8,034,911.61","13,231,300.60","7,926,542.94","9,419,295.06","11,366,792.57"
收到其他与筹资活动有关的现金,,,"38,007,999.08",,,,"6,700,000.00",,,,,,,,,,
支付其他与经营活动有关的现金,"45,907,910.69","73,041,140.55","70,321,630.35",,"42,036,077.43","69,720,948.27","92,611,286.71","28,973,660.95","51,814,325.62","86,623,103.79","91,208,271.55","19,937,258.02","63,978,925.50","115,387,774.33","116,984,569.52","27,035,083.20","62,400,483.66"
筹资活动现金流入小计,,,"70,925,740.85",,"478,996,655.51","513,251,437.42","501,930,174.63",,,"457,351,647.84","454,396,630.95",,,,,,
经营活动现金流出小计,"1,041,637,944.71","1,548,166,312.43","1,129,344,038.79",,"558,632,771.19","814,705,732.00","1,132,951,454.44","306,629,414.91","576,718,949.02","907,063,314.24","1,260,938,257.98","394,488,900.00","769,446,021.21","1,097,645,607.37","1,332,429,618.28","399,488,814.69","808,189,948.78"
偿还债务支付的现金,,,"32,917,741.77",,"31,588,234.08","31,588,234.08","65,851,437.42",,,,"3,000,000.00",,,,,,
经营活动产生的现金流量净额,"438,230,506.76","429,830,991.13","325,246,126.64","-58,410,300.00","46,467,587.81","190,622,416.95","272,587,237.93","-22,680,932.67","-16,061,007.80","60,186,639.19","77,304,871.00","-139,558,309.30","-195,124,524.04","-144,993,583.78","92,282,899.32","-59,687,423.22","-367,278.45"
分配股利、利润或偿还利息支付的现金,"39,000,000.00","96,000,000.00","84,201,877.47",,"24,000,000.00","24,000,000.00","24,108,328.92",,"32,000,000.00","32,000,000.00","32,026,390.00",,"47,531,661.12","49,988,220.12","49,988,220.12",,"8,285,046.96"
收回投资收到的现金,,,,,,,,,,,,"75,000,000.00","90,000,000.00","266,000,000.00","370,000,000.00","120,000,000.00","345,000,000.00"
支付其他与筹资活动有关的现金,,,"38,007,999.08",,"10,923,900.00","11,473,900.00",,,,"2,900,000.00",,,"21,069,974.00","21,069,974.00","21,069,974.00","22,855,464.96","22,855,464.96"
取得投资收益收到的现金,,,,,,,,,,,"1,407,456.71","593,753.42","1,822,072.88","2,016,876.70","11,812,243.84","1,400,849.32","5,935,952.06"
筹资活动现金流出小计,"39,000,000.00","96,000,000.00","155,127,618.32",,"66,512,134.08","67,062,134.08","89,959,766.34",,"32,000,000.00","34,900,000.00","35,026,390.00",,"68,601,635.12","71,058,194.12","71,058,194.12","22,855,464.96","31,140,511.92"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,420.45,420.45,420.45,"44,983.56","8,000.00","8,028.21","56,500.00","60,256.41",,"192,212.49"
筹资活动产生的现金流量净额,"-39,000,000.00","-96,000,000.00","-84,201,877.47",,"412,484,521.43","446,189,303.34","411,970,408.29",,"-32,000,000.00","422,451,647.84","419,370,240.95",,"-68,601,635.12","-71,058,194.12","-71,058,194.12","-22,855,464.96","-31,140,511.92"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,"189,425.56"
四、汇率变动对现金的影响,"-1,076,148.39","-9,876,876.52","362,195.69",,"782,368.11","11,895,591.18","20,796,154.02","-1,839,558.10","7,762,826.06","10,590,798.29","21,152,052.68","-3,292,725.44","-13,295,488.47","-26,070,411.72","-34,600,971.52","-23,658,380.37","-1,265,650.68"
收到其他与投资活动有关的现金,,,,,,,,,,,"1,247,852.48",,,,"1,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,,,,,,420.45,420.45,420.45,"2,700,292.75","75,601,753.42","91,830,101.09","268,073,376.70","382,872,500.25","121,400,849.32","351,317,590.11"
五、现金及现金等价物净增加额,"333,490,754.23","215,813,817.26","150,718,827.38",,"419,172,308.94","586,410,118.35","576,107,545.67","-46,535,495.08","-241,067,366.38","347,989,640.08","70,765,240.34","-188,519,584.00","-279,168,347.33","-351,313,097.09","-122,107,880.86","-86,847,999.01","-38,278,983.98"
购建固定资产、无形资产和其他长期资产支付的现金,"64,663,604.14","108,140,297.35","90,687,617.48",,"40,562,168.41","62,297,193.12","129,246,254.57","22,015,424.76","32,769,605.09","50,472,549.61","79,762,217.04","48,270,302.68","73,476,800.79","100,264,284.17","95,704,114.79","2,047,579.78","3,823,133.04"
期初现金及现金等价物余额,"85,103,437.50","418,594,191.73","634,408,008.99",,"785,126,836.37","785,126,836.37","785,126,836.37","1,361,234,382.04","1,361,234,382.04","1,361,234,382.04","1,361,234,382.04","1,431,999,622.38","1,431,999,622.38","1,431,999,622.38","1,431,999,622.38","1,309,891,741.52","1,309,891,741.52"
投资支付的现金,,,,,,,,,"168,000,000.00","30,000,000.00","370,000,000.00","73,000,000.00","20,500,000.00","277,000,000.00","395,900,000.00","100,000,000.00","353,000,000.00"
期末现金及现金等价物余额,"418,594,191.73","634,408,008.99","785,126,836.37",,"1,204,299,145.31","1,371,536,954.72","1,361,234,382.04","1,314,698,886.96","1,120,167,015.66","1,709,224,022.12","1,431,999,622.38","1,243,480,038.38","1,152,831,275.05","1,080,686,525.29","1,309,891,741.52","1,223,043,742.51","1,271,612,757.54"
