科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"53,562,491.99","107,997,825.80","178,152,638.18","258,923,246.00","75,548,656.41","166,228,097.23","267,055,453.33","383,224,275.80","73,865,201.03","170,372,130.52","280,310,227.64","396,898,840.77","100,927,819.13","226,576,227.06","346,682,830.86","509,211,758.27","137,873,726.18","274,081,484.42","444,004,017.45","650,376,124.85","178,435,956.11","466,885,574.07","692,914,867.25","1,040,506,810.26","223,914,995.58","558,362,118.15","839,502,286.95","1,208,831,529.37","292,417,655.48","563,376,779.98","901,030,990.60","1,267,481,207.39","311,773,183.72","601,125,238.38","888,675,002.09","1,260,455,076.93","248,282,769.93","535,933,411.24","809,129,488.47","1,196,474,924.79","277,686,490.18","601,955,097.85","966,286,417.81","1,478,183,815.63","489,824,186.71","1,036,961,392.31"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,848,184.30",,"1,651,665.70",,,,,,,,
收到的税费返还,,,,"5,934,770.44",,,,,"6,810,144.57","6,810,144.57","6,810,144.57","15,622,493.49",,,,,,,,,,,,,,,,"912,210.48",,,,"2,047,997.56",,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,"4,991,200.00",,,,"712,047.76",,,,,,,,,,"178,000,000.00","178,000,000.00","24,643,681.39",,,,,,,,750.38,,,,,,,,,,"12,815.55"
收到其他与经营活动有关的现金,"336,736.70","751,960.44","848,942.78","7,718,417.04","759,197.34","2,495,893.10","3,167,614.77","8,644,042.46","4,302,920.12","7,451,703.70","8,703,429.05","18,693,681.70","19,197,929.27","49,742,185.24","54,385,865.97","42,216,513.86","4,395,161.45","30,283,627.74","45,128,673.93","50,426,173.68","10,231,660.38","17,274,116.19","26,940,412.21","35,230,468.24","5,926,713.03","11,466,552.41","29,735,815.98","37,373,200.62","9,738,613.41","23,739,284.73","45,409,703.04","44,252,316.94","40,589,522.64","47,465,695.40","61,302,657.23","64,907,538.78","7,190,518.82","18,319,546.35","28,459,919.30","31,929,074.28","9,943,697.51","28,240,209.00","53,201,386.63","53,819,554.46","15,918,385.84","34,095,051.59"
投资活动现金流出小计,"101,540,591.26","113,527,959.97","121,299,193.60","130,558,206.19","166,858,971.24","199,614,554.84","238,262,322.73","40,408,593.33","15,971,061.82","82,140,642.73","95,399,483.74","143,004,875.65","45,590,103.20","151,828,626.25","162,859,108.11","186,426,395.29","18,176,403.96","72,954,850.65","107,318,502.00","977,564,698.60","184,383,736.81","655,006,917.13","735,897,214.21","999,986,546.24","31,819,106.16","457,800,942.88","480,265,388.58","363,712,155.01","48,513,541.73","381,219,723.89","829,105,794.49","361,930,011.39","37,291,565.42","87,831,616.92","470,217,389.33","283,205,698.18","533,409,647.58","892,405,998.11","941,431,562.59","649,628,802.55","236,293,566.50","646,193,704.90","1,332,055,026.32","294,494,799.93","328,470,818.40","359,305,974.68"
经营活动现金流入小计,"53,899,228.69","108,749,786.24","179,001,580.96","272,576,433.48","76,307,853.75","168,723,990.33","270,223,068.10","391,868,318.26","84,978,265.72","184,633,978.79","295,823,801.26","431,215,015.96","120,125,748.40","276,318,412.30","401,068,696.83","551,428,272.13","142,268,887.63","304,365,112.16","489,132,691.38","700,802,298.53","188,667,616.49","484,159,690.26","719,855,279.46","1,075,737,278.50","229,841,708.61","569,828,670.56","869,238,102.93","1,247,116,940.47","302,156,268.89","587,116,064.71","946,440,693.64","1,313,781,521.89","352,362,706.36","648,590,933.78","949,977,659.32","1,325,362,615.71","255,473,288.75","554,252,957.59","837,589,407.77","1,228,403,999.07","287,630,187.69","630,195,306.85","1,019,487,804.44","1,532,003,370.09","505,742,572.55","1,071,056,443.90"
投资活动产生的现金流量净额,"-26,740,591.26","17,348,015.06","31,540,776.69","81,143,743.21","-583,989.83","-25,495,946.81","-19,687,227.67","-18,933,100.20","-15,074,015.15","-79,363,500.07","-90,615,577.43","-136,231,782.38","-44,152,618.58","-149,514,509.69","-151,576,221.33","-164,433,086.61","-17,512,453.96","-21,503,211.78","145,264,406.20","-82,497,820.02","-183,553,818.19","-247,282,199.42","-216,487,813.61","-248,434,925.74","151,005,494.89","-121,372,886.43","-142,287,584.36","-150,067,262.23","-42,061,583.36","41,223,310.63","-189,735,242.70","-287,002,501.27","23,832,471.49","464,020,298.48","84,185,876.46","243,514,315.98","-530,862,007.01","-582,778,422.99","-423,265,094.24","-570,661,423.63","170,597,129.43","331,775,558.71","-271,743,563.17","21,037,807.87","-159,006,012.42","-12,691,318.95"
购买商品、接受劳务支付的现金,"38,174,177.18","55,892,228.25","83,718,783.79","79,554,617.06","11,205,109.00","29,309,187.01","40,493,920.21","42,315,516.59","13,421,961.22","43,091,594.77","55,128,537.73","72,849,732.03","20,404,827.24","81,693,670.66","125,152,693.63","120,441,798.18","62,581,000.09","92,131,226.34","147,999,316.98","220,368,242.87","66,292,029.58","170,183,347.01","254,341,754.60","363,949,073.79","175,919,152.27","293,720,786.04","413,848,243.06","486,003,019.41","100,504,100.58","180,816,507.08","269,477,402.73","377,383,178.22","85,508,578.25","182,827,831.87","237,888,517.90","394,225,623.56","103,264,302.48","198,882,091.60","326,656,659.08","449,578,487.75","90,799,938.24","170,942,615.65","344,858,777.70","428,033,138.86","150,369,691.94","264,611,146.33"
吸收投资收到的现金,,,,,,,,"980,000.00",,,"3,175,200.00","8,820,000.00",,"1,052,160.00","4,066,160.00","4,348,400.00",,"2,041,800.00","42,041,800.00","42,041,800.00","10,800,000.00","10,800,000.00","10,800,000.00","10,800,220.00",,,,,,,,,,,,,,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,,
支付给职工以及为职工支付的现金,"2,742,445.26","4,645,323.04","6,718,693.91","9,235,162.57","3,299,968.98","5,464,541.26","8,204,286.10","11,808,854.26","4,937,751.66","8,162,536.33","12,027,689.74","16,437,252.99","6,078,716.05","9,831,140.96","14,022,953.76","19,567,099.58","7,553,769.12","12,105,970.66","18,121,007.50","24,321,666.60","9,476,317.19","16,885,765.08","25,089,419.35","42,088,185.76","15,614,029.80","29,246,497.15","43,072,150.72","60,462,030.37","18,359,645.22","33,412,370.33","49,686,266.61","68,288,029.99","21,371,039.34","37,786,042.70","56,761,779.72","73,115,690.55","21,382,231.57","40,861,284.70","56,332,568.48","73,005,623.80","18,904,430.78","42,158,662.46","61,950,612.64","68,941,920.12","25,804,338.89","44,909,787.04"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"301,107.50",,,,,,,,,,,,,,,,,,
支付的各项税费,"5,858,222.03","15,344,906.38","28,486,901.59","45,207,412.46","8,286,815.73","26,853,718.99","57,493,855.82","85,868,755.08","10,040,602.61","30,377,187.74","52,216,841.90","77,031,641.99","27,513,258.39","58,736,424.67","84,228,066.30","96,385,074.27","20,035,225.91","58,303,158.02","95,017,557.15","156,562,215.58","32,660,709.79","80,514,598.86","126,033,842.62","169,960,285.01","51,116,958.39","104,239,239.09","168,394,586.30","232,132,435.68","69,442,656.59","140,289,468.72","207,365,916.33","336,535,213.60","63,126,326.14","134,765,545.87","197,411,902.87","240,973,959.15","55,329,650.39","109,703,970.13","155,740,463.25","192,075,112.87","47,599,631.69","99,477,035.44","145,094,731.14","227,824,572.43","87,034,274.81","179,654,358.26"
收到其他与筹资活动有关的现金,"600,000.00","2,500,000.00","4,570,000.00",,"927,600.00","927,600.00","2,827,600.00",,,,,,"7,200,000.00",,,,,,,"2,000,000.00",,,,"2,700,000.00",,,,"250,000.00",,,,"6,000,000.00",,,,"14,000,000.00",,,,"9,830,000.00","1,600,000.00","1,600,000.00","1,600,000.00","2,290,000.00",,
支付其他与经营活动有关的现金,"2,301,657.45","5,507,377.28","7,237,592.30","50,216,136.48","6,043,014.06","9,298,730.68","16,757,579.63","57,554,024.26","5,465,282.24","6,934,520.69","39,831,284.79","90,491,228.72","9,731,101.64","25,381,842.94","31,197,432.21","76,900,160.85","17,861,429.72","35,330,107.59","57,844,190.46","70,958,461.64","15,189,817.53","28,458,256.65","47,251,915.68","101,143,982.64","11,860,840.28","27,895,469.06","67,860,070.21","121,105,530.88","17,784,765.89","28,337,000.95","45,679,664.78","66,570,915.73","15,535,311.09","42,191,241.56","95,900,896.95","112,176,887.77","8,987,137.36","28,324,597.01","68,457,573.80","116,883,317.91","45,580,361.61","84,182,460.55","105,759,252.88","426,479,384.67","86,720,182.16","346,084,555.02"
筹资活动现金流入小计,"600,000.00","2,500,000.00","4,570,000.00",,"927,600.00","927,600.00","2,827,600.00","980,000.00",,,"3,175,200.00","8,820,000.00","7,200,000.00","1,052,160.00","4,066,160.00","4,348,400.00",,"2,041,800.00","42,041,800.00","44,041,800.00","10,800,000.00","10,800,000.00","10,800,000.00","13,500,220.00",,,,"551,107.50",,,,"6,000,000.00",,,,"14,000,000.00",,"3,000,000.00","3,000,000.00","12,830,000.00","1,600,000.00","1,600,000.00","1,600,000.00","2,290,000.00",,
经营活动现金流出小计,"49,076,501.92","81,389,834.95","126,161,971.59","184,213,328.57","28,834,907.77","70,926,177.94","122,949,641.76","197,547,150.19","33,865,597.73","88,565,839.53","159,204,354.16","256,809,855.73","63,727,903.32","175,643,079.23","254,601,145.90","313,294,132.88","108,031,424.84","197,870,462.61","318,982,072.09","472,210,586.69","123,618,874.09","296,041,967.60","452,716,932.25","677,141,527.20","254,510,980.74","455,101,991.34","693,175,050.29","899,703,016.34","206,091,168.28","382,855,347.08","572,209,250.45","848,777,337.54","185,541,254.82","397,570,662.00","587,963,097.44","820,492,161.03","188,963,321.80","377,771,943.44","607,187,264.61","831,542,542.33","202,884,362.32","396,760,774.10","657,663,374.36","1,151,279,016.08","349,928,487.80","835,259,846.65"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,,,,,,"76,140,000.00",,,,"301,107.50",,,,,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"4,822,726.77","27,359,951.29","52,839,609.37","88,363,104.91","47,472,945.98","97,797,812.39","147,273,426.34","194,321,168.07","51,112,667.99","96,068,139.26","136,619,447.10","174,405,160.23","56,397,845.08","100,675,333.07","146,467,550.93","238,134,139.25","34,237,462.79","106,494,649.55","170,150,619.29","228,591,711.84","65,048,742.40","188,117,722.66","267,138,347.21","398,595,751.30","-24,669,272.13","114,726,679.22","176,063,052.64","347,413,924.13","96,065,100.61","204,260,717.63","374,231,443.19","465,004,184.35","166,821,451.54","251,020,271.78","362,014,561.88","504,870,454.68","66,509,966.95","176,481,014.15","230,402,143.16","396,861,456.74","84,745,825.37","233,434,532.75","361,824,430.08","380,724,354.01","155,814,084.75","235,796,597.25"
分配股利、利润或偿还利息支付的现金,,"13,240,339.20","13,240,339.20","13,240,339.20",,"12,402,558.00","12,402,558.00","12,427,660.80",,"47,544,776.76","49,680,000.00","49,680,000.00",,"50,280,000.00","50,280,000.00","50,280,000.00",,"63,245,000.00","63,245,000.00","63,245,000.00",,,"76,140,000.00",,,"95,175,000.00","95,175,000.00","95,177,484.74",,,"91,368,000.00","91,368,000.00",,,"136,980,000.00","136,980,000.00",,,"136,980,000.00","136,980,000.00",,,"136,980,000.00","136,980,000.00",,"342,375,259.23"
