科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"43,244,428.67","166,765,045.05","340,575,299.22","679,436,401.11","86,957,466.23","204,470,426.49","351,575,952.01","743,074,479.57","88,372,936.73","211,524,407.79","373,869,361.64","798,176,730.37","109,425,396.19","259,152,216.99","460,778,018.10","979,631,430.10","90,311,163.69","250,274,533.96","472,664,652.46","1,019,523,880.49","110,938,722.53","302,673,806.43","533,672,077.18","1,192,638,353.04","117,742,221.68","379,297,557.89","646,773,783.77","1,395,800,463.41","130,720,536.76","409,568,062.36","751,854,874.51","1,764,708,778.77","196,958,544.96","811,508,987.56","1,379,611,364.45","2,594,112,180.29","263,110,488.49","775,464,348.77","1,364,431,061.28","2,641,235,620.22","314,953,676.25","984,052,391.65","1,721,199,617.69","3,203,436,041.33","356,155,500.10","1,126,647,143.62"
取得子公司及其他营业单位支付的现金净额,,,,,,,,"2,730,917.35",,,,"13,229,743.59","59,082,000.00","50,428,808.95","62,793,808.95","41,972,274.89",,,,,,,,,,,,,,,,,,,,,,,"80,000.00","146,220.29",,,"11,218,414.36","299,446,563.22",,
收到的税费返还,"1,677,599.66","4,775,299.08","8,833,664.06","22,026,122.32","8,184,551.96","13,798,754.37","19,928,124.19","29,714,739.46","9,250,020.49","13,152,700.41","21,449,887.80","34,161,000.27","10,673,180.79","18,103,290.71","25,334,243.91","49,436,433.43","10,136,156.74","10,396,526.79","10,593,526.79","52,767,427.00","19,610,119.31","29,344,514.52","45,049,064.64","78,167,833.74","14,385,951.87","28,566,357.16","47,123,029.51","68,310,058.13","28,645,384.48","40,097,570.78","62,659,984.49","85,117,187.62","47,987,206.43","66,076,681.66","102,961,626.54","143,495,070.26","49,109,301.29","73,769,000.80","114,921,863.14","177,258,633.82","38,915,733.17","76,195,568.49","116,621,303.77","146,927,866.01","84,834,463.47","116,481,527.39"
支付其他与投资活动有关的现金,"84,759.90","84,759.90","84,759.90","56,983,476.25",,,,"4,319,879.82",,,,"30,000,000.00",,"50,000.00","50,000.00","26,358,892.32",,"1,034,000.30","1,034,000.30","31,996,739.95","50,000.00","410,000.00","965,000.00",,"883,908.90","8,805,913.90","8,805,913.90",,,,,,,"583,477,750.21","583,477,750.21","588,282,836.21",,,,"7,000,000.00",,"9,500,000.00","14,000,000.00","14,000,000.00",,
收到其他与经营活动有关的现金,"8,242,760.89","33,134,134.83","38,779,393.86","38,223,957.34","4,172,411.34","16,983,285.81","38,573,664.09","28,780,380.08","3,593,969.24","9,094,796.84","34,642,652.36","33,117,395.29","3,981,597.29","79,696,875.62","128,420,093.61","163,380,747.98","27,189,794.69","32,639,114.75","38,141,508.18","42,604,738.62","25,930,928.86","20,820,509.15","28,881,900.56","36,721,959.02","11,884,383.99","18,490,317.10","33,601,250.11","51,601,155.13","10,594,485.59","44,393,250.47","52,093,794.58","192,683,153.19","280,862,882.72","304,090,046.17","306,550,429.12","293,452,171.53","13,155,533.48","31,590,527.12","73,650,811.75","50,393,052.12","16,880,103.06","68,880,249.89","106,502,287.88","138,937,637.56","16,334,134.41","102,193,842.25"
投资活动现金流出小计,"26,198,322.00","197,717,870.41","245,357,527.08","363,644,153.37","52,152,879.08","112,280,853.27","365,600,973.10","635,763,155.25","230,039,656.75","292,023,930.96","387,154,670.35","528,669,511.39","211,425,220.91","293,166,661.65","326,860,015.60","587,779,588.16","779,447,664.59","1,203,455,864.52","1,289,665,787.34","1,682,519,567.66","508,604,869.79","727,316,126.87","1,201,390,953.01","1,898,165,747.30","548,512,886.85","1,137,162,887.89","1,937,869,940.27","2,911,455,680.40","417,536,834.21","1,249,709,188.33","1,914,886,900.23","3,040,126,288.51","1,026,864,630.70","2,871,650,674.72","4,031,145,823.61","5,434,584,951.82","1,552,144,529.44","2,699,441,550.03","4,154,513,388.34","5,926,885,906.85","1,203,690,372.79","2,984,602,398.47","5,313,504,516.98","7,107,739,074.66","2,597,874,734.32","4,010,949,880.40"
经营活动现金流入小计,"53,164,789.22","204,674,478.96","388,188,357.14","739,686,480.77","99,314,429.53","235,252,466.67","410,077,740.29","801,569,599.11","101,216,926.46","233,771,905.04","429,961,901.80","865,455,125.93","124,080,174.27","356,952,383.32","614,532,355.62","1,192,448,611.51","127,637,115.12","293,310,175.50","521,399,687.43","1,114,896,046.11","156,479,770.70","352,838,830.10","607,603,042.38","1,307,528,145.80","144,012,557.54","426,354,232.15","727,498,063.39","1,515,711,676.67","169,960,406.83","494,058,883.61","866,608,653.58","2,042,509,119.58","525,808,634.11","1,181,675,715.39","1,789,123,420.11","3,031,059,422.08","325,375,323.26","880,823,876.69","1,553,003,736.17","2,868,887,306.16","370,749,512.48","1,129,128,210.03","1,944,323,209.34","3,489,301,544.90","457,324,097.98","1,345,322,513.26"
投资活动产生的现金流量净额,"-13,855,926.59","-47,578,224.42","-62,133,380.21","-132,524,105.84","-24,879,809.24","-28,069,555.56","-88,611,201.44","-137,069,743.26","-16,004,055.27","161,013,539.43","122,234,706.60","85,848,006.45","-120,577,574.53","-167,314,883.66","-191,672,733.65","-366,818,972.87","131,577,171.56","38,654,515.64","25,130,819.67","1,671,001.81","-15,522,171.41","-14,539,029.49","-49,713,372.39","-366,747,533.14","70,175,748.98","255,103,539.40","175,720,771.52","-323,928,129.76","160,923,322.77","267,818,974.91","154,823,603.10","-362,719,797.75","-3,866,732.27","-711,857,825.50","-858,132,342.85","-1,403,102,989.93","192,615,303.42","383,906,646.07","264,786,457.49","-491,578,940.09","342,928,720.66","290,996,185.73","83,908,841.21","-680,392,928.48","352,684,302.63","484,258,015.25"
购买商品、接受劳务支付的现金,"43,010,738.09","119,246,686.74","199,288,228.72","310,874,196.83","64,527,046.96","128,138,873.21","190,396,567.50","287,416,590.55","62,684,824.55","122,344,117.89","219,247,915.01","318,388,007.00","72,611,203.82","177,183,300.01","296,591,714.16","348,083,121.57","35,531,918.42","70,998,051.28","141,748,446.04","191,910,273.12","52,923,766.93","94,089,115.41","124,934,866.89","181,005,627.50","20,165,560.10","91,187,403.26","159,080,616.97","203,746,502.63","21,848,340.85","82,662,459.48","126,501,448.33","70,795,035.27","25,016,679.98","85,180,953.92","72,777,291.00","172,029,514.49","13,506,879.73","44,392,896.76","66,223,521.26","112,294,394.16","9,804,507.99","29,880,999.29","31,096,178.89","128,827,360.25","9,205,388.01","30,110,843.16"
吸收投资收到的现金,,,,"14,600,000.00",,,,"140,000.00",,"35,000,000.00","21,000,000.00","82,182,702.50",,,,,,,,"26,500,000.00",,,,"2,728,386.46",,"475,617.54","475,617.54","1,070,139.54",,,"26,655,000.00","26,655,000.00",,"336,817,000.00","336,817,000.00","332,886,200.00","24,000,000.00","24,000,000.00","92,800,000.00","260,800,000.00","6,000,000.00","23,835,000.00","72,178,545.00","126,453,545.00","42,370,000.00","42,200,000.00"
