科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"130,630,826.69","137,725,311.11","223,267,659.16","1,022,353,789.63","991,612,041.38","526,203,031.50","353,434,738.00","454,865,055.36","285,708,259.25","352,564,617.77","586,653,701.58","329,007,740.77","383,400,921.48","405,149,411.28","282,705,467.67","432,425,490.80","437,761,042.48","540,241,134.47","425,751,530.55","358,108,779.43","574,089,467.32","518,147,657.35","503,188,896.87","1,408,355,789.94","704,127,523.66","807,977,078.80","565,596,795.48","1,001,124,210.88","659,847,763.23","576,678,361.43","516,427,493.76","768,206,118.96","370,751,093.21","434,367,684.84","345,599,400.06","528,610,050.03","632,151,011.61","720,523,220.96","689,552,902.99","477,810,636.82","709,094,777.52","434,663,315.66","416,834,124.97","376,562,853.11","342,473,069.57"
短期借款,"320,000,000.00","300,000,000.00","500,100,000.00","718,300,000.00","856,100,000.00","582,200,000.00","908,000,000.00","957,408,883.68","761,007,564.60","448,675,670.45","213,511,876.91","70,000,000.00",,,,,"1,077,390,000.00","1,301,000,000.00","1,664,000,000.00","2,133,035,528.06","2,779,587,656.05","1,497,561,939.89","1,767,000,000.00","2,295,000,000.00","1,901,250,000.00","2,100,957,611.91","1,970,600,052.26","2,051,408,863.40","2,092,580,950.92","2,089,312,347.07","1,967,998,074.04","1,902,998,055.23","1,811,993,079.91","2,052,708,521.99","1,809,270,299.73","1,684,121,973.69","1,808,073,953.81","2,188,628,309.53","2,019,296,494.85","2,017,545,086.98","1,992,543,694.75","2,621,296,648.45","2,928,097,377.91","2,826,371,670.69","2,649,251,802.53"
交易性金融资产,"4,250.00","219,800.00","259,000.00",,"1,124,864.00","1,094,630.00",,,,,,,,,,"3,251,953.14","3,251,953.14","3,979,637.22","2,974,435.26","3,598,459.90","1,493,574.12",,,"656,723.86","1,833,825.08","1,412,235.08","1,992,712.79","1,157,074.67",,,"1,388,029.30",,"593,553.17","390,902.88",,,,,,,,,,"714,765.53","3,650,227.20"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"857,968.59","468,481.04",,,,,,"3,002,720.00","2,617,964.90",,"426,447.83",,,"1,358,408.51","1,529,126.67","1,315,479.50","543,818.71",,,,"8,954.99","50,853.87","375,176.62","4,018,329.79"
应收票据,"124,814,365.16","209,290,622.48","316,234,829.14","585,741,360.24","503,880,790.12","479,684,400.10","340,026,270.57","320,097,315.81","403,198,756.75","672,283,985.04","869,838,784.84","939,072,454.73","822,764,770.28","1,223,375,755.35","947,559,151.82","1,392,617,972.62","1,125,819,646.97","1,507,081,050.30","682,728,818.63","866,914,841.94","509,347,335.55","797,036,862.19","421,305,722.58","1,000,335,504.44","524,992,138.48","557,200,705.16","632,497,244.88","588,894,365.52","619,857,842.73","482,979,497.45","333,014,945.89","600,856,205.49","455,186,056.83","345,900,461.27","251,499,741.38","226,178,987.12","197,030,593.62","334,689,463.40","238,820,787.81","232,845,527.88","263,417,921.55","306,947,082.33","296,817,325.63","263,123,104.39","226,131,927.14"
应付票据,"386,418,672.44","575,099,445.52","744,708,115.73","1,397,071,527.80","1,573,919,489.14","1,173,145,571.00","906,309,856.33","770,141,827.09","1,054,850,035.31","1,226,945,083.10","1,224,394,829.36","1,095,895,578.75","1,420,676,209.34","1,517,507,104.10","1,725,034,724.31","2,176,482,652.23","1,930,908,951.42","2,023,331,850.51","1,820,230,653.12","1,581,037,705.43","1,355,576,559.56","1,709,314,684.43","1,548,598,064.48","1,051,313,004.17","752,341,412.73","509,405,307.08","1,099,215,631.20","1,224,135,133.53","788,243,312.23","765,550,953.07","985,929,703.55","719,001,999.61","435,686,471.18","550,351,860.47","424,191,472.06","609,026,478.57","561,110,495.08","474,896,225.91","695,165,446.83","719,184,403.21","656,179,433.17","555,379,594.10","618,175,088.33","656,486,390.46","659,467,215.74"
应收账款,"683,348,651.31","895,933,312.38","1,033,565,915.38","435,393,430.30","1,283,930,604.27","924,804,789.51","1,226,020,605.00","652,860,319.26","1,079,569,811.89","1,032,242,433.15","1,239,932,993.95","602,701,649.44","1,459,542,570.76","2,349,144,476.31","2,588,975,653.93","1,706,277,263.40","4,046,220,221.76","3,650,623,118.97","4,396,151,133.59","3,287,679,213.21","4,597,308,608.11","4,897,277,557.31","5,276,014,919.62","4,142,795,757.82","5,169,664,531.19","5,456,748,315.08","5,558,674,215.46","4,419,528,723.69","4,683,134,139.45","4,849,339,240.27","4,838,788,302.87","4,322,971,831.77","4,499,771,941.43","4,539,504,620.76","4,541,312,611.81","4,022,906,003.71","5,108,922,345.24","4,733,704,752.73","4,341,744,675.82","2,435,904,046.68","2,543,971,209.30","2,531,941,741.39","2,598,657,548.45","2,164,459,269.96","2,292,974,038.32"
应付账款,"690,424,193.73","679,432,423.48","833,960,208.60","631,744,103.71","963,894,306.21","958,155,149.36","1,066,756,838.21","789,227,212.54","1,256,447,698.14","994,577,034.16","1,063,530,539.33","1,051,807,953.45","1,435,528,037.55","1,547,668,855.90","1,420,150,156.64","1,529,484,483.00","2,097,167,408.69","2,018,804,649.42","1,885,139,024.76","1,496,537,779.30","1,865,695,063.94","1,484,878,797.46","1,067,908,419.50","660,494,974.71","1,119,410,938.93","1,526,828,473.29","1,123,878,277.60","904,574,548.39","1,201,608,285.63","1,065,956,806.24","806,951,425.85","715,016,068.79","896,223,638.20","840,615,789.61","636,212,290.02","513,280,921.44","861,739,057.79","753,691,129.62","948,691,296.01","657,434,207.13","1,110,050,937.86","1,105,145,095.42","1,318,811,557.83","918,399,857.90","1,078,309,559.77"
预付款项,"51,278,585.05","59,704,184.18","115,621,629.14","144,132,033.02","349,171,232.28","190,649,568.51","117,118,846.22","94,342,718.50","184,552,146.84","177,102,509.87","215,635,336.14","181,730,242.25","148,341,291.23","116,023,988.40","228,631,840.90","252,638,086.66","270,351,007.89","234,308,521.69","296,847,963.94","211,054,047.35","287,457,391.39","286,327,173.37","292,597,699.45","173,761,984.48","285,017,501.43","192,801,068.44","244,012,629.44","99,590,375.85","147,250,074.27","201,961,949.82","124,360,968.55","76,856,534.73","120,761,480.57","159,373,245.78","63,966,293.77","81,176,244.26","207,149,302.82","308,456,838.23","363,288,951.32","226,318,620.45","512,259,540.04","221,546,162.46","328,020,398.42","328,476,541.58","164,806,452.70"
预收款项,"-36,188,375.01","46,524,587.23","65,134,343.20","107,176,319.11","115,212,965.45","111,926,536.90","63,594,728.86","84,962,101.48","106,847,738.27","117,554,584.56","144,349,010.97","83,019,503.36","78,668,994.71","58,816,711.84","53,889,935.83","66,224,083.71","98,061,327.72","141,716,645.83","138,336,480.94","102,434,277.90","131,578,144.92","156,762,119.07","217,917,215.12","103,061,694.39","225,539,947.89","154,520,081.16","189,121,527.40","132,919,488.31","176,873,164.41","267,865,275.55","318,110,097.39","258,821,707.10","381,893,827.33","383,339,796.01","267,278,295.59","175,055,492.84","272,289,683.54","374,019,101.82","439,257,696.15","427,458,350.00","567,988,933.58","490,361,986.02","517,874,397.11","392,803,377.04","371,463,085.81"
