科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"243,742,322.57","335,322,667.48","352,797,499.33","189,577,594.27","282,753,413.70","381,485,956.30","81,037,866.44","176,443,472.61","327,097,723.81","315,003,404.13","83,973,368.03","152,055,348.42","216,214,436.01","276,239,473.58","55,213,049.54","119,553,442.85","196,338,651.15","282,968,568.65","67,290,580.14","151,345,511.94","225,648,044.02","315,548,084.33","91,168,464.28","163,577,363.57","270,273,191.93","2,252,035,533.78","654,459,916.57","1,399,028,248.15","2,053,279,625.55","2,780,378,227.44","651,604,368.60","1,422,789,600.70","1,975,230,211.34","2,941,477,452.81","631,333,912.13"
取得子公司及其他营业单位支付的现金净额,,,"27,363,700.00",,,,,,,,,,,,,,,,,,,,,,,"9,993,428.54",,,,"6,485,599.31",,,"1,655,662,511.05","1,537,379,512.76",
收到的税费返还,,,,,,,,,,,,,,,,,,"3,635,855.69",,,,,,,,"1,184,477.14",,"12,105,363.06","12,105,363.06","12,210,400.16",,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"39,830,000.00",,,"30,050,100.00","64,003.78",,,,"1,182,900.12",
收到其他与经营活动有关的现金,"79,175,271.69","71,651,461.29","71,724,229.16","2,542,428.89","6,596,006.20","4,636,543.38","2,226,933.61","3,305,730.40","6,184,221.99","8,253,483.54","1,606,985.06","57,701,425.09","72,364,236.24","69,031,437.77","4,261,096.74","15,752,603.80","21,098,850.74","25,448,919.41","9,622,680.48","14,086,649.72","22,416,956.68","21,965,128.85","13,627,007.02","14,054,657.34","31,751,466.19","21,025,398.22","1,997,220.52","30,965,340.06","42,936,328.87","61,814,506.12","12,875,188.17","58,318,367.56","70,921,250.51","74,588,379.97","20,087,919.78"
投资活动现金流出小计,"13,737,960.99","3,113,204.16","35,393,742.99","8,057,653.51","10,283,572.86","11,797,495.04","2,405,680.35","3,579,942.20","14,719,007.09","25,867,943.82","52,619,665.00","66,976,785.87","101,088,297.17","170,736,824.96","52,898,199.22","99,314,498.69","117,006,277.42","147,375,974.70","20,727,942.06","29,261,621.10","34,924,684.53","38,473,942.33","8,287,732.50","12,517,627.24","16,911,526.19","2,961,276,720.43","211,435,374.17","604,170,783.78","885,411,495.40","1,378,760,241.69","433,022,812.55","2,374,596,589.08","4,279,702,676.33","5,142,370,951.02","342,553,014.76"
经营活动现金流入小计,"322,917,594.26","406,974,128.77","424,521,728.49","192,120,023.16","289,349,419.90","386,122,499.68","83,264,800.05","179,749,203.01","333,281,945.80","323,256,887.67","85,580,353.09","209,756,773.51","288,578,672.25","345,270,911.35","59,474,146.28","135,306,046.65","217,437,501.89","312,053,343.75","76,913,260.62","165,432,161.66","248,065,000.70","337,513,213.18","104,795,471.30","177,632,020.91","302,024,658.12","2,274,245,409.14","656,457,137.09","1,442,098,951.27","2,108,321,317.48","2,854,403,133.72","664,479,556.77","1,481,107,968.26","2,046,151,461.85","3,016,065,832.78","651,421,831.91"
投资活动产生的现金流量净额,"-13,657,960.99","-2,661,609.16","-35,346,242.99","-7,976,453.51","-10,202,372.86","-11,716,295.04","-2,405,680.35","-3,539,262.20","-14,507,177.09","-25,576,113.82","-52,619,665.00","-66,950,295.49","-101,058,547.17","-170,225,074.96","-52,898,199.22","-99,314,498.69","-117,006,277.42","-146,379,452.59","-20,717,393.44","-28,862,057.10","-34,495,140.88","-36,891,198.68","-8,206,232.50","-12,368,522.96","-16,738,908.41","-524,709,430.73","105,029,734.11","-19,518,806.74","-18,084,980.24","-412,771,624.34","-68,471,457.59","-1,878,435,215.66","-1,923,131,453.45","-1,966,985,403.47","-230,639,853.30"
购买商品、接受劳务支付的现金,"184,943,472.21","295,716,997.90","226,940,116.04","121,931,522.44","211,073,228.94","286,316,751.02","108,695,326.76","165,130,793.34","269,652,992.37","244,487,247.98","35,703,936.67","78,480,186.31","112,260,940.83","144,585,334.53","33,461,386.41","64,088,458.24","101,473,335.40","141,588,522.99","33,000,864.84","101,862,609.89","158,730,986.12","203,481,361.64","46,714,705.88","96,526,489.00","155,450,552.87","755,798,790.07","244,183,665.54","487,680,947.44","786,726,470.36","1,030,008,642.97","187,284,506.82","434,504,798.97","721,618,993.29","1,030,711,048.61","291,857,272.49"
吸收投资收到的现金,,"4,558,595.00","12,600,000.00",,,"415,480,000.00",,,,,,,,,,,,,,,,,,,,"111,171,112.00","2,600,000.00","2,600,000.00","1,888,639,983.50","1,886,963,983.50",,,,"105,000,000.00",
