科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,832,523.33","2,299,278.59","2,849,492.46","3,383,144.54","3,900,680.69","-1,761,743.40","-1,214,768.65","-5,322,106.31","-4,987,753.20","-14,790,345.55","-2,990,470.66","-3,620,837.54","-6,650,870.43","-10,753,176.38","-2,759,077.29","-2,233,257.31","-1,319,899.04","2,419,153.62","1,306,124.57","7,284,101.15","921,917.49","-3,377,388.06","-2,466,362.06","-15,152,699.71","-18,555,660.98","-48,417,289.60","-980,829.13","2,976,686.04","12,464,745.50"
三、利润总额,"13,159,692.45","26,355,328.09","78,172,893.89","71,719,819.88","102,873,981.28","139,087,118.29","42,250,476.14","96,862,466.01","138,207,523.79","180,543,214.09","38,481,016.13","94,472,973.86","146,109,745.62","225,258,205.60","68,591,513.98","160,584,179.52","227,137,186.49","335,651,968.61","98,123,408.79","314,524,687.89","467,005,396.65","659,162,998.60","184,977,225.99","570,230,445.54","778,626,787.20","1,093,411,180.41","244,075,788.84","463,325,356.48","613,981,340.72"
资产减值损失,"-78,813.17","229,752.17","2,911,756.05","-1,883,517.33","392,234.60","-487,961.38","14,967.44","3,917,485.17","1,904,382.60","5,552,682.10","3,019,050.05","3,789,184.94","6,412,792.14","5,318,868.35","5,059,466.83","7,078,876.92","5,272,242.34","6,082,632.47","1,378,732.91","14,005,161.91","18,470,491.57","7,328,605.96","8,775,798.45","16,530,158.20","12,358,540.69","59,943,743.45","7,871,043.84","16,870,264.33","19,321,083.57"
减:所得税,"2,467,175.68","3,602,365.07","11,061,653.80","10,772,281.50","14,898,953.30","20,208,057.64","6,363,674.36","12,164,605.18","18,757,068.96","27,491,286.55","5,074,959.03","13,977,318.73","19,952,529.01","31,564,894.65","9,749,060.61","21,660,064.15","32,131,555.02","48,240,364.18","8,331,240.39","30,859,383.41","42,664,494.82","60,177,591.96","19,118,655.55","47,943,148.57","63,159,103.14","80,676,429.56","28,329,258.95","46,680,524.05","66,336,977.83"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"48,543.85",,,,,,,,,,,,"-206,329.23","-446,188.28","-326,563.77","-647,845.39","-823,399.32","-859,793.84",,,,"1,235,058.37","2,536,201.20","11,763,712.45","14,062,613.51","15,679,365.20","1,695,924.61","5,050,093.69","8,632,186.74"
四、净利润,"10,692,516.77","22,752,963.02","67,111,240.09","60,947,538.38","87,975,027.98","118,879,060.65","35,886,801.78","84,697,860.83","119,450,454.83","153,051,927.54","33,406,057.10","80,495,655.13","126,157,216.61","193,693,310.95","58,842,453.37","138,924,115.37","195,005,631.47","287,411,604.43","89,792,168.40","283,665,304.48","424,340,901.83","598,985,406.64","165,858,570.44","522,287,296.97","715,467,684.06","1,012,734,750.85","215,746,529.89","416,644,832.43","547,644,362.89"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,"-206,329.23",,,,"-823,399.32","-859,793.84",,,,,,,,,,,
归属于母公司所有者的净利润,"10,844,113.10","22,750,490.11","66,462,150.64","60,372,281.03","87,206,881.05","117,811,939.82","35,681,424.72","84,003,400.24","118,403,336.25","151,906,924.38","33,313,636.24","80,202,424.20","125,703,047.25","192,929,449.63","58,689,466.65","139,208,681.71","197,651,014.73","288,288,645.94","90,137,894.96","284,932,783.09","426,644,842.31","604,578,672.02","168,098,984.71","527,063,740.00","722,556,532.17","1,026,434,494.30","219,138,261.28","422,673,925.29","554,824,900.07"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-151,596.33","2,472.91","649,089.45","575,257.35","768,146.93","1,067,120.83","205,377.06","694,460.59","1,047,118.58","1,145,003.16","92,420.86","293,230.93","454,169.36","763,861.32","152,986.72","-284,566.34","-2,645,383.26","-877,041.51","-345,726.56","-1,267,478.61","-2,303,940.48","-5,593,265.38","-2,240,414.27","-4,776,443.03","-7,088,848.11","-13,699,743.45","-3,391,731.39","-6,029,092.86","-7,180,537.18"
