科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"152,889,184.29","314,989,818.24","489,631,468.52","519,347,810.00","121,161,448.08","249,231,294.10","410,174,285.40","569,629,842.12","144,252,049.81","312,903,372.40","505,814,535.60","771,975,479.62","203,102,124.34","446,629,421.05","645,266,258.19","841,441,236.46","187,412,609.65","368,943,554.47","595,363,768.98","808,378,831.80","223,614,415.29","430,776,573.31","653,273,495.48","908,260,841.57","249,263,657.87","488,030,737.67","783,544,002.89","1,080,729,764.70","301,718,478.28","565,769,225.28","882,996,498.34","1,244,897,125.24","321,759,859.00","598,346,388.82","914,637,584.86","1,267,972,635.64","342,708,780.00","648,735,155.33","1,062,559,844.30","1,383,781,589.98","354,857,928.35","692,716,651.10","1,117,725,416.41","1,513,192,945.57","401,859,328.46"
二、营业利润,"5,708,993.09","13,170,142.29","58,464,341.21","81,371,999.31","8,953,409.09","34,595,282.67","77,063,808.90","80,032,777.91","15,530,952.61","45,509,231.71","96,476,939.77","103,872,509.63","16,080,549.03","58,180,186.64","117,077,961.34","140,320,964.98","16,953,830.09","168,525,286.06","240,297,741.78","248,417,475.20","14,655,103.27","62,423,053.89","121,329,264.15","111,398,095.23","23,316,006.65","178,315,416.11","249,419,469.09","189,287,438.07","29,316,409.07","56,204,680.96","122,352,631.28","95,154,436.71","32,249,438.14","48,408,951.49","92,618,574.30","88,386,082.33","33,127,465.69","40,008,000.04","87,629,237.03","84,449,231.86","27,703,736.83","49,391,095.98","106,998,546.64","110,522,045.46","30,978,030.51"
减:营业成本,"101,462,452.80","229,401,578.91","329,729,781.10","336,876,856.17","84,959,657.03","161,676,582.69","255,842,158.43","339,747,475.54","110,436,669.23","228,649,862.35","345,971,607.18","534,752,067.84","164,974,343.32","340,072,864.36","458,079,252.15","608,837,173.34","146,999,865.02","254,410,241.15","394,012,622.52","562,141,579.66","183,497,870.44","318,661,745.43","457,178,497.78","670,810,555.55","204,056,228.48","391,722,356.41","593,809,175.66","864,159,004.36","246,223,067.93","456,976,328.23","683,504,976.19","1,001,939,281.57","263,668,067.70","497,900,111.09","746,264,285.95","1,052,071,869.01","284,216,391.20","555,075,811.84","896,240,188.37","1,166,662,138.34","309,165,782.93","602,043,499.81","946,879,947.14","1,300,770,752.20","347,423,230.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,738,123.69","4,080,778.12","6,236,944.36","7,193,109.11","2,714,064.58","6,645,246.89","8,216,002.69","11,585,820.72","2,701,199.80","5,960,500.37","10,220,557.74","16,898,108.49","3,720,251.43","9,481,339.85","14,180,366.79","19,542,679.91","3,803,306.69","7,920,788.93","13,389,479.23","16,686,994.88","4,243,370.67","8,334,631.66","13,499,101.70","17,033,616.48","4,655,558.18","8,373,440.92","13,611,473.81","16,654,862.71","4,010,423.94","8,269,992.92","13,009,880.41","16,834,805.07","3,781,135.68","7,966,189.23","12,003,555.62","17,635,937.25","3,968,519.11","9,291,578.15","12,535,018.41","18,389,677.06","2,196,567.14","6,911,735.00","10,643,300.24","16,957,682.36","5,176,705.99"
营业外收入,"508,083.45","1,015,367.46","65,614,809.37","112,964,735.78","8,677,563.47","10,967,003.09","12,196,251.42","18,189,489.90","2,850,077.05","10,699,387.74","11,500,126.67","93,994,430.32","3,288,371.85","3,602,068.31","3,779,918.12","31,904,291.13","2,979,539.45","3,167,396.24","4,559,412.61","8,905,055.62","984,616.45","2,021,303.75","3,856,539.02","15,091,153.90","393,092.59","2,644,045.21","6,131,025.07","14,145,086.67","448,467.74","3,140,830.90","7,537,409.28","23,677,815.52","576,846.66","7,210,897.78","17,329,973.14","28,643,223.73","1,106,603.39","15,934,049.55","18,392,411.75","10,648,759.94","881,179.39","269,916.35","4,453,077.98","5,481,687.74","784,509.74"
销售费用,"4,764,757.80","7,811,279.58","10,815,206.00","9,510,376.75","2,845,858.65","3,660,480.12","5,755,966.06","11,181,308.18","900,966.13","1,828,664.40","2,774,349.47","4,409,350.48","1,623,338.45","3,104,665.67","4,750,633.87","7,968,991.97","2,116,421.14","3,811,074.84","5,584,046.52","10,489,834.69","3,060,613.28","5,529,580.11","8,058,668.75","11,243,982.56","3,498,488.71","6,033,145.36","8,716,298.92","13,804,895.36","4,104,161.62","7,335,538.46","10,861,295.01","16,544,483.23","3,418,367.16","7,089,193.74","10,697,622.26","17,120,502.32","3,478,737.41","7,096,258.31","10,206,172.22","14,317,297.54","1,801,855.32","3,562,884.49","5,784,587.08","9,806,399.43","1,924,438.65"
减:营业外支出,"1,082,263.83","2,417,930.58","4,128,336.20","72,709,084.89","372,216.92","3,004,590.99","3,424,010.63","5,652,988.92","96,899.68","2,021,005.22","3,098,278.65","3,641,733.64","642,894.41","3,613,683.39","5,347,991.93","6,653,605.09","119,478.55","897,552.31","2,865,946.05","3,312,475.00","83,272.82","158,164.71","817,422.31","3,890,142.47","992,881.97","2,071,106.79","2,978,030.94","19,035,329.56","617,349.64","1,136,735.38","2,973,407.66","16,223,688.10","1,247,912.75","5,460,690.67","12,051,708.88","19,320,207.98","903,816.72","6,034,994.83","7,164,628.54","6,843,993.45","480,023.59","2,172,300.83","3,013,471.98","2,588,064.99","663,898.66"
管理费用,"34,098,719.30","50,281,223.33","66,684,355.28","66,215,280.97","19,543,613.30","39,260,982.63","55,204,286.89","78,284,746.28","15,774,035.42","34,707,950.74","58,503,729.03","85,692,446.06","20,798,066.89","41,426,698.61","59,431,382.00","103,894,883.81","21,570,282.14","39,170,961.20","57,088,052.04","105,040,730.39","23,935,167.32","44,505,086.16","64,924,397.94","107,745,330.49","19,220,004.65","40,647,666.66","60,398,519.78","97,595,156.72","24,267,327.82","46,354,190.62","69,599,380.30","106,373,871.40","25,860,546.73","49,553,832.71","69,992,942.74","111,173,493.16","25,307,221.31","51,509,708.24","76,318,307.57","110,281,585.11","21,908,025.66","45,961,722.81","67,965,521.14","103,630,326.11","20,820,062.12"
其中:非流动资产处置净损失,,,,"1,034,000.36","111,681.45","548,472.18","662,100.09","1,852,234.34","1,840.00","1,539,995.17","1,785,298.49","3,345,833.10","30,100.20","62,216.25","692,097.38","2,003,592.96","1,393.77","3,292.36","1,632,707.03","1,821,671.93","11,111.23","85,956.30","87,206.30","1,618,676.94","519,715.14","1,534,128.09","1,632,216.48","11,560,615.41","4,454.85","135,351.79","1,054,329.49","3,276,420.64","17,630.16","181,872.06","1,975,877.74","5,441,171.93","232,198.10","1,685,795.31","2,603,639.05","2,888,254.97",,"897,705.98","1,096,730.65",,
