科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"464,365,239.61","358,956,125.54","375,684,922.77","74,437,462.89","148,719,216.25","244,104,077.30","375,747,911.81","80,416,017.16","218,827,880.84","307,352,395.69","517,432,854.86","51,472,291.33","221,027,910.79","521,770,499.80","744,109,645.36","185,368,276.23"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"464,742.46","2,067,955.43","1,263,081.66","110,767.99","291,967.27","1,647,542.81","2,196,790.71",,"2,548,169.95","5,304,459.80","5,953,119.17","98,368.80","3,988,147.75","4,269,621.78","5,267,128.03","398,022.68"
支付其他与投资活动有关的现金,,,,,,,,"919,617.58","919,617.58","919,617.58","919,617.58",,,,,
收到其他与经营活动有关的现金,"78,099,771.44","61,981,259.33","35,249,600.45","8,524,177.31","16,563,056.00","37,598,442.98","44,768,722.64","14,414,471.32","27,612,841.25","37,311,136.43","52,955,081.57","12,440,850.66","23,755,152.11","32,997,260.08","49,282,685.88","10,667,727.89"
投资活动现金流出小计,"7,911,473.50","19,242,031.58","35,047,888.04","159,034,079.09","313,989,397.49","423,129,738.43","233,927,756.68","2,889,654.75","13,250,357.00","71,601,678.06","92,246,533.44","11,240,155.68","29,563,048.21","149,302,210.60","97,394,929.79","35,415,243.00"
经营活动现金流入小计,"542,929,753.51","423,005,340.30","412,197,604.88","83,072,408.19","165,574,239.52","283,350,063.09","422,713,425.16","94,830,488.48","248,988,892.04","349,967,991.92","576,341,055.60","64,011,510.79","248,771,210.65","559,037,381.66","798,659,459.27","196,434,026.80"
投资活动产生的现金流量净额,"-7,451,473.50","-19,242,031.58","-35,047,888.04","-8,556,544.84","-12,931,383.79","-21,773,026.10","-232,571,044.35","98,531,385.21","29,340,045.19","22,513,893.65","53,107,371.60","-9,807,708.16","2,147,962.70","-147,285,707.66","-94,260,909.00","-34,132,351.79"
购买商品、接受劳务支付的现金,"329,511,676.93","317,626,127.35","264,990,406.54","55,218,651.75","120,245,172.28","195,002,020.71","273,089,605.01","87,559,171.60","155,154,127.87","255,298,235.70","378,483,316.71","93,441,329.60","177,376,820.76","271,237,559.06","396,197,544.04","136,135,717.49"
吸收投资收到的现金,,,,,,"319,156,800.00","319,156,800.00",,"49,800,960.00","49,800,960.00","50,932,960.00","2,000.00","2,000.00","2,000.00","2,000.00",
支付给职工以及为职工支付的现金,"27,554,969.72","29,877,336.84","40,074,548.14","13,671,312.98","25,089,673.47","35,323,973.75","47,613,964.99","17,202,244.94","30,750,018.30","46,030,688.49","63,050,833.21","24,086,750.92","41,909,230.82","62,623,374.67","85,998,970.23","30,638,895.66"
取得借款收到的现金,,"37,956,311.73","50,000,000.00",,,,,,,,,,,,,"40,000,000.00"
支付的各项税费,"53,497,320.91","31,767,427.75","27,255,970.62","13,321,642.15","14,899,221.10","21,682,631.25","30,852,165.19","13,786,880.06","32,668,639.38","37,696,492.24","61,423,355.48","10,124,871.98","16,655,797.57","22,020,588.63","38,358,744.44","8,675,870.16"
收到其他与筹资活动有关的现金,,"5,000,000.00",,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"66,137,345.61","93,329,488.88","70,353,196.30","14,931,387.35","31,268,968.11","63,698,157.24","72,706,719.30","21,294,366.24","39,294,212.42","68,084,614.57","73,455,078.12","26,780,196.26","80,053,833.76","116,357,190.80","128,422,246.21","24,323,948.13"
筹资活动现金流入小计,,"42,956,311.73","50,000,000.00",,,"319,156,800.00","319,156,800.00",,"49,800,960.00","49,800,960.00","50,932,960.00","2,000.00","2,000.00","2,000.00","2,000.00","40,000,000.00"
经营活动现金流出小计,"476,701,313.17","472,600,380.82","402,674,121.60","97,142,994.23","191,503,034.96","315,706,782.95","424,262,454.49","139,842,662.84","257,866,997.97","407,110,031.00","576,412,583.52","154,433,148.76","315,995,682.91","472,238,713.16","648,977,504.92","199,774,431.44"
偿还债务支付的现金,,,,,,,,,"4,000,000.00","4,000,000.00","10,000,000.00",,"15,000,000.00","15,000,000.00","40,000,000.00",
经营活动产生的现金流量净额,"66,228,440.34","-49,595,040.52","9,523,483.28","-14,070,586.04","-25,928,795.44","-32,356,719.86","-1,549,029.33","-45,012,174.36","-8,878,105.93","-57,142,039.08","-71,527.92","-90,421,637.97","-67,224,472.26","86,798,668.50","149,681,954.35","-3,340,404.64"
分配股利、利润或偿还利息支付的现金,"12,600,000.00","25,200,000.00","31,785,923.61","653,125.00","1,306,250.00","1,959,375.00","2,612,500.00","653,125.00","52,066,940.31","52,271,711.11","52,819,465.28","522,500.00","47,121,077.92","47,444,940.42","47,550,166.11","72,258.33"
收回投资收到的现金,,,,"150,000,000.00","300,000,000.00","400,000,000.00",,"100,000,000.00","40,000,000.00","90,000,000.00","140,000,000.00",,"30,000,000.00",,,
支付其他与筹资活动有关的现金,,,,,,"3,237,333.00","8,421,766.04",,,"105,000.00",,,,,,
取得投资收益收到的现金,,,,"477,534.25","943,013.70","1,236,712.33","1,236,712.33","1,421,039.96","2,590,402.19","4,115,571.71","5,288,905.04","1,010,447.52","1,289,010.91","1,566,532.94","2,668,620.79","1,208,671.21"
筹资活动现金流出小计,"12,600,000.00","25,200,000.00","31,785,923.61","653,125.00","1,306,250.00","5,196,708.00","11,034,266.04","653,125.00","56,066,940.31","56,376,711.11","62,819,465.28","522,500.00","62,121,077.92","62,444,940.42","87,550,166.11","72,258.33"
处置固定资产、无形资产和其他长期资产收回的现金净额,"460,000.00",,,,"115,000.00","120,000.00","120,000.00",,,,"65,000.00","422,000.00","422,000.00","449,970.00","465,400.00","74,220.00"
筹资活动产生的现金流量净额,"-12,600,000.00","17,756,311.73","18,214,076.39","-653,125.00","-1,306,250.00","313,960,092.00","308,122,533.96","-653,125.00","-6,265,980.31","-6,575,751.11","-11,886,505.28","-520,500.00","-62,119,077.92","-62,442,940.42","-87,548,166.11","39,927,741.67"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"72,076.24","-709,897.29","-1,662,209.43","-1,991.88","152,123.92","216,751.27","381,095.09","5,781.89","-59,324.01","-149,521.65","-230,406.23","-202,213.30","25,712.90","309,243.54","263,793.73","-160,106.93"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"460,000.00",,,"150,477,534.25","301,058,013.70","401,356,712.33","1,356,712.33","101,421,039.96","42,590,402.19","94,115,571.71","145,353,905.04","1,432,447.52","31,711,010.91","2,016,502.94","3,134,020.79","1,282,891.21"
五、现金及现金等价物净增加额,"46,249,043.08","-51,790,657.66","-8,972,537.80","-23,282,247.76","-40,014,305.31","260,047,097.31","74,383,555.37","52,871,867.74","14,136,634.94","-41,353,418.19","40,918,932.17","-100,952,059.43","-127,169,874.58","-122,620,736.04","-31,863,327.03","2,294,878.31"
购建固定资产、无形资产和其他长期资产支付的现金,"7,911,473.50","19,242,031.58","35,047,888.04","9,034,079.09","13,989,397.49","23,129,738.43","33,927,756.68","1,970,037.17","12,330,739.42","36,206,900.48","56,595,416.24","11,240,155.68","19,429,048.21","29,168,210.60","37,260,929.79","7,415,243.00"
期初现金及现金等价物余额,"188,693,441.10","234,942,484.18","183,151,826.52","174,179,288.72","174,179,288.72","174,179,288.72","174,179,288.72","248,562,844.09","248,562,844.09","248,562,844.09","248,562,844.09","289,481,776.26","289,481,776.26","289,481,776.26","289,481,776.26","257,618,449.23"
投资支付的现金,,,,"150,000,000.00","300,000,000.00","400,000,000.00","200,000,000.00",,,"34,475,160.00","34,731,499.62",,"10,134,000.00","120,134,000.00","60,134,000.00","28,000,000.00"
期末现金及现金等价物余额,"234,942,484.18","183,151,826.52","174,179,288.72","150,897,040.96","134,164,983.41","434,226,386.03","248,562,844.09","301,434,711.83","262,699,479.03","207,209,425.90","289,481,776.26","188,529,716.83","162,311,901.68","166,861,040.22","257,618,449.23","259,913,327.54"
