科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"473,520,096.51","580,012,380.11","250,771,339.60","409,057,191.41","573,567,228.66","162,867,343.61","365,348,777.47","589,995,366.54","776,476,832.54","244,179,162.62","520,155,468.32","856,903,732.59","1,104,522,914.67","261,900,301.72","548,215,618.33","843,216,159.38","1,023,516,431.16","254,944,090.16","489,495,396.45","763,433,376.91","1,055,405,769.87","258,010,094.37","513,667,437.65","795,820,606.55","1,118,867,853.22","298,829,249.89","654,537,106.21","1,015,897,287.30","1,326,192,808.88","290,786,252.57","698,437,982.01","1,096,458,297.66","1,611,204,249.07","390,968,006.75","865,341,576.01","1,315,425,602.43","1,705,757,050.91","445,173,069.42"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,"130,903.19","130,903.19","130,903.19",,,,,,,,,,,,,,,,"4,045,483.07","8,009,478.51","7,085,984.43","14,026,489.28","21,139,316.62","33,677,357.90","8,295,069.45","19,497,252.85","34,339,248.54","47,857,669.40","12,737,698.98"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,"140,000,000.00","180,000,000.00","207,000,000.00",,"100,000,000.00",,"1,631,000,000.00",,"441,000,000.00","445,001,224.20","11,532,681.60","114,226,810.00","110,000,000.00","210,000,000.00","280,000,000.00","101,137,838.00","120,000,000.00","447,399,707.40","633,080,000.00","139,013,905.00"
收到其他与经营活动有关的现金,"4,962,562.18","11,625,809.49","4,747,842.01","5,694,509.94","13,916,293.56","3,331,280.04","5,312,799.57","6,434,756.46","19,271,230.24","7,597,400.72","8,282,829.37","9,911,219.96","6,357,227.99","416,108.89","6,064,847.51","10,620,521.63","8,179,855.68","3,722,307.79","19,516,206.50","21,744,184.77","24,419,244.27","1,102,490.12","11,321,807.12","13,232,696.59","14,821,335.86","980,446.91","4,163,869.27","4,801,849.19","9,114,586.02","4,943,299.77","8,325,843.36","38,939,342.57","6,361,449.50","1,463,684.92","14,705,344.97","14,711,470.69","11,132,569.24","81,872,462.25"
投资活动现金流出小计,"231,692,861.87","69,513,454.37","20,612,503.56","47,887,867.89","93,514,267.67","83,753,720.84","97,762,987.73","104,590,966.10","164,519,789.78","51,996,800.21","66,946,900.80","87,335,117.47","141,112,626.41","18,277,485.37","35,421,124.46","45,869,532.79","67,496,924.72","32,656,720.31","180,394,891.66","264,942,484.81","386,107,143.43","74,785,542.35","208,203,850.82","155,831,558.74","1,903,913,753.59","54,910,108.31","551,881,218.11","624,960,325.51","217,317,060.92","158,476,475.77","181,900,819.94","305,906,616.04","395,126,064.47","148,289,401.33","304,062,844.17","550,608,073.31","732,037,088.42","239,779,162.82"
经营活动现金流入小计,"478,482,658.69","591,638,189.60","255,519,181.61","414,751,701.35","587,483,522.22","166,198,623.65","370,661,577.04","596,430,123.00","795,748,062.78","251,907,466.53","528,569,200.88","866,945,855.74","1,110,880,142.66","262,316,410.61","554,280,465.84","853,836,681.01","1,031,696,286.84","258,666,397.95","509,011,602.95","785,177,561.68","1,079,825,014.14","259,112,584.49","524,989,244.77","809,053,303.14","1,133,689,189.08","299,809,696.80","658,700,975.48","1,024,744,619.56","1,343,316,873.41","302,815,536.77","720,790,314.65","1,156,536,956.85","1,651,243,056.47","400,726,761.12","899,544,173.83","1,364,476,321.66","1,764,747,289.55","539,783,230.65"
投资活动产生的现金流量净额,"-231,392,861.87","-69,183,454.37","-20,312,503.56","-47,587,867.89","-93,214,267.67","-60,753,720.84","-44,438,987.73","-51,266,966.10","-111,187,989.78","-47,879,223.84","-42,829,324.43","-62,767,541.10","-108,295,050.04","-18,277,485.37","-35,421,124.46","-45,863,747.05","-57,491,138.98","-31,966,234.31","-179,140,959.66","-262,508,032.25","-367,399,914.17","-5,659,916.33","3,770,523.73","-66,664,228.31","-318,708,540.88","22,272,777.98","103,411,681.92","11,291,034.08","15,958,256.98","-128,331,086.47","-7,554,764.81","-122,639,481.74","-83,458,809.06","-97,971,545.62","-79,031,417.42","-146,646,291.34","-125,706,678.97","-65,295,359.95"
购买商品、接受劳务支付的现金,"331,437,393.29","402,177,102.68","213,821,887.33","335,314,024.99","488,539,324.78","97,229,593.81","291,366,131.31","463,517,486.59","675,555,951.81","177,867,755.16","453,941,740.08","642,468,789.56","807,416,024.03","187,223,181.32","457,508,317.40","637,645,667.26","784,827,718.89","212,621,390.65","413,610,449.34","609,709,370.12","845,520,647.85","196,016,436.01","476,733,532.42","709,705,266.33","901,462,194.53","341,657,294.94","670,409,627.38","882,995,413.95","1,103,912,277.37","287,354,028.37","653,980,327.31","958,033,462.27","1,359,990,943.05","356,432,351.53","811,742,197.17","1,167,236,678.44","1,599,167,652.97","392,707,989.03"
吸收投资收到的现金,"47,450,000.00",,,"385,286,150.00","385,286,150.00",,,,,,,,"400,000.00",,,,,,"599,992,789.05","599,992,789.05","599,992,789.05",,,,,,,,,,,"2,940,000.00","2,940,000.00",,,"67,000.00","8,473.50",
