科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"11,733,705.57","10,298,024.35","11,810,809.63","28,902,519.52","8,877,948.96","9,001,704.54","8,876,117.86","13,163,708.42","9,958,737.75","14,431,989.72","54,387,395.15","57,833,748.94","41,595,718.35","53,113,456.72","22,359,796.35","42,623,268.21","31,189,923.50","411,758,042.51","249,748,719.43","212,861,905.91","186,474,836.72","159,149,851.52","152,869,950.84","86,222,567.21","137,504,401.32","310,434,259.41","120,817,836.06","263,617,665.27","275,337,713.72","264,087,091.27","350,126,217.42","367,085,815.24","378,157,784.94","302,250,118.97","224,172,641.16","230,692,069.88","2,953,909,021.95","820,363,340.58","945,344,546.47","1,729,206,813.19","1,349,059,954.65","1,208,771,848.29","983,325,661.85","1,205,304,883.75","993,615,297.58"
短期借款,"80,792,673.76","79,824,673.76","77,504,673.76","81,896,967.27","81,296,967.27","79,320,000.00","75,010,000.00","69,310,000.00","68,710,000.00","66,800,000.00","15,480,000.00","15,480,000.00","15,480,000.00","15,480,000.00","7,450,000.00","7,450,000.00","7,450,000.00",,,,,,,,,"150,000,000.00","120,000,000.00","140,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,
交易性金融资产,"100,000.00","7,566,054.45","13,567,987.45","15,332,517.09","10,661,619.92","8,785,522.83","7,051,190.43","5,250,786.77","6,480,965.77","6,843,757.77","5,198,442.77","391,666.69","5,025,792.50","3,532,395.61","3,055,251.00","4,012,914.69","4,256,159.28","33,452,777.45","2,805,471.45","2,428,839.59","2,361,001.59","2,402,117.48","2,201,448.48","2,171,336.24","2,118,178.24","2,396,676.99","2,232,730.75","2,200,678.09","2,616,207.89","2,480,209.66","3,193,413.46","4,432,736.85","4,967,659.85","7,851,331.88","5,774,586.88","8,482,552.10","417,179.10","420,375.16","420,375.16",,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"9,991,112.18","11,568,426.16","12,129,575.37","12,766,855.53","12,425,185.42","12,234,129.57","5,744,179.90","5,558,452.15","6,633,221.88","8,022,035.80","7,429,762.09","5,689,543.96","6,773,726.63","7,308,206.84","7,054,843.68","5,036,834.87","7,904,062.05","6,747,268.11","7,311,004.36","6,473,714.96","6,553,561.78","5,836,884.37","5,968,639.16","5,325,334.49","9,573,749.81","5,263,836.92","4,832,704.32","3,725,751.08","5,121,179.78","4,655,025.37","5,371,758.40","212,816,850.91","97,661,531.83","13,411,503.82","29,783,410.01","100,158,269.97","65,867,311.52","342,894,922.81","303,725,166.00","438,849,264.72","429,898,719.28","306,963,763.02","170,618,802.41","726,387,556.27","583,536,932.81"
应付账款,"21,477,883.73","20,142,341.85","20,809,162.17","18,128,112.06","18,229,029.66","17,381,070.87","15,583,778.03","15,304,529.22","16,105,743.60","16,134,500.29","12,552,429.54","13,513,192.28","11,385,941.61","10,173,122.20","10,345,945.36","13,198,835.11","13,588,912.28","23,779,372.72","24,698,378.23","10,237,024.45","10,350,015.52","12,763,984.25","10,853,571.22","17,906,525.28","35,648,432.38","11,992,439.28","16,785,123.86","19,184,751.53","15,742,049.65","17,115,385.80","15,827,647.97","88,726,028.40","76,580,268.20","36,753,700.65","21,956,211.23","51,032,348.86","49,422,145.78","30,005,171.04","20,480,709.95","34,406,892.11","14,145,507.49","25,700,637.89","30,900,090.80","254,054,912.05","249,773,642.03"
预付款项,"266,809.00","204,393.00","78,867.06","132,638.53","110,741.53","2,629,071.67","2,562,986.67","132,613.67","143,002.78","1,887,853.67","735,982.17","8,200,256.34","8,187,871.34","9,880,210.88","12,132,692.93","7,321,849.21","1,699,510.98","3,181,681.45","8,858,751.35","25,535,455.09","25,717,317.09","43,134,411.51","98,923,614.24","44,907,153.36","66,796,081.58","34,970,010.50","28,762,193.26","26,688,787.92","62,137,805.78","85,707,595.58","147,284,702.33","116,852,759.49","274,750,175.77","169,912,108.77","177,521,552.54","168,300,843.04","250,970,370.71","622,515,113.66","792,117,815.94","724,920,678.27","1,057,962,196.12","1,274,077,335.79","1,377,504,821.82","841,833,639.32","1,077,414,119.59"
预收款项,"20,998,726.70","28,872,626.02","28,638,753.76","34,633,148.67","34,441,144.87","34,124,882.35","32,305,524.77","34,699,574.19","31,535,738.35","28,834,063.63","26,341,042.94","61,209,292.68","59,975,284.31","58,770,604.45","59,233,147.54","29,895,181.26","34,048,102.26","33,700,393.60","24,896,946.28","35,122,097.23","30,637,679.19","26,469,695.23","25,154,108.14","28,652,067.56","25,727,307.76","29,428,585.82","26,235,022.58","27,198,445.41","39,571,266.62","55,869,976.08","67,222,555.49","46,082,114.44","58,790,143.08","74,449,077.86","73,428,447.33","39,424,181.22","49,493,512.70","54,149,262.58","86,130,240.85","44,672,307.34","152,373,204.38","235,515,289.22","313,768,905.72","236,221,182.92","173,554,101.24"
其他应收款,"64,503,329.95","55,876,136.90","68,605,928.92","63,348,500.22","76,370,263.90","68,875,110.43","72,729,983.86","58,128,271.73","58,430,410.11","58,533,150.34","62,676,721.02","45,095,332.11","59,539,253.31","47,046,968.01","9,552,719.36","13,719,738.45","11,020,231.84","12,097,994.69","101,939,198.29","16,909,235.25","7,740,658.64","7,487,581.40","8,263,707.34","6,305,649.56","5,686,458.38","16,263,553.53","7,034,212.25","4,344,619.30","15,511,655.66","15,460,669.84","11,965,433.66","27,900,021.11","51,016,554.60","31,014,371.23","32,497,972.13","63,347,449.23","108,390,271.46","211,561,875.19","140,279,547.44","151,020,650.23","144,655,176.44","125,679,621.08","177,293,440.06","209,979,989.79","239,202,523.08"
应付职工薪酬,"2,627,211.35","4,036,403.76","3,270,053.51","4,214,582.92","2,971,084.34","3,058,886.18","2,594,163.61","3,195,714.37","2,300,028.13","3,301,207.75","2,504,794.94","3,259,644.74","2,025,049.21","2,826,174.73","2,290,323.37","5,352,030.59","1,803,951.70","2,275,581.43","1,574,817.89","2,367,576.61","1,712,499.58","2,119,694.19","2,080,287.88","2,621,147.46","2,064,305.97","5,099,958.40","2,520,916.44","2,802,485.01","1,859,299.23","2,079,429.29","1,767,507.85","1,838,138.95","1,766,603.74","1,632,098.85","1,760,903.68","4,602,007.08","2,153,439.60","4,184,359.54","1,558,626.68","11,217,722.81","2,299,916.67","1,586,644.88","1,567,017.22","12,217,624.08","2,722,908.68"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"8,086,514.30","8,108,053.83","8,350,740.83","10,852,653.53","11,043,470.62","10,311,891.91","10,409,362.30","10,672,688.81","10,848,191.35","10,216,930.84","10,400,228.15","4,129,839.71","4,274,119.00","3,949,075.09","2,249,715.91","4,187,402.49","3,351,106.76","1,555,890.55","2,752,988.96","3,101,260.38","1,643,975.31","2,428,996.00","1,431,112.68","6,127,020.67","2,420,381.81","2,822,009.40","4,400,787.20","6,665,103.30","7,010,206.00","3,352,857.68","8,405,246.03","22,847,266.49","19,963,709.35","2,447,575.75","8,399,066.87","13,678,863.14","7,298,392.46","5,768,926.95","7,549,558.37","174,614,403.19","55,896,027.40","8,222,512.69","1,310,123.50","119,740,329.15","62,411,541.60"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,"1,087,340.55","1,359,840.55","1,632,340.55","1,904,840.55","1,942,334.79","12,430,143.54","13,162,046.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"1,545,007.60","1,545,007.60","1,545,000.00","1,545,000.00","1,545,000.00","1,545,000.00","1,545,000.00","1,545,000.00","1,545,000.00","1,221,000.00","1,221,000.00","1,221,000.00","326,000.00","326,000.00","150,000.00","150,000.00","2,158,353.90","1,529,125.32","1,529,125.32","495,702.32","2,311,350.80","720,702.32","720,702.32","720,702.32","2,195,702.32","195,702.32","195,702.32","195,702.32",,,,,"208,000.00","208,000.00",,,,,,
存货,"7,133,938.30","6,918,050.20","7,574,910.68","7,524,076.96","7,543,466.00","7,968,419.58","8,662,592.32","8,307,662.44","8,231,764.20","7,929,058.78","8,432,868.48","8,926,448.01","8,790,729.83","8,734,760.96","9,096,670.56","9,468,701.92","9,003,061.97","9,502,659.11","8,765,246.62","7,335,829.98","7,235,678.90","7,842,107.56","8,001,316.32","8,129,273.73","8,223,864.70","8,118,601.92","9,064,906.42","9,067,745.44","24,584,961.37","27,395,652.79","92,982,203.14","136,122,998.09","33,060,293.18","169,607,389.26","181,965,006.53","111,642,819.03","103,465,136.07","185,279,480.43","201,342,034.52","266,192,945.05","281,138,375.07","315,994,407.95","372,412,815.19","630,711,355.06","605,888,955.83"
