科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,,,,,,,,,"7,700,000.00","7,700,000.00","7,000,000.00","33,586,712.71","33,586,712.71","73,586,712.71","73,586,712.71",,"50,000,000.00","60,000,000.00","115,000,000.00","8,000,000.00"
支付的各项税费,"10,122,749.76","13,948,678.25","22,072,351.29","8,794,081.58","16,621,996.22","21,844,092.34","36,020,774.56","7,471,472.67","17,316,354.26","22,897,209.72","30,607,928.33","7,645,132.19","14,706,487.76","28,657,828.37","49,966,515.28","5,323,179.32","30,107,448.41","33,932,063.15","55,544,965.70","3,413,677.89"
收到其他与筹资活动有关的现金,,,,,,,,,,,"700,000.00",,,,,,,,"19,000,000.00",
支付其他与经营活动有关的现金,"12,166,470.61","26,244,307.57","37,686,469.03","6,685,290.14","17,371,734.96","27,002,957.58","36,763,557.96","11,072,187.34","25,662,935.27","35,809,921.17","59,787,855.85","12,893,253.97","23,420,815.74","24,370,528.60","92,082,570.66","13,017,980.65","30,444,510.21","77,371,503.99","318,167,623.31","24,887,290.83"
筹资活动现金流入小计,,,"1,950,000.00","20,000,000.00","320,535,700.00","320,535,700.00","320,535,700.00","183,327,120.00","191,027,120.00","214,505,120.00","214,505,120.00","33,586,712.71","-42,376,979.29","-2,823,404.29","119,125,912.71","20,000.00","57,000,000.00","51,169,900.00","141,008,743.03","-2,939,005.00"
经营活动现金流出小计,"58,566,532.84","92,386,134.30","128,654,252.70","35,789,620.83","71,680,773.94","106,666,897.33","143,486,668.04","40,400,101.77","107,960,773.99","142,874,997.35","193,304,624.58","65,648,522.61","99,363,935.09","117,561,095.92","261,834,405.84","129,468,960.23","277,514,404.61","496,465,667.21","534,649,089.31","77,453,157.90"
偿还债务支付的现金,,,,,,,,,"1,000,000.00","7,000,000.00","7,000,000.00",,"33,751,889.36","33,751,889.36","73,586,712.71",,"315,375.00","700,000.00",,"1,666,666.66"
经营活动产生的现金流量净额,"45,357,726.94","72,276,844.94","62,745,409.46","11,272,192.20","19,824,930.84","37,839,338.27","53,878,260.08","8,729,648.50","-9,258,305.28","9,884,043.90","39,668,043.00","-13,818,154.57","5,757,544.08","25,356,358.47","80,248,513.95","66,918,802.26","120,674,841.87","89,177,074.42","270,591,666.40","78,072,341.45"
分配股利、利润或偿还利息支付的现金,,"48,000,000.00","48,000,000.00","22,500,000.00","22,500,000.00","45,029,175.00","46,500,000.00","3,754.32","34,758.76","61,239.52","57,764.38","35,713.87","12,647,746.66","12,873,046.81","11,248,178.11","4,390.17","7,554,032.23","9,583,550.21","17,015,705.61","365,638.00"
收回投资收到的现金,,,,,,"77,000,000.00",,"3,000,000.00","2,000,000.00","3,000,000.00",,"144,000,000.00","246,000,000.00","295,000,000.00","317,633,827.87","157,000,000.77","415,393,295.57","187,488,234.92","371,203,146.32",
支付其他与筹资活动有关的现金,,,,,"4,235,000.00","5,899,583.00","6,037,583.00",,,,,,,,"78,354,642.80",,,,"74,174,827.00",
取得投资收益收到的现金,,,,,"6,520.00","560,006.40","1,539,518.06","1,239,762.52","3,376,869.77","5,293,998.44","10,338,022.48","2,881,455.02","4,202,486.41","5,151,483.94","5,175,453.81","5,722,773.44","11,685,798.57","14,939,790.85","27,122,981.04","11,125,273.38"
筹资活动现金流出小计,,"48,000,000.00","48,000,000.00","22,500,000.00","26,735,000.00","50,928,758.00","52,537,583.00","3,754.32","1,034,758.76","7,061,239.52","7,057,764.38","35,713.87","46,399,636.02","46,624,936.17","163,189,533.62","4,390.17","7,869,407.23","10,283,550.21","91,190,532.61","2,032,304.66"
处置固定资产、无形资产和其他长期资产收回的现金净额,,37.00,"3,552.49",,,,,,,,"44,333.33",,,,,,,,,
筹资活动产生的现金流量净额,,"-48,000,000.00","-46,050,000.00","-2,500,000.00","293,800,700.00","269,606,942.00","267,998,117.00","183,323,365.68","189,992,361.24","207,443,880.48","207,447,355.62","33,550,998.84","-88,776,615.31","-49,448,340.46","-44,063,620.91","15,609.83","49,130,592.77","40,886,349.79","49,818,210.42","-4,971,309.66"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"-2,442,752.37","-8,217,226.73","2,211,302.75","13,406,018.85","11,070,579.82","-2,140,931.99"
收到其他与投资活动有关的现金,,,,,,,,,"153,337.20","306,674.40",,,"153,337.20","153,337.20",,,,,"5,004,495.83",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,37.00,"3,552.49",,"6,520.00","77,560,006.40","1,539,518.06","4,239,762.52","5,530,206.97","8,600,672.84","10,382,355.81","146,881,455.02","250,355,823.61","300,304,821.14","322,809,281.68","162,722,774.21","427,079,094.14","202,428,025.77","403,330,623.19","11,125,273.38"
五、现金及现金等价物净增加额,"33,095,379.99","20,844,019.34","3,567,954.65","8,448,323.91","280,200,576.74","47,350,482.26","-12,790,618.45","99,655,972.76","43,804,796.68","30,553,028.95","88,124,359.80","56,170,182.09","-84,474,204.35","-82,040,389.62","121,809,062.06","-24,789,738.72","-27,175,902.82","-241,128,355.98","-139,904,454.05","29,130,036.78"
购建固定资产、无形资产和其他长期资产支付的现金,"12,262,346.95","3,432,862.60","13,131,007.30","323,868.29","1,431,574.10","1,655,804.41","8,206,513.48","636,803.94","2,459,466.25","3,350,068.27","6,373,394.63","869,753.19","1,688,131.19","145,745.70","1,077,410.22","1,638,061.00","248,186,882.41","3,925,271.39","32,754,582.65","635,115.65"
期初现金及现金等价物余额,"56,548,159.64","89,643,539.63","110,487,558.97","114,055,513.62","114,055,513.62","114,055,513.62","114,055,513.62","101,264,895.17","101,264,895.17","101,264,895.17","101,264,895.17","189,389,254.97","189,389,254.97","193,269,610.11","189,389,254.97","311,198,317.03","311,198,317.03","311,198,317.03","311,198,317.03","170,779,122.98"
投资支付的现金,,,,,"32,000,000.00","336,000,000.00","328,000,000.11","96,000,000.00","140,000,000.00","192,025,500.00","163,000,000.00","109,574,364.01","250,122,825.54","358,107,483.07","453,536,651.46","244,591,637.29","378,084,851.94","583,100,553.42","722,310,559.14","52,320,220.75"
期末现金及现金等价物余额,"89,643,539.63","110,487,558.97","114,055,513.62","122,503,837.53","394,256,090.36","161,405,995.88","101,264,895.17","200,920,867.93","145,069,691.85","131,817,924.12","189,389,254.97","245,559,437.06","104,915,050.62","111,229,220.49","311,198,317.03","286,408,578.31","284,022,414.21","70,069,961.05","171,293,862.98","199,909,159.76"
