科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"65,458,205.53","57,858,480.24","51,303,897.78","23,316,334.43","188,383,674.97","27,412,188.29","61,121,746.60","22,343,508.65","46,248,086.40","43,673,440.37","38,610,031.22","15,750,935.46","20,002,411.56","26,800,089.28"
短期借款,"118,000,000.00","120,000,000.00","42,000,000.00","35,000,000.00","50,000,000.00",,,,"30,000,000.00","30,000,000.00","30,000,000.00","35,000,000.00","30,000,019.57","35,000,019.57"
交易性金融资产,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,
应收票据,"50,000.00","1,263,364.00","8,000,000.00",,"169,818.59","15,000,000.00","800,000.00","151,126.90","700,000.00","557,477.93","1,600,000.00","1,320,130.69","4,996,788.50","2,071,819.06"
应付票据,,"32,914,470.11","30,125,306.92","14,331,242.33","12,360,116.40","27,456,754.09","24,331,651.58","19,481,160.60","26,211,829.74","21,407,400.81","30,939,486.90","32,568,584.22","12,543,987.37","14,239,151.50"
应收账款,"5,272,322.27","13,599,234.46","28,472,605.37","35,755,200.96","68,296,676.34","69,280,779.18","38,743,991.26","66,745,907.89","76,763,261.67","55,663,260.10","50,459,834.13","66,463,102.05","86,472,202.39","92,629,897.04"
应付账款,"21,712,543.28","17,334,021.79","27,740,759.17","23,518,256.57","42,833,585.60","37,054,528.57","29,225,851.63","24,762,128.61","29,439,467.24","22,958,750.15","14,502,550.89","11,452,297.50","12,035,906.50","11,584,078.47"
预付款项,"9,944,752.92","7,375,667.07","6,441,631.35","5,901,968.37","5,894,147.22","9,228,256.29","1,346,975.38","2,305,751.50","3,339,942.07","5,840,992.80","11,213,954.97","18,439,424.60","3,973,713.88","8,826,519.34"
预收款项,"7,432,137.35","773,662.90","400,323.75","116,245.00","137,147.90","317,412.90","340,921.72","123,812.04","1,865,477.01","608,031.38","528,599.67","3,460,493.25","587,096.64","2,596,501.25"
其他应收款,"25,223.30",,"6,175.00","284,509.09","8,170.00","29,420.64",,"18,715.05",,"17,286.33","5,845,200.00","5,980,876.78","5,846,245.00","5,864,776.24"
应付职工薪酬,"1,284,303.07","1,919,686.83","2,295,848.20","1,480,430.35","1,764,738.00","715,767.50","2,543,141.56","1,977,569.71","2,272,682.14","2,122,068.10","2,397,582.97","1,915,890.49","2,544,047.28","2,105,559.20"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"309,028.40","1,522,834.08","-12,033,978.17","-9,738,841.61","-4,017,448.02","-7,398,451.44","-9,161,584.01","-7,050,441.20","-5,108,485.13","-6,422,647.00","3,314,741.11","1,949,602.97","3,403,682.40","1,714,822.16"
应收利息,,,,,,,,,,,,,,
应付利息,"261,083.38","251,472.23","341,220.01","323,497.79",,,"81,270.93","70,400.00",,,"105,898.71",,,
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"2,904,000.00",
存货,"29,235,900.05","26,184,502.87","28,560,191.20","32,848,290.92","35,980,272.74","43,388,278.08","51,364,385.24","51,751,327.34","64,174,318.83","71,192,683.25","83,624,289.13","82,273,942.80","88,085,858.57","86,369,844.25"
其他应付款,"10,957,797.00","11,181,568.17","11,215,177.25","11,269,523.75","11,322,446.47","12,229,593.81","12,221,342.35","12,092,667.63","12,195,427.64","12,097,718.17","1,065,308.60","3,153,623.76","1,128,279.06","1,275,650.53"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,"16,800,000.00","6,800,000.00","6,800,000.00","6,800,000.00"
其他流动资产,,,,,,,,,,,"7,030,690.26","4,201,217.93","3,841,346.15","1,789,528.08"
其他流动负债,,,,,,,,,,,,,,
流动资产合计,"109,986,404.07","106,281,248.64","122,784,500.70","98,106,303.77","298,732,759.86","164,338,922.48","153,377,098.48","143,316,337.33","191,225,608.97","176,945,140.78","198,383,999.71","194,429,630.31","213,218,566.05","224,352,473.29"
流动负债合计,"159,956,892.48","185,897,716.11","102,084,657.13","76,300,354.18","114,400,586.35","70,375,605.43","59,582,595.76","51,457,297.39","96,876,398.64","82,771,321.61","99,654,168.85","96,300,492.19","71,947,018.82","75,315,782.68"
可供出售金融资产,,,,,,,,,,,,,,
长期借款,,,"106,500,000.00","106,500,000.00","106,500,000.00","30,000,000.00","36,800,000.00","36,800,000.00","36,800,000.00","36,800,000.00","20,000,000.00","20,000,000.00","60,000,000.00","70,000,000.00"
持有至到期投资,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,
