科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"188,121,016.21","273,450,969.56","143,093,529.22","225,900,920.13","336,969,115.60","111,125,883.45","240,806,981.46","367,304,699.81","523,073,274.19","149,084,311.14","412,463,494.19","625,251,111.41","953,359,393.19","162,818,588.07","581,503,183.37","813,971,389.14","1,142,006,863.52","192,080,083.20","597,640,959.03","868,663,510.27","1,349,728,384.43","214,936,452.35","701,708,471.59","1,037,786,710.09","1,348,972,672.16","245,178,936.16","557,200,390.58","781,810,293.78","1,024,098,645.28","278,348,873.16","573,937,695.47","963,659,464.53","1,658,449,526.72","343,398,116.06","903,301,658.14","1,446,216,219.23","2,064,424,476.58","508,595,947.47"
二、营业利润,"33,987,784.72","32,854,411.33","19,489,528.18","25,951,868.05","39,603,491.51","14,142,865.40","28,484,615.22","40,389,090.76","53,088,011.67","18,867,845.81","44,803,781.77","70,715,733.75","93,924,621.85","19,801,101.92","70,157,943.64","91,340,236.25","107,131,923.19","17,265,904.42","76,386,565.93","109,409,803.85","125,331,038.84","17,874,827.67","87,387,625.69","100,142,062.86","104,531,881.04","6,239,557.05","28,737,962.21","1,902,563.79","-112,266,857.04","18,131,789.57","37,895,087.41","47,065,437.07","4,005,490.46","14,284,465.85","67,666,596.74","114,996,282.10","161,708,143.69","47,214,685.77"
减:营业成本,"131,709,833.75","201,195,044.35","104,467,343.21","168,289,629.72","252,032,980.63","83,168,968.51","178,148,066.41","275,551,978.05","392,898,451.54","108,102,601.67","310,529,125.43","465,149,917.11","711,071,388.39","116,140,388.75","416,291,550.84","583,058,513.63","824,839,894.15","136,766,060.93","423,212,308.04","608,387,066.75","970,472,316.31","141,566,791.18","468,792,054.89","712,793,347.70","909,542,976.32","173,387,537.83","384,888,788.39","544,977,920.17","758,391,796.38","185,864,636.00","388,992,864.62","677,856,551.85","1,249,582,489.41","235,412,317.09","667,088,720.63","1,046,150,049.75","1,499,099,898.47","359,092,053.12"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,270,791.46","2,925,028.53","1,794,036.22","2,670,706.13","4,301,619.12","718,176.72","3,017,800.24","4,580,444.17","6,755,646.52","1,992,478.24","4,281,059.48","5,983,919.23","16,020,886.23","1,243,770.68","7,403,408.78","8,516,971.59","18,849,482.06","949,036.17","7,758,349.48","9,509,009.13","17,471,491.15","1,842,301.83","8,715,410.09","12,322,430.94","14,742,255.04","2,767,955.01","7,158,843.64","9,729,377.33","12,539,446.08","3,751,866.14","4,048,898.17","4,335,769.22","15,653,270.52","2,402,649.82","8,767,081.08","13,321,570.87","23,637,741.70","3,796,334.92"
营业外收入,"1,096,945.80","1,550,221.89","1,420,509.51","1,773,693.62","1,781,681.65","210,767.73","236,980.07","376,193.82","714,921.58","130,916.94","391,741.29","426,434.24","1,192,074.15","985,692.63","3,502,594.24","3,692,276.79","4,163,487.89","200,354.48","1,185,210.73","2,272,139.18","4,600,114.18","981,680.10","1,998,460.38","2,626,667.87","6,109,067.42","1,713,295.37","2,501,259.20","3,525,851.69","4,375,526.94","2,096,150.02","5,410,973.52","8,655,201.09","56,027,191.97","6,708,686.13","16,642,623.19","22,852,889.29","23,159,053.00","8,398,069.37"
销售费用,"9,093,448.53","15,025,385.24","7,998,013.91","13,109,643.85","18,453,376.44","6,174,642.52","13,207,642.36","21,854,971.22","31,022,961.39","9,147,949.77","22,594,188.93","38,230,057.71","55,342,799.07","9,442,976.61","26,948,238.42","43,429,879.38","58,865,534.81","16,206,671.89","35,134,878.17","53,118,206.82","91,593,837.58","21,516,003.59","44,983,581.56","73,021,787.37","107,394,214.09","23,607,265.41","47,003,673.32","70,998,744.00","101,116,713.83","21,899,918.37","46,802,123.34","68,380,644.37","100,305,631.40","25,568,837.74","48,589,571.63","77,492,402.10","108,010,378.63","24,234,249.28"
减:营业外支出,"19,940.00","86,098.31","3,825.93","6,322.41","6,322.41","57,040.00","107,040.02","111,731.33","111,731.35","81,600.08","80,640.08","124,124.44","268,280.54","99,160.00","102,440.00","121,249.41","134,798.74","36,662.50","559,347.47","1,306,239.57","1,791,426.09","289,599.58","5,085,871.47","5,256,525.28","6,659,219.69","171,954.84","8,504,863.65","8,524,947.87","19,402,748.33","233,571.07","2,999,999.47","3,120,394.19","6,481,761.59","633,996.67","706,924.60","752,050.65","739,084.58","8,434.33"
管理费用,"8,842,860.40","16,202,604.79","6,106,720.66","10,437,375.97","14,735,156.65","4,928,105.94","10,966,928.44","17,150,302.62","28,745,258.16","8,094,187.38","17,472,597.99","26,417,420.65","44,914,438.23","9,021,781.22","29,066,819.73","46,044,322.18","75,546,248.79","14,908,483.38","33,148,362.82","54,152,652.89","81,401,872.16","24,500,126.75","56,067,021.35","83,253,303.98","123,030,004.39","35,062,080.06","72,300,692.54","108,955,829.89","163,486,814.10","35,536,065.45","77,429,631.25","126,636,407.98","190,964,322.02","45,896,765.38","87,490,327.64","134,658,202.19","203,530,072.91","51,549,596.98"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,"4,327,754.36",,"4,129,132.84","137,517.39","7,646,079.94","7,668,338.05","18,301,308.26","79,259.04","2,781,796.20","2,808,745.73","6,230,036.98","393,021.87","588,347.00","624,275.43",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,828,933.08","4,967,738.03","2,351,917.50","4,558,423.25","6,049,139.58","1,995,794.94","2,911,721.57","4,340,689.23","6,130,152.27","2,384,204.75","6,298,814.42","12,371,363.47","17,849,659.78","6,782,068.99","15,462,013.49","23,313,012.06","34,975,629.21","7,241,793.53","18,169,551.23","30,647,874.35","44,536,982.36","12,512,036.62","31,764,727.05","50,856,167.23","66,060,714.11","17,078,827.02","31,205,944.93","46,352,193.05","59,777,384.29","11,712,739.29","22,892,851.36","51,268,068.56","90,358,041.28","25,924,483.51","50,236,519.39","81,357,820.62","108,597,975.41","31,642,961.49"
三、利润总额,"35,064,790.52","34,318,534.91","20,906,211.76","27,719,239.26","41,378,850.75","14,296,593.13","28,614,555.27","40,653,553.25","53,691,201.90","18,917,162.67","45,114,882.98","71,018,043.55","94,848,415.46","20,687,634.55","73,558,097.88","94,911,263.63","111,160,612.34","17,429,596.40","77,012,429.19","110,375,703.46","128,139,726.93","18,566,908.19","84,300,214.60","97,512,205.45","103,981,728.77","7,780,897.58","22,734,357.76","-3,096,532.39","-127,294,078.43","19,994,368.52","40,306,061.46","52,600,243.97","53,550,920.84","20,359,155.31","83,602,295.33","137,097,120.74","184,128,112.11","55,604,320.81"
