科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"384,532,570.02","450,889,338.56","271,466,112.40","372,888,963.45","481,162,673.99","157,160,087.40","332,661,427.50","476,490,090.90","600,426,678.90","163,416,323.00","360,537,600.39","517,467,467.47","644,193,479.23","161,372,607.00","323,477,237.75","445,247,213.95","582,263,421.00","175,750,158.50","330,844,339.70","433,909,626.09","535,817,342.63","159,479,038.49","330,459,057.59","451,925,210.05","595,417,520.49","218,155,388.84","406,706,587.19","533,530,008.80","682,616,464.40","232,365,082.90","417,745,490.40","567,034,298.27","751,826,360.20","295,181,862.28","551,166,445.58","743,613,622.07","978,022,412.31","343,639,177.05"
二、营业利润,"97,564,871.98","136,444,679.15","116,089,158.69","143,626,781.88","167,792,962.56","66,258,484.62","152,858,425.66","201,169,184.37","236,369,601.51","58,320,961.32","159,632,660.83","213,850,462.67","250,295,942.96","49,614,845.08","112,266,808.72","123,948,398.39","151,766,883.07","37,020,518.34","87,877,717.27","85,257,365.71","77,588,165.88","28,763,745.79","75,288,552.57","77,289,560.74","87,320,248.59","70,778,880.30","127,737,351.34","127,040,795.29","126,621,590.57","85,377,102.17","153,441,169.69","175,136,958.29","179,269,923.21","125,066,603.06","228,600,657.05","279,056,988.10","299,900,713.10","145,821,335.42"
减:营业成本,"235,031,184.24","261,156,440.79","125,525,028.20","184,814,154.43","254,704,624.71","76,001,163.50","151,534,643.08","231,715,853.93","314,082,584.62","86,893,706.34","171,401,858.79","258,112,617.34","342,637,584.11","93,161,849.14","183,488,824.10","273,907,878.50","369,518,793.56","114,984,752.95","205,659,446.59","294,570,342.57","385,063,824.43","110,966,913.40","221,413,795.13","322,839,572.87","437,344,700.85","126,360,584.55","240,052,782.08","347,849,350.81","460,863,031.26","120,844,414.38","219,828,249.14","325,049,037.40","454,187,678.11","142,399,844.25","275,355,893.79","407,346,304.94","565,942,142.52","157,040,376.48"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"12,617,445.25","14,863,569.00","8,940,814.33","12,273,366.98","15,838,591.39","5,190,207.59","11,011,638.63","15,774,874.64","19,889,772.25","5,476,819.18","12,039,638.32","17,330,110.49","21,722,503.78","5,442,365.49","10,904,668.57","15,014,719.05","19,751,252.69","5,728,308.29","10,918,502.65","12,933,090.85","13,402,932.59","46,662.84","78,877.73","186,496.75","246,253.04","180,249.42","346,928.59","436,752.85","488,411.82","184,622.98","189,430.78","232,234.88","422,299.64","740,142.76","1,642,611.30","2,886,859.48","4,619,150.50","3,028,371.18"
营业外收入,"9,055,528.86","21,299,368.69","4,382,300.00","4,382,300.00","4,382,300.00","2,166,017.58","2,166,017.58","2,168,033.58","5,538,533.58","1,516,500.00","18,406,900.01","18,490,152.86","22,120,560.15",,"25,213,300.00","25,214,500.00","25,943,531.00","1,725,973.78","1,875,973.80","30,794,275.92","36,093,427.65",845.47,"3,861,649.10","3,971,950.44","30,088,663.26",977.31,"7,391,532.23","8,101,086.45","30,323,457.42","528,686.79","2,180,334.85","5,542,971.26","32,462,385.39","2,021,214.95","2,920,915.35","3,087,735.05","559,359.93","173,965.65"
销售费用,,,"198,888.19","967,037.64","1,700,342.11","722,150.27","1,335,571.40","2,229,348.93","4,003,288.81","2,158,975.83","3,407,755.70","4,919,977.91","6,699,552.96","2,007,278.15","3,430,307.30","5,097,279.17","6,567,561.66","2,088,657.18","3,279,308.13","4,662,086.49","6,055,370.45","2,983,404.82","5,550,057.58","7,929,067.17","5,520,623.62","1,396,216.00","2,052,131.64","3,397,959.88","5,684,708.08","2,719,029.60","4,663,772.86","6,437,342.29","9,113,330.45","2,915,839.52","5,042,103.63","6,903,485.24","9,003,946.24","3,089,953.50"
减:营业外支出,"345,735.58","589,380.00","87,285.10","118,876.85","123,876.85","259,900.00","851,022.35","883,616.35","987,815.59","354,191.13","383,476.08","442,966.26","588,372.66","197,771.50","308,931.94","621,097.94","723,847.40","243,900.30","583,587.21","603,463.99","625,303.99","116,078.54","134,088.73","1,929,034.90","2,783,816.71","9,702.80","114,051.51","144,901.59","198,344.83","5,153.62","74,289.56","196,341.76","273,077.00","20,201.17","228,159.54","1,005,671.45","1,033,390.05","13,842.01"
管理费用,"24,816,009.61","32,111,585.87","15,446,803.47","24,475,436.54","35,262,217.94","11,847,431.46","23,419,774.54","34,572,299.78","45,606,349.98","12,923,117.00","26,476,430.26","39,205,113.91","53,760,669.90","15,112,118.60","31,037,205.05","49,161,431.16","63,941,603.51","20,380,156.92","35,859,309.48","52,874,537.30","73,905,232.78","18,674,070.81","33,874,005.61","51,294,710.09","75,176,090.23","19,096,210.81","35,692,190.00","55,069,416.54","86,628,960.62","21,323,315.27","38,114,714.40","58,674,036.36","107,593,427.66","24,727,443.54","47,586,877.40","72,960,987.51","128,180,268.82","34,389,713.34"
其中:非流动资产处置净损失,"14,881.58",,285.10,,"2,396.85",,,,"1,413.74","6,005.03","9,309.98","15,800.16","38,895.56",70.50,"2,600.94","2,966.94","5,126.88",0.30,"2,687.21","2,687.21","2,687.21",,,"1,709,446.17","2,321,753.98",202.80,"1,851.51",,"16,093.02","4,123.15","4,123.15",,"51,386.25",218.97,"15,713.97",,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"5,114,770.69","6,276,677.54","3,441,978.74","4,874,831.27","4,629,436.87","-2,839,788.40","-8,207,143.41","-9,679,988.35","-20,016,910.38","-2,357,256.67","-13,173,047.67","-16,703,119.01","-31,313,368.56","-3,965,849.46","-18,178,788.76","-22,410,705.09","-35,557,961.96","-4,452,235.18","-11,975,863.94","-15,613,716.35","-21,710,610.78","-1,955,759.17","-6,170,401.72","-8,038,368.26","-12,034,061.19","343,247.76","-198,621.63","-39,513.41","-236,348.85","390,403.45","927,098.87","923,634.39","980,466.00","-702,447.64","-5,957,940.46","-6,471,546.07","-8,112,831.47","-1,753,616.14"
三、利润总额,"106,274,665.26","157,154,667.84","120,384,173.59","147,890,205.03","172,051,385.71","68,164,602.20","154,173,420.89","202,453,601.60","240,920,319.50","59,483,270.19","177,656,084.76","231,897,649.27","271,828,130.45","49,417,073.58","137,171,176.78","148,541,800.45","176,986,566.67","38,502,591.82","89,170,103.86","115,448,177.64","113,056,289.54","28,648,512.72","79,016,112.94","79,332,476.28","114,625,095.14","70,770,154.81","135,014,832.06","134,996,980.15","156,746,703.16","85,900,635.34","155,547,214.98","180,483,587.79","211,459,231.60","127,067,616.84","231,293,412.86","281,139,051.70","299,426,682.98","145,981,459.06"
