科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
资产减值损失,"9,388,288.25","36,386.21","1,823,440.78","1,857,354.71","1,234,498.41",,"728,079.24","728,079.24","511,553.75",,"752,304.16","752,304.16","390,594.08",,"528,212.77","528,212.77","6,275,288.47",,"-774,080.48","-774,080.48","1,512,427.28",,"424,170.69","424,170.69","1,843,665.35",,"1,023,825.17","-224,753.16","2,566,110.90","1,526,195.05","581,054.66","581,054.66","259,235.13","34,436.79","-1,103,757.13","-1,103,757.13","-847,535.23","2,023,043.27"
减:所得税,"9,735,069.85","28,607,762.41","24,388,637.75","30,200,626.83","35,007,777.65","14,996,212.48","34,070,619.98","44,539,792.35","53,166,646.88","14,275,984.85","42,807,759.21","55,825,734.69","66,116,622.94","12,441,557.08","34,697,841.22","37,588,407.92","45,351,414.00","10,201,558.54","23,995,467.28","31,410,190.26","32,224,611.81","7,671,167.28","20,136,088.04","20,674,366.68","31,184,568.05","17,345,212.04","33,226,572.22","34,189,166.70","40,286,863.66","22,790,526.62","38,407,875.15","44,701,297.80","53,769,136.59","33,446,116.06","55,453,092.16","68,433,039.69","71,636,372.15","36,745,720.97"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,"19,561.64","19,561.64","19,561.64","19,561.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、净利润,"96,539,595.41","128,546,905.43","95,995,535.84","117,689,578.20","137,043,608.06","53,168,389.72","120,102,800.91","157,913,809.25","187,753,672.62","45,207,285.34","134,848,325.55","176,071,914.58","205,711,507.51","36,975,516.50","102,473,335.56","110,953,392.53","131,635,152.67","28,301,033.28","65,174,636.58","84,037,987.38","80,831,677.73","20,977,345.44","58,880,024.90","58,658,109.60","83,440,527.09","53,424,942.77","101,788,259.84","100,807,813.45","116,459,839.50","63,110,108.72","117,139,339.83","135,782,289.99","157,690,095.01","93,621,500.78","175,840,320.70","212,706,012.01","227,790,310.83","109,235,738.09"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"96,539,595.41","128,546,905.43","95,995,535.84","117,689,578.20","137,043,608.06","53,168,389.72","120,102,800.91","157,913,809.25","187,753,672.62","45,207,285.34","134,848,325.55","176,071,914.58","206,054,285.74","37,146,602.32","102,815,638.69","111,389,600.79","132,506,039.16","29,424,192.30","67,212,406.77","87,586,778.26","85,291,665.28","21,891,820.17","59,040,386.44","59,599,861.51","83,777,664.94","54,132,959.76","100,926,226.69","100,272,507.68","117,278,871.45","63,301,241.63","116,347,266.08","135,024,059.42","156,869,268.03","93,621,500.78","175,840,320.70","212,706,012.01","227,790,310.83","109,235,738.09"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,"-342,778.23","-171,085.82","-342,303.13","-436,208.26","-870,886.49","-1,123,159.02","-2,037,770.19","-3,548,790.88","-4,459,987.55","-914,474.73","-160,361.54","-941,751.91","-337,137.85","-708,016.99","862,033.15","535,305.77","-819,031.95","-191,132.91","792,073.75","758,230.57","820,826.98",,,,,
