科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"64,530,055.22","49,313,160.00","78,158,026.14","62,474,309.95","194,116,656.01","133,288,615.82","88,513,331.95","96,487,854.16","146,000,502.39","97,520,018.23"
短期借款,"19,000,000.00","10,000,000.00","24,000,000.00","26,000,000.00","26,000,000.00",,"30,000,000.00","42,000,000.00","62,000,000.00","88,000,000.00"
交易性金融资产,,,,,,,,,,
交易性金融负债,,,,,,,,,,
应收票据,,"8,120,000.00","17,490,000.00","84,190.90",,,,,"464,800.00","1,845,600.00"
应付票据,"11,154,390.00","17,185,364.90","34,591,521.50","16,806,257.10","16,223,404.00","18,509,850.73","37,755,359.73","47,846,378.69","76,940,815.04","68,361,799.40"
应收账款,"67,166,006.42","112,418,436.51","150,737,711.48","216,079,603.77","222,794,025.88","237,602,674.25","350,667,858.35","414,814,691.74","407,994,386.95","417,074,610.23"
应付账款,"41,624,921.63","94,614,318.79","89,551,323.03","150,908,443.48","191,660,948.70","215,535,556.58","218,216,960.79","279,370,118.95","327,126,535.00","272,058,428.57"
预付款项,"11,928,756.72","19,072,946.99","13,770,866.92","12,089,780.11","8,399,383.59","14,005,655.40","21,917,234.75","11,475,317.98","6,965,892.67","8,220,943.63"
预收款项,"69,927,225.00","128,576,138.23","156,836,510.96","160,309,729.97","117,624,150.28","75,419,340.67","86,605,516.17","102,179,380.50","131,383,267.53","177,151,517.53"
其他应收款,"9,847,222.24","13,748,323.89","14,306,956.56","21,684,992.56","23,061,912.37","23,222,565.52","31,337,231.13","29,163,788.01","29,063,651.08","27,504,273.20"
应付职工薪酬,"3,101,543.42","3,463,239.55","2,706,858.67","3,135,770.61","2,911,968.07","3,468,680.03","4,308,464.46","4,858,243.25","4,914,982.22","5,784,750.16"
应收关联公司款,,,,,,,,,,
应交税费,"2,712,319.20","2,804,930.31","6,417,255.28","4,969,233.79","7,709,212.35","3,968,408.48","12,656,718.92","17,680,813.87","18,697,630.48","11,393,957.41"
应收利息,,,,,,,,,,
应付利息,"57,960.00","166,320.00","161,467.77","32,907.72","36,564.13",,"29,565.28","53,722.51","91,358.35","102,197.12"
应收股利,,,,,,,,,,
应付股利,,,,,,,,,,
