科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"125,884,178.94","136,950,634.51","152,376,805.11","161,734,264.42","135,910,377.56","148,601,751.42","162,206,166.09","173,601,196.84","173,084,042.76","188,251,978.51","198,485,799.11","210,497,825.89","213,313,264.63","224,343,845.90","229,300,855.26","244,646,354.78","244,685,051.26","256,015,009.41","229,770,276.46","238,136,148.28","237,587,415.32","233,681,236.97","231,803,958.22","232,798,904.01","233,712,991.41","234,212,353.39","233,154,641.45","233,756,455.74","242,206,685.06","244,920,084.17","229,732,953.27","233,525,149.30","239,634,953.20","243,560,664.75","243,222,928.66","247,232,226.03","252,954,107.34","549,220,654.52","509,731,940.88","514,710,150.63","553,516,869.43","567,358,250.72","605,254,020.19","614,910,779.05","604,715,043.26","639,945,902.31","669,072,893.18","679,192,432.17"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,357.66",,,,,,,,,,,,,,"932,389.92"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,285,938.90",,,"99,331,538.94","105,040,196.46","109,822,038.38","110,074,960.10","115,675,340.07","116,937,977.86","122,542,229.45","121,858,956.48"
递延所得税资产,"7,162,806.59","7,162,806.59","4,572,307.54","4,572,307.54","5,277,968.29","5,277,968.29","3,396,870.52","3,396,870.52","3,766,666.18","3,766,666.18","6,078,271.40","6,078,271.40","6,203,896.24","6,203,896.24","5,565,885.43","5,617,890.24","5,844,558.72","5,844,558.72","6,829,909.55","6,832,217.91","7,008,525.09","6,663,525.09","5,889,885.58","6,968,929.28","6,014,878.62","5,477,461.73","8,192,209.75","8,192,209.75","8,482,170.56","8,482,170.55","10,836,039.93","10,901,442.27","8,923,850.92","8,856,602.76","8,183,864.13","8,236,690.53","8,740,413.32","15,786,685.06","14,790,544.43","13,028,464.02","21,458,577.06","21,292,928.12","13,692,225.22","14,950,417.28","15,264,743.24","15,496,241.40","16,543,781.17","16,543,781.17"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"23,746,671.00","21,372,003.90","18,997,336.80","16,622,669.70","21,635,855.80","20,316,596.34","19,788,892.59","20,606,764.91","17,414,225.60","15,303,545.90","17,414,225.80","13,720,434.65","59,221,137.09","58,693,433.34","58,165,729.59","57,638,025.69","62,163,978.61","61,636,274.86","60,510,765.98","57,302,741.08","11,081,780.60","10,554,076.80","10,026,373.00","8,970,965.40","256,979,971.17","262,495,946.78","266,035,963.17","312,522,825.31","329,199,069.50","303,849,270.78","305,574,709.74","264,903,568.59","204,113,334.73","87,818,564.74","33,996,792.10","43,996,792.10","110,712,112.30","109,996,792.30"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"306,694,585.63","300,802,787.47","300,986,325.97","293,509,002.53","380,967,303.32","378,665,794.08","507,038,045.91","505,653,057.09","746,527,017.03","801,180,787.36","685,418,200.05","758,165,414.31","689,783,795.28","678,547,766.96","667,342,462.57","708,958,557.89","726,488,441.00","719,170,145.83","708,733,241.07","695,775,509.35","687,472,216.94","670,592,978.34","701,498,147.01","668,839,563.67","656,229,959.23","643,869,105.33","645,866,411.79","633,620,030.50","624,784,922.38","615,012,759.85","609,776,014.79","599,487,562.40","695,035,617.89","684,278,740.25","972,794,218.79","973,812,438.73","976,611,791.19","1,472,989,450.92","1,609,454,613.66","1,615,142,391.91","1,581,158,889.97","1,663,123,891.62","1,652,563,625.75","1,666,997,874.51","1,820,971,880.60","1,809,016,110.77","1,751,132,166.05","1,733,332,278.79"
所有者权益(或股东权益)合计,"279,523,468.53","290,589,924.10","554,595,027.27","562,601,286.58","560,174,999.72","572,506,373.58","590,572,575.03","602,427,285.78","602,611,891.70","617,594,867.45","633,026,087.28","644,747,074.06","647,005,728.80","657,970,622.07","667,319,049.23","682,730,236.75","682,722,013.23","693,723,531.38","668,755,290.41","677,203,610.57","676,593,074.07","672,607,626.46","670,947,248.97","671,863,056.36","672,556,932.56","673,135,432.94","672,963,321.61","673,544,491.10","682,029,128.42","684,883,600.33","670,587,613.73","674,238,736.96","680,985,088.86","684,167,587.61","685,662,105.89","689,372,053.66","696,364,929.13","2,658,549,862.74","2,484,273,567.08","2,489,410,053.63","2,578,480,323.10","2,598,085,414.71","2,642,774,561.88","2,652,673,920.06","2,651,189,060.52","2,684,455,073.88","2,728,190,536.72","2,737,781,638.74"
资产总计,"654,680,193.88","611,831,324.11","895,983,581.18","900,805,554.07","918,149,688.44","1,014,656,232.35","1,053,063,365.04","1,131,967,761.13","1,313,771,591.85","1,426,222,079.16","1,579,675,881.21","1,524,358,474.21","1,571,927,094.15","1,699,568,749.26","1,755,688,604.49","1,691,831,400.24","1,827,773,382.27","1,950,823,487.52","1,818,495,472.97","1,836,149,454.56","1,723,756,861.76","1,793,037,630.83","1,796,692,768.38","1,746,418,639.01","1,796,370,412.85","1,766,164,524.68","1,762,915,394.73","1,851,733,344.81","1,916,107,328.45","1,939,403,059.25","1,866,419,924.30","1,913,051,976.71","1,915,117,514.90","1,933,584,409.48","1,916,449,614.37","1,866,497,045.38","1,920,072,188.75","4,540,603,146.90","4,424,575,993.01","4,267,510,214.19","4,327,818,300.42","4,505,737,302.24","4,584,871,878.81","4,586,242,354.63","4,867,546,797.76","4,850,404,284.02","4,796,170,521.52","4,907,818,227.42"
负债和所有者(或股东权益)合计,"654,680,193.88","611,831,324.11","895,983,581.18","900,805,554.07","918,149,688.44","1,014,656,232.35","1,053,063,365.04","1,131,967,761.13","1,313,771,591.85","1,426,222,079.16","1,579,675,881.21","1,524,358,474.21","1,571,927,094.15","1,699,568,749.26","1,755,688,604.49","1,691,831,400.24","1,827,773,382.27","1,950,823,487.52","1,818,495,472.97","1,836,149,454.56","1,723,756,861.76","1,793,037,630.83","1,796,692,768.38","1,746,418,639.01","1,796,370,412.85","1,766,164,524.68","1,762,915,394.73","1,851,733,344.81","1,916,107,328.45","1,939,403,059.25","1,866,419,924.30","1,913,051,976.71","1,915,117,514.90","1,933,584,409.48","1,916,449,614.37","1,866,497,045.38","1,920,072,188.75","4,540,603,146.90","4,424,575,993.01","4,267,510,214.19","4,327,818,300.42","4,505,737,302.24","4,584,871,878.81","4,586,242,354.63","4,867,546,797.76","4,850,404,284.02","4,796,170,521.52","4,907,818,227.42"
