科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"516,821,808.39","611,772,011.85","367,543,540.15","552,370,360.85","737,807,511.11","242,341,168.81","443,755,561.74","673,174,649.67","923,174,242.83","327,601,162.67","605,320,357.50","908,508,257.51","1,234,740,587.69","376,676,923.41","688,110,095.83","1,035,071,891.72","1,363,972,428.82","251,190,688.74","426,623,912.67","639,757,580.84","802,128,170.62","266,618,847.47","414,773,980.30","558,521,000.73","621,205,756.04","105,890,598.79","194,185,667.82","277,680,384.37","376,635,854.89","27,988,943.68","51,403,068.40","76,148,750.65","100,285,683.63","25,102,282.06","48,677,309.15","72,746,780.56","96,686,958.07","19,759,846.44"
二、营业利润,"90,344,892.10","88,533,199.69","54,158,298.02","82,503,840.57","112,248,585.01","43,866,699.32","65,857,475.12","85,631,660.60","89,669,234.45","44,656,781.41","72,334,728.49","106,244,381.75","134,425,666.72","58,975,450.30","89,669,647.08","114,823,415.81","108,030,655.01","-68,810,399.30","-218,795,384.78","-302,033,771.22","-429,847,428.54","16,152,859.26","-10,661,255.88","-96,039,065.04","-680,250,457.49","-54,301,575.32","-99,986,420.23","-140,423,220.22","-19,691,455.95","-5,522,457.09","-11,588,094.55","-15,529,298.00","-31,302,370.08","-3,349,859.03","-8,068,938.03","-11,580,088.78","-16,989,301.51","-6,044,493.32"
减:营业成本,"212,949,466.53","218,196,875.47","120,182,397.26","180,640,217.53","236,107,851.75","80,746,261.48","147,298,184.90","224,677,849.24","309,267,607.19","107,246,646.44","192,487,199.39","283,747,293.37","380,415,436.99","107,076,503.01","186,956,230.47","295,377,148.56","401,752,874.43","99,211,688.49","166,828,278.18","271,046,719.22","330,010,576.01","114,627,574.94","175,555,852.18","243,281,049.74","271,869,685.50","46,004,746.02","80,373,409.44","113,432,061.36","164,003,132.95","14,234,738.26","28,696,497.29","42,109,308.16","54,907,430.29","13,169,759.85","26,941,674.34","40,090,527.34","52,493,471.84","10,686,052.69"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"25,886,633.34","33,656,279.43","20,374,719.08","30,527,855.09","41,255,108.03","13,489,182.52","24,727,971.28","37,411,641.94","51,546,648.26","18,164,394.65","33,575,690.32","50,428,699.57","68,897,902.10","21,052,708.66","38,362,807.45","57,560,722.15","75,699,067.85","13,565,998.79","23,229,003.00","33,224,378.92","42,475,114.28","9,766,607.70","17,626,069.78","24,703,420.31","30,177,842.24","5,340,675.36","10,027,081.84","14,291,020.45","18,716,383.54","1,567,380.95","2,069,528.69","2,178,003.46","2,862,571.78","54,023.29","94,928.52","142,894.91","186,837.21","33,152.41"
营业外收入,"1,178,588.60","1,702,657.55","1,022,128.12","1,551,939.14","1,984,741.53","248,065.02","879,535.92","1,311,809.38","3,092,251.01","442,988.50","1,966,083.39","3,101,017.74","5,122,850.70","375,022.62","11,521,792.70","26,795,355.89","22,546,124.86","2,555,857.53","4,234,441.37","6,199,852.01","11,534,843.58","15,101,354.13","17,281,610.68","22,391,680.96","26,883,768.92","389,847.97","729,707.01","2,884,798.81","101,001,631.05","83,028.71","171,564.16","178,962.51","530,754.40","5,356.83","30,150.95","44,504.06","80,452.72","12,565.40"
销售费用,"138,629,153.73","181,372,408.77","115,848,491.67","172,377,256.40","237,628,796.20","67,070,950.49","142,230,386.69","220,948,027.40","375,021,887.44","115,286,350.22","228,214,589.47","350,166,578.59","489,243,458.73","141,264,921.32","274,606,939.31","435,291,997.07","602,180,905.60","161,082,758.09","367,477,683.71","496,278,386.15","585,679,068.15","107,889,133.83","212,019,502.56","306,463,152.28","398,429,601.87","66,638,468.55","126,382,605.16","185,184,613.57","235,278,847.96","8,276,168.02","15,627,627.56","23,495,527.11","30,690,173.28","7,952,009.19","16,035,463.33","23,590,697.33","31,609,245.75","7,741,031.39"
减:营业外支出,"207,570.15","352,050.70","283,594.02","291,676.81","2,999,673.04","215,269.51","731,055.40","711,167.86","1,535,975.41","24,506.21","41,218.71","283,295.96","1,867,125.91","55,946.07","510,625.03","518,322.94","9,561,319.71","1,393,374.58","5,031,500.88","6,107,578.18","145,876,404.62","-326,902.89","1,322,662.18","1,970,111.54","58,225,421.81","362,706.91","9,885,144.27","17,075,490.82","29,751,293.86","2,985,787.67","2,988,111.61","3,008,350.27","22,356,156.60","33,803.02","33,803.02","34,894.28","451,906.24","6,128.09"
管理费用,"49,460,962.93","84,442,330.31","56,432,079.20","83,936,275.15","107,843,330.88","34,685,575.28","61,054,056.56","100,464,973.43","96,987,655.18","39,354,414.00","73,647,100.76","109,274,721.64","150,045,595.31","40,582,420.79","76,346,211.28","104,327,348.69","135,352,639.87","35,693,845.44","71,598,350.52","109,622,449.92","144,187,180.27","23,695,062.19","61,116,850.18","106,658,539.64","173,495,411.83","31,550,615.82","57,886,896.47","80,091,151.77","109,109,611.31","8,727,947.39","16,202,796.89","23,503,682.57","33,732,112.30","7,511,070.58","13,867,443.59","20,142,440.45","27,633,741.17","7,346,941.59"
其中:非流动资产处置净损失,,,,,,,"375,424.25","354,406.77","371,699.39","16,203.42","16,203.42","18,461.81","191,331.01",,,,"7,481.70",,,,"132,908,681.60","2,953.20","332,657.34","422,614.97","44,172,607.49",,"314,733.57","999,855.19","7,119,642.66",,,,"58,080.06",,,,,
