科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"172,128,730.20","231,823,020.28","254,357,042.58","560,547,757.37","298,194,171.46","202,855,188.31","226,157,267.42","210,609,846.32","440,876,577.07","638,849,793.15","1,250,431,213.08","962,491,811.29","667,084,699.90","1,100,377,580.89","1,675,388,795.88","800,639,387.88","817,001,935.47","2,991,874,445.61","1,267,105,989.08","2,876,548,028.36","1,580,728,838.54","1,871,390,075.89","1,483,105,565.64","1,906,366,773.20","1,947,052,070.92","2,137,594,736.55","2,407,639,914.95","1,753,537,855.07","3,903,121,938.84","2,621,796,837.79","3,211,984,314.26","2,751,564,865.09","2,115,471,133.37","3,127,909,662.62","2,280,503,881.33","2,394,389,428.93","3,252,583,047.64","4,146,149,346.87","1,956,831,356.22","2,472,381,204.98","1,649,082,366.50","2,178,608,419.44","2,293,102,815.16","2,006,308,021.59"
短期借款,"575,800,000.00","568,600,000.00","714,800,000.00","844,800,000.00","734,800,000.00","774,800,000.00","710,400,000.00","713,600,000.00","933,600,000.00","933,600,000.00","826,684,618.78","865,133,705.70","1,053,330,616.50","1,302,993,385.98","1,354,100,000.00","1,192,695,100.00","1,255,788,200.00","1,301,699,800.00","876,359,750.00","1,073,836,000.00","1,290,118,625.00","1,317,129,539.37","2,143,663,801.79","2,321,784,992.43","2,578,454,802.43","3,549,921,834.77","3,286,090,367.35","3,212,154,749.51","6,073,602,989.74","4,463,311,441.34","5,339,098,070.66","2,885,745,682.68","3,101,287,633.94","3,213,551,718.00","3,052,132,192.03","3,469,306,068.78","2,961,212,808.12","4,170,629,623.92","4,837,517,199.31","4,601,585,093.47","4,519,792,519.01","4,918,214,682.63","4,317,136,200.42","4,940,649,800.00"
交易性金融资产,,,,,,,,,,,,,,,,,,"100,000,000.00","22,000,000.00",,,,,,,,,,,,"42,770,000.00",,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,590,000.00","15,300,000.00","18,030,000.00","10,616,126.85","23,480,500.00","3,200,000.00","2,668,000.00","15,274,064.80","11,657,064.80","7,883,849.84","8,150,000.00","11,529,343.25","17,516,773.33","19,887,773.32","28,551,249.51","49,981,599.40","48,631,054.63","44,510,372.63","90,441,399.81","54,433,692.32","121,991,143.21","163,102,943.09","238,304,311.20","221,937,116.69","390,233,138.17","391,362,759.81","334,978,691.30","365,562,554.19","384,150,992.25","562,175,106.38","594,194,708.37","410,276,165.65","477,989,452.81","651,136,965.37","338,814,898.28","354,248,326.12","496,337,872.92","281,970,977.92","177,916,856.37","168,110,984.70","280,625,660.29","228,058,666.59","467,096,491.62","457,962,104.23"
应付票据,"175,000,000.00","108,500,000.00","51,300,000.00","85,800,000.00","146,000,000.00","128,000,000.00","190,950,000.00","95,850,000.00","100,760,000.00","219,507,793.44","295,091,790.16","241,269,214.13","151,513,423.97","230,236,000.00","486,556,000.00","251,266,000.00","142,716,000.00","340,990,000.00","295,396,600.00","50,030,087.93","102,088,111.35","1,000,000.00","84,412,750.00","45,134,247.00","56,321,247.00","108,034,331.60","463,134,331.60","670,000,000.00","582,600,000.00","702,170,000.00","839,652,000.00","338,320,000.00","549,120,000.00","542,290,000.00","114,400,000.00","64,000,000.00","98,200,000.00","68,200,000.00",,"141,311,465.44","688,355,253.82","1,282,739,935.38","1,194,852,978.22","537,008,185.27"
应收账款,"299,428,852.28","268,903,195.28","376,083,896.33","333,530,130.91","419,956,986.58","475,635,816.00","580,120,332.63","343,503,391.90","376,351,027.77","459,990,153.57","504,940,308.19","311,608,943.65","327,156,117.22","369,786,458.76","416,242,555.02","334,285,832.71","623,921,042.01","1,083,925,729.90","993,296,048.40","923,286,738.05","1,080,939,706.68","481,725,220.64","628,298,087.98","422,948,259.02","928,775,361.08","744,013,489.26","786,713,057.17","670,709,874.06","1,143,210,621.31","899,643,134.16","1,088,349,526.86","873,008,912.16","1,090,380,929.86","828,942,937.33","792,637,809.24","513,214,726.65","386,596,633.65","350,472,097.62","370,389,101.48","361,460,953.07","409,009,110.37","386,663,015.67","374,094,852.92","290,108,895.79"
应付账款,"188,932,699.02","162,760,649.64","297,564,113.36","337,659,500.20","273,231,829.13","263,096,683.36","247,325,839.34","309,515,915.36","387,720,116.46","480,941,562.13","403,077,438.92","296,500,191.40","322,766,352.26","431,867,808.78","423,321,678.15","502,428,460.37","719,611,224.72","594,684,281.36","534,341,205.96","648,390,243.29","456,422,635.86","598,220,623.60","918,430,020.10","1,067,763,742.74","1,319,137,851.67","1,455,677,196.52","1,935,452,121.07","2,500,611,732.45","2,526,307,188.95","2,553,313,622.40","2,664,088,034.81","2,745,584,019.71","2,827,699,629.02","2,721,224,877.84","2,476,656,265.27","2,709,713,698.62","2,725,378,870.36","2,741,023,187.43","3,143,901,636.63","3,520,522,144.62","3,718,921,609.73","3,573,372,380.83","3,628,267,282.53","3,829,357,239.04"
预付款项,"116,744,031.92","142,647,324.12","150,738,810.74","138,379,949.06","162,601,900.48","215,537,667.59","218,028,859.66","201,341,405.97","238,167,686.05","149,931,958.61","2,400,564,750.30","879,925,678.54","1,199,875,666.98","1,471,883,776.61","1,778,485,279.82","348,753,037.56","732,390,954.26","383,574,641.13","698,870,265.75","327,892,695.78","621,390,668.14","586,111,286.57","451,844,595.60","180,314,992.25","193,060,811.59","506,272,194.60","916,882,410.49","161,767,561.81","302,807,462.86","300,452,834.33","368,678,162.20","249,745,725.18","293,448,960.91","486,430,892.49","456,052,975.73","171,096,027.35","247,205,675.64","217,751,141.55","193,456,017.79","157,607,177.23","148,224,713.92","298,659,092.85","217,802,574.89","224,838,968.95"
预收款项,"124,416,408.96","136,152,069.68","218,724,901.75","178,057,047.31","140,518,750.62","151,085,928.36","236,554,626.15","259,003,340.77","310,913,175.99","548,559,148.10","723,016,503.28","732,432,103.79","683,317,550.81","697,820,014.22","527,777,794.61","447,563,703.02","327,876,900.29","283,854,862.46","275,575,309.35","276,886,284.78","254,811,854.09","145,064,261.17","223,220,051.94","1,437,746,732.93","1,320,912,273.72","1,332,972,665.73","1,495,540,730.92","265,261,164.47","282,807,777.77","176,097,780.45","258,987,011.87","225,171,481.85","304,341,911.97","238,768,729.65","210,822,537.25","226,594,453.94","223,476,889.17","194,037,681.67","357,217,049.86","275,768,354.85","229,202,991.29","310,254,483.59","502,148,162.01","472,480,691.35"
