科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"89,816,730.34","58,812,605.69","64,316,791.98","122,383,033.58","127,103,606.15","136,248,591.94","112,446,316.05","275,064,563.83","178,186,672.94","241,313,298.74","360,227,454.82","364,292,492.59","222,211,866.88","287,325,621.82","330,251,379.52","293,354,366.70","187,212,435.30","244,697,174.20","169,968,953.59","228,568,821.96","177,641,921.70","163,322,544.27","121,175,357.32","281,517,643.30","440,848,462.18","304,008,330.77","235,667,366.72","213,764,210.43","173,790,965.55","320,118,543.62","348,748,149.81","219,552,427.61","102,352,698.33","104,823,922.54","112,748,156.97","105,375,583.85","111,203,228.65","143,292,472.37","203,457,237.89","243,819,199.82","121,113,493.51","130,298,564.17","156,593,197.77","142,092,043.35","215,539,696.17","259,433,047.13","207,457,800.63","180,659,682.50","226,171,116.67"
短期借款,"190,000,000.00","190,000,000.00","190,000,000.00","150,000,000.00","150,000,000.00","110,000,000.00",,"150,000,000.00","150,000,000.00","245,000,000.00","245,000,000.00","223,000,000.00","273,000,000.00","320,000,000.00","320,000,000.00","170,000,000.00","120,000,000.00",,,,,,,,,,,,,,,,,,,"150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00",,,,,,,,,,
交易性金融资产,"1,240,472.76","1,598,335.21","2,147,891.12","2,115,293.40","1,656,105.60","1,307,858.01","1,160,656.27","1,075,410.04","1,271,555.09","1,515,871.77","1,542,700.48","1,784,521.41","1,695,172.37","1,447,851.45","1,714,483.00","1,867,454.00","1,816,922.15","1,736,135.62","1,575,878.22","1,447,308.34","1,489,772.56","1,515,038.24","1,388,239.12","1,512,622.24","1,563,997.88","1,454,760.44","1,631,616.79","1,680,677.92","1,582,694.95","1,635,188.53","1,829,143.04","1,855,451.68","2,172,093.94","2,491,876.73","640,798.24",,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"3,762,785.19","3,560,849.83","3,520,849.83","7,441,889.11","7,372,890.11","938,494.28","938,494.28","4,863,791.33","4,666,160.61","4,772,706.29","4,651,290.92","4,997,122.09","5,956,959.52","6,331,697.04","7,153,685.15","5,571,816.59","6,207,995.08","6,314,752.35","6,324,529.00","6,019,706.79","5,895,615.49","5,888,334.91","5,789,334.15","4,415,283.87","4,032,030.64","5,284,790.75","6,024,385.02","5,146,663.92","6,169,542.88","7,592,817.36","6,213,709.15","4,767,621.99","5,995,516.00","7,231,706.23","4,474,033.17","4,645,645.71","4,892,889.60","4,641,516.81","4,833,546.81","1,061,379.35","1,460,021.31","545,651.45","902,177.26","610,712.42","426,615.88","685,341.10","597,775.63","114,644.16","417,973.12"
应付账款,"112,372,486.67","111,734,464.31","108,101,275.43","9,644,579.04","15,044,573.82","8,680,491.21","8,721,446.82","9,359,762.14","9,579,120.50","8,065,020.59","8,404,141.08","11,281,158.93","19,161,466.38","18,024,686.56","18,123,194.31","18,251,879.11","15,519,521.01","14,828,729.11","15,123,771.09","147,889,944.13","165,448,323.31","156,833,311.03","144,805,322.05","233,122,789.03","187,838,641.80","174,133,526.34","164,170,154.00","125,542,164.88","105,943,941.69","101,975,091.32","90,297,114.95","205,690,860.22","173,581,242.53","181,927,404.08","170,774,306.75","240,352,200.46","218,277,216.83","184,644,225.81","165,725,964.66","153,133,911.29","117,999,170.28","111,073,713.05","105,447,935.49","118,435,479.03","94,125,647.18","90,409,645.32",,"128,235,044.37",
预付款项,"48,065,322.75","78,355,042.45","106,974,241.21","5,243,883.92","11,077,293.81","19,355,043.04","27,979,569.39","14,441,154.26","30,817,519.05","16,526,483.79","29,952,128.47","12,266,047.96","15,176,275.93","18,388,567.40","12,080,504.60","12,646,551.13","37,969,139.21","21,339,747.83","21,447,274.74","16,241,425.49","25,978,490.49","25,110,658.82","34,979,478.47","8,226,407.76","25,371,795.64","19,633,664.38","22,914,107.56","6,991,966.18","21,691,526.78","43,213,251.31","52,529,116.39","11,141,328.09","35,045,047.82","39,061,818.52","39,865,110.50","9,196,803.53","25,882,673.63","9,907,056.33","8,444,159.33","11,446,450.61","14,953,506.13","14,726,372.45","13,419,432.31","11,723,183.37","25,107,834.74","13,260,205.72","8,341,626.02","9,550,697.87","9,855,867.15"
预收款项,"36,175,852.54","33,597,183.54","29,577,914.05","21,501,651.05","22,400,921.05","26,815,325.05","84,953,203.45","21,416,310.00","55,742,044.00","54,087,192.00","319,265,392.40","342,855,749.40","102,734,241.01","167,046,800.81","259,957,140.81","102,471,600.01","106,624,618.01","73,029,865.01","122,620,763.37","67,885,750.22","61,741,204.24","87,879,911.14","131,310,267.34","153,229,500.13","88,987,021.15","109,178,306.27","100,229,613.00","90,527,977.72","149,176,834.31","148,681,771.34","231,304,786.33","117,472,835.32","147,156,223.31","62,788,351.01","108,427,749.01","101,464,443.21","148,693,919.01","167,930,332.30","230,843,442.86","110,651,225.81","243,975,941.86","253,279,789.22","241,885,323.01","338,567,940.65","488,528,255.50","562,275,932.50","633,226,107.00","541,036,874.65","666,176,571.00"
