科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"891,210,502.91","993,526,281.85","1,353,775,253.89","340,431,626.36","693,366,674.12","1,054,798,182.05","1,441,098,777.15","360,739,305.23","732,325,323.00","1,248,395,120.72","1,492,304,405.91","502,237,436.89","1,241,515,028.22","1,857,010,167.32","2,253,637,245.33","589,042,607.10","1,054,156,562.26","1,589,605,423.30","2,617,177,435.31","540,905,134.64","1,124,399,764.14","1,660,627,441.64","2,557,304,917.39","518,770,123.96","1,134,476,830.70","1,801,620,250.00","3,068,211,441.83","764,035,143.58","1,676,350,490.48","2,358,462,108.55","3,309,532,957.23","798,361,442.76","1,687,397,333.51","2,632,761,703.59","3,099,445,571.70","909,377,803.62"
取得子公司及其他营业单位支付的现金净额,"765,000.00",,,,,,,,,,"8,769,369.95","2,400,000.00","2,400,000.00","5,400,000.00",,"33,980,073.51","80,105,073.51","80,105,073.51","102,196,918.03",,,"655,283.18",,,,,,,,,,,"378,601,287.68","412,967,710.85","412,992,151.13",
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,"129,068.62",,,,"107,374.14",,,"201,077.19","379,326.40",,
支付其他与投资活动有关的现金,,,,,,,,,,,"244,073,159.57","985,723.69","1,478,972.04","2,799,082.63",,,,,,,,"330,000,000.00","330,000,000.00","509,013.31","32,647,301.17","72,747,301.17","20,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","5,000,000.00",,,,,
收到其他与经营活动有关的现金,"3,928,080.54","9,144,183.32","11,017,609.01","7,363,978.82","7,964,019.60","11,294,069.62","21,316,135.57","4,656,580.94","4,761,824.55","23,349,760.73","48,422,128.65","2,593,562.30","3,091,129.59","4,096,682.13","11,578,117.10","32,965,319.65","25,797,134.13","29,184,490.78","70,580,930.34","423,706.80","1,027,969.67","2,383,056.66","17,240,068.50","2,042,352.11","3,432,911.07","6,368,729.59","13,157,744.15","22,780,881.54","5,838,119.59","8,215,091.08","15,978,260.99","1,838,647.20","15,821,485.45","29,678,750.01","32,872,268.66","2,959,892.74"
投资活动现金流出小计,"60,424,820.73","57,912,383.97","48,714,159.73","12,069,563.39","21,150,311.69","35,942,382.55","54,448,866.71","26,900,107.88","46,429,663.54","63,450,472.20","345,622,485.21","54,980,125.49","68,611,624.83","94,200,601.05","127,706,601.11","59,523,960.37","123,564,336.33","240,648,554.60","299,367,469.18","11,904,202.83","42,896,533.14","465,721,487.66","668,419,769.81","374,622,863.74","969,831,711.95","1,135,732,567.24","1,236,762,881.91","115,113,123.30","165,669,359.78","203,057,825.59","541,395,079.67","330,274,993.09","656,487,134.31","693,993,019.66","699,042,110.68","190,510.59"
经营活动现金流入小计,"895,138,583.45","1,002,670,465.17","1,364,792,862.90","347,795,605.18","701,330,693.72","1,066,092,251.67","1,462,414,912.72","365,395,886.17","737,087,147.55","1,271,744,881.45","1,540,726,534.56","504,830,999.19","1,244,606,157.81","1,861,106,849.45","2,265,215,362.43","622,007,926.75","1,079,953,696.39","1,618,789,914.08","2,687,758,365.65","541,328,841.44","1,125,427,733.81","1,663,010,498.30","2,574,544,985.89","520,812,476.07","1,137,909,741.77","1,808,118,048.21","3,081,369,185.98","786,816,025.12","1,682,188,610.07","2,366,784,573.77","3,325,511,218.22","800,200,089.96","1,703,419,896.15","2,662,819,780.00","3,132,317,840.36","912,337,696.36"
投资活动产生的现金流量净额,"-59,870,648.70","-57,770,025.46","-48,526,008.44","-12,069,563.39","-21,144,311.69","-35,851,882.55","-54,251,015.40","-26,881,507.88","-46,411,063.54","-63,402,872.20","-335,923,247.50","-53,988,388.89","-30,703,266.58","-23,417,511.62","41,927,017.94","25,193,999.94","-38,238,686.12","-154,600,104.74","-213,315,164.67","-11,904,202.83","-42,836,335.80","-464,837,536.50","-245,321,084.30","138,594,694.59","-77,658,725.13","-146,754,558.51","-220,080,214.06","-52,961,552.06","2,356,088.26","-14,286,936.96","-111,908,642.61","35,298,168.22","-252,997,387.94","-290,427,013.29","-289,366,819.17","-112,652.09"
购买商品、接受劳务支付的现金,"732,418,236.89","822,766,646.39","1,139,843,674.89","314,940,076.27","615,043,162.99","962,639,940.73","1,278,691,443.67","316,006,985.39","629,496,891.82","1,067,868,070.71","1,289,606,037.63","331,278,598.18","1,020,102,774.74","1,572,434,438.19","1,839,241,010.34","535,969,080.13","921,061,574.20","1,347,185,493.13","2,253,689,888.53","461,560,450.42","911,482,664.80","1,393,919,516.23","2,071,610,506.66","468,201,372.37","955,992,113.62","1,507,934,237.01","2,619,028,840.49","740,107,579.09","1,476,030,451.19","2,060,988,795.40","2,906,791,949.60","775,461,529.89","1,462,895,960.62","2,276,911,755.51","2,552,765,084.36","636,921,137.15"
吸收投资收到的现金,"111,751,200.00",,,,"576,788,678.54","576,788,678.54","571,426,369.44",,,,,,,,,,,,,,,"564,119,998.99","565,119,998.99",,,"15,000,000.00","45,000,000.00",,,,"9,800.00",,,,,
