科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"3,803,378,130.41","4,276,319,962.59","4,688,729,262.02","4,060,766,891.58","5,228,632,196.64","5,184,237,841.41","5,838,715,882.93","5,925,396,594.68","7,097,277,732.79","4,846,347,515.20","6,563,567,876.20","7,543,588,700.03","9,543,660,882.16","9,943,205,585.66","11,473,084,733.45","14,134,459,002.65","16,190,659,506.01","18,211,566,393.30","19,030,416,620.94","21,550,861,665.98","22,883,165,830.13","23,191,044,991.02","25,767,578,096.67","27,845,507,237.17","28,805,906,991.02","25,756,055,774.56","24,575,610,378.69","25,763,495,274.95","22,776,856,360.03","20,044,935,398.40","20,816,459,339.53","22,382,106,584.48","24,216,910,201.84","22,852,502,534.74","25,368,524,052.24","26,374,190,180.51","27,021,018,337.57","30,573,225,873.51","33,661,137,100.45","34,665,917,836.05","36,444,229,729.18","34,460,702,655.58","37,009,464,495.18","40,591,803,405.78","42,841,346,186.51","42,426,330,649.81"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,"17,452,698.00","16,238,843.00","16,168,058.00","8,086,247.16","8,086,247.16","8,086,247.16","8,086,247.16","8,086,247.16","8,086,247.16","8,086,247.16","10,613,694.93","23,705,071.80","25,799,079.04","20,743,819.28","20,693,323.60","20,756,261.28","22,475,006.72","20,578,616.96","17,745,495.68","18,266,062.56","17,696,728.00","16,286,287.36","15,283,286.08","18,995,628.80","17,820,853.44",,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"700,835,412.31","379,986,577.06","438,071,678.40","523,942,546.50","397,695,819.48","352,053,475.43","510,997,030.20","601,748,849.88","298,348,819.12","566,096,206.29","1,011,783,426.12","1,842,131,762.62","1,410,762,154.18","1,276,951,868.41","1,425,521,975.44","2,180,616,262.52","2,516,511,592.33","1,619,094,085.50","1,656,244,403.19","1,938,673,301.02","2,374,016,621.27","2,399,499,494.96","1,671,281,067.58","2,594,222,586.93","2,885,552,496.44","4,247,102,908.23","4,104,036,271.09","3,625,484,719.41","9,153,573,194.81","8,952,154,232.82","7,364,396,469.04","7,369,422,899.46","7,622,456,071.82","7,425,023,965.36","5,830,649,754.77","8,665,339,281.59","16,167,613,235.60","11,151,897,352.93","8,483,681,711.95","9,579,098,215.23","13,159,107,548.99","11,527,797,189.12","10,434,216,114.75","11,188,200,510.91","17,196,073,686.74","16,977,557,220.09"
应付票据,,,,,,,,,,,,,,,"22,822,800.00","56,456,400.00",,,,,,,,,"30,000,000.00","49,160,000.00","54,814,400.00","52,577,851.10","56,484,738.25","102,106,793.65","210,739,647.93","85,449,379.48","116,354,744.69","209,802,069.42","246,844,082.42","206,060,495.80","168,562,188.22","217,131,959.85","281,697,340.71","327,474,650.48","393,457,461.22","401,616,467.53","444,281,179.76","629,668,486.54","565,844,194.50","493,870,872.73"
应收账款,"62,527,448.84","10,677,560.94","60,092,296.23","6,792,521.38","62,119,013.29","16,460,544.41","20,361,430.23","5,170,935.73","41,423,790.42","81,047,717.20","218,856,184.69","102,759,224.96","106,195,171.78","121,431,445.87","95,257,645.41","89,308,643.66","135,662,395.46","90,179,133.64","107,612,919.33","75,620,180.15","91,302,403.83","111,469,617.21","139,523,546.14","80,997,122.24","137,135,845.07","122,003,853.23","127,791,575.36","75,473,277.19","94,682,124.10","132,997,074.34","130,143,929.04","122,947,745.88","214,776,783.08","142,355,074.77","120,971,070.58","106,953,033.25","146,053,117.66","124,322,436.60","127,688,546.06","107,702,772.21","153,556,780.75","121,745,303.24","117,313,272.51","109,569,527.26","153,117,071.25","178,700,262.76"
应付账款,"174,303,975.41","29,179,995.60","26,164,564.46","30,308,923.31","36,925,617.49","46,494,790.41","264,017,878.25","38,079,985.51","242,586,539.78","523,434,740.58","455,109,648.48","239,072,532.94","405,567,824.90","447,782,773.98","261,887,557.63","155,435,476.76","326,267,826.51","218,946,880.88","254,313,834.71","234,517,751.80","263,252,391.58","355,483,573.52","339,830,835.57","730,530,919.90","712,717,208.06","580,932,251.35","962,793,175.56","583,987,991.93","923,957,982.58","986,430,295.13","741,184,097.15","647,043,070.00","1,149,524,453.60","974,909,229.63","884,085,345.92","1,058,247,050.29","1,571,631,407.61","1,608,905,206.84","1,534,554,612.89","2,171,287,638.14","3,040,708,704.78","3,526,387,932.96","3,556,064,072.62","3,137,915,625.61","3,838,984,045.97","3,970,836,974.76"
预付款项,"1,716,533.62","5,602,998.94","2,496,309.30","7,624,049.38","5,023,436.71","10,500,016.78","11,928,878.33","45,462,986.79","41,232,496.46","139,038,405.69","184,675,932.61","195,685,085.40","348,428,191.01","323,106,093.92","191,907,282.83","328,380,998.28","275,157,634.21","218,455,551.14","241,814,896.36","254,497,498.01","263,222,943.09","251,995,509.90","278,664,739.87","258,719,181.60","109,493,039.03","226,754,621.13","375,593,573.02","213,651,778.22","145,246,155.97","224,045,622.73","567,747,380.69","298,155,704.17","211,099,303.17","199,040,884.59","198,250,284.71","332,130,005.32","389,494,047.28","314,006,426.76","281,844,564.43","271,649,757.80","363,047,875.53","237,477,969.99","285,151,661.41","198,058,435.49","459,361,428.92","457,883,202.29"
预收款项,"215,327,186.46","342,011,688.21","580,516,526.90","711,587,261.15","442,082,196.90","346,203,139.70","505,629,720.08","1,052,920,496.85","187,233,216.74","276,311,548.98","3,032,086,738.17","4,376,268,193.67","4,965,561,554.71","5,270,872,584.79","5,268,820,414.81","7,107,610,071.86","7,659,580,030.17","8,241,570,251.08","7,899,140,218.46","9,047,172,727.93","7,790,285,617.72","7,479,837,557.59","6,510,647,051.40","6,467,422,141.71","3,863,416,187.70","3,386,451,882.91","1,309,599,466.44","824,725,426.75","1,566,551,581.82","1,189,254,075.97","1,430,141,617.35","858,110,981.89","778,364,798.67","621,830,322.54","656,301,527.12","1,993,934,055.91","6,826,442,994.04","4,416,995,952.94","6,723,035,776.49","6,298,680,313.88","6,237,059,999.73","5,511,067,556.00","4,925,694,275.44","4,645,721,765.99","5,771,644,744.03","4,418,983,399.23"
