科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"272,061,644.51","277,792,579.43","484,092,553.76","438,742,486.55","379,445,877.25","1,325,815,897.08","1,255,139,562.94","1,235,778,213.25","1,242,595,266.37","1,695,269,326.17","1,599,193,758.50","1,693,781,640.88","1,743,475,567.19","1,602,176,713.20","1,598,890,072.70","1,534,693,268.51","1,612,034,292.05","1,560,044,893.85","1,561,254,015.54","1,546,534,876.06","1,551,947,263.79","1,445,746,312.00","1,419,653,654.52","1,264,773,802.31","1,351,852,182.62","3,178,046,527.18","3,169,681,343.42","2,577,465,230.71","1,357,014,980.47","1,685,759,652.19","1,735,712,952.36"
短期借款,"141,500,000.00","58,700,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","50,000,000.00",,,,,,,,,,,"3,500,000.00","3,500,000.00","3,000,000.00","7,500,000.00","7,500,000.00","8,500,000.00","5,350,000.00","21,300,000.00","162,300,000.00","214,450,000.00","184,050,000.00","186,650,000.00","450,400,000.00","489,424,950.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,000,000.00","58,271,600.00",,,,,,,,"300,000.00",,,,"450,000.00",,"10,720,000.00","8,650,000.00","3,865,757.00","5,202,579.58","597,000.00","1,755,051.68","39,101,539.00","36,480,854.42","58,431,629.62","57,476,480.00","29,361,917.39","12,591,044.37","19,096,920.95","22,709,899.55","5,466,471.84","3,906,171.89"
应付票据,"140,280,000.00",,"19,478,212.00","47,133,473.00","38,418,620.37","50,143,347.00","31,823,300.00","30,526,010.00","36,333,230.00","37,114,630.00","46,838,660.00","53,814,760.00","35,063,917.03","59,403,860.00","67,126,361.80","49,907,420.00","43,620,909.00","21,944,804.80","23,506,484.55","56,196,528.50","39,125,000.14","47,068,741.35","33,817,981.76","73,021,123.26","84,197,592.37","42,281,838.00","50,242,381.72","26,170,945.52","32,701,768.98","48,541,351.20",
应收账款,"133,512,524.01","189,199,824.64","203,234,505.48","180,816,786.36","266,734,841.98","263,642,157.33","321,906,670.83","340,144,307.12","333,714,533.28","363,267,694.29","437,462,764.76","492,383,493.11","467,996,214.39","530,100,674.75","583,311,180.94","580,480,159.62","618,160,348.28","583,616,512.65","603,578,155.50","624,402,900.11","586,380,952.95","679,281,686.42","694,767,894.58","691,967,555.53","651,078,179.64","657,085,471.47","710,671,635.05","708,092,414.24","700,099,358.18","705,409,995.04","652,815,484.97"
应付账款,"50,533,724.27","99,172,381.12","78,918,609.49","99,118,930.75","125,016,438.48","146,461,781.04","114,073,827.01","116,534,506.27","139,503,858.64","164,748,491.54","162,188,821.80","209,530,778.11","256,779,539.09","228,211,762.02","227,353,247.76","243,614,500.88","217,897,318.85","239,648,110.27","248,649,477.36","218,446,348.23","223,191,334.11","219,199,824.64","231,436,199.30","205,260,082.11","231,860,967.40","213,375,898.06","192,898,423.33","155,775,676.91","132,960,706.39","225,564,309.68","167,249,537.25"
预付款项,"46,087,593.45","5,092,533.82","27,830,059.68","68,053,699.30","56,778,574.95","46,455,742.76","98,546,397.84","68,470,699.68","44,633,555.61","43,859,258.59","64,780,303.02","58,536,452.60","53,752,541.19","33,139,311.70","30,409,230.22","30,019,113.76","33,273,345.99","24,971,154.61","24,057,871.58","23,545,827.38","33,470,201.65","30,049,737.13","31,707,637.87","36,766,317.06","33,360,892.39","96,196,795.70","83,279,589.88","105,050,527.48","138,237,520.20","161,921,130.35","145,593,889.18"
预收款项,"2,295,354.09","9,746,206.46","28,674,391.26","43,455,010.42","27,385,727.34","35,750,669.76","45,745,759.73","37,541,300.91","38,705,619.51","70,425,873.43","74,222,101.95","113,927,824.34","95,660,467.82","83,614,706.82","61,451,200.41","48,617,873.64","84,721,500.77","99,316,839.12","95,054,845.54","58,826,306.70","57,700,523.06","97,920,789.49","82,565,546.24","110,283,720.87","94,831,164.55","440,968,541.81","426,325,234.67","385,546,626.94","455,100,568.03","424,596,436.08","405,717,737.28"
