科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
固定资产,"180,771,418.73","188,940,471.67","185,339,857.55","181,214,043.57","213,645,815.70","207,968,441.49","199,370,843.63","194,911,190.61","192,657,422.86","189,900,589.44","310,351,449.40","314,404,440.50","312,179,041.35","305,102,960.13","361,286,969.13","354,502,181.36","345,476,350.43","339,785,941.55","355,696,228.36","346,876,007.16","338,296,967.42","350,197,099.85","348,539,844.68","345,035,232.30","306,730,615.26","299,057,578.55","1,387,302,286.83","1,379,178,681.54","1,368,922,675.41"
递延所得税负债,,,,,,,,,,,"67,723.36","67,723.36",,,,,,,,,,,,,,"18,037.49",,,
在建工程,"1,084,549.00",,"17,543,599.06","25,373,197.60","1,834,119.95","5,956,929.90","46,916,912.91","71,541,790.08","108,405,491.33","119,556,630.82","42,974,581.08","46,380,901.38","56,231,479.67","60,027,606.32","10,566,311.00","13,345,945.97","14,731,898.36","15,666,088.37","535,700,190.22","555,271,946.33","576,467,570.70","624,821,733.48","977,122,535.12","969,322,115.24","1,407,195,267.41","1,377,475,107.36",,,
其他非流动负债,,,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","3,210,000.00","3,210,000.00","3,210,000.00","1,710,000.00","2,160,000.00","2,160,000.00","2,160,000.00","2,160,000.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"2,278,000.00","2,278,000.00","1,500,000.00","1,500,000.00","250,131,373.89","250,275,430.19","250,423,716.13","249,076,367.53","309,749,558.77","309,904,452.99","309,996,171.70","309,160,307.66","249,118,936.83","249,285,484.35","249,456,921.87","293,893,802.75","158,068,995.12","158,144,754.48","159,678,318.88","165,365,602.06","153,506,367.04","153,911,596.16","108,210,129.67","18,037.49",,,
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,"2,327.68",,,
负债合计,"516,778,255.20","684,284,109.65","826,501,676.35","714,544,293.20","786,643,305.85","776,113,657.82","1,080,484,807.86","1,130,764,058.42","1,246,981,502.32","1,219,214,137.63","1,033,754,750.89","1,129,695,013.23","1,209,112,219.25","1,265,832,705.96","1,321,232,463.67","1,309,606,587.27","1,377,386,077.62","1,552,755,530.18","1,701,030,328.47","1,531,913,240.89","1,595,828,382.64","1,337,706,926.73","1,306,538,640.88","1,649,582,900.46","1,988,870,547.28","1,956,998,553.69","933,979,332.45","903,219,911.97","1,026,255,473.86"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"116,500,000.00","116,500,000.00","116,500,000.00","155,500,000.00","155,500,000.00","155,500,000.00","155,500,000.00","155,500,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","311,000,000.00","498,566,987.00","498,566,987.00","498,566,987.00","498,566,987.00","498,566,987.00","498,566,987.00","498,566,987.00","498,566,987.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"16,343,547.37","17,082,106.92","17,082,106.92","339,943,435.82","339,943,435.82","339,943,435.82","339,943,435.82","339,943,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","184,443,435.82","1,723,524,062.49","1,723,524,062.49","1,723,524,062.49","1,724,872,444.17","1,724,872,444.17","1,668,631,594.92","1,669,248,455.31","1,669,248,455.31"
无形资产,"31,781,422.78","44,211,170.61","43,295,300.11","43,316,823.81","43,059,639.54","42,866,438.17","42,589,219.70","42,329,667.89","42,162,680.18","56,200,512.49","54,723,450.78","54,389,667.81","54,055,884.84","53,722,101.87","53,388,318.90","53,088,154.16","52,757,661.80","52,432,029.44","52,106,397.08","51,780,764.72","51,456,632.36","51,169,274.14","499,710,073.80","497,344,346.94","495,003,846.94","510,056,406.97","956,246,003.32","952,111,943.98","946,415,701.75"
盈余公积,"5,965,802.80","10,222,694.61","16,801,687.74","16,801,687.74","17,539,711.62","17,539,711.62","22,079,064.93","22,884,768.66","22,079,064.93","22,079,064.93","22,079,064.93","22,079,064.93","22,079,064.93","22,079,064.93","23,240,778.59","23,240,778.59","23,240,778.59","23,240,778.59","23,559,343.18","23,559,343.18","23,559,343.18","23,559,343.18","23,559,343.18","23,559,343.18","23,559,343.18","23,559,343.18","27,579,031.87","27,579,031.87","27,579,031.87"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,"312,061.40","312,061.40","312,061.40","312,061.40","312,061.40","195,275,429.24","214,678,524.17","214,678,524.17","214,678,524.17","214,678,524.17","214,678,524.17"
未分配利润,"52,625,955.81","74,885,727.57","117,436,486.59","131,705,911.71","141,210,323.29","152,271,635.33","146,530,413.69","153,907,668.21","141,985,455.35","138,208,882.96","71,275,041.11","61,749,966.57","65,625,503.87","74,172,489.41","83,059,161.04","79,620,514.22","72,821,037.59","79,847,953.24","84,360,414.13","80,943,201.46","78,501,247.98","39,303,723.83","-11,685,008.79","-10,498,650.21","-36,999,010.13","-73,617,643.76","9,263,578.49","-20,615,518.87","-42,415,566.45"
长期待摊费用,,,,,,,,,,"575,357.21","500,310.62","425,264.03","375,232.97","275,170.85","1,022,124.26","947,077.67","872,031.08","822,000.00","639,600.00","594,000.00","548,400.00","1,520,968.90","1,423,597.60","222,559,572.06","228,391,609.19","226,433,874.01","241,433,794.20","247,370,146.45","272,075,828.04"
少数股东权益,"28,534,323.34","34,377,045.99","35,737,336.09","35,732,243.65","35,800,402.11","35,923,761.58","36,111,159.59","36,173,088.90","36,488,158.49","36,521,467.46","36,625,011.21","36,560,390.17","36,286,859.83","35,744,876.37","34,920,825.67","34,657,487.37","33,949,276.14","33,439,903.80","259,889,692.39","258,818,345.69","257,803,469.27","256,704,581.47","256,124,132.56","255,931,534.36","258,450,552.92","256,409,245.30","7,427,728.32","5,293,114.98","5,631,683.73"
递延所得税资产,"3,000,426.52","3,360,607.27","5,224,401.63","4,412,171.52","2,322,228.67","4,831,164.72","5,280,274.51","5,242,753.81","5,370,617.97","5,549,887.98","30,445,483.27","33,326,890.02","32,176,648.35","29,542,313.96","26,704,804.57","27,938,486.25","30,413,152.14","28,107,395.85","24,027,757.97","24,901,091.81","25,872,405.95","38,747,596.12","51,414,342.76","51,174,273.00","61,529,987.23","70,977,320.41","34,318,813.99","43,586,453.43","48,792,312.42"
外币报表折算价差,,,,,,,"-1,933.06","-3,474.75","-10,332.32","-10,332.32","-28,145.28","-28,145.28","-8,550.07",,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"453,361,425.72","1,865,427.00","1,865,427.00","16,179,728.89","14,471,005.00","219,354.18","115,100.00","2,039,789.09"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"216,637,817.03","236,512,249.55","251,403,158.35","254,316,236.50","260,861,803.86","261,922,477.12","294,157,250.75","314,025,402.39","348,596,212.34","371,782,977.94","515,532,298.72","538,916,274.83","557,785,769.13","577,864,848.91","655,145,738.84","795,667,442.69","869,223,323.32","724,724,718.29","1,252,390,844.64","1,274,965,506.77","1,261,012,156.36","1,793,134,528.86","2,159,235,164.37","2,514,271,576.70","2,960,865,404.35","2,947,161,339.64","2,834,399,638.27","2,837,241,711.15","2,853,125,692.46"
所有者权益(或股东权益)合计,"220,810,063.17","253,067,575.09","303,557,617.34","679,683,278.92","689,993,872.84","701,178,544.35","700,162,140.97","708,405,486.84","695,985,782.27","692,242,518.85","625,394,407.79","615,804,712.21","619,426,314.38","627,431,316.46","636,627,435.44","632,925,450.32","625,419,059.20","632,052,017.08","863,532,167.88","859,015,990.92","855,717,868.74","2,542,108,195.01","2,490,877,984.05","2,491,871,744.43","2,468,794,323.23","2,429,673,459.31","2,211,054,229.65","2,179,508,330.35","2,158,215,139.80"
资产总计,"737,588,318.37","937,351,684.74","1,130,059,293.69","1,394,227,572.12","1,476,637,178.69","1,477,292,202.17","1,780,646,948.83","1,839,169,545.26","1,942,967,284.59","1,911,456,656.48","1,659,149,158.68","1,745,499,725.44","1,828,538,533.63","1,893,264,022.42","1,957,859,899.11","1,942,532,037.59","2,002,805,136.82","2,184,807,547.26","2,564,562,496.35","2,390,929,231.81","2,451,546,251.38","3,879,815,121.74","3,797,416,624.93","4,141,454,644.89","4,457,664,870.51","4,386,672,013.00","3,145,033,562.10","3,082,728,242.32","3,184,470,613.66"
负债和所有者(或股东权益)合计,"737,588,318.37","937,351,684.74","1,130,059,293.69","1,394,227,572.12","1,476,637,178.69","1,477,292,202.17","1,780,646,948.83","1,839,169,545.26","1,942,967,284.59","1,911,456,656.48","1,659,149,158.68","1,745,499,725.44","1,828,538,533.63","1,893,264,022.42","1,957,859,899.11","1,942,532,037.59","2,002,805,136.82","2,184,807,547.26","2,564,562,496.35","2,390,929,231.81","2,451,546,251.38","3,879,815,121.74","3,797,416,624.93","4,141,454,644.89","4,457,664,870.51","4,386,672,013.00","3,145,033,562.10","3,082,728,242.32","3,184,470,613.66"
